NodeID	Description	MapID	CityID	Camp	TongID	NeedOpen	WorldRoadTrackEnd	ScriptFile	X	Y	Z	IdleFrame	MinLevel	MaxLevel	StartWaitFrame1	EndWaitFrame1	SwitchWaitFrame1	StartWaitFrame2	EndWaitFrame2	SwitchWaitFrame2	StartWaitFrame3	EndWaitFrame3	SwitchWaitFrame3	StartWaitFrame4	EndWaitFrame4	SwitchWaitFrame4	StartWaitFrame5	EndWaitFrame5	SwitchWaitFrame5	StartWaitFrame6	EndWaitFrame6	SwitchWaitFrame6
370	风云变幻1	104	370	0	0	0	0	scripts\Traffic\降低车费.lua	26192	115706	1057148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	风云变幻2	104	371	0	0	0	0	scripts\Traffic\降低车费.lua	28847	118378	1053292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	风云变幻3	104	372	0	0	0	0	scripts\Traffic\降低车费.lua	49905	118143	1066134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	风云变幻4	104	373	0	0	0	0	scripts\Traffic\降低车费.lua	49720	118183	1062791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374		6	374	0	0	0	0	scripts\Traffic\降低车费.lua	49499	26428	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375		6	375	0	0	0	0	scripts\Traffic\降低车费.lua	49590	26687	1049614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376		103	376	0	0	0	0	scripts\Traffic\降低车费.lua	65782	76258	1121313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377		103	377	0	0	0	0	scripts\Traffic\降低车费.lua	66081	73736	1133486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378		103	378	0	0	0	0	scripts\Traffic\降低车费.lua	63139	71449	1121162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379		103	379	0	0	0	0	scripts\Traffic\降低车费.lua	66481	71108	1133486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380		103	380	0	0	0	0	scripts\Traffic\降低车费.lua	67562	68463	1121162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381		103	381	0	0	0	0	scripts\Traffic\降低车费.lua	67968	72423	1133486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382		103	382	0	0	0	0	scripts\Traffic\降低车费.lua	70289	73304	1121162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383		103	383	0	0	0	0	scripts\Traffic\降低车费.lua	65243	72413	1133486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	门口到副本	100	384	0	0	0	0	scripts\Traffic\降低车费.lua	46964	28857	1048749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	门口到副本终点	100	385	0	0	0	0	scripts\Traffic\降低车费.lua	112133	54313	1049890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	艾黎表现出发	102	386	0	0	0	0	scripts\Traffic\降低车费.lua	100231	85792	1083081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	艾黎表现到达	102	387	0	0	0	0	scripts\Traffic\降低车费.lua	95227	106731	1126758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	谷之兰	15	388	0	0	0	0	scripts\Traffic\降低车费.lua	40816	49057	1060868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	祁进	15	389	0	0	0	0	scripts\Traffic\降低车费.lua	44947	63360	1063416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	跃马花山节起点	101	390	0	0	0	0	scripts\Traffic\降低车费.lua	93898	40917	1058401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	跃马花山节终点	101	391	0	0	0	0	scripts\Traffic\降低车费.lua	93911	40702	1058401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	蚩尤神殿到达2	102	392	0	0	0	0	scripts\Traffic\降低车费.lua	94994	106923	1126467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	蚩尤神殿到达3	102	393	0	0	0	0	scripts\Traffic\降低车费.lua	95217	107028	1126518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	蚩尤神殿到达4	102	394	0	0	0	0	scripts\Traffic\降低车费.lua	95402	107001	1126529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	蚩尤神殿到达5	102	395	0	0	0	0	scripts\Traffic\降低车费.lua	95461	106804	1126520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	龙渊泽A	109	396	0	0	0	0	scripts\Traffic\降低车费.lua	16344	25133	1083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	龙渊泽B	109	397	0	0	0	0	scripts\Traffic\降低车费.lua	7627	15221	1050796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	wuluze	104	398	0	0	0	0	scripts\Traffic\降低车费.lua	112702	81898	1056222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	第一楼到神木谷终点	101	399	0	0	0	0	scripts\Traffic\降低车费.lua	118262	67208	1054583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	longxin2	104	400	0	0	0	0	scripts\Traffic\降低车费.lua	59833	58245	1087636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	jueji2	104	401	0	0	0	0	scripts\Traffic\降低车费.lua	49590	118347	1063082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402		104	402	0	0	0	0	scripts\Traffic\降低车费.lua	89617	21765	1087505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403		104	403	0	0	0	0	scripts\Traffic\降低车费.lua	89706	21996	1087404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404		104	404	0	0	0	0	scripts\Traffic\降低车费.lua	103806	21044	1120946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405		104	405	0	0	0	0	scripts\Traffic\降低车费.lua	102536	20017	1120946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	祭仙	104	406	0	0	0	0	scripts\Traffic\降低车费.lua	90358	62143	1100133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	25人英雄龙渊泽A	117	407	0	0	0	0	scripts\Traffic\降低车费.lua	16344	25133	1083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	25人英雄龙渊泽B	117	408	0	0	0	0	scripts\Traffic\降低车费.lua	7627	15221	1050796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	第一楼到归林泽起点	101	409	0	0	0	0	scripts\Traffic\降低车费.lua	21962	65135	1053687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	第一楼到归林泽终点	101	410	0	0	0	0	scripts\Traffic\降低车费.lua	45760	121602	1053812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	第一楼到花山节起点	101	411	0	0	0	0	scripts\Traffic\降低车费.lua	22106	64768	1051495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	第一楼到花山节终点	101	412	0	0	0	0	scripts\Traffic\降低车费.lua	91323	45990	1051918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	第一楼到神木谷起点	101	413	0	0	0	0	scripts\Traffic\降低车费.lua	22000	64843	1053687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	第一楼到神木谷终点	101	414	0	0	0	0	scripts\Traffic\降低车费.lua	118235	67373	1051014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	第一楼点	101	415	0	0	0	0	scripts\Traffic\降低车费.lua	22143	65166	1053686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	临沧江畔	101	416	0	0	0	0	scripts\Traffic\降低车费.lua	65553	35806	1053463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	417	101	417	0	0	0	0	scripts\Traffic\降低车费.lua	91128	46017	1054544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	神木谷点	101	418	0	0	0	0	scripts\Traffic\降低车费.lua	118382	67147	1054583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	419	101	419	0	0	0	0	scripts\Traffic\降低车费.lua	27669	118648	1053525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	新建交通点420	179	420	0	0	0	0	scripts\Traffic\降低车费.lua	21599	18964	1063486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	新建交通点421	179	421	0	0	0	0	scripts\Traffic\降低车费.lua	20997	18980	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	旧洛阳听泉私塾	8	422	0	0	0	0	scripts\Traffic\降低车费.lua	77404	66430	1085292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	树村到达港口	102	423	0	0	0	0	scripts\Traffic\降低车费.lua	41516	80427	1052479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	25人龙渊泽A	118	424	0	0	0	0	scripts\Traffic\降低车费.lua	16344	25133	1083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	25人龙渊泽B	118	425	0	0	0	0	scripts\Traffic\降低车费.lua	7627	15221	1050796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	10人英雄龙渊泽A	119	426	0	0	0	0	scripts\Traffic\降低车费.lua	16344	25133	1083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	10人英雄龙渊泽B	119	427	0	0	0	0	scripts\Traffic\降低车费.lua	7627	15221	1050796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	新建交通点428	22	0	0	0	0	0	scripts\Traffic\降低车费.lua	6243	26336	1047220	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
429	新建交通点429	35	0	0	0	0	0	scripts\Traffic\降低车费.lua	9197	29063	1119463	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
430	融天去黑龙	103	430	0	0	0	0	scripts\Traffic\降低车费.lua	124494	101012	1185447	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
431	融天去成都	103	431	0	0	0	0	scripts\Traffic\降低车费.lua	68569	123460	1203756	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
432	融天驿站	103	432	0	0	1	0	scripts\Traffic\降低车费.lua	58695	123655	1212216	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
433	无量到五毒	101	433	0	0	0	0	scripts\Traffic\降低车费.lua	3261	84665	1066306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	无到南平白龙洱海	101	434	0	0	0	0	scripts\Traffic\降低车费.lua	124049	55834	1076997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	无量驿站	101	435	0	0	1	0	scripts\Traffic\降低车费.lua	7905	75577	1058267	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
436	五毒去无量	102	436	0	0	0	0	scripts\Traffic\降低车费.lua	63846	7901	1083616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	成都去白龙	108	437	0	0	0	0	scripts\Traffic\降低车费.lua	124322	106199	1116058	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
438	成都去融天	108	438	0	0	0	0	scripts\Traffic\降低车费.lua	8227	68302	1097335	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
439	成都去五毒	108	439	0	0	0	0	scripts\Traffic\降低车费.lua	79286	5137	1054361	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
440	成都驿站	108	440	0	0	1	0	scripts\Traffic\降低车费.lua	74132	64703	1070245	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
441	新建交通点441	108	441	0	0	0	0	scripts\Traffic\降低车费.lua	93025	103981	1130192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	新建交通点442	108	442	0	0	0	0	scripts\Traffic\降低车费.lua	120697	79679	1129027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	孔雀神恩赐万福起点	101	443	0	0	0	0	scripts\Traffic\降低车费.lua	107599	32411	1061417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	新建交通点444	101	444	0	0	0	0	scripts\Traffic\降低车费.lua	107706	32481	1061425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	雪山PQ终点	101	445	0	0	0	0	scripts\Traffic\降低车费.lua	69247	66727	1132749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	新建交通点446	103	446	0	0	0	0	scripts\Traffic\降低车费.lua	20139	70444	1123573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	新建交通点447	103	447	0	0	0	0	scripts\Traffic\降低车费.lua	10786	71761	1193626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	新建交通点448	1	448	0	0	0	0	scripts\Traffic\降低车费.lua	17774	26831	1053892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	新建交通点449	1	449	0	0	0	0	scripts\Traffic\降低车费.lua	17813	26833	1053887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	新建交通点450	1	450	0	0	0	0	scripts\Traffic\降低车费.lua	18569	26825	1051950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	新建交通点451	1	451	0	0	0	0	scripts\Traffic\降低车费.lua	18781	26844	1051907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	新建交通点452	1	452	0	0	0	0	scripts\Traffic\降低车费.lua	18885	26884	1051892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	新建交通点453	1	453	0	0	0	0	scripts\Traffic\降低车费.lua	18708	26840	1051896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	新建交通点454	1	454	0	0	0	0	scripts\Traffic\降低车费.lua	19036	26811	1051817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	新建交通点455	1	455	0	0	0	0	scripts\Traffic\降低车费.lua	20391	26791	1052422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	新建交通点456	1	456	0	0	0	0	scripts\Traffic\降低车费.lua	21227	26762	1055814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	新建交通点457	1	457	0	0	0	0	scripts\Traffic\降低车费.lua	21775	26728	1057024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	新建交通点458	1	458	0	0	0	0	scripts\Traffic\降低车费.lua	22801	26716	1056076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	新建交通点459	1	459	0	0	0	0	scripts\Traffic\降低车费.lua	23043	25792	1056620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	新建交通点460	1	460	0	0	0	0	scripts\Traffic\降低车费.lua	22428	25550	1055443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	新建交通点461	1	461	0	0	0	0	scripts\Traffic\降低车费.lua	22439	25516	1055896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	新建交通点462	1	462	0	0	0	0	scripts\Traffic\降低车费.lua	23138	23723	1080175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	新建交通点463	1	463	0	0	0	0	scripts\Traffic\降低车费.lua	23424	22939	1079807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	新建交通点464	1	464	0	0	0	0	scripts\Traffic\降低车费.lua	23871	21563	1067408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	新建交通点465	1	465	0	0	0	0	scripts\Traffic\降低车费.lua	24356	20201	1055747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	新建交通点466	1	466	0	0	0	0	scripts\Traffic\降低车费.lua	23810	19788	1055616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	新建交通点467	1	467	0	0	0	0	scripts\Traffic\降低车费.lua	23693	19611	1054702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	新建交通点468	1	468	0	0	0	0	scripts\Traffic\降低车费.lua	23706	19492	1054878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	新建交通点469	1	469	0	0	0	0	scripts\Traffic\降低车费.lua	24089	18337	1060396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	新建交通点470	1	470	0	0	0	0	scripts\Traffic\降低车费.lua	24365	17683	1057923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	新建交通点471	1	471	0	0	0	0	scripts\Traffic\降低车费.lua	24169	17144	1058054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	新建交通点472	1	472	0	0	0	0	scripts\Traffic\降低车费.lua	23452	15861	1057986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	新建交通点473	1	473	0	0	0	0	scripts\Traffic\降低车费.lua	23856	15403	1058446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	新建交通点474	1	474	0	0	0	0	scripts\Traffic\降低车费.lua	24463	15428	1062322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	新建交通点475	1	475	0	0	0	0	scripts\Traffic\降低车费.lua	24340	14308	1064801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	新建交通点476	1	476	0	0	0	0	scripts\Traffic\降低车费.lua	24193	13429	1065510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	新建交通点477	1	477	0	0	0	0	scripts\Traffic\降低车费.lua	23592	10484	1053783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	新建交通点478	1	478	0	0	0	0	scripts\Traffic\降低车费.lua	23617	10027	1051670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	新建交通点479	1	479	0	0	0	0	scripts\Traffic\降低车费.lua	25305	8295	1051869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	新建交通点480	1	480	0	0	0	0	scripts\Traffic\降低车费.lua	25248	7491	1053101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	新建交通点481	1	481	0	0	0	0	scripts\Traffic\降低车费.lua	24978	5893	1062583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	新建交通点482	1	482	0	0	0	0	scripts\Traffic\降低车费.lua	24788	5495	1062852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	新建交通点483	1	483	0	0	0	0	scripts\Traffic\降低车费.lua	25973	5651	1062779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	新建交通点484	1	484	0	0	0	0	scripts\Traffic\降低车费.lua	26196	5024	1063279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	新建交通点485	1	485	0	0	0	0	scripts\Traffic\降低车费.lua	26184	4458	1063773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	新建交通点486	1	486	0	0	0	0	scripts\Traffic\降低车费.lua	27190	3920	1065472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	新建交通点487	1	487	0	0	0	0	scripts\Traffic\降低车费.lua	28291	3366	1067054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	新建交通点488	1	488	0	0	0	0	scripts\Traffic\降低车费.lua	29228	2872	1068306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	新建交通点489	1	489	0	0	0	0	scripts\Traffic\降低车费.lua	29907	2551	1068553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	新建交通点490	1	490	0	0	0	0	scripts\Traffic\降低车费.lua	30380	3206	1069485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	新建交通点491	1	491	0	0	0	0	scripts\Traffic\降低车费.lua	30557	3518	1070317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	新建交通点492	1	492	0	0	0	0	scripts\Traffic\降低车费.lua	31343	4888	1080093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	新建交通点493	1	493	0	0	0	0	scripts\Traffic\降低车费.lua	32283	5484	1081139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	新建交通点494	1	494	0	0	0	0	scripts\Traffic\降低车费.lua	33131	5755	1059522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	新建交通点495	1	495	0	0	0	0	scripts\Traffic\降低车费.lua	33496	5714	1055240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	新建交通点496	35	496	0	0	0	0	scripts\Traffic\降低车费.lua	59822	73048	1156466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	新建交通点497	35	497	0	0	0	0	scripts\Traffic\降低车费.lua	60930	73220	1161254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	新建交通点498	35	498	0	0	0	0	scripts\Traffic\降低车费.lua	60977	73957	1164310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	新建交通点499	35	499	0	0	0	0	scripts\Traffic\降低车费.lua	61254	73862	1169735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	新建交通点500	35	500	0	0	0	0	scripts\Traffic\降低车费.lua	62148	74802	1178667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	新建交通点501	35	501	0	0	0	0	scripts\Traffic\降低车费.lua	63153	74401	1180044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	新建交通点502	35	502	0	0	0	0	scripts\Traffic\降低车费.lua	63562	72955	1180663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	新建交通点503	35	503	0	0	0	0	scripts\Traffic\降低车费.lua	64727	72980	1180771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	新建交通点504	35	504	0	0	0	0	scripts\Traffic\降低车费.lua	67282	72788	1175714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	新建交通点505	35	505	0	0	0	0	scripts\Traffic\降低车费.lua	68829	73088	1169711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	新建交通点506	35	506	0	0	0	0	scripts\Traffic\降低车费.lua	59790	73047	1156466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	新建交通点507	35	507	0	0	0	0	scripts\Traffic\降低车费.lua	61322	73929	1170298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	新建交通点508	35	508	0	0	0	0	scripts\Traffic\降低车费.lua	61791	74421	1175070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	新建交通点509	35	509	0	0	0	0	scripts\Traffic\降低车费.lua	68114	72764	1174394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	zhupao	122	510	0	0	0	0	scripts\Traffic\降低车费.lua	70646	77811	1071012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	qitiao	122	511	0	0	0	0	scripts\Traffic\降低车费.lua	69809	77826	1071823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	erqitiao	122	512	0	0	0	0	scripts\Traffic\降低车费.lua	70422	77819	1094801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	luodi	122	513	0	0	0	0	scripts\Traffic\降低车费.lua	70543	78887	1112795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	houkongfan	122	514	0	0	0	0	scripts\Traffic\降低车费.lua	70019	77813	1085630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	qiluo	122	515	0	0	0	0	scripts\Traffic\降低车费.lua	70536	78245	1114399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	唐门驿站	122	516	0	0	1	0	scripts\Traffic\降低车费.lua	106090	77226	1086234	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
517	唐门去成都	122	517	0	0	0	0	scripts\Traffic\降低车费.lua	124020	83477	1103999	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
518	唐门去苍山	122	518	0	0	0	0	scripts\Traffic\降低车费.lua	60525	11300	1070165	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
519	驿站出发去风车519	122	9519	0	0	0	0	scripts\Traffic\门派历程_车夫教学.lua	106021	77165	1086004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	风车到达520	122	9520	0	0	0	0	scripts\Traffic\降低车费.lua	71559	77872	1071012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	地图出口到达521	122	9521	0	0	0	0	scripts\Traffic\降低车费.lua	60171	13715	1067332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
