FromNodeID	ToNodeID	CostMoney	TrackID	ForceEndRoadTrack	Velocity	EnableBezier
1297	1303	1	936	0	48	0
1299	1306	1	937	0	48	0
1302	1296	0	938	0	48	0
1303	1298	1	939	0	48	0
1305	1307	1	940	1	48	0
1307	1301	1	941	1	48	0
1301	1304	1	942	1	48	0
1306	1300	1	943	0	48	0
1304	1308	1	944	1	48	0
1308	1309	1	945	1	48	0
1310	1313	1	946	1	48	0
1313	1314	1	947	1	48	0
1314	1311	1	948	1	48	0
1312	1311	1	949	1	48	0
1312	1315	1	950	1	48	0
1224	653	1	951	1	48	0
892	51	1702	952	0	48	0
1316	892	1288	953	0	48	1
904	1316	508	954	0	48	1
1224	434	1	955	0	48	0
903	1322	1	956	0	48	0
1323	1324	1	957	0	48	0
1318	891	1	958	1	48	0
1319	897	1872	959	1	55	0
891	1319	1	960	1	48	0
349	1325	1	961	0	48	0
1326	1327	1	962	0	60	1
1328	1327	1	963	0	60	1
1330	1326	1	964	0	60	1
1293	1294	1	965	0	48	0
1327	1330	1	966	0	60	1
1329	1331	1	967	0	48	0
1336	1337	1	968	0	48	0
1335	1334	990	969	0	48	0
1338	1339	1	970	0	48	0
1340	1341	1	971	0	24	0
1343	1342	1	972	0	24	0
1345	1344	1	973	0	24	0
1346	303	1217	974	0	48	0
1348	568	1312	975	0	48	0
1349	599	2049	976	0	48	0
1351	1350	1	977	0	48	0
1354	1355	1	978	0	48	0
1353	1352	1	979	0	48	0
1356	1357	1	980	0	48	0
1358	1359	1	981	0	16	0
1360	1361	1	982	0	48	0
1363	1362	22	983	0	48	0
1362	1364	62	984	0	48	0
1365	1374	1	985	0	48	0
1366	1367	1	986	0	48	0
1364	1368	39	987	0	48	0
1369	1368	51	988	0	48	0
1369	1370	31	989	0	48	0
1371	1363	58	990	0	48	0
1371	1372	102	991	0	48	0
1363	1373	13	992	0	48	0
1372	1370	86	993	0	48	0
1372	1373	50	994	0	48	0
1373	1370	53	995	0	48	0
1385	1375	1	996	0	48	0
1377	1378	1	997	0	48	0
1379	1380	1	998	0	48	0
1381	1383	1	999	0	58	0
1383	1384	1	1000	0	26	0
1384	1382	1	1001	0	48	0
1387	1386	1	1002	0	48	0
1388	1389	0	1003	0	16	0
1391	910	1	1004	0	48	0
1397	1396	1	1005	0	48	0
1376	1393	1	1006	0	48	0
1394	1395	1	1007	0	48	0
1400	1401	1	1008	0	48	0
1398	1399	37	1009	0	48	0
1403	1398	28	1010	0	48	0
1404	1398	62	1011	0	48	0
1404	1403	41	1012	0	48	0
1363	1402	32	1013	0	48	0
1405	1406	1	1014	0	48	0
1414	1415	146	1015	0	48	0
1390	1392	83	1016	1	48	1
1390	1391	39	1017	1	48	1
1413	1407	1	1018	1	48	0
1408	1404	18	1019	0	48	0
1409	1408	55	1020	0	48	0
1409	1399	56	1021	0	48	0
1410	1399	25	1022	0	48	0
1411	1410	64	1023	0	48	0
1412	1411	33	1024	0	48	0
1412	1409	63	1025	0	48	0
1416	97	6013	1026	1	48	0
1419	1420	1	1027	0	48	0
1413	1392	1	1028	0	48	0
1421	1422	1	1029	0	48	0
1423	1424	1	1030	0	48	0
1425	1426	1	1031	0	30	0
1431	1432	1	1032	0	48	0
1427	1429	1	1033	0	48	0
1434	1433	1	1034	0	30	0
1435	1436	1	1035	0	48	0
1450	1510	1	1036	0	48	0
1440	1453	153	1037	0	48	0
1441	1442	1	1038	0	48	0
1443	1444	10	1039	0	36	0
1445	1446	1	1040	0	36	0
1451	1452	1	1041	0	48	0
1454	1455	1	1042	0	48	0
1456	1457	1	1043	0	48	0
1458	1459	1	1044	0	48	0
1460	1461	1	1045	0	60	0
1462	1463	1	1046	0	48	0
1464	1465	1	1047	0	48	0
1428	1430	1	1048	0	60	0
1466	1467	1	1049	0	48	0
1469	1468	1	1050	0	4	0
1470	1471	1	1051	0	24	0
1472	1473	9	1052	0	24	1
1474	1443	32	1053	0	36	0
1475	1444	17	1054	0	36	0
1475	1474	26	1055	0	36	0
1476	1477	36	1056	0	36	0
1477	1478	60	1057	0	36	0
1444	1474	40	1058	0	36	0
1443	1475	10	1059	0	36	0
1479	1474	9	1060	0	36	0
1438	1480	1	1061	0	48	0
1481	1482	11	1062	0	5	0
1483	1485	1	1063	1	48	0
101	1484	5468	1064	1	48	1
1486	1488	6	1065	1573969090	48	1
24	1487	1651	1066	1	48	0
1484	1483	1	1067	0	48	0
1489	1490	66	1068	1	48	0
1487	1487	1	1069	0	48	0
1488	1487	1	1070	0	48	0
1490	1483	1	1071	0	48	0
1491	1492	36	1072	0	48	0
1489	1493	101	1073	1	48	1
1494	1441	96	1074	0	48	1
1525	1526	87	1075	0	48	0
1496	1441	83	1076	0	48	0
1497	1496	24	1077	0	48	1
1495	1498	58	1078	0	48	0
1505	1506	10	1079	1	48	0
1508	1509	1	1080	0	48	0
1497	1441	96	1081	0	48	0
1506	1507	133	1082	1	48	0
1495	1499	115	1083	0	48	0
1499	1500	40	1084	0	48	0
1437	1447	72	1085	0	48	1
1518	1493	1	1086	0	48	0
1501	1502	31	1087	0	48	0
1498	1499	89	1088	0	48	0
1503	1504	2	1089	1	48	0
1503	1487	1	1090	0	48	0
1518	1407	113	1091	1	48	1
1449	1520	47	1092	0	48	1
1512	1513	4	1093	0	48	1
1513	1511	4	1094	0	48	1
1505	1392	1	1095	0	48	0
1514	1515	36	1096	0	48	1
1516	1511	6	1097	0	48	1
1507	1493	1	1098	0	48	0
1520	1511	20	1099	0	48	1
1516	1515	33	1100	0	48	1
1516	1513	2	1101	0	48	1
1515	1517	12	1102	0	48	1
1520	1521	21	1103	0	48	1
1521	1519	15	1104	0	48	1
1443	1476	60	1105	0	36	0
1517	1522	31	1106	0	48	1
1522	1519	47	1107	0	48	1
1522	1521	41	1108	0	48	1
1527	1528	1	1109	0	48	0
1529	1530	1	1110	0	48	0
1531	1532	1	1111	0	48	0
1533	1534	1	1112	0	48	0
1535	1536	1	1113	0	48	0
1538	1537	1	1114	0	48	0
1539	1540	1	1115	0	48	0
1543	1544	1	1116	0	4	0
1545	1546	1	1117	0	48	0
1547	1548	1	1118	0	48	0
1541	1542	1	1119	0	24	0
1549	1550	1	1120	0	48	0
1551	1552	1	1121	0	48	0
1553	1554	1	1122	0	48	0
1555	1556	1	1123	0	48	0
1557	1558	1	1124	0	48	0
1559	1560	1	1125	0	48	0
1561	1562	1	1126	0	48	0
1563	1564	1	1127	0	48	0
1565	1566	10	1128	0	36	0
1568	1569	20	1129	0	48	0
1567	1570	43	1130	0	48	0
1570	1571	66	1131	0	48	0
1570	1572	67	1132	0	48	1
1573	1571	43	1133	0	48	1
1572	1573	44	1134	0	48	0
1443	1477	69	1135	0	36	0
1443	1574	77	1136	0	36	0
1443	1575	67	1137	0	36	0
1443	1479	43	1138	0	36	0
1479	1476	20	1139	0	36	0
1479	1575	27	1140	0	36	0
1479	1477	27	1141	0	36	0
1479	1574	37	1142	0	36	0
1476	1574	52	1143	0	36	0
1476	1575	43	1144	0	36	0
1444	1479	50	1145	0	36	0
1576	1577	1	1146	0	48	0
1578	1579	1	1147	0	48	0
1580	1581	1	1148	0	48	0
1582	1583	1	1149	0	48	0
1584	1585	1	1150	0	48	0
1586	1587	1	1151	0	48	0
1588	1589	1	1152	0	48	0
1590	1591	1	1153	0	48	0
1592	1441	50	1154	0	48	0
1596	1593	1048	1155	0	48	0
1594	1595	725	1156	0	48	0
1598	1599	3943	1157	0	48	0
1601	1602	4233	1158	0	48	0
1603	1604	1371	1159	0	48	0
363	336	2963	1160	0	48	0
1605	1239	1150	1161	0	48	0
1606	1239	331	1162	0	48	0
1607	1608	1	1163	0	48	1
1609	1610	1	1164	0	48	0
1611	1612	2191	1165	0	48	0
1613	1614	6098	1166	0	48	0
1618	1617	1	1168	0	48	0
1619	1620	1	1169	0	24	0
1621	1622	1	1170	0	24	0
1627	1628	1	1172	0	48	0
1629	1630	1	1173	1609424066	48	2752512
1635	1636	1	1174	0	48	1
1645	1646	5	1177	0	24	0
1647	1648	19	1179	0	48	0
1649	1650	14	1180	0	48	0
1651	1652	26	1181	0	48	0
1653	1654	3	1182	0	48	0
1655	1681	75	1183	0	48	0
1657	1658	15	1184	0	48	0
1661	1662	1	1186	0	44	0
1663	1664	21	1187	0	48	0
1667	1668	5	1189	0	48	0
1670	1656	9	1190	0	48	0
1670	1672	12	1191	0	48	0
1671	1670	5	1192	0	48	0
1672	1669	17	1193	0	48	0
1672	1671	9	1194	0	48	0
1673	1674	9	1195	0	48	0
1669	1675	59	1196	0	48	0
1676	1675	25	1197	0	48	0
1677	1684	2	1198	0	48	0
1679	1678	35	1199	0	48	0
1676	1685	7	1200	0	48	0
1678	1651	55	1201	0	48	0
1651	1680	36	1202	0	48	0
1680	1655	21	1203	0	48	0
1681	1671	32	1204	0	48	0
1681	1680	10	1205	0	48	0
1683	1392	1	1207	0	48	0
1682	1683	10	1208	1879301314	48	1
1684	1679	20	1209	0	48	0
1685	1679	13	1210	0	48	0
1685	1684	10	1211	0	48	0
1686	1688	24	1213	0	48	0
1686	1687	10	1214	0	48	0
1687	1689	48	1215	0	48	0
1689	1690	46	1216	0	48	0
1687	1690	66	1217	0	48	0
1688	1687	30	1218	0	48	0
1692	1691	1	1222	0	48	0
1693	1691	3	1223	0	48	1
1695	1696	45	1226	1551621314	60	1
1692	902	965	1228	0	48	0
1697	1698	1	1229	0	60	0
1699	1700	1009	1230	0	48	0
1701	1702	1948	1231	0	48	0
1707	1708	1	1234	0	48	0
1710	1709	1129	1235	0	48	0
1711	1712	565	1236	0	48	0
583	1713	535	1237	0	48	0
1714	1715	1910	1238	0	48	0
1716	574	2251	1239	0	48	0
1717	1718	1	1241	0	48	0
1720	1719	1	1242	0	48	0
1721	1722	1	1243	0	48	0
1726	1727	5114	1246	0	48	0
1346	423	1467	1248	0	48	0
1728	1729	1	1249	0	48	0
1730	1731	1	1250	0	24	0
1732	1733	1349	1251	0	48	0
1734	1735	2475	1252	0	48	0
1771	1772	1	1280	0	12	0
1773	1774	1	1281	0	12	0
1775	1776	1	1282	0	12	0
1777	1778	1	1283	0	12	0
1779	1780	1	1284	0	12	0
1781	1782	1	1285	0	12	0
1786	1787	1	1288	0	48	0
1795	1796	1	1293	0	48	0
1849	1850	1	1328	0	48	0
1239	79	1175	1348	0	48	0
1903	1904	1	1375	0	48	0
1911	1912	1	1379	0	48	0
1913	1914	1	1380	0	48	0
1917	1918	1	1382	0	48	0
1941	1942	1	1396	0	48	0
1957	1958	1	1399	0	48	0
1967	1968	1	1403	0	48	0
2008	2009	1	1430	0	48	0
2010	2011	1	1431	0	48	0
2049	2050	1	1449	0	12	0
2053	2054	1	1451	0	12	0
2055	2056	1	1452	0	12	0
2057	2058	1	1453	0	12	0
2061	2062	1	1455	0	12	0
2063	2064	1	1456	0	12	0
2065	2066	1	1457	0	12	0
2067	2068	1	1458	0	12	0
2069	2070	1	1459	0	12	0
2071	2072	1	1460	0	12	0
2073	2074	1	1461	0	12	0
2075	2076	1	1462	0	12	0
2077	2078	1	1463	0	12	0
2079	2080	1	1464	0	12	0

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
