ID	SkillName	IconID	Desc
211	碎星封	9	列缺对目标造成外功伤害并给玩家一个治疗吸收盾，吸收治疗量，每秒造成外功伤害，持续20秒。在双boss期间配合霹雳的招式“星灭”来对随机目标释放，在单boss期间对当前目标释放。
212	暴怒（触发）	9	使自身所有伤害增加，持续整个战斗阶段，可驱散，驱散后转化为范围伤害气劲，每秒对半径6尺造成外功伤害，不可驱散。
213	烈风残（触发）	6	列缺对随机目标造成外功伤害，并附带减速20%的效果，每秒造成外功伤害，持续15s，可驱散。
214	星灭	6	霹雳随机瞬移到目标背后，对目标造成外功伤害，并附带dot效果，每秒造成外功伤害，不可驱散。
215	滞步（触发）	6	霹雳对随机目标造成外功伤害并附带一个标记不利气劲，若目标移动则每秒造成外功伤害，不可驱散，持续15s。
216	无息斩（触发）	9	霹雳每隔一段时间进入追击阶段，追到则对目标造成高外功伤害，其走路速度逐渐加快，但是如果boss走进沙地，则召唤一条龙卷风，并删除自身的加速气劲，在追人过程boss没进入过沙地，则在时间结束后瞬移到玩家背后秒杀。
217	移影落（触发）	6	霹雳对随机目标造成外功伤害并给目标一个不利气劲：每秒对半径4尺内所有玩家造成阳性内功伤害，持续15s，可驱散。
218	普通攻击	1	对目标造成外功伤害，二级招式附带可叠加的破甲效果,每层降低目标护甲5%,持续10s，可叠加5层，不可驱散。
219	月牙刀法	6	瞬发，水狼用剑在随机玩家脚底画出一轮残月，三秒内画完，完成后形成爆炸，造成半径4尺阴性内功伤害。2级招式会附带眩晕效果。
220	月轮圆沟	5	以乐台中心点为圆心，形成三个圆环特效，半径分别为6尺，14尺，22尺。环的宽度为2尺。环上带有阴性内功伤害。
221	追击月斩	6	生命值在70%和30%时释放。优先追击远程DPS玩家，跑动速度会降至玩家统一水平。追击释放半径5尺的半圆剑光，造成阴性内功伤害。2级招式是整圆。
222	男童服侍	9	给男童身上一层真气护体，吸收伤害。如果男童服侍成功，则给BOSS增加一层气劲。boss在有此气劲的情况下都会释放2级的招式。
223	传染火种	9	瞬发，BOSS随机选择一名玩家，在其头上种下火种。2s后开始传染，传染半径8尺。8s后，种有火种的玩家身上会掉落一颗火球，火球在3s后爆炸，造成半径3尺阳性内功伤害。火球爆炸可以触发油罐爆炸，油罐爆炸后在原地生成一个火圈。
224	火圈	5	每秒造成半径4尺阳性内功伤害。
225	火焰吞吐	6	吟唱两秒，随机面对一个玩家方向，释放一个30度扇形火冲，半径20米，造成阳性内功伤害。
226	火焰强化	9	生命值80%，50%，20%以下，BOSS会主动点燃一个油罐，点燃后，BOSS会主动跑到燃烧区域，给自己叠加一层火焰强化，BOSS所有伤害提高25%，最多可叠加四层的火焰强化气劲。
227	玩火自焚	5	当火焰强化被叠加到4层后，会变成玩火自焚的气劲，持续10秒，这10秒内BOSS会停在原地不断释放半径8米的火焰范围伤害，气劲结束后，眩晕10秒，受到外功和阳性内功攻击伤害提高100%。
228	噬魂头颅	9	BOSS吟唱两秒。释放玩家数量（最多3个）的头颅追逐远程玩家，头颅吃减速，可以被击杀。被头颅击中的玩家会受到混元性内功伤害，并且叠加一层“噬魂夺魄”的不利气劲。优先追击远程目标，路径上的玩家不会受到伤害。
229	风卷残云	9	吟唱两秒，随机向一名玩家处连续释放三个小型龙卷风，龙卷风的行径轨迹是S型走位。对玩家造成外功伤害，并且击退5尺并且叠加一层“噬魂夺魄”的不利气劲。
230	食婴本性	9	每隔一分钟，从场景上方放下一个关有幼儿的笼子，玩家需要打开笼子救出幼儿。幼儿会跟随玩家，此时BOSS会追逐幼儿。如果幼儿被追上，则BOSS会杀死幼儿，释放全场范围伤害，给每个人身上叠加一层“噬魂夺魄”的不利气劲。BOSS会在追逐15s后放弃。
231	藏魂秘术	9	BOSS在自己生命值低于70%和30%时候，会将自己隐身，并且在玩家身体上召唤出一个魂魄，玩家“噬魂夺魄”的层数越多（最多叠加三层），则魂魄越强大。场上所有魂魄被击败后或者30s后，BOSS重新出现。
232	夺魂术	9	BOSS在重新出现后，会从每名玩家身上吸取一个灵魂（混元性伤害）。
233	噬魂夺魄	9	BOSS隐身前招式击中玩家后，会带有“噬魂夺魄”不利气劲，每层降低玩家固定基础生命，最大叠加三层，在一次藏魂秘术后消失。
234	疾驰	9	战车在移动过程中会冲撞周围6尺内的玩家，被撞的玩家受到外功伤害，且被击倒3秒，并附带不利气劲使玩家再次被撞击受到伤害增加，可叠加10层，持续60s。
235	顺劈	5	半径120度的扇形攻击，造成外功伤害，并击退玩家10米。
236	突刺	1	对当前目标造成伤害，并附带DOT伤害，每秒造成若干伤害，持续15秒。
237	机关	9	玩家可破坏的机关，当机关被破坏后，战斗区域中会出现栅栏，全场一共8个机关。
238	栅栏	9	机关被破坏后出现，当战车碰撞到栅栏后，栅栏就会破碎，使战车受到伤害并眩晕10秒。
239	防御	4	剑盾俑受到的伤害降低，可驱散。
240	突刺	1	剑盾俑对当前目标造成伤害，并附带DOT伤害。
241	横扫	5	长戟俑45度扇形范围攻击，造成范围伤害，并击退玩家8尺。
242	连射	6	弩俑对随机目标进行连续射击，每半秒造成一次伤害，持续5秒，可打断。
243	突刺	1	白起对当前目标造成外功伤害。
244	践踏	9	击飞玩家的时候附加3层DOT，每按对一次QTE消除一层DOT，该DOT每2秒造成伤害，持续20秒。
245	横扫	5	对45度扇形范围攻击，造成伤害。
246	落石	5	白起把剑插入地下，连续在每个玩家脚下出现5次落石范围伤害，伤害半径4尺，每个落石持续5秒，每秒造成一次伤害并眩晕半秒。
247	急行军	3	狼牙喷火兵吟唱招式，场上所有的狼牙兵移动速度提高，持续一段时间，可打断。
248	喷火	5	狼牙喷火兵吟唱1s，25度半径30米扇形范围的玩家受到伤害，并且叠加燃烧的dot。
249	燃烧	2	可以叠加，每秒造成内功伤害，持续15s，可叠加10层。
250	点燃	2	草丛燃起的火焰对周围3米范围的玩家每秒造成内功伤害。
251	射击	2	狼牙弓箭手会随机朝距离100米内的玩家射击。
252	滚石	9	玩家可攻击滚石，滚石会朝玩家的攻击时的面向方向移动，撞到狼牙兵会碎裂造成范围伤害并使狼牙冲锋兵和狼牙弓箭手眩晕。
253	箭弩车	9	玩家可操作箭弩车，对选中区域内的敌方士兵造成半径3尺范围伤害，并附带减速效果，持续一段时间，不可叠加。
254	投石	5	吟唱2秒，对半径3米范围的玩家造成伤害，并在原地产生持续伤害，每秒造成伤害，12s后消失。
255	自爆	9	随机选择玩家上dot，每跳造成伤害。
256	怒吼	9	吟唱5s，大范围范围伤害，伤害高，但是可以躲在障碍后规避伤害，不能打断。
257	急行军	3	东北方向的狼牙喷火兵吟唱1.5秒，所有喷火兵移动速度提高，可打断。
258	喷火	5	吟唱1秒，扇形角度30，半径15米，造成阳性内功伤害，被击中的玩家会得到dot着火：每秒造成阳性内功伤害，持续15s，可以叠加10层，不能驱散。
259	地雷	9	每5s在随即一个火焰兵附近5尺范围内施放一个炸弹，炸弹6s后或者被喷火兵招式命中则爆炸施放超大范围的范围伤害招式，造成外功伤害，并附带眩晕5s的效果；炸弹被携带工兵排雷气劲的玩家主动引爆后施放一个半径3尺的的范围伤害，造成外功伤害。
260	持盾	9	不会攻击玩家，只向曹将军处移动。会提盾前进，该状态下受到的伤害降低，玩家需要捡起周围的石头（特殊招式栏，吟唱1秒，作用半径2米的伤害范围）扔向这些士兵，被砸中的狼牙兵会取消持盾状态，持续15s，受到正常伤害，眩晕结束后继续持盾前进。
261	巨石	9	巨石分布在台子2边，当玩家举起巨石移动速度降低25%，每扔出一个巨石，就会累计一个疲惫气劲，当疲惫气劲累计到1层后就不能在举石头了，持续一段时间。
262	箭弩车	5	在出兵点会有几门箭弩车向通道内随机点开火，弹着点2s提示，箭弩落下造成半径4米的范围伤害伤害。
263	投石车	9	城墙上有3架投石车，操作投石车的玩家会获得1个半径6米的范围伤害招式。
264	狼牙暗杀者	9	一眼望去看不到任何敌人，时不时看到一些草在晃动，如果对这个区域进行投石，有可能狼牙暗杀士兵就会被打出原型，并昏迷，清醒后就会一路狂奔了。其他玩家自带的范围伤害招式无效，掉落铁钩。
265	狼牙巨汉	9	在暗杀部队之后出现，狼牙巨汉会一直朝曹将军处奔，玩家需要对其使用铁钩，巨汉的移动速度会不断下降，每使用一次降低25%，当有3根锁链绑住巨汉他会停下来，这时对其所有的伤害都会提高30%，但是巨汉会随机拉拽锁链，该锁链的玩家需要利用特殊招式条输入指令进行回避，如果没回避成功锁链就会被拽掉，被拽掉锁链后他继续向前走。
266	箭弩车	9	城墙上有箭弩车，操作箭弩车的玩家会开启特殊招式栏，利用准星瞄准敌人后释放箭弩，此箭弩对在空中的狼牙兵一击必杀。
267	滚石	9	在坡顶有巨石，玩家可以将其推下斜坡，冲锋的狼牙兵遇到滚石会跳起来，在空中他所受到来自箭弩的伤害将大大提高。
268	狼牙藤甲兵	9	狼牙藤甲兵会分2路：一路沿大门左路向天策府增援。二路沿大门右路向天策府增援。他们血量很高，防御力也很强，不会攻击玩家。玩家需要将其引到门内，先放下火油（火油在城墙上）截断他们的进路，在他们回撤时放下另一边的火油，这样他们就会全部被烧死在里面。藤甲兵在被击后会移动到被击时玩家的坐标点，到了之后会停顿一段时间如果没在被击，则会向原来的目标点前进。有10次机会可以引诱藤甲兵，每次被击消耗一次机会。
269	火油	9	在前后门沿上各有一个火油罐，可傾倒下去形成火墙，火墙在持续一段时间后会消失。
270	追云箭	5	曹将军向天空射出无数箭弩，箭弩落下对全体玩家造成大伤害，在释放招式之前，曹雪阳会出现在场地里的随机位置，她会运功在周围6米内形成保护，玩家在保护圈能减伤。
271	追命箭弩	9	山狼会放出1支包裹着内力真气的追命箭弩，箭会选择一个方向移动，一旦移动到战斗区域之外或者在曹将军2米内，曹将军会收回此箭释放追命箭。追命箭弩可以攻击，会根据攻击者的攻击方向偏转一定角度移动，此效果3s内只能触发一次。
272	追命箭	6	随机选择10米以外的目标，如果没有就随机选择1个，穿透高伤害。箭在目标处再次出现。
273	箭气	5	每次受到攻击则施放一个全屏的范围伤害效果，并给攻击者一个dot效果：每秒造成内功伤害，持续，可叠加。
274	召唤	9	每隔一段时间，曹将军会使用内力将追命箭弩引向自己。
275	梅花三弄	6	锁足随机目标，冲向目标后，连续释放3次，吟唱时间分别为1秒，1.5秒，2秒的穿透招式，并且一次比一次伤害要高，在每次吟唱开始玩家输入指令（特殊招式栏），正确则躲掉该次攻击。
276	杀意	5	如果梅花三弄过程中目标死亡，会释放一个全屏的范围伤害。
277	铁戟战八方	5	瞬发半径8米的范围伤害伤害。
278	旋风戟	9	曹将军回到场地中间将铁戟在头顶旋转，带起强烈旋风，对大范围内的玩家每秒造成伤害，整个过程持续30秒。在释放这个强力招式的之前，会在20米左右空中东南西北四个方向出现黑色和乳白色的云（会有高低差），靠近云会获得一个5秒的气劲，气劲每秒1跳，每跳效果是清除聂云的cd，并对玩家造成外功伤害，持续15s，但是叠加层数根据在浮空阶段是否有玩家死亡来决定只有在2种云之间来回切换才能让气劲持续。
279	追魂戟	9	曹炎烈面对曹雪阳挑动铁戟，带出一道真气直扑曹雪阳，曹雪阳奋力抵挡，真气撞到曹雪阳处产生半径8米的范围伤害（一次性伤害）。在曹雪阳抵挡真气时会不停的掉血，玩家要对真气输出，尽快打掉，如果没及时打掉，曹雪阳死了，真气会爆炸大范围大伤害范围伤害。
280	真气	5	每2秒会对选定的其中一个远程目标释放一个目标点的半径4米的范围伤害。
281	狂怒	5	每秒造成外功伤害，玩家会获得曹雪阳的护盾气劲来化解部分伤害。当战斗时间太长曹雪阳死后此护盾也会消失。
282	破云枪	5	吟唱3s，不可打断，吟唱结束后会施放面向半径25尺，60°扇形范围伤害，造成外功伤害，被击中的玩家眩晕5s，可驱散。
283	遁地枪刺	6	随机选择1名玩家（优先选择远程），脚下产生地刺，造成半径3米的外功范围伤害。并且跟随玩家，持续8秒。
284	嗜酒成性	9	每隔30s BOSS开始喝酒，每秒回复10%内力，并给自身一个伤害吸收盾，盾消失后打断BOSS喝酒状态。
285	天枪落地	9	BOSS每到内力满后，即会向空中扔出三把枪（优先选远程），随机选择三名玩家释放，在玩家脚下造成半径4米的外功范围伤害。枪会在5秒后造成爆炸，如果4米半径内有玩家的话，爆炸范围只有4米，如果没有玩家，则爆炸范围为40米。
286	枪魂	9	BOSS每次施放天枪落地后，就会给自身叠加天枪气劲：标记气劲，持续一段时间，不可驱散。5层后转换为狂暴气劲，外功伤害提高，持续一段时间，不可驱散。
287	横扫千军	5	半径5米，正面180°扇形范围伤害，对目标造成外功伤害。
288	梼杌震岳	6	随机选择玩家方向，吟唱3秒，90度半径20米方向将火焰铜锤砸地，造成地面裂纹，对命中玩家造成阳性内功伤害，使目标眩晕6秒，可驱散，并残留火焰，持续10秒，每秒造成阳性内功伤害。
289	火牛战车	9	吟唱3s，不可打断，吟唱结束后冲向随即玩家，并且不断施放半径4尺的外功伤害XX点，附带击飞效果，命中玩家则给自身叠加一层"战役激增"气劲连续点选3个玩家
290	双轮出岫	9	当BOSS的“战意激增”气劲叠加到6层后，会向人群不同方向扔出去两把旋转的飞锤。飞锤会缓慢在空中飞行，每秒释放半径4米的阳性范围伤害，造成大量伤害，40秒后消失，场地内最多存在4个铜锤。
291	孤注一掷	9	当BOSS的“挫败”气劲叠加到5层后，就会恼怒将锤子扔向随机两个远程玩家，造成半径4米的阳性内功范围伤害，并且击晕目标3秒，BOSS自身叠加泄气不利气劲：受到的伤害增加，持续40秒。
292	拳击	9	BOSS在扔完锤子之后，会将自己的普通攻击改成单体攻击，但是每次攻击会给目标叠加易伤5%，持续6秒。如果此时玩家击碎插在地上的铜锤，BOSS就会重新回到持锤攻击的模式，此阶段会有一个最大持续时间。
293	八方枪法	5	吟唱3秒，不可打断。将长枪举过头顶旋转，对外围造成大量外功伤害，并且随机开始追击一名玩家，追到后会将其秒杀，此时BOSS处于走路状态，持续15秒。环形外功范围伤害，有效半径为6尺—12尺。
294	枪军令	9	吟唱3秒，可打断，吟唱成功则从场地东侧召唤一排同步行走的枪兵，随机追击一名玩家，15秒后转向。在BOSS有铁盾气劲的情况下不可打断。
295	铁盾	9	BOSS使用令旗招式被打断后给自身添加的标记气劲，持续1分钟。
296	骑军令	9	吟唱3秒，可打断，吟唱成功则从场地东侧或西侧召唤一个骑兵，随机选择一名玩家冲锋，并在目标点施放踩踏招式。在BOSS有铁盾气劲的情况下不可打断。
297	弓军令	9	吟唱3秒，可打断。场地周围的弓箭手会随机点名两名玩家，玩家带有5秒标记气劲，五秒结束后会从天落下火箭，插在地上持续半分钟。半径8米的阳性范围伤害“灼烧”可以同时攻击玩家和枪兵，如果A到枪兵，火圈则会在5秒后消失,不会选择坦克。如果场上弓兵数量小于3个，招式CD延长一倍，在BOSS有铁盾气劲的情况下吟唱不可打断。
298	突刺	5	枪兵自身前方矩形范围伤害，长4尺，宽4尺，高3尺，造成外功伤害。可秒杀骑兵。
299	免伤	9	枪兵受到的所有伤害降低。
300	踩踏	9	骑兵以自身为圆心半径4米的外功范围伤害，并附带击倒3秒的效果，可驱散；如果范围伤害到弓箭兵，则造成外功伤害，并附带易伤效果。骑兵的范围伤害如果命中弓箭手，则直接秒杀弓箭手。
301	灼烧	5	弓箭兵以火箭为圆心，半径8米的阳性范围范围伤害，持续20秒，每秒造成阳性内功伤害，对玩家和枪兵的伤害不同。
302	盾壁	9	当铁盾防御手存在的时候，玩家直接攻击核心时，防御手会挡住核心部分，核心部分会添加盾壁气劲：受到的伤害降低，该手臂存在期间会给其他手臂添加反弹气劲。
303	引爆地雷	9	随机在场地丢三个地雷，搜索附近2米内的敌人，触碰后造成半径4米的阳性内功伤害，并附带易伤效果：受到的阳性内功伤害提高,持续2分钟。
304	投石	9	地面出现8码半径范围圆圈提示，6秒后出现投石从天而降，砸向该处地面，半径8码的范围伤害，分五个等级分摊伤害，穿透伤害，单人必死。如果没击中任何玩家，“投掷武器手”会立刻释放半径100码的范围伤害，造成大量伤害，并且被击中的玩家叠加一个治疗吸收盾。
305	箭雨	9	地面出现一排5个瞄准特效，4秒后瞄准消失，落下箭雨。
306	重弩	9	一枚重弩箭从空中落下，插住一名玩家，定身，并且带有持续掉血DOT,无法被治疗。集火掉重弩箭后，被插住的玩家恢复正常状态。
307	毁灭地刺	9	角度45度，半径分别为10码、20码、30码的扇形外功范围伤害，超大伤害，击中后会带有流血dot，每秒造成外功伤害，持续30s，可叠加5层，先有扇形外圈红线提示，5秒后提示红线的范围内现弹出地刺！
308	追击地刺	9	半径4码，圆形范围伤害。击中后会挂上持续10秒流血dot，dot可以叠加5层，地刺从地面突起，随机选择一名远程玩家追击，持续10秒。
309	手臂破坏	9	每次手臂被击杀都会施放全场景范围伤害，造成外功伤害并附带易伤效果，每层使目标受到的所有伤害提高，持续1分钟。
310	狼牙空降兵	9	血量一般，攻击一般，需要较长时间才会击杀一名天策军。可被玩家和重弩攻击。18秒下降时间。
311	狼牙空降兵精英	9	血量一般，下落速度较快。15s下降时间。
312	狼牙空降兵首领	9	血量较高，下落速度较快，能加强其他空降兵的防御提高100%，只有重弩能对其造成伤害。10秒下降时间。
313	狼牙步兵援军	9	成队建制。近战兵吃仇恨，远程兵会优先射击操纵重弩的玩家。
314	狼牙守卫	9	普通的狼牙士兵。
315	斥候	9	初始，营地内的士兵处于休眠状态，有一斥候在山路和营地间巡逻，来回间隔X分钟，在此npc回来之前，玩家可以击杀营内其他npc。此NPC回来之后如果发现营地内有玩家，则会发出警告，山路开始刷兵。休眠npc全部进入战斗状态。斥候不可被击杀。
316	狼牙死士	9	死士在没到点前被击杀施放范围伤害造成伤害，对敌军也有效死士到点后施放自爆范围伤害造成伤害，吃减速效果。
317	狼牙盾兵	9	在桥边设点，保护弓箭手。可被天策射手攻击到。盾兵存在期间，弓箭手受到的伤害降低。
318	狼牙弓箭手	9	远程投射，随机选择地点释放箭雨，圆形半径4尺范围伤害。优先射击玩家，可躲避。数量达到上限3个不累计。
319	狼牙先锋军	9	跑路径砍人，谁在前面挡住就会停下砍谁，不断对前方释放范围伤害，造成外功伤害，被击中叠加5%易伤气劲，可叠加50层，持续25s到点优先攻击弓箭兵→ 补给兵→ 士兵→ 玩家。到点后变单体攻击，对目标造成外功伤害。
320	狼牙哨兵	9	只能从背后击杀，一旦刺杀失败，进入战斗，巡逻兵通知营地士兵进入战斗。击杀狼牙哨兵之后可以用其身后的炸弹道具击杀休眠的npc。
321	队正	9	原场景巡逻兵种，伤害很高无法控制。
322	枪卫	9	原场景巡逻兵种，伤害很高，吃减速控制。
323	伙夫	9	原场景表现NPC，血量较低。6s内秒杀可不触发巡逻卫兵，并获得火把，可用来点燃粮草。
324	哨兵	9	站在房檐高处的NPC，会搜索正前方的敌人势力，炮台逻辑，远程单体伤害招式（距离很远），一旦触发会向周围的队正还有枪兵呼救。
325	弓箭手	9	斥候触发后的援军，从药师观正门进入，并且会在下方台阶列阵攻击。大范围范围伤害大量伤害，可以在障碍后躲避。
326	火器兵	9	斥候触发后的援军，在房顶上刷新，会向场内随机玩家脚下释放圆形范围伤害。
327	精锐	9	斥候触发后的援军，从药师观正门进入，在弓箭手范围伤害间隙向前推进，速度较慢。一旦进入上层平台，则开始追击玩家，若无可攻击玩家，则熄灭场地内稻草火焰。
328	狼牙斥候	9	营地受到攻击后（防守被触发），每20s会从营地刷新一名斥候，跑向大门，若成功跑离药师观，则提前进入增援模式。17秒跑路时间。
329	穿心劫	9	钱万贤随机选择两名敌对玩家（优先远程职业），将选中两名玩家连在一起，每秒造成外功伤害。如果两名玩家站在一起，则解除连接，但是会在原地留下一个圆形范围伤害，存在时间30s，范围内的玩家，每2秒叠加一层“邪心毒”（没伤害）；如果两名玩家距离超过20尺，连接解除，但是会额外附带一层“邪心毒”，每3s造成伤害。“邪心毒”持续15s/30s，可以叠加10层。
330	蚀心引	9	钱万贤给自己加上一个护盾，抵挡XX点伤害，且吟唱6s后，回复自己生命值。护盾存在时该招式无法被打断，若成功打断该招式，钱万贤会处于眩晕状态，持续12s。该状态下，钱万贤受到的伤害提高50%。
331	飞镖	9	钱万贤瞬发单体低伤害，在玩家对旗子使用道具的时候触发施放，附带打断玩家使用道具的通道效果，使用道具过程中被打断的玩家获得一个眩晕3s的效果
332	横少千军	9	钱万贤在自身脚下放一个范围伤害，每2s造成一个伤害，持续12s，并且每2s给BOSS叠加一层伤害加层气劲：外功攻击力提升，可叠加5层，持续6s。
333	帅旗	9	帅帐前的帅旗玩家不能直接去摧毁。玩家需要收集对应带道具（只有一个玩家能获得这个道具），才能摧毁帅旗。帅旗和钱万贤仇恨联动。帅旗存在的时候，若钱万贤处于战斗状态，那么会每隔40s召唤一波小怪（援兵），且数量会递增；(前5次召唤每次召唤2只，之后每次召唤3只)如果帅旗被摧毁，但是钱万贤还处于战斗状态，那么钱万贤会获得“战意已决”气劲，造成的外功伤害提高30%，且会更加频繁释放招式，施放频率提高30%。如果boss先被干掉，帅旗还在，那么前来支援的狼牙兵数量增加，且数量增加的速度加快，直到帅旗倒下或者关卡失败（每次召唤的小怪数量比正常情况多1个，召唤时间缩短为20s）
334	石头	9	玩家可以推动，可以阻挡boss前进。
335	熊	9	可以阻挡boss前进，吃掉羊肉可以增加自身血量。
336	火墙	9	可以阻挡boss前进。
337	桥口小怪	9	死亡掉落烧酒，可以增加火墙的持续时间。
338	雷狼天赋	9	战斗中每死亡一名玩家，BOSS如下效果全部提升：1. 普通攻击攻击力提升3%/3%，可叠加10层 (包括P2扇形范围伤害)。2. 内/外功防御力上升10%/10%，可叠加10层。3. "撼岳"击飞高度提升5尺，可叠加10层。4. 骑兵冲锋数量提升1个。5. 狼之怒判断高度提升0.3尺。6. 损心裂肺所有数值提升10%。7. 撼岳伤害吸收盾吸收值提高10%。
339	冲锋	9	在场地四周召唤3个/4个狼牙骑兵，每个连续冲2次，从各个方向向场地内直线冲锋，被冲锋到的玩家会被击倒2s，受到外功伤害。并添加“头晕目眩”不利气劲，降低命中5%/10%，持续10s，不可叠加。骑兵冲锋后，BOSS紧跟招式“撼岳”，若中不利气劲的玩家太多，会无法打破BOSS的伤害吸收盾。
340	撼岳	9	吟唱3s，瞬移到一名玩家背后，将其封轻功(可驱散，驱散后造成全团的范围伤害伤害XX点)，并一脚踢上天25尺，高度能摔3/4血（直接摔死）。此时雷狼开始蓄力，并给自己添加伤害吸收盾,吸收XX点伤害，此玩家快落地时，若伤害吸收盾还在，雷狼再将其踢远，造成大量伤害。
341	封岳	9	随机选择2名玩家，冲击玩家击倒3s，后吟唱2s，对玩家造成XX点外功伤害，并添加“内伤”气劲：每秒造成XX点外功伤害，持续30s，可叠加5层，气劲存在时，会成为骑兵冲锋的优先目标。
342	镇岳	9	每隔一段时间，从天上掉落2块/4块巨石，对选中玩家造成半径5尺范围范围伤害伤害，必中。巨石优先选择远程职业。
343	狼之怒	9	BOSS释放一个3s吟唱范围伤害，造成外功伤害，读条结束后，凡是离地高度在6米以下的玩家，都会被击飞，高度可摔死。3s后BOSS会将所有玩家突然下拉（添加增加重力加速度的不利气劲），落地必摔死。此招式结束后，场上每有一名死亡的玩家，会给BOSS添加一层减伤气劲，减伤3%，不可驱散。
344	狼之魂	9	BOSS在场地若干点招出2只狼，狼初始时附带“尽忠”气劲,战狼每秒损失1%的血量并回复BOSS血量。若每头狼存在时间超过10s，给BOSS添加“忠魂”气劲，并删除自身的"尽忠"气劲,若每头狼存在时间超过25s，给BOSS添加气劲，每层使BOSS攻击提升20%/20%，可叠加5层，不可驱散，永久存在。
345	尽忠	9	受到伤害增加30%/30%，同时反弹8%/10%伤害。每击杀一头有尽忠气劲的狼，给BOSS添加一层易伤气劲：每层使BOSS受到的伤害提高100%（30%+70%），持续30s不可驱散，不可叠加。
346	忠魂	9	此气劲可叠加，受到群狼灵魂的激励，BOSS攻击会变成120° 8尺扇形范围伤害，造成XX点外功伤害，所有命中目标添加可叠加流血dot：每秒造成外功伤害，持续25s，可叠加10层。当流血dot叠加到10层/20层后，会消除一层“忠魂”气劲。
347	狼之力	9	随机选择3名位骑兵投掷斩马刀，对碰到的玩家造成外功伤害，并附带流血dot:每秒造成外功伤害，持续25s，可叠加5层，不可驱散。
348	破釜沉舟	9	场地周围的狼牙骑兵将手中的斩马刀扔出，插在战斗区域中，3s后爆炸，造成半径5尺范围范围伤害伤害，附带晕眩3s/5s效果。
349	损心裂肺	9	此阶段BOSS每隔20秒会吐一口血，血迹在地上持续存在，BOSS站在血迹上8s/6s会将血吸收，并回复10%/10%血量。玩家站在血迹上会受到持续伤害:每秒造成XX点外功伤害，但同时对雷狼的伤害提高30%/100%，受到的治疗效果降低50%/50%，移动速度降低50%。
350	藏离精失	9	释放一个范围全场的范围伤害，造成外功伤害，需扶摇躲，附带流血dot：每秒造成XX点外功伤害，持续50s，可叠加5层。
351	剑圣	9	玩家不同的招式会使剑圣产生对应不同的反应。若剑圣被“江海凝光”和“戒火斩”打中，会使剑圣进入缓慢移动状态，不释放其他攻击性招式
352	妙手回春	9	可人恢复血量
353	锁神	9	禁止傀儡的特殊招式释放。减伤护盾减伤比例降低
354	弑王	9	增加可人攻击
355	惠风	9	所有玩家获得气血缓慢恢复的效果
356	战和	9	可人和傀儡攻击同时降低
357	生死	9	每死一个玩家，傀儡攻击提高，每活着一个玩家可人攻击提高
358	幻身	9	改变傀儡的外观，幻化成一名江湖名宿的外观，并改变自身的特殊招式
359	修罗	9	玩家血量下降，攻击提高
360	人偶	9	傀儡回复一定血量
361	寂灭	9	全体玩家沉默
362	鬼玉	2	傀儡攻击提高
363	战局	1	场地上召唤小怪攻击可人，吃仇恨，可以被拉走。
364	鬼火	9	锁神+鬼玉+战局：傀儡获得一个持续的阳性伤害
365	天舞	9	惠风+弑王+修罗：清空场上所有的小怪
366	斩魔	9	人偶+生死+幻身：傀儡的护盾消失
367	换牌	9	英雄版：玩家每次通过击毁卡片达到换牌效果，都会施放一次全屏伤害，造成外功伤害并附带持续伤害，可叠加
368	柳五爷幻身霸绝山河	5	以横绝的刀气横扫全场，只有魔方甲片和可人身后可以躲避伤害。若被击中会携带一个“山河破碎”的易伤气劲，所受伤害翻倍，第二次被此招式命中则立即死亡
369	方乾幻身剑意乾坤	6	随机点名玩家，从头顶悬挂剑气，几秒后落地，未及时击溃时落地产生外功范围伤害
370	李倓幻身九鼎天怒	5	蓄力动作，气浪产生对外扩散的圆圈，命中目标则造成外功伤害，可以通过跳跃躲开。一旦被击中了，则被定身，并且身上缠有魁龙气，可被驱散，驱散时范围外功伤害
371	镜花鬼舞·散	6	无名护盾被破坏时触发:傀儡分解的部件围绕无名做高速移动，产生环形范围外功伤害，此阶段无名会随点名一个玩家走向目标身边，一旦接触则引爆傀儡造成全屏大范围伤害
372	镜花鬼舞·聚	7	傀儡护盾被破坏时:傀儡分解成接部件，同时无名跳跃到某人身后压制玩家，各部件向其靠拢，若到点后部件没有被击毁，则玩家被傀儡合体绞杀。每个部件触碰无名后给无名回复一定血量
373	幽天葬魂	5	无名在围绕傀儡运动的时候（释放镜花傀儡时除外），每隔几秒释放一个气劲球，走向可人，若撞击到可人，则令可人损失大量气血，并且爆炸形成范围阴性伤害。若撞击到玩家，则提前爆炸，伤害由玩家分摊，并飞散开几个小的气劲，落地造成一定范围伤害
374	夜殇	9	对目标造成外功伤害，每次攻击都会给当前目标叠加对应易伤，可叠加
375	鬼步	5	极快的穿梭几个玩家之间，每次造成一个范围伤害。每次鬼步释放完后，会在黑暗中停留一段时间，若在几秒内没有受到来自近战范围的攻击破招，则完全隐身。
376	暗袭	6	隐身状态下释放，瞬移到随机玩家背后，一次绞喉（全封攻击，普通攻击也禁止），外功持续伤害随时间叠加伤害，几秒后消失。绞喉后原地停留几秒，没有被击破的话再次隐身进入暗袭模式。
