LinkID	MapID	NpcID	Kind	x	y	z	NpcName
966	153	19916	艺人	33401	77576	1281372	薛伶官
967	194	51708	镖师	29949	69812	1133653	李放
968	25	5130	浩气盟绿林	9030	62843	1059848	司空仲平
969	27	4794	恶人谷绿林	72440	29369	1071479	肖药儿
970	6	15310	扬州贺兰枫	70942	47382		贺兰枫
971	194	15310	太原贺兰枫	24883	67526		贺兰枫
972	108	15310	成都贺兰枫	72756	66804		贺兰枫
973	8	15310	洛阳贺兰枫	28283	89243		贺兰枫
974	15	15310	长安贺兰枫	51405	92749		贺兰枫
975	6	51959	扬州蒋玉凤	68621	63288	1052992	蒋玉凤
976	108	51959	成都蒋玉凤	70455	66663	1072704	蒋玉凤
977	194	51959	太原蒋玉凤	23543	63611	1137408	蒋玉凤
978	151	52754	风临神都·挂件兑换	79342	66701	1091136	柳奉辙
979	6	53015	风临神都·任务	70751	46915	1052160	柳湘桐
980	108	53015	风临神都·任务	74234	71602	1070912	柳湘桐
981	194	53015	风临神都·任务	25124	64016	1137408	柳湘桐
982	151	52629	风临神都·公共事件	29074	86867	1058368	风临神都
983	151	53010	风临神都·声望商	79131	66425	1092024	独孤求胜
984	6	37144	扬州邱小沁	70770	46119	1052160	邱小沁
985	108	37144	成都邱小沁	72581	66601	1071168	邱小沁
986	194	37144	太原邱小沁	25640	65813	1137408	邱小沁
987	193	0	苍云萧沙首领	66795	94656	1056960	萧沙
988	158	0	天策战乱安禄山首领	64168	46359	1053184	安禄山
989	243	51479	打坐区域	82915	49210	1127616	打坐区域
990	243	54636	霸刀习武区域	80135	43773	1123456	霸刀大师兄
991	243	55324	霸刀门派事件·霜林狩猎	119851	79557	1175680	柳辰苇
992	243	55398	霸刀门派事件·星暗长林	119851	79557	1175680	柳辰芦
993	243	55345	霸刀门派事件·蛇魅狼影	120274	102576	1200064	南霁云
994	158	23022	李承恩	57909	25559	1062761	李承恩
995	150	19272	陆危楼	60301	89617	1256583	陆危楼
996	193	37678	长孙忘情	31379	23078	1087905	长孙忘情
997	213	44441	杨逸飞	78536	67337	1063405	杨逸飞
998	243	52775	柳静海	82900	59260	1133942	柳静海
999	16	16701	苏水心	11533	72485	1060160	苏水心
1000	102	16701	苏水心	42597	85067	1051968	苏水心
1001	213	16701	苏水心	34238	36864	1064064	苏水心
1002	6	16701	苏水心	70427	46549	1052160	苏水心
1003	108	16701	苏水心	73802	69844	1070784	苏水心
1004	15	16701	苏水心	47879	92707	1061696	苏水心
1005	8	16701	苏水心	30423	90190	1060160	苏水心
1006	243	56065	刀谷迷踪	32807	61709	1119543	柳之云
1007	49	56027	剑阁争锋	63073	23631	1121707	叶涛
1008	6	55988	刀谷迷踪	70751	46915	1052160	柳筱骨
1009	6	55989	剑阁争锋	70869	47027	1052160	叶松
1010	108	55988	刀谷迷踪	74234	71602	1070912	柳筱骨
1011	108	55989	剑阁争锋	74118	71682	1070976	叶松
1012	194	55988	刀谷迷踪	25124	64016	1137408	柳筱骨
1013	194	55989	剑阁争锋	25277	63965	1137408	叶松
1014	243	56008	刀谷预热	33869	61734	1119707	柳斐
1015	6	56432	扬州叶璃	86596	74158	1055040	叶璃
1016	108	56432	成都叶璃	68582	61029	1074112	叶璃
1017	194	56432	太原叶璃	19869	60013	1143104	叶璃
1018	8	56432	洛阳叶璃	16670	82762	1063616	叶璃
1019	15	56432	长安叶璃	48019	99005	1061760	叶璃
1020	16	57094	龙舟接引人	43271	42606	1056256	云召
1021	159	57094	龙舟接引人	72103	34639	1094144	云召
1022	213	57094	龙舟接引人	40709	37035	1057920	云召
1023	151	57101	野外首领	30232	67045	1052224	冰盔龙甲
1024	156	57100	野外首领	48396	101903	1061760	柳哲
1025	214	56922	野外首领	72090	51251	1054656	月弄痕
1026	215	57110	野外首领	35829	63420	1156352	独孤修

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
