TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
110	介绍	春节乐翻天	ui\Image\Helper\新春.tga						<text>text="      2011年兔年春节到来之际，春节活动正式开启：乖兔宠物随身带，压岁红包拜年来，迎春寻宝得福气，新春抽奖发大财，燃放彩灯祈心愿，烟花烂漫满天彩。\\\n      活动时间：2011.1.25更新后-2011.2.18早7点。\\\n      参与条件：10级以上（推荐20级）。\\\n      活动奖励：兔宝宝宠物（六种形象）、兔子阿甘宠物、兔耳朵帽子、22格包裹、各种节日特有烟花、彩灯及配方，百万金币大奖等你拿。\\\n      具体详情请关注官网专题。" font=18</text>
111	介绍	新人计划	ui\Image\Helper\带新人.TGA						<text>text="江山代有新人出，风云齐聚会巴蜀\\\n      新人养成全新开启\\\n      活动时间：2011年1月25日—2011年5月16日早7点\\\n      新人条件：1、活动期间内注册金山通行证，首个创建并登录的角色。\\\n      2、活动开启前已注册金山通行证，但从未登陆过游戏，在活动期内，该账号首个创建并登录的角色。\\\n      3、活动期间，从未在某一大区建立角色并登录的帐号，也可以在该大区获得新人资格。" font=18</text>
112	秘法一		ui\Image\Helper\居魁印.tga	<text>text="传功10倍修为等你拿，在活动期间给拥有“居魁印”的新侠士传功，传功方和新侠士双方都可以获得10倍修为奖励。" font=18</text>	ui\Image\Helper\紫陨.tga	<text>text="额外【紫陨】奖励，活动期间，拥有“居魁印”的新侠士和其他侠士组队参与战宝迦兰团队秘境（10人/25人），每个首领会额外多掉落1个【紫陨】，全团侠士都可获得。" font=18</text>	ui\Image\Helper\剑茗套装商人.tga	<text>text="一定数量的【紫陨】可以在各个门派的“套装兑换商“处兑换145品紫色剑茗装备。" font=18</text>	
113	秘法二		ui\Image\Helper\认定东主.tga	<text>text="拥有“居魁印”增益效果的侠士，鼠标点击其他侠士人物，再使用鼠标右键点击目标信息，在下拉菜单中选择“认定东主”选项，即可绑定对方为东主。" font=18</text>	ui\Image\Helper\崔英.tga	<text>text="新侠士还可以在三大主城日常任务区找到崔英，接取奖励丰富的日常任务，完成这些日常将会使东主和客卿都获得丰富的奖励。" font=18</text>			<text>text="      活动期间，拥有“居魁印”效果的新侠士，可以和70级的侠士建立“主客关系”。新侠士成为“客卿”，被绑定的侠士成为“东主”。\\\n      提示：新侠士（客卿）完成在崔英处接取的“侠义”系列日常后，被绑定的老玩家（东主）会收到通过邮件寄出的奖励。同时，老玩家（东主）可以通过协助自己的“客卿”完成“客卿?领取供养”任务，将自身的帮供赠予自己的“客卿”。" font=18</text>
114	秘法三		ui\Image\Helper\中立大侠.tga	<text>text="1月25日活动开启后，不论侠士是否有加入门派，所有“大侠”都可学习第二门派武学。同时，等级达到60级以上的大侠，入门时掌门人不会再废去你的武功了。" font=18</text>	ui\Image\Helper\浩气大侠.tga	<text>text="浩气盟第二门派武学训练师。" font=18</text>	ui\Image\Helper\恶人大侠.tga	<text>text="恶人谷第二门派武学训练师。" font=18</text>	
115	介绍	春节乐翻天	ui\Image\Helper\新春.tga						<text>text="      2011年兔年春节到来之际，春节活动正式开启：乖兔宠物随身带，压岁红包拜年来，迎春寻宝得福气，新春抽奖发大财，燃放彩灯祈心愿，烟花烂漫满天彩。\\\n      活动时间：2011.1.25更新后-2011.2.18早7点。\\\n      参与条件：10级以上（推荐20级）。\\\n      活动奖励：兔宝宝宠物（六种形象）、兔子阿甘宠物、兔耳朵帽子、22格包裹、各种节日特有烟花、彩灯及配方，百万金币大奖等你拿。\\\n      具体详情请关注官网专题。" font=18</text>
116	拜年寻宝		ui\Image\Helper\有缘人.tga	<text>text="每找到一个新春有缘人可获得“红包”奖励，红包可开出“梅良玉签”，“瑞”等物品。持有“梅良玉签”和“瑞”币，可以在春节节日商人那里购买各种道具。" font=18</text>	ui\Image\Helper\兔耳朵.tga	<text>text="寻宝探秘乃是发家致富的有效手段，根据罗盘的指示可以发掘出诸多宝藏。新春特有的宝箱中还有机会开出图中可爱的兔耳朵哦。" font=18</text>			<text>text="欢欢喜喜大拜年，寻宝奇兵大作战\\\n      三大主城车夫附近的“陆婉凝”会给予任务需要找到“燕小霞”，侠士按照燕小霞的“祥瑞春联”必定可以找到兔年新春有缘人！新春有缘人一共有33位，分布在世界各地。\\\n       新年寻宝，可以获得独特的新春宝藏：各种春节特有宝盒，召唤可爱兔子“兔秩秩”的萝卜、更有可参与百万奖金大抽奖活动的物品“玉兔呈祥”。侠士们可先至三大主城活动区的和尚“大师”处了解兔年春节寻宝的详细情况。" font=18</text>
117	年兽抽奖		ui\Image\Helper\年兽.tga	<text>text="砸年兽需配备“小银锤”或“小金锤”，小金锤相比砸年兽陶罐的成功几率会大一些。锤子可在主城活动区的节日商人“马莉颖”和“马莉傲”处购买。" font=18</text>	ui\Image\Helper\抽奖.tga	<text>text="迎新春抽大奖，完成主城活动区“金元宝”给予的任务便可获得图中展示的抽奖资格证明。活动期间，每个服务器都有奖金发放给被抽中的幸运侠士。" font=18</text>			<text>text="      砸年兽规则：砸年兽成功则积分翻倍，失败则积分归零。还可获得各种小彩头。侠士们也可在商人“马莉颖”处购买各种物品来提高成功几率或是减少失败损失积分。\\\n      积分使用：“叶飘零”处可换取“梅良玉签”，此签是换取各色宝贝的必备之物。\\\n      “玉兔献瑞”百万金币抽奖活动：春节期间,持有“迎春卡·寻宝”或“迎春卡·年兽”的侠士可寻找洛阳城内的“金元宝”老人参加抽奖活动。当日参与抽奖会注册号码，第二天早七点到第三天早七点为开奖领奖时间，侠士可持日期号码符合的卡券，到金元宝处领奖。" font=18</text>
118	烟花彩灯		ui\Image\Helper\烟花彩灯.tga	<text>text="主城活动区来了一对金童玉女，分别叫做“年华”和“倒影”，他们出售各种彩灯的配方及各种漂亮的烟花，还可将烟花放入彩灯放飞空中哦。" font=18</text>	ui\Image\Helper\花灯.tga	<text>text="放花灯，许心愿，祝来年心想事成。放花灯时别忘了写下一纸“许愿签”哟。许愿签可在年华处购买或是抄录《春节套书》换取。" font=18</text>	ui\Image\Helper\年华倒影.tga	<text>text="金童玉女：“年华”与“倒影”。" font=18</text>	
119	特色宠物		ui\Image\Helper\兔秩秩.tga	<text>text="活动期间，各种兔宝宝等着侠士们来疼爱哦，共有六种兔宝宝供侠士们选择。" font=18</text>	ui\Image\Helper\阿甘.tga	<text>text="兔子阿甘憨厚可爱。不过它可是有时限的哦，大家积极挖宝获取“机关部件”去兑换吧。" font=18</text>			<text>text="新春特色宠物\\\n      新春期间，为侠士们准备了各色可爱兔宝宝，共有六种形象可以选择哦，还有憨厚的兔子阿甘，有它们的陪伴江湖之路将不再寂寞。千万不要错过哦！\\\n      新春宠物有多种获取途径：通过挖宝、商店购买都可获得。" font=18</text>
120	充值好礼1		ui\Image\Helper\兔祥祥.tga	<text>text="充值累计达到60元及以上但不足120元时，可获得“莱菔萝卜”一个可召唤可爱“兔祥祥”，外加“未做完的如意帘”一个和“春节礼包”一个。" font=18</text>	ui\Image\Helper\如意帘.tga	<text>text="使用“未做完的如意帘”后可选择获得“如意帘”系列挂件的其中一个。集齐全套后可获得赠送的终极“恭喜发财”，面具哦！" font=18</text>	ui\Image\Helper\春节礼包.tga	<text>text="打开礼包可获得10个“醉生”和10个“寄忧谷”，砸年兽必备物品。" font=18</text>	
121	充值好礼2		ui\Image\Helper\兔子阿甘.tga	<text>text="充值累计达到120元以上，可获得“祥瑞阿甘”一个和60元的礼品外，再多一个“未做完的如意帘”。其中召唤出来的“瑞兔阿甘”可是带有商店修理功能哦。" font=18</text>	ui\Image\Helper\零零捌位置主城.tga	<text>text="礼品可至三大主城门口的隐元会宝库执掌使“黄字零零捌”处领取。" font=18</text>			<text>text="注意事项：\\\n      1、每种礼品每个帐号在所充值的区服只能领取一次，如果这个账号下有3个角色，则其中任何一个角色领取过后，则另外两个角色（包括可能的新建角色）都不能再次领取了。2、等级达到10级才可打开“春节礼包”。3、累计充值达到120以上每增加60元可额外领取一个“未做完的如意帘”和一个“春节礼包”。4、充值时间：2011.1.25更新维护后开启～2011.2.24维护后结束。5、礼品领取时间：2011.1.25更新后～2011.3.20结束。" font=18</text>
122	拜年寻宝		ui\Image\Helper\有缘人.tga	<text>text="每找到一个新春有缘人可获得“红包”奖励，红包可开出“梅良玉签”，“瑞”等物品。持有“梅良玉签”和“瑞”币，可以在春节节日商人那里购买各种道具。" font=18</text>	ui\Image\Helper\兔耳朵.tga	<text>text="寻宝探秘乃是发家致富的有效手段，根据罗盘的指示可以发掘出诸多宝藏。新春特有的宝箱中还有机会开出图中可爱的兔耳朵哦。" font=18</text>			<text>text="欢欢喜喜大拜年，寻宝奇兵大作战\\\n      三大主城车夫附近的“陆婉凝”会给予任务需要找到“燕小霞”，侠士按照燕小霞的“祥瑞春联”必定可以找到兔年新春有缘人！新春有缘人一共有33位，分布在世界各地。\\\n       新年寻宝，可以获得独特的新春宝藏：各种春节特有宝盒，召唤可爱兔子“兔秩秩”的萝卜、更有可参与百万奖金大抽奖活动的物品“玉兔呈祥”。侠士们可先至三大主城活动区的和尚“大师”处了解兔年春节寻宝的详细情况。" font=18</text>
123	年兽抽奖		ui\Image\Helper\年兽.tga	<text>text="砸年兽需配备“小银锤”或“小金锤”，小金锤相比砸年兽陶罐的成功几率会大一些。锤子可在主城活动区的节日商人“马莉颖”和“马莉傲”处购买。" font=18</text>	ui\Image\Helper\抽奖.tga	<text>text="迎新春抽大奖，完成主城活动区“金元宝”给予的任务便可获得图中展示的抽奖资格证明。活动期间，每个服务器都有奖金发放给被抽中的幸运侠士。" font=18</text>			<text>text="      砸年兽规则：砸年兽成功则积分翻倍，失败则积分归零。还可获得各种小彩头。侠士们也可在商人“马莉颖”处购买各种物品来提高成功几率或是减少失败损失积分。\\\n      积分使用：“叶飘零”处可换取“梅良玉签”，此签是换取各色宝贝的必备之物。\\\n      “玉兔献瑞”百万金币抽奖活动：春节期间,持有“迎春卡·寻宝”或“迎春卡·年兽”的侠士可寻找洛阳城内的“金元宝”老人参加抽奖活动。当日参与抽奖会注册号码，第二天早七点到第三天早七点为开奖领奖时间，侠士可持日期号码符合的卡券，到金元宝处领奖。" font=18</text>
124	烟花彩灯		ui\Image\Helper\烟花彩灯.tga	<text>text="主城活动区来了一对金童玉女，分别叫做“年华”和“倒影”，他们出售各种彩灯的配方及各种漂亮的烟花，还可将烟花放入彩灯放飞空中哦。" font=18</text>	ui\Image\Helper\花灯.tga	<text>text="放花灯，许心愿，祝来年心想事成。放花灯时别忘了写下一纸“许愿签”哟。许愿签可在年华处购买或是抄录《春节套书》换取。" font=18</text>	ui\Image\Helper\年华倒影.tga	<text>text="金童玉女：“年华”与“倒影”。" font=18</text>	
125	特色宠物		ui\Image\Helper\兔秩秩.tga	<text>text="活动期间，各种兔宝宝等着侠士们来疼爱哦，共有六种兔宝宝供侠士们选择。" font=18</text>	ui\Image\Helper\阿甘.tga	<text>text="兔子阿甘憨厚可爱。不过它可是有时限的哦，大家积极挖宝获取“机关部件”去兑换吧。" font=18</text>			<text>text="新春特色宠物\\\n      新春期间，为侠士们准备了各色可爱兔宝宝，共有六种形象可以选择哦，还有憨厚的兔子阿甘，有它们的陪伴江湖之路将不再寂寞。千万不要错过哦！\\\n      新春宠物有多种获取途径：通过挖宝、商店购买都可获得。" font=18</text>
126	介绍	新人计划	ui\Image\Helper\带新人盛大.tga						<text>text="江山代有新人出，风云齐聚会巴蜀\\\n      新人养成全新开启\\\n      活动时间：更新维护后—2011年5月16日早7点\\\n      新人条件：1、活动期间内注册盛大通行证，首个创建并登录的角色。\\\n      2、活动开启前已注册盛大通行证，但从未登陆过游戏，在活动期内，该账号首个创建并登录的角色。\\\n      3、活动期间，从未在某一大区建立角色并登录的帐号，也可以在该大区获得新人资格。" font=18</text>
127	秘法一		ui\Image\Helper\居魁印.tga	<text>text="传功10倍修为等你拿，在活动期间给拥有“居魁印”的新侠士传功，传功方和新侠士双方都可以获得10倍修为奖励。" font=18</text>	ui\Image\Helper\紫陨.tga	<text>text="额外【紫陨】奖励，活动期间，拥有“居魁印”的新侠士和其他侠士组队参与战宝迦兰团队秘境（10人/25人），每个首领会额外多掉落1个【紫陨】，全团侠士都可获得。" font=18</text>	ui\Image\Helper\剑茗套装商人.tga	<text>text="一定数量的【紫陨】可以在各个门派的“套装兑换商“处兑换145品紫色剑茗装备。" font=18</text>	
128	秘法二		ui\Image\Helper\认定东主.tga	<text>text="拥有“居魁印”增益效果的侠士，鼠标点击其他侠士人物，再使用鼠标右键点击目标信息，在下拉菜单中选择“认定东主”选项，即可绑定对方为东主。" font=18</text>	ui\Image\Helper\崔英.tga	<text>text="新侠士还可以在三大主城日常任务区找到崔英，接取奖励丰富的日常任务，完成这些日常将会使东主和客卿都获得丰富的奖励。" font=18</text>			<text>text="      活动期间，拥有“居魁印”效果的新侠士，可以和70级的侠士建立“主客关系”。新侠士成为“客卿”，被绑定的侠士成为“东主”。\\\n      提示：新侠士（客卿）完成在崔英处接取的“侠义”系列日常后，被绑定的老玩家（东主）会收到通过邮件寄出的奖励。同时，老玩家（东主）可以通过协助自己的“客卿”完成“客卿·领取供养”任务，将自身的帮供赠予自己的“客卿”。" font=18</text>
129	介绍	清明节活动	ui\Image\Helper\清明.tga						<text>text="      我朝玄宗皇帝曾诏令天下“寒食上墓”，后因寒食清明先后紧相连，故百姓将之合而为一。近日来大家都在准备祭祀之物，田野道路，士女遍满，皂隶佣丐，皆得父母丘墓。清明时节常有踏青、郊游等活动，侠士们若有兴趣，就赶快参加吧！\\\n      活动时间：2011.4.1早7点-2011.4.15早7点\\\n      参与条件：20级及以上侠士。" font=18</text>
130	节日任务		ui\Image\Helper\七夕节日大使.tga	<text>text="侠士们可在节日大使处了解清明习俗及接取任务。\\\n" font=18</text><text>text="长安节日大使" font=18 link="NPCGuide/81"</text><text>text="    " font=18</text><text>text="洛阳节日大使" font=18 link="NPCGuide/78"</text><text>text="\\\n" font=18</text><text>text="扬州节日大使" font=18 link="NPCGuide/84"</text><text>text="\\\n" font=18</text>	ui\Image\Helper\清明夏亦.tga	<text>text="在三大主城活动区的侠士们可找到来自杏花村的小夏亦，可以从他那里接取很多节日任务哦。" font=18</text>	ui\Image\Helper\清明活动区.tga	<text>text="侠士们可在图示位置寻找到小夏亦。" font=18</text>	
131	节日奖励		ui\Image\Helper\清明风筝.tga	<text>text="清明时节正是放纸鸢的好时候，完成小夏亦给予的“谁作轻鸢壮远观”任务，就可获得图中漂亮的纸鸢咯。" font=18</text>	ui\Image\Helper\清明戒指一.tga	<text>text="活动期间，侠士们在寻宝时有几率会遇到凶恶的醉猿，击败它可是有机会获得140品的紫色戒指。" font=18</text>	ui\Image\Helper\清明戒指二.tga	<text>text="需要提醒各位侠士的是，醉猿需要至少三人组队方能进行攻击哦。" font=18</text>	
132	节日商贩		ui\Image\Helper\清明乔万山.tga	<text>text="清明时节雨纷飞，在这多雨的季节，侠士们出门在外一定要注意打伞哦！三大主城活动区的乔万山也准备了各种伞供侠士们购买。" font=18</text>	ui\Image\Helper\清明伞一.tga	<text>text="雪含香--纯白如雪。（伞）" font=18</text>	ui\Image\Helper\清明伞二.tga	<text>text="鹃啼红--艳红如火。（伞）" font=18</text>	
133	介绍		ui\Image\Helper\擂台.tga						<text>text="帮会擂台赛\\\n      众帮齐聚英雄擂，群侠引动龙虎决。帮会擂台赛，公平的赛制，公平的对决，全凭实力争霸武林。\\\n      详情请关注官网专题。" font=18</text>
135	擂台规则		ui\Image\Helper\擂台赛场.tga	<text>text="长安和扬州擂台分别为恶人谷和浩气盟的主场。比赛初期系统会向符合参赛条件的帮会的帮主发出信件通知。侠士们凭贴与擂台接引人对话报名。" font=18</text>	ui\Image\Helper\帮会擂台界面.tga	<text>text="擂台赛开始后，侠士们可通过帮会界面的“帮会擂台”按钮来打开擂台界面查看赛事情况。" font=18</text>			<text>text="规则概述：\\\n      一季擂台赛共分为三个阶段：海选赛、投票赛和决赛。而海选赛为分阵营进行的比赛包括“逐鹿赛”和“争霸赛”。逐鹿赛针对全服前80名的帮会的参赛人员。而争霸赛针对神兵保甲排名前16位的帮会的参赛人员。具有参赛资格的帮会的帮主会收到系统寄出的对应的参赛贴：“逐鹿帖”或“争霸帖”，此帖可交易。\\\n注意事项：\\\n      中立帮会、中立人士或是未加入帮会的侠士均无资格参赛。" font=18</text>
137	赛季赛程		ui\Image\Helper\擂台赛程表1.tga	<text>text="整个擂台赛共分为7个，每月第三周周一早7点开始发放比赛资格贴。" font=18</text>	ui\Image\Helper\擂台赛程表2.tga	<text>text="从比赛资格发放到阵营大对决结束为一期擂台赛。图中的第一周，是从每个月的第一个星期一开始计算。" font=18</text>			<text>text="简要说明：\\\n      资格发放及报名：使用“逐鹿帖”和“争霸帖”分别报名的是：逐鹿入围赛和争霸赛。\\\n      逐鹿入围赛：“逐鹿帖”拥有数量前32名晋级逐鹿赛（阵营分开计算）。\\\n      逐鹿赛、争霸赛：浩气盟和恶人谷各4名晋级人气投票赛。共16名。\\\n      人气投票赛：各自阵营得票前4名晋级。\\\n      循环积分赛：各自阵营积分排名第一的晋级。\\\n      阵营大对决：只比赛一场。若双方平局，则计算在循环积分赛中的积分和用时，以此来决定擂主。   " font=18</text>
138	擂台奖励		ui\Image\Helper\擂台神秘大奖.tga	<text>text="每月一赛季，决出一名擂主，将获得神秘大奖哦。" font=18</text>	ui\Image\Helper\擂台特殊物品商.tga	<text>text="比赛期间，扬州和长安的擂台附近，将会出现3名限时商人,趣味道具商人“张光祖”、黄牛票商人“梅碧倪”、小吃商人“黄璐”。" font=18</text>	ui\Image\Helper\趣味物品.tga	<text>text="此三位商人只在“逐鹿赛”、“争霸赛”、“循环积分赛”、“阵营大对决”的比赛期间出现。侠士们可前去购买限量商品。" font=18</text>	
139	帮会家园		ui\Image\Helper\帮会家园执事.tga	<text>text="帮会想要获得帮会领地只需帮主在三大主城的帮会区，找到“帮会家园执事玄字玖贰”，花费一定的帮会资金和帮会发展点即可购买帮会领地了。" font=18</text>	ui\Image\Helper\天工树管理员.tga	<text>text="帮会天工树不仅可以加速帮会的发展，还可以增加帮众的各种福利和能力。需要开启天工树就到帮会领地里寻找高九问吧。" font=18</text>			<text>text="帮会家园\\\n      属于帮众的私人空间，在这里侠士们可以体验到农耕、捕鱼、收获果实的乐趣，而且还要齐心协力保卫自家的菜园。\\\n      帮会的发展和壮大跟大家的努力都有着莫大的关系，从完成日常的帮会任务中可为帮会增加发展点和帮会资金。" font=18</text>
140	介绍		ui\Image\Helper\龙王小怪.tga						<text>text="血眼含恨吞四海，龙王出渊祸八荒\\\n      在南诏王的支持下,智慧王利用江湖侠士救出了达摩洞中的血眼龙王。血龙出渊，江湖武林顿时沸沸扬扬，少林寺发下擒龙令，天策府也在四处打探消息。为此智慧王故布疑兵，派出众多天竺僧在各地游荡，以隐藏真实行踪。\\\n      活动时间：2011.4.15--2011.5.16，每日13:00、14:00、19:00、20:00、21:00、 22:00、23:00、24:00整点。\\\n      出现位置：将会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠的其中三个场景出现。" font=18</text>
141	活动内容		ui\Image\Helper\南昆仑精锐.tga	<text>text="每天的13、14、19、20、21、22、23、24点整点此三个头目将会率领属下出现。侠士们需要在30分钟内赶至出现地点。" font=18</text>	ui\Image\Helper\天竺僧营救者头目.tga	<text>text="他们通常会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠中随机三个地方出现。" font=18</text>	ui\Image\Helper\恶人谷叛逃者头目.tga	<text>text="击杀可获得【叛逃者的包裹】，内有高品质蓝色装备。并可获得24本书籍，共为3套。集齐书籍可知许多江湖不为人知的故事及血眼龙王的各种恩怨纠葛。" font=18</text>	
142	活动奖励		ui\Image\Helper\龙王活动装备1.tga	<text>text="从【叛逃者的包裹】中可获得各门派及内功的对应装备，包括：上装、鞋子、护手、腰带及帽子。图为开出的部分装备属性展示。" font=18</text>	ui\Image\Helper\龙王活动装备2.tga	<text>text="从【叛逃者的包裹】中开出的部分装备属性展示。" font=18</text>	ui\Image\Helper\龙王活动装备3.tga	<text>text="各体型装备效果展示。" font=18</text>	
144	介绍		ui\Image\Helper\龙王小怪.tga						<text>text="血眼含恨吞四海，龙王出渊祸八荒\\\n      在南诏王的支持下,智慧王利用江湖侠士救出了达摩洞中的血眼龙王。血龙出渊，江湖武林顿时沸沸扬扬，少林寺发下擒龙令，天策府也在四处打探消息。为此智慧王故布疑兵，派出众多天竺僧在各地游荡，以隐藏真实行踪。\\\n      活动时间：即日起--2011.5.16，每日13:00、14:00、19:00、20:00、21:00、 22:00、23:00、24:00整点。\\\n      出现位置：将会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠的其中三个场景出现。" font=18</text>
145	活动内容		ui\Image\Helper\南昆仑精锐.tga	<text>text="每天的13、14、19、20、21、22、23、24点整点此三个头目将会率领属下出现。侠士们需要在30分钟内赶至出现地点。" font=18</text>	ui\Image\Helper\天竺僧营救者头目.tga	<text>text="他们通常会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠中随机三个地方出现。" font=18</text>	ui\Image\Helper\恶人谷叛逃者头目.tga	<text>text="击杀可获得【叛逃者的包裹】，内有高品质蓝色装备。并可获得24本书籍，共为3套。集齐书籍可知许多江湖不为人知的故事及血眼龙王的各种恩怨纠葛。" font=18</text>	
146	活动奖励		ui\Image\Helper\龙王活动装备1.tga	<text>text="从【叛逃者的包裹】中可获得各门派及内功的对应装备，包括：上装、鞋子、护手、腰带及帽子。图为开出的部分装备属性展示。" font=18</text>	ui\Image\Helper\龙王活动装备2.tga	<text>text="从【叛逃者的包裹】中开出的部分装备属性展示。" font=18</text>	ui\Image\Helper\龙王活动装备3.tga	<text>text="各体型装备效果展示。" font=18</text>	
147	介绍		ui\Image\Helper\龙王.tga						<text>text="血眼含恨吞四海，龙王出渊祸八荒\\\n      龙王复出一事在中原闹的沸沸扬扬,在多方打探下终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截，恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。\\\n      活动时间：2011.5.1-2011.5.19每晚19点。\\\n      活动奖励：【遗留的辎重箱】打开可获得高品质蓝色装备，一次可获得5个部件。\\\n      活动地点：昆仑、南屏山、瞿塘峡。" font=18</text>
148	血眼龙王		ui\Image\Helper\血眼龙王.tga	<text>text="少林寺发下擒龙令，号召群雄追捕血眼龙王。后经天策府打探，终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截。" font=18</text>	ui\Image\Helper\王遗风.tga	<text>text="恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。" font=18</text>			<text>text="活动规则：\\\n      5.1-5.19每晚19点，在瞿塘峡，王遗风追击血眼龙王至白帝城，在白帝城中于血眼龙王大战；林欲静在昆仑对战刘溪山、白浩然、王元静；谢渊在南屏山对战陈和尚，柳公子，康雪烛；侠士们可以任意选择一个参加战斗。\\\n      成功阻截一个地区的首领，该地区都将出现1个【遗留的辎重箱】，箱子只存在20分钟在消失前，任何侠士都可以拾取，可获得高品质的蓝色装备，一次可以获得5个部件哦。3个地区一共会出现3个【遗留的辎重箱】，但每个侠士最多只能拾取其中1个【遗留的辎重箱】。" font=18</text>
149	三大恶人		ui\Image\Helper\陈和尚.tga	<text>text="陈和尚、柳公子及康雪烛反出恶人谷，携带从恶人谷夺取的财宝，欲从南屏山水路逃往南诏。" font=18</text>	ui\Image\Helper\康雪烛.tga	<text>text="在南屏山，浩气盟谢渊和穆玄英，少林玄行大师，七秀坊小七和高绛婷女侠联手对战三大恶人。" font=18</text>	ui\Image\Helper\柳公子.tga	<text>text="战斗结束将有奖励的箱子出现。" font=18</text>	
150	昆仑之变		ui\Image\Helper\白浩然.tga	<text>text="南昆仑月之左使白浩然、刘溪山、王元静等人率南昆仑大举攻打昆仑山。" font=18</text>	ui\Image\Helper\王元静.tga	<text>text="掌门人林欲静、匠石坊主人李文山正率领昆仑门下阻击来敌，昆仑派正值危急存亡之秋。" font=18</text>	ui\Image\Helper\刘溪山.tga	<text>text="战斗结束将有奖励的箱子出现。" font=18</text>	
151	介绍		ui\Image\Helper\龙王.tga						<text>text="血眼含恨吞四海，龙王出渊祸八荒\\\n      龙王复出一事在中原闹的沸沸扬扬,在多方打探下终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截，恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。\\\n      活动时间：即日起-2011.5.19每晚19点。\\\n      活动奖励：【遗留的辎重箱】打开可获得高品质蓝色装备，一次可获得5个部件。\\\n      活动地点：昆仑、南屏山、瞿塘峡。" font=18</text>
152	 血眼龙王		ui\Image\Helper\血眼龙王.tga	<text>text="少林寺发下擒龙令，号召群雄追捕血眼龙王。后经天策府打探，终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截。" font=18</text>	ui\Image\Helper\王遗风.tga	<text>text="恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。" font=18</text>			<text>text="活动规则：\\\n      5.1-5.19每晚19点，在瞿塘峡，王遗风追击血眼龙王至白帝城，在白帝城中于血眼龙王大战；林欲静在昆仑对战刘溪山、白浩然、王元静；谢渊在南屏山对战陈和尚，柳公子，康雪烛；侠士们可以任意选择一个参加战斗。\\\n      成功阻截一个地区的首领，该地区都将出现1个【遗留的辎重箱】，箱子只存在20分钟在消失前，任何侠士都可以拾取，可获得高品质的蓝色装备，一次可以获得5个部件哦。3个地区一共会出现3个【遗留的辎重箱】，但每个侠士最多只能拾取其中1个【遗留的辎重箱】。" font=18</text>
153	三大恶人		ui\Image\Helper\陈和尚.tga	<text>text="陈和尚、柳公子及康雪烛反出恶人谷，携带从恶人谷夺取的财宝，欲从南屏山水路逃往南诏。" font=18</text>	ui\Image\Helper\康雪烛.tga	<text>text="在南屏山，浩气盟谢渊和穆玄英，少林玄行大师，七秀坊小七和高绛婷女侠联手对战三大恶人。" font=18</text>	ui\Image\Helper\柳公子.tga	<text>text="战斗结束将有奖励的箱子出现。" font=18</text>	
154	昆仑之变		ui\Image\Helper\白浩然.tga	<text>text="南昆仑月之左使白浩然、刘溪山、王元静等人率南昆仑大举攻打昆仑山。" font=18</text>	ui\Image\Helper\王元静.tga	<text>text="掌门人林欲静、匠石坊主人李文山正率领昆仑门下阻击来敌，昆仑派正值危急存亡之秋。" font=18</text>	ui\Image\Helper\刘溪山.tga	<text>text="战斗结束将有奖励的箱子出现。" font=18</text>	
155	加入五毒	恭喜你达到15级，现在你可以选择加入门派了！	ui\Image\Helper\五毒长老.tga	<text>text="1.通过与新手镇的五毒接引人对话，可以被送至五毒。\\\n" font=18</text><text>text="五毒接引人" font=18 link="NPCGuide/104"</text><text>text=" \\\n需在新手镇才可查看位置。" font=18</text>	ui\Image\Helper\五毒入门.tga	<text>text="2.在五毒找到艾黎，通过考验就可以加入五毒了。\\\n五毒 " font=18</text><text>text="艾黎" font=18 link="NPCGuide/105"</text>			<text>text="五毒：\\\n      五毒武学融合苗疆蛊术与五毒毒术，控虫之术。通过对毒和蛊的神秘运用，以各样奇诡之剧毒攻敌，以蛊术疗伤续命，尽在鼓掌之间，更可操控五种毒虫，圣蝎，玉蟾，灵蛇，风蜈，天蛛，为苗疆不传秘技。" font=18</text>
