TabType	ID	Durability	BelongSchool	MagicKind	Get_Desc	BelongMapID
5	4260				{[殷不为]}	34
5	4263				{[雾影奈叶]}	28
5	4282				{[发疯的侠士]}	26
5	4289				{[千手观音,掌火]}	46
5	4302				{[熊奎、汪莽]}	47
5	4303				{[道衍]}	42
5	4316				{[谢云流],[谢云流],[提多罗吒],[提多罗吒]}	63|64|65|66
5	4326				{[八歧大蛇]}	28
5	4330				{[商仲永]}	20
5	4334				{[发疯的侠士]}	26
5	4353				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,阿里曼药理师,发疯的侠士,发疯的侠士,戈奴],[日轮源氏足轻,上衫流初段,上衫流藩士,源氏部将,源氏弓足轻,源氏枪足轻,源氏侍大将,源氏雪部上忍,源氏炎部上忍,源氏阴阳师,源氏足轻大将,月部上忍,云游虚无僧],[骁骑营暗卫,骁骑营百骑,骁骑营百骑卫,骁骑营刀兵,骁骑营典狱官,骁骑营队正,骁骑营骑射生,骁骑营枪兵,骁骑营射手,骁骑营十骑长,骁骑营巡逻兵]}	26|28|34
5	4360				{[发疯的侠士]}	26
5	4361				{[赵天龙,赵天龙备份]}	36
5	4363				{[秦雷]}	34
5	4376				{[卫栖梧]}	40
5	4377				{[程傲]}	42
5	4378				{[谢云流],[谢云流],[提多罗吒],[提多罗吒]}	63|64|65|66
5	4385				{[谢云流],[谢云流],[提多罗吒],[提多罗吒]}	63|64|65|66
5	4387				{[朴宗资,朴宗资备份]}	36
5	4393				{[平等,千手观音]}	46
5	4399				{[发疯的侠士]}	26
5	4401				{[发疯的侠士]}	26
5	4409				{[发疯的侠士]}	26
5	4422				{[发疯的侠士]}	26
5	4425				{[王积薪]}	42
5	4426				{[野村一郎]}	44
5	4431				{[震天甲士]}	17
5	4433				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,阿里曼药理师,发疯的侠士,发疯的侠士,戈奴],[日轮源氏足轻,上衫流初段,上衫流藩士,源氏部将,源氏弓足轻,源氏枪足轻,源氏侍大将,源氏雪部上忍,源氏炎部上忍,源氏阴阳师,源氏足轻大将,月部上忍,云游虚无僧],[骁骑营暗卫,骁骑营百骑,骁骑营百骑卫,骁骑营刀兵,骁骑营典狱官,骁骑营队正,骁骑营骑射生,骁骑营枪兵,骁骑营射手,骁骑营十骑长,骁骑营巡逻兵]}	26|28|34
5	4435				{[发疯的侠士]}	26
5	4447				{[谢云流],[谢云流],[提多罗吒],[提多罗吒]}	63|64|65|66
5	4450				{[司徒一一]}	37
5	4457				{[发疯的侠士]}	26
5	4461				{[刘大海]}	34
5	4464				{[谢云流],[谢云流],[提多罗吒],[提多罗吒]}	63|64|65|66
5	4469				{[千手观音,朱癸]}	46
5	4482				{[阿里曼入教主祭司]}	26
5	4484				{[塔玛]}	37
5	4599				{[王海银]}	32
5	4600				{[朱癸]}	32
5	4601				{[餐风、饮火、吞云]}	32
5	4602				{[平等]}	32
5	4603				{[镇恶]}	32
5	4604		5		{[王海银]}	46
5	4605		5		{[朱癸]}	46
5	4606		5		{[餐风、饮火、吞云]}	46
5	4607		5		{[掌火]}	46
5	4608		5		{[平等]}	46
5	4609		5		{[镇恶]}	46
5	4685				{[叶琦菲]}	51
5	4689				{[叶琦菲]}	51
5	4976				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4977				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4978				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4979				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4980				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4981				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4982				{[骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,怨女尸,斩魄尸],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧]}	36|37|41|43|45
5	4983				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	4984				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	4985				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	5008				{[伏击武僧,迦兰罗汉,迦兰武僧,迦兰武僧,迦兰武僧头目,戒律僧·寒冰,戒律僧·炎火,苦行僧,燎原,明慧僧,沙弥,诵经僧,天竺僧头目,武煌卫白耳刀兵,武煌卫步伍,武煌卫典狱长,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫玄铁甲兵,炎火僧,狱卒],[韩尚仁,李文表,秋易醉,骁果营恶狼,骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领,骁果营军犬,骁果营猛虎],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,亡魂尸,武毒尸,怨女尸,斩魄尸,终极机甲龙,终极铁颅],[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧],[狼牙夜暮刺客,骁骑营振威校尉勋],[炎部上忍],[御风护卫,御火护卫,御火门徒,御雪护卫],[炎部上忍],[炎部上忍]}	32|36|37|40|41|42|43|44|45|47|61|62|63|64
5	5011				{[伏击武僧,迦兰罗汉,迦兰武僧,迦兰武僧,迦兰武僧头目,戒律僧·寒冰,戒律僧·炎火,苦行僧,燎原,明慧僧,沙弥,诵经僧,天竺僧头目,武煌卫白耳刀兵,武煌卫步伍,武煌卫典狱长,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫玄铁甲兵,炎火僧,狱卒],[韩尚仁,李文表,秋易醉,骁果营恶狼,骁果营机关技师,骁果营禁军队正,骁果营禁军军师,骁果营禁军校尉,骁果营禁卫军,骁果营禁卫统领,骁果营军犬,骁果营猛虎],[天一教幻影杀手,天一教卫士,天一教卫士长,天一教众,屠灵鬼手尸,亡魂尸,武毒尸,怨女尸,斩魄尸,终极机甲龙,终极铁颅],[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[飞羽射手,禁军游枪尉,精锐刀兵,傀儡盾兵,午睡的斥候,巡游骑兵,驯兽师,游枪队正],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[八宝斋,宫本武藏,鬼神童子,幻影武者,金刚道守阵武士,浪人侍从,柳兵卫,忍者头目,山上忆良,神锋道守阵武士,吞酒童子,武藏,雾隐暗忍,雾隐鬼忍,雾隐火忍,雾隐浪人,雾隐水忍,雾隐土忍,下流武士,小次郎,小舞,须佐之男,御堂藻前],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[翻天鼠,雇佣的民夫,雇佣的射手,天竺癫狂僧,天竺度厄僧,天竺番经僧,天竺空灵僧,天竺无昼僧,天竺执法僧],[狼牙夜暮刺客,骁骑营振威校尉勋],[炎部上忍],[御风护卫,御火护卫,御火门徒,御雪护卫],[炎部上忍],[炎部上忍]}	32|36|37|40|41|42|43|44|45|47|61|62|63|64
5	5012				{[餐风、饮火、吞云,平等,千手观音,王海银,掌火,镇恶,朱癸],[惩戒僧,伏击武僧,迦兰罗汉,迦兰武僧头目,戒律僧·寒冰,戒律僧·邪水,戒律僧·炎火,苦行僧,老练战狼,明慧僧,沙弥,诵经僧,天竺魔僧,天竺僧头目,武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,狱卒],[提多罗吒],[谢云流]}	32|46|60|61
5	5013				{[餐风、饮火、吞云,平等,千手观音,王海银,掌火,镇恶,朱癸],[惩戒僧,伏击武僧,迦兰罗汉,迦兰武僧头目,戒律僧·寒冰,戒律僧·邪水,戒律僧·炎火,苦行僧,老练战狼,明慧僧,沙弥,诵经僧,天竺魔僧,天竺僧头目,武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,狱卒],[提多罗吒],[谢云流]}	32|46|60|61
5	5015				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5016				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5017				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5018				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5019				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5020				{[范霸,朴宗资,赵天龙],[煞灵魔尸,司徒一一,塔玛],[罗翼,庞虎文,杨心羽],[梅剑雄,藤原樱奈,夕罗双],[慧钟,千叶佛像,水中月、镜中花、空中云]}	36|37|41|43|45
5	5021				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5022				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5025				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5026				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5027				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5028				{[武煌卫白耳刀兵,武煌卫步伍,武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵斧兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵],[武煌卫精锐锤兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫精锐斧兵,武煌卫伍长,武煌卫陷阵甲兵,武煌卫新兵,武煌卫新兵,武煌卫玄铁甲兵]}	32|46
5	5033				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5034				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5035				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5036				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5037				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5038				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5174				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	5175				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	5176				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5177				{[阿里曼监察使,阿里曼入教主祭司,沙利亚,卫栖梧],[程傲,道衍,方鹤影,李裳秋,王积薪,玄阴子],[服部胧藏,尸灵武者,谢云流,谢云流,野村一郎],[卢元霸,齐宗强,肖红,熊奎、汪莽]}	40|42|44|47
5	5178				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
5	5179				{[阿里曼拜火者,阿里曼朝灵者,阿里曼刺客,阿里曼宫门精锐守卫,阿里曼宫门守卫,阿里曼宫门守卫长,阿里曼监察,阿里曼监奴,阿里曼精英守卫,阿里曼巡察,前山村民,受控的村民,主祭司右侍从,主祭司左侍从],[纯阳剑宗弟子,纯阳气宗弟子,东方茗,风花落,江湖混混,江湖混混,冷星痕,刘茫,龙采灵,少林达摩院弟子,少林戒律院弟子,天峰营精锐锤兵,天峰营精锐盾兵,天峰营精锐工兵,天峰营精锐弓兵,天峰营精锐枪兵,万花白棋仆,万花黑棋仆,长空],[玄部机关师,源氏部将,源氏弓足轻,源氏近侍,源氏雪部上忍,源氏阴阳师,月部上忍,月部中忍],[狼牙夜暮刺客,骁骑营振威校尉勋]}	40|42|44|47
