Index	Name	NameFrame	Level	Quality	Class	Star	Type	Source	BgPath	OutputDes	Desc	Show	OnlyHaveShow	LimitTime	ModelID	ColorChannelTable	ColorChannel	ModelScale	IconID	X	Y	Z	LookAtX	LookAtY	LookAtZ	CoinShopScale	CoinShopPosY	IdentityYS	YSDes
79	红绸	29	6	4	3	5	2	5	ui\Image\Pets\kp_红绸.tga	<text>text="获取线索：红衣显露真凶相，少女安危寄善良" font=168</text>	<text>text="“小貂儿，你做了什么好事情，得到这么大一朵大红花啊？”" font=65</text>	1		0	40354			1	6099	0	80	-300	0	100	150	1			
80	酒客	42	5	3	1	4	1	5	ui\Image\Pets\kp_酒客.tga	<text>text="获取线索：瘦西湖边，流传着酒坛子妖怪的传闻。" font=168</text>	<text>text="寄居蟹会从沙滩上找各种各样的贝壳，甚至是瓶子，罐子背在背上，作为自己的屋子。\\\n酒客背在背上的，是桃花老翁丢失的酒坛子。\\\n“我请你来喝酒……我家，我家就在酒坛子里边。”" font=65</text>	1		0	40355			1	6143	0	80	-300	0	100	150	1			
81	大爵一家	86	6	4	2	5	3	11	ui\Image\Pets\kp_大爵.tga	<text>text="获取线索：官网五周年充值回馈活动。" font=168</text>	<text>text="四只鸵鸟组成的鸵鸟群。\\\n“大爵，二爵，三爵……顶蛋壳的那只叫什么呢？猜对了，就叫小明，你真聪明！”" font=65</text>	1		0	40656			0.6	6258	0	80	-300	0	100	150	0.6			
82	果果	92	6	4	3	5	2	5	ui\Image\Pets\kp_果果.tga	<text>text="获取线索：大唐龙兴之地。" font=168</text>	<text>text="“人们都说情比金坚，那么比我的坚果还坚硬么？”" font=27</text>	1		0	41272			1	6631	0	80	-300	0	100	150	1			
83	冰蓝花客	88	5	3	1	4	1	5	ui\Image\Pets\kp_冰蓝花客.tga	<text>text="获取线索：高山冰原。" font=168</text>	<text>text="昆仑之上有异蟹，彻体冰蓝，颇具灵性，传言其为冰灵所化。" font=65</text>	1		0	41275			1	6626	0	80	-300	0	100	150	1			
84	嘟嘟	91	5	3	3	4	2	5	ui\Image\Pets\kp_嘟嘟.tga	<text>text="获取线索：两山之间，索桥飞渡。" font=168</text>	<text>text="“我可不肥，呼噜呼噜~是强壮啦，呼噜呼噜~”" font=27</text>	1		0	41273			1	6642	0	80	-300	0	100	150	1		1	一级驭兽宠物
85	蟹仕	95	4	3	1	3	1	5	ui\Image\Pets\kp_蟹仕.tga	<text>text="获取线索：大江绕城过，朝辞彩云间。" font=168</text>	<text>text="蟹壳上刻着一个大大的“仕”字\\\n“对策者以第一登庸，射策者以甲科入仕，斯固选贤要术也。” " font=65</text>	1		0	41276			0.4	6629	0	80	-300	0	100	150	0.4			
86	蟹士	94	4	3	1	3	1	5	ui\Image\Pets\kp_蟹士.tga	<text>text="获取线索：镇中一对说书人。" font=168</text>	<text>text="蟹壳上刻着一个大大的“士”字\\\n“纵横天下，国士无双。”" font=65</text>	1		0	41277			0.4	6630	0	80	-300	0	100	150	0.4			
87	圈圈	93	6	4	3	4	2	8	ui\Image\Pets\kp_圈圈.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“你们看，我戴上毛茸茸的项圈，像不像小狮子呀？”" font=27</text><text>text="\\\n" font=18</text><text>text="“可是，你本来就是小狮子呀……”" font=27</text>	1		0	41263			0.21	6641	0	80	-300	0	100	150	0.21			
88	鼎鼎	89	6	4	3	4	2	8	ui\Image\Pets\kp_鼎鼎.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“嗷呜！这块肉肉是我的，谁抢我就咬谁！”" font=27</text>	1		0	41264			0.21	6638	0	80	-300	0	100	150	0.21			
89	悠悠	96	6	4	3	4	2	8	ui\Image\Pets\kp_悠悠.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“我最喜欢小铃铛啦！叮铃，叮铃。一跑起来就会响呐！”" font=27</text>	1		0	41265			0.21	6640	0	80	-300	0	100	150	0.21			
90	兜兜	90	6	4	3	4	2	8	ui\Image\Pets\kp_兜兜.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“求摸头，我好乖的。就摸一下，不软不要钱。”" font=27</text>	1		0	41266			0.21	6664	0	80	-300	0	100	150	0.21			
91	福福	87	6	4	3	4	2	10;11;	ui\Image\Pets\kp_福福.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="苍雪龙城，雪狮纳福，我就是很厉害的小狮子福福！" font=163</text><text>text="\\\n【限时类跟宠】" font=18</text>	1		1	41267	0	2	0.21	6637	0	80	-300	0	100	150	0.21			
92	小王小后	97	6	4	3	5	2	11	ui\Image\Pets\kp_小王小后.tga	<text>text="获取线索：购买《剑网3》追梦人系列手办“小苍”赠送。" font=168</text>	<text>text="“若我为王，你必为后！”\\\n“哦。”\\\n“我是说真的！”\\\n“那……河边山谷里的野猪都是我的！”\\\n“没问题！”\\\n“你，也是我的。”\\\n“啊？”\\\n“有问题？”\\\n“没，没问题！”" font=27</text>	1		0	41268			0.21	6718	0	80	-300	0	100	150	0.21			
93	小羊·吉祥	99	6	4	3	4	2	9	ui\Image\Pets\kp_小羊·吉祥.tga	<text>text="获取线索：未羊年春节活动。" font=168</text>	<text>text="小羊送吉祥！新春大吉，羊年如意！" font=27</text>	1		0	43323			1	6752	0	80	-300	0	100	150	1			
94	小羊·瑞福	100	6	4	3	4	2	9	ui\Image\Pets\kp_小羊·瑞福.tga	<text>text="获取线索：未羊年春节活动。" font=168</text>	<text>text="小羊带瑞福！新春大吉，羊年如意！" font=27</text>	1		0	43324			1	6753	0	80	-300	0	100	150	1			
95	三羊开泰	98	6	4	3	5	2	11	ui\Image\Pets\kp_三羊开泰.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="三只憨态可掬的小羊羔。\\\n“新春大吉，羊年如意！”\\\n" font=65</text><text>text="具有【行囊机关】，开启机关后可找其换购趣味道具。" font=18</text>	1		0	43328			1	6754	0	80	-300	0	100	150	1			
96	月光	101	6	4	3	5	2	11	ui\Image\Pets\kp_月光.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="青丘群山之王，不是虎豹，而是一只银狐。\\\n圆月的夜晚，滞留山林的话，有时会遇到一只矫健的银狐，毛色银白亮丽，行动迅捷如风，穿梭林间似月光流转。月下对视其眼眸，则心神失守，恍然若梦中，山中猎户无有敢举弓者，称其为狐王月光！" font=65</text>	1			43953			0.5	6767	0	80	-300	0	100	150	0.5		1	五级驭兽宠物
97	静静	112	6	4	3	5	2	5	ui\Image\Pets\kp_静静.tga	<text>text="获取线索：帝都皇城，小犬迷失于路。" font=168</text>	<text>text="一只可爱的白色小犬。" font=65</text><text>text="\\\n" font=18</text><text>text="生活在皇宫的静静，最好的朋友是小锦。可是自从皇宫大混乱之后，小锦和很多熟悉的面孔都不见了。静静不愿再待在日益陌生的皇宫，终于在一天傍晚溜出宫门，隐入到长安城的民居中。" font=65</text><text>text="\\\n" font=18</text><text>text="“静静想那些熟悉的朋友，不知他们有没有想静静呢？”" font=65</text>	1			43957			1	6801	0	80	-300	0	100	150	1		1	四级驭兽宠物
98	红羽大将军	106	1	3	2	4	3	5	ui\Image\Pets\kp_红羽大将军.tga	<text>text="获取线索：梅龙镇斗鸡擂主。" font=168</text>	<text>text="红羽是一只威武的大公鸡！" font=65</text><text>text="\\\n" font=18</text><text>text="自从红羽击败了上一只梅龙镇斗鸡擂主，赢得了那顶小巧精致的将军盔。它就有了“大将军”这个称号，从那天起，它走起路来，就越发像一个威风凛凛的大将军了！" font=65</text>	1			41274			1	6802	0	80	-300	0	100	150	1		1	一级驭兽宠物
99	枫林客	105	5	3	1	4	1	5	ui\Image\Pets\kp_枫林客.tga	<text>text="获取线索：如火枫林。" font=168</text>	<text>text="顶着那个插着枫叶的大竹筒，小寄居蟹几乎把自己全藏在了里边。" font=65</text>	1			43954			1	6803	0	80	-300	0	100	150	1			
100	蟹车·红	113	4	3	1	3	1	5	ui\Image\Pets\kp_蟹车·红.tga	<text>text="获取线索：龙锁大江。" font=168</text>	<text>text="蟹壳上刻着一个大大的“車”字\\\n“往来无忌，车马横冲！”" font=65</text>	1			43955			0.4	6805	0	80	-300	0	100	150	0.4			
101	蟹车·蓝	114	4	3	1	3	1	5	ui\Image\Pets\kp_蟹车·蓝.tga	<text>text="获取线索：金色花田。" font=168</text>	<text>text="蟹壳上刻着一个大大的“車”字\\\n“长驱直入，纵横无匹！”" font=65</text>	1			43956			0.4	6804	0	80	-300	0	100	150	0.4			
102	鸿福金龙	103	6	4	4	4	4	11	ui\Image\Pets\kp_鸿福金龙.tga	<text>text="获取线索：官方微博、微信等自媒体活动。" font=168</text>	<text>text="鸿运送鸿福，福星映穹庐！" font=27</text>	1	1		43958			1.3	6806	0	80	-300	0	100	150	1.3			
103	鸿禄金龙	109	6	4	4	4	4	11	ui\Image\Pets\kp_鸿禄金龙.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="鸿运贺豪禄，步步得高升！" font=27</text>	1	1		43959			1.3	6806	0	80	-300	0	100	150	1.3			
104	鸿寿金龙	110	6	4	4	4	4	11	ui\Image\Pets\kp_鸿寿金龙.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="鸿运贺长寿，康健乐长生！" font=27</text>	1	1		43960			1.3	6806	0	80	-300	0	100	150	1.3			
105	鸿喜金龙	104	6	4	4	4	4	11	ui\Image\Pets\kp_鸿喜金龙.tga	<text>text="获取线索：“侠义乾坤”全民美拍大赛。" font=168</text>	<text>text="鸿运贺福禧，好运伴万里！" font=27</text>	1	1		43961			1.3	6806	0	80	-300	0	100	150	1.3			
106	鸿财金龙	102	6	4	4	4	4	11	ui\Image\Pets\kp_鸿财金龙.tga	<text>text="获取线索：“剑网3侠客行”线下活动。" font=168</text>	<text>text="鸿运送鸿财，好运跟着来！" font=27</text>	1	1	1	43962			1.3	6806	0	80	-300	0	100	150	1.3			
107	鸿喜金龙	104	6	4	4	4	4	11	ui\Image\Pets\kp_鸿喜金龙.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="鸿运贺福禧，好运伴万里！" font=27</text>	1	1	1	43961			1.3	6806	0	80	-300	0	100	150	1.3			
108	夜刃	107	6	4	3	5	2	11	ui\Image\Pets\kp_夜刃.tga	<text>text="获取线索：“玩家招募”活动。" font=168</text>	<text>text="夜色之下，一只背着短刃的小刺客。\\\n在貂的世界里，本没有刺客这个概念，不过夜刃出生在凌雪阁一个刺客世家里，所以它懂得的，就比别的貂多了一点点。\\\n“黑夜给了我黑色的尾巴，我用尾巴赶走蚊蝇。”" font=65</text>	1			44436			1	6807	0	80	-300	0	100	150	1			
109	纠纠	115	6	4	3	5	2	5	ui\Image\Pets\kp_纠纠.tga	<text>text="获取线索：师徒天涯路，勤修战江湖。" font=168</text>	<text>text="“不仅仅是阿宝，我也想要画个彩色的画像呢，超级想要！”" font=27</text>	1	0	0	45336	0	0	1	6987	0	80	-300	0	100	150	1		1	一级驭兽宠物
110	葫芦	111	6	4	3	5	2	5	ui\Image\Pets\kp_葫芦.tga	<text>text="获取线索：龙缘山下待奇缘，有心人处交真心。" font=168</text>	<text>text="“葫芦是我上次帮助一个有七个孩子的老爷爷的时候，他送给我的。”" font=27</text>	1	0	0	45215	0	0	0.7	6979	0	80	-300	0	100	150	0.7		1	五级驭兽宠物
111	商周客	117	5	3	1	4	1	5	ui\Image\Pets\kp_商周客.tga	<text>text="获取线索：地锁巨龙。" font=168</text>	<text>text="“古旧的青铜酒爵，或许是件值钱的古董，不过，在小寄居蟹的眼里，这是一个上好的窝，给多少钱都不换的。”" font=27</text>	1	0	0	45564	0	0	0.9	6994	0	110	-300	0	100	150	0.9			
112	蟹马·红	118	4	3	1	3	1	5	ui\Image\Pets\kp_蟹马·红.tga	<text>text="获取线索：森森大泽。" font=168</text>	<text>text="蟹壳上刻着一个大大的“马”字\\\n“楚河汉界，横竖交错。有马斜飞，踩兵踏卒。”" font=65</text>	1	0	0	45565	0	0	0.4	6988	0	80	-300	0	100	150	0.4			
113	蟹马·蓝	119	4	3	1	3	1	5	ui\Image\Pets\kp_蟹马·蓝.tga	<text>text="获取线索：江边岛，岛边船。" font=168</text>	<text>text="蟹壳上刻着一个大大的“马”字\\\n“楚河汉界，横竖交错。绊马不器，一兵一卒。”" font=65</text>	1	0	0	45566	0	0	0.4	6989	0	80	-300	0	100	150	0.4			
114	黑豆	108	6	4	3	5	2	5	ui\Image\Pets\kp_黑豆.tga	<text>text="获取线索：隐元秘鉴。" font=168</text>	<text>text="“黑夜给了黑豆一双黑色的眼睛，黑豆用黑色的眼睛找到了一顶漂亮的黑色小帽。”" font=27</text>	1	0	0	45567	0	0	1.2	5388	0	80	-300	0	100	150	1.2			
115	洛洛	116	6	4	3	5	2	5	ui\Image\Pets\kp_洛洛.tga	<text>text="获取线索：隐元秘鉴。" font=168</text>	<text>text="“我的披风好看吧？这可是西山糖豆店的限量纪念版哦！瞧，上边还有西山糖豆店的印记呢！”" font=27</text>	1	0	0	45568	0	0	1	6631	0	80	-300	0	100	150	1			
116	哼哼	120	6	4	3	4	2	11;10	ui\Image\Pets\kp_呼呼.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="“我不肥，肥的是嘟嘟，因为它都肥嘟嘟的了~哼哼~”" font=27</text>	1	1	1	46645	0	0	1	6642	0	80	-300	0	100	150	1		1	四级驭兽宠物
117	哼哼	120	6	4	3	4	2	11	ui\Image\Pets\kp_呼呼.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="“我不肥，肥的是嘟嘟，因为它都肥嘟嘟的了~哼哼~”" font=27</text>	1	1	0	46645	0	0	1	6642	0	80	-300	0	100	150	1		1	四级驭兽宠物
118	烈烈	123	6	4	4	5	4	6	ui\Image\Pets\kp_烈烈.tga	<text>text="获取线索：官网六周年充值回馈活动。" font=168</text>	<text>text="“原本是司徒一一为造攻城之具而设计，奈何齿簧弹力有限，无法驱动大型实物，故而弃之。后其图被工圣门人所得，改造重组，去除其兵刃机构，加以木雕刻绘，以之为机甲相戏之宠。”" font=27</text>	1	0	0	46566	0	0	0.4	7027	0	80	-300	0	100	150	0.4			
119	小小	122	6	4	2	5	3	11	\ui\Image\Pets\kp_小小.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="有侠客闯北海，迷途荒原，见天空五彩之光，待光色消，暴风雪席卷，避入雪谷，获异卵，即后归来，孵化岁余，乃出白羽小雕，再四岁，雕不见长，食量巨，善奔走，不能飞行。遍问驯雕人，无有知其来历者。\\\n“我是一只小小小小鸟”\\\n" font=65</text><text>text="具有【百宝袋】，开启机关后可找其换购趣味道具。" font=18</text>	1	0	0	47674	0	0	0.4	7190	0	80	-300	0	100	150	0.4			
127	霜华	124	6	4	3	4	2	11;10	ui\Image\Pets\kp_霜华.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="呦呦鹿鸣，食野之芩。我有嘉宾，鼓瑟鼓琴。" font=27</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	0	1	48835	0	0	1	7920	0	80	-300	0	100	150	1			
128	白羽擂主	125	5	3	2	4	3	5	ui\Image\Pets\kp_白羽擂主.tga	<text>text="获取线索：恶除奸邪，清气满乾坤。" font=168</text>	<text>text="白羽是一只威武的大公鸡！" font=65</text><text>text="\\\n" font=18</text><text>text="来自永王府，乃是永王李璘之子李玚最钟爱的斗鸡，翅膀十分有力。百战不败，是王府斗鸡场实至名归的常胜擂主。" font=65</text>	1	0	0	49328	0	0	1	7928	0	80	-300	0	100	150	1		1	五级驭兽宠物
129	煌煌	127	6	4	3	5	2	5	ui\Image\Pets\kp_煌煌.tga	<text>text="获取线索：遍寻天下不见，品茶却遇是非。" font=168</text>	<text>text="一只可爱的黄色小狗。\\\n“煌煌原本跟静静一样有漂亮的白色毛发，只是因为能力太大，不得不改头换面，变成了土黄色的小狗。”" font=65</text>	1	0	0	49331	0	0	1	7926	0	80	-300	0	100	150	1		1	三级驭兽宠物
130	清茗小龟	130	6	4	1	5	1	5	ui\Image\Pets\kp_清茗小龟.tga	<text>text="获取线索：婆娑僧欲盗清茗经，梵叶禅一茶化贪劫。" font=168</text>	<text>text="一只古灵精怪的小乌龟，背上驮着一把嘟嘟冒气的茶壶，散发着一阵清淡的茶香。\\\n“一山，一水，一小龟，一壶，一杯，一清茗。”" font=65</text>	1	0	0	49341	0	0	0.4	7925	0	80	-300	0	100	150	0.4			
131	童心客	133	5	3	1	4	1	5	ui\Image\Pets\kp_童心客.tga	<text>text="获取线索：糖葫芦唤起童年事，恶浪子回头返故乡。" font=168</text>	<text>text="一只特立独行的寄居蟹，把一个糖葫芦草把子当成了家。\\\n“糖葫芦~酸甜可口的糖葫芦~”" font=65</text>	1	0	0	49342	0	0	0.7	7930	0	80	-300	0	100	150	0.7			
132	蟹胜	135	4	3	1	3	1	5	ui\Image\Pets\kp_蟹胜.tga	<text>text="获取线索：一局棋牵连谋反事，两隐士纵论胜负心。" font=168</text>	<text>text="蟹壳上刻着一个金色的“胜”字。\\\n“多算胜，少算不胜，棋道如兵道。”" font=65</text>	1	0	0	49345	0	0	0.4	7931	0	80	-300	0	100	150	0.4			
133	蟹负	134	4	3	1	3	1	5	ui\Image\Pets\kp_蟹负.tga	<text>text="获取线索：一局棋牵连谋反事，两隐士纵论胜负心。" font=168</text>	<text>text="蟹壳上刻着一个黑色的“负”字。\\\n“棋势映心，无成败则浩然常胜。迷胜负则屡败无进”" font=65</text>	1	0	0	49346	0	0	0.4	7932	0	80	-300	0	100	150	0.4			
134	呼呼	121	6	4	3	4	2	5	ui\Image\Pets\kp_呼呼.tga	<text>text="获取线索：藏宝洞里有乾坤。" font=168</text>	<text>text="“我不肥，肥的是嘟嘟，因为它都肥嘟嘟的了~呼呼~”" font=27</text>	1	0	0	49347	0	0	1	7043	0	80	-300	0	100	150	1		1	三级驭兽宠物
135	吟风	136	6	4	3	4	2	8	ui\Image\Pets\kp_吟风.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="醉里听风递诗韵，纸上描朱花色好。" font=27</text>	1	0	0	49360	0	0	1	7923	0	80	-300	0	100	150	1			
136	踏雪	132	6	4	3	4	2	8	ui\Image\Pets\kp_踏雪.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="绵露逐风风化雨，碎雨踏雪雪生花。" font=27</text>	1	0	0	49361	0	0	1	7933	0	80	-300	0	100	150	1			
137	暮春	129	6	4	3	4	2	8	ui\Image\Pets\kp_暮春.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="暖风翩舞轻纱絮，暮里桃花三月春。" font=27</text>	1	0	0	49362	0	0	1	7924	0	80	-300	0	100	150	1			
138	画秋	126	6	4	3	4	2	8	ui\Image\Pets\kp_画秋.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="芦间涩草霜竞起，林间黄叶画秋风。" font=27</text>	1	0	0	49363	0	0	1	7927	0	80	-300	0	100	150	1			
139	立夏	128	6	4	3	4	2	8	ui\Image\Pets\kp_立夏.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="炎风逐雨织虹锦，且听蝉鸣立夏间。" font=27</text>	1	0	0	49364	0	0	1	7929	0	80	-300	0	100	150	1			
140	银冬	137	6	4	3	4	2	8	ui\Image\Pets\kp_银冬.tga	<text>text="获取线索：限长歌弟子，微山湖畔，岛林听风。" font=168</text>	<text>text="银雪作被冰作镜，枝头残红数寒冬。" font=27</text>	1	0	0	49365	0	0	1	7934	0	80	-300	0	100	150	1			
141	四象舞轮	131	6	4	3	4	2	11	ui\Image\Pets\kp_四象舞轮.tga	<text>text="获取线索：设定集物品。" font=168</text>	<text>text="四只小象外表不尽相同，各有千秋\\\n“我们兄弟四象能卖萌耍帅，也会玩球装酷，是居家旅行必备良品~奈何太帅，怕引起轰动，每次只能出现一个”" font=65</text><text>text="\\\n四只不一样的小象，每次可以召唤一只出来跟随" font=18</text>	1	0	0	51698	0	0	0.7	8065	0	80	-300	0	100	150	0.7			
142	大圣	138	6	4	3	5	2	11	ui\Image\Pets\kp_大圣.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="花果山来，乃复生石猴，仍得神通，号称迎福大圣" font=27</text><text>text="。\\\n“" font=65</text><text>text="猴年大吉，万事遂意！”\\\n" font=65</text><text>text="具有【行囊机关】，开启机关后可找其换购趣味道具。" font=18</text>	1	0	0	52198	0	0	1	8078	0	80	-300	0	100	150	1			
143	行者	139	6	4	3	4	2	9	ui\Image\Pets\kp_猴王.tga	<text>text="获取线索：申猴年春节活动。" font=168</text>	<text>text="这只小猴爱游历四方，走过许多地方，收集了各个地方人们的祝福，在新春佳节之际回到大唐，将祝福带给大家。" font=27</text><text>text="\\\n" font=18</text><text>text="金猴迎春到，福禄寿喜来！" font=27</text>	1	0	0	52230	0	0	1	8080	0	80	-300	0	100	150	1			
144	胡腾儿	185	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_讯讯.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="胡腾身是凉州儿，肌肤如玉鼻如锥。" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52546	0	0	1	8113	0	80	-300	0	100	150	1			
145	小刺	141	5	3	3	4	2	9	ui\Image\Pets\kp_小刺.tga	<text>text="获取线索：花朝节活动奖励。" font=168</text>	<text>text="每次见到这只小刺猬，它身上都裹着一块软布，不知道从哪里弄来的。\\\n“用软布把自己裹起来，这样主人就可以抚摸我而不怕被扎到手了~”\\\n" font=65</text>	1	0	0	52561	0	0	1	8116	0	80	-300	0	100	150	1		1	四级驭兽宠物
146	黑刺客	190	5	3	2	4	3	5	ui\Image\Pets\kp_黑刺客.tga	<text>text="获取线索：皇城之内，偶得天机。" font=168</text>	<text>text="黑刺客是一只神秘的大公鸡！" font=65</text><text>text="\\\n" font=18</text><text>text="虽不知从何而来，但见其一身黑羽，缚住双眼的丝带因沾染了鲜血而僵直，也是明白它的来头不简单。" font=65</text>	1	0	0	52563	0	0	1	8133	0	80	-300	0	100	150	1		1	四级驭兽宠物
147	石敢当	181	6	4	4	5	4	5	ui\Image\Pets\kp_石敢当.tga	<text>text="获取线索：广都镇外，千岛湖畔。" font=168</text>	<text>text="本是山中一颗灵石，后被能人施以机甲之术，不仅可自行移动，还可以变换脸上的细节。\\\n“小羊咩咩咩,小车跑跑跑,每天都这样多好。”" font=65</text>	1	0	0	52616	0	0	1	8134	0	80	-300	0	100	150	1			
148	刀豆	177	5	4	3	4	2	5	ui\Image\Pets\kp_海盗鼠.tga	<text>text="获取线索：沙漠腹地，极东之海。" font=168</text>	<text>text="“我是在海盗船上生活过的，什么大风大浪没见过！”" font=27</text>	1	0	0	52650	0	0	1	8136	0	80	-300	0	100	150	1			
149	九灵	178	6	4	3	5	2	6	ui\Image\Pets\kp_大耳狐.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="青丘神泽踏雪来，一点灵心守君侧。" font=27</text><text>text="\\\n" font=18</text><text>text="鹊山东去数百里，有大泽名即翼，有山陵名青丘。青丘南多玉石，北边有异狐，长尾阔耳，传说为仙人点玉石而化。其性聪慧灵动，轻盈活泼，能跳跃抛出并衔住身侧的刀剑。且尤喜随主，若不见主人，便会伫立原地，久不离去。" font=27</text>	1	0	0	52615	0	0	1.2	8132	0	80	-300	0	100	150	1.2		1	五级驭兽宠物
150	凌霄	155	6	4	2	4	3	8	ui\Image\Pets\kp_凌霄.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。" font=168</text>	<text>text="扶摇直起凌风去，一声长唳清重霄。"font=27</text>	1	0	0	52651	0	0	0.6	8152	0	80	-300	0	100	150	0.6			
151	隐雪	170	6	4	2	4	3	8	ui\Image\Pets\kp_隐雪.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。"font=168</text>	<text>text="身本寂寥著霜雪，千山尽素隐仙姿。"font=27</text>	1	0	0	52652	0	0	0.6	8153	0	80	-300	0	100	150	0.6			
152	归云	148	6	4	2	4	3	8	ui\Image\Pets\kp_归云.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。" font=168</text>	<text>text="谁照九天瑶池影，便振遥翮归云间。"font=27</text>	1	0	0	52653	0	0	0.6	8154	0	80	-300	0	100	150	0.6			
153	观月	147	6	4	2	4	3	8	ui\Image\Pets\kp_观月.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。"font=168</text>	<text>text="流光浮动舞玉羽，月下临泉观道心。"font=27</text>	1	0	0	52654	0	0	0.6	8155	0	80	-300	0	100	150	0.6			
154	聆松	156	6	4	2	4	3	8	ui\Image\Pets\kp_聆松.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。" font=168</text>	<text>text="万壑声起尽松音，独立林中且听风。"font=27</text>	1	0	0	52655	0	0	0.6	8156	0	80	-300	0	100	150	0.6			
155	昊苍	150	6	4	3	4	2	8	ui\Image\Pets\kp_昊苍.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="昊穹长啸霜晨月，一身独立临苍巅。" font=27</text>	1	0	0	52656	0	0	1	8162	0	80	-300	0	100	150	1			
156	雪影	166	6	4	3	4	2	8	ui\Image\Pets\kp_雪影.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="雪原驰影斗虎豹，凛寒孤心本不群。" font=27</text>	1	0	0	52657	0	0	1	8164	0	80	-300	0	100	150	1			
157	风霆	146	6	4	3	4	2	8	ui\Image\Pets\kp_风霆.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="势如霹雳龙蛇惧，奔突远趋动风霆。" font=27</text>	1	0	0	52658	0	0	1	8165	0	80	-300	0	100	150	1			
158	越泽	172	6	4	3	4	2	8	ui\Image\Pets\kp_越泽.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="矫身信纵越重泽，足踏惊雷绝天涯。" font=27</text>	1	0	0	52659	0	0	1	8163	0	80	-300	0	100	150	1			
159	疾幽	152	6	4	3	4	2	8	ui\Image\Pets\kp_疾幽.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="疾电裂空破混沌，玄影无迹探幽皋。" font=27</text>	1	0	0	52660	0	0	1	8166	0	80	-300	0	100	150	1			
160	黛眉	143	6	4	3	4	2	8	ui\Image\Pets\kp_黛眉.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="青烟淡笼远山颦，黛色新着犹昨画。" font=27</text>	1	0	0	52667	0	0	1.5	8147	0	80	-300	0	100	150	1.5			
161	绾桃	164	6	4	3	4	2	8	ui\Image\Pets\kp_绾桃.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="一枝横斜春风里，云鬓凝光绾夭华。" font=27</text>	1	0	0	52668	0	0	1.5	8148	0	80	-300	0	100	150	1.5			
162	湫瞳	160	6	4	3	4	2	8	ui\Image\Pets\kp_湫瞳.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="三千潋滟动秋心，盈盈剪尽相思意。" font=27</text>	1	0	0	52669	0	0	1.5	8149	0	80	-300	0	100	150	1.5			
163	绯心	145	6	4	3	4	2	8	ui\Image\Pets\kp_绯心.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="小袖连翩舞霓裳，谁点朱砂记眉心。 " font=27</text>	1	0	0	52670	0	0	1.5	8150	0	80	-300	0	100	150	1.5			
