TempleteId	MapId	AreaID	ActivityID	Positions
1019	103			25590,96069,1107278;30423,110621,1147322;29238,113251,1138705;36079,92997,1111195;33393,95766,1109923;29897,92036,1105389;26553,94239,1105009;28779,101335,1107457;24794,100399,1107181;19342,100087,1106551;14417,101300,1113181;9939,97486,1121190;7020,94115,1129798;7311,94970,1127336;8235,89737,1126929;7569,87041,1123446;14759,83464,1118625;17864,80459,1115177;24680,76523,1117501;30272,83814,1105312;34047,89041,1110187;34736,106781,1128788;33221,61717,1111787
1019	104			104907,11434,1097551;64456,10925,1162303;68265,10250,1163699;74658,18541,1101543;72822,22413,1100541;82460,24842,1092104;88075,21265,1088483;90012,17719,1091767;93724,19416,1087466;94244,16358,1091018;93480,12366,1091288;97515,16918,1094540;102825,11331,1091071;108179,15460,1099162;110631,14505,1098603;109219,25267,1100439;108100,32706,1100126;100918,29270,1091058;100611,31925,1092242;94670,27627,1093212;90900,25040,1087925;83241,30826,1097681;76361,30583,1092293;71777,30994,1091535;72872,34773,1091067
1019	105			67460,113161,1069214;54019,90635,1061036;60508,91454,1055260;63734,96792,1065012;65805,113183,1073831;69370,112713,1071866;71507,113334,1073498;85621,103496,1117417;89335,104967,1130807;88095,109780,1165185;89475,100068,1130467;66081,114053,1073723
1019	108			80525,12729,1051464;73700,20434,1055588;74784,16154,1056542;79207,17878,1051606;80364,10894,1052816;78997,6477,1054702;72226,6867,1053493;70541,4919,1059169;61814,23252,1058445;50833,19113,1064345;53050,17781,1060859;56741,19499,1061859;57709,17132,1062518;58884,11258,1063986;63624,5550,1061035;65246,9066,1058096;69560,6980,1055920;69282,10882,1054226;78861,25302,1053391;89103,34648,1057909;89065,34667,1058533;55789,27128,1060729;81557,32269,1055555
1020	2			45684,58807,1134011;47152,67670,1115354;42902,53990,1123696;23472,43872,1114924;68200,40890,1104563;63727,71831,1127560;80155,63893,1103668;72542,67721,1106295;60341,57428,1106908;60052,33212,1105000;58836,23692,1102376;57578,22888,1103493;59876,19399,1107434;69360,17327,1106651;72206,13892,1122787;74711,16153,1120552;77775,21244,1111447;79183,17654,1102406;91960,34759,1137527;87626,40739,1125516;48918,20697,1107646;42520,19651,1088112;38740,19245,1082107;38958,13705,1080332;47619,4937,1089154;53193,6878,1085629;56275,7833,1082797;58499,16978,1080561;41898,38882,1112241;40128,46991,1111998;38745,45545,1113055;33985,48168,1114769;30323,49331,1112074;22766,53117,1112996;23143,48302,1113538;32316,68250,1148383;33892,67436,1149389;29460,65491,1148509;30433,63406,1148844;35458,64964,1148930;29942,61797,1148417;34998,62842,1147967;34122,53911,1145531;41324,55437,1152927;39411,68869,1152153;39433,68001,1150523;52810,63875,1112349;77452,21836,1110945;77625,20264,1114515;43137,58560,1149131;44795,54393,1120645;47452,57110,1129762;47693,58100,1133415;45156,57039,1135799;44982,61097,1133840;46000,70379,1117618;25897,52261,1112081;21879,53163,1112972;32229,39107,1114836;39347,36642,1115306;36042,38781,1113032;32932,40995,1112608;31112,40642,1112933;31275,39932,1114323;64736,30392,1100210;70553,37807,1101563;70282,44221,1103605;68983,46921,1103617;67909,51205,1103893;64362,52019,1104404;74458,33835,1102465;75037,23936,1101554
1020	5			21719,41235,1134231;3919,14226,1050014;21339,9931,1050567;25497,10409,1051159;35440,12268,1049048;39185,14708,1049523;35498,23237,1051508;31519,17357,1050147;26563,14152,1049776;20486,13975,1049583;27994,16453,1057130;25034,16554,1057158;54229,26334,1121973;65581,29351,1127342;61821,24289,1125136;56168,16010,1123007;62795,15496,1121947;56986,14434,1118279;53087,13501,1113713;48313,15700,1111797;49427,8980,1108324;45798,8217,1111183;19668,46087,1133398;14167,51952,1130107;9716,48685,1134371;7068,46272,1134692;8296,42706,1135198;11684,42182,1145057;13841,36381,1146469;13131,32000,1138934;17842,30640,1137003;20755,34403,1141580;20300,37187,1138185;22474,38975,1133911;21362,42829,1133829;5293,60159,1146683;8292,52111,1143841;24098,61483,1133721;22413,71583,1164842;28979,73122,1161643;62705,57059,1124787;90065,42914,1155491;64677,22468,1163174;65599,18267,1184794;84863,43184,1155781;78567,52866,1152756;80847,56592,1153555;87250,41356,1154451;34830,50819,1125351;27500,48666,1120500;16155,47403,1130827;8509,44123,1134254;8279,47083,1134947;12430,50601,1132115;24386,40873,1121156;27654,33972,1124428;72466,33291,1156409;45807,6544,1113100;32036,11352,1050420;25144,16990,1057308;20031,11356,1048926;15342,5398,1050898;53067,7109,1117741;73144,26450,1160191;87104,40816,1154278;43704,79769,1130979;32146,72990,1138286;23953,54393,1130106;16178,55269,1144020;6862,63180,1146618;14676,65329,1146467;15899,32387,1138064
1020	6			91636,38358,1050450;25968,14500,1064173;26856,21022,1057545;39182,14115,1051955;18747,15875,1064452;19849,37155,1056962;14328,43003,1043891;38541,51694,1049702;59202,31342,1050419;71701,43592,1054517;45761,49705,1049956;75548,14369,1050685;50662,14930,1048960;51012,20874,1051990;69854,11683,1051472;63767,17969,1048655;63275,24941,1048860;60660,22931,1049148;17566,77089,1048014;17933,66934,1044956;27991,67734,1046705;88806,37341,1050351;85326,34786,1048824;92261,38456,1050050;12214,9874,1063972;11165,7234,1061069;7706,9381,1055220;31249,22751,1055349;35840,18997,1073396;21363,16333,1056132;33706,26037,1058581;18774,11779,1054420;36696,16843,1067037;26189,23497,1062166;33589,30602,1063672;36305,10423,1053563;35088,27183,1060837;14126,9906,1065580;26095,16278,1059136;13134,17602,1066934;18808,11527,1054306;19712,37078,1057140;27017,26661,1065954;14662,29410,1041191;20998,32175,1055958;15560,37383,1037546;25052,43163,1065549;12687,33078,1038713;34259,43260,1060013;28437,45827,1065326;25172,30600,1056703;22680,39517,1065522;20683,32116,1057182;62275,45073,1053951;46326,39310,1049901;72714,33532,1050481;67656,32794,1051179;41954,42778,1051118;40769,39959,1052591;66365,31597,1050985;54755,49697,1050443;45199,44732,1051876;49063,41617,1048987;54566,49615,1050846;50056,41199,1049376;53239,32801,1049850;72713,33406,1050422;51531,48511,1055430;66206,40614,1050757;59584,18929,1048781;62320,14229,1050136;68391,18952,1049519;51425,24230,1049285;69295,27912,1050011;51161,19558,1048723;70227,18184,1052607;65999,28065,1049458;59606,24361,1049012;62131,18198,1049007;61381,27954,1049111;71986,25987,1050684;59779,15629,1048922;65332,22141,1048713;65388,18934,1048725;74179,20226,1049331;66675,8346,1051095;78064,14704,1050025;63372,7783,1052745;61457,6815,1054332;65437,13245,1050713;68444,20274,1049495;69770,13571,1049793;65011,15101,1049278;71553,15662,1053068;55447,4324,1057212;74720,28189,1048673;61462,7091,1053426;68625,17094,1049006;58319,6588,1054600;74339,42062,1049694;89224,28124,1049436;90718,37640,1051650;86304,30443,1050189;90855,39661,1049513;89303,34049,1052833;75128,44165,1052341;92483,35392,1050903;87787,34875,1051147;85976,28444,1049186;35558,61362,1044332;13850,80251,1049924;16043,68943,1045359;13836,76048,1047072;33453,56115,1043059;28716,72922,1045630;24286,76460,1047467;17699,81312,1050323;17874,66462,1045194;20503,68935,1046730;25845,72900,1045263;12893,78120,1048962;22113,79076,1049297;19426,70404,1047005;19426,70404,1047005;46743,43198,1050414;53685,42809,1050606;66572,43976,1052824
1020	7			55722,54886,1161864;72488,23888,1138786;72629,18122,1147518;62615,52243,1193971;34642,33910,1161948;34148,47605,1173697;33190,50427,1172981;19585,57690,1164186;15129,54980,1165320;14172,43033,1165251;9535,38945,1173971;8346,35484,1190982;4642,40997,1197369;7400,45424,1197697;20095,45320,1162928;31241,45482,1175993;76149,11010,1185192;72399,11758,1183658;72553,9250,1181946;76651,6667,1183659;81063,7973,1183237;81408,6148,1184245;77259,13896,1144027;81504,17562,1140584;66206,14056,1163808;64485,9604,1174770;78454,54066,1162345;81286,47947,1162498;81691,56441,1161296;76562,44947,1161515;54613,29990,1148424;71949,50993,1177853;72583,56034,1166786;72295,55253,1166295;63184,57624,1159847;54371,49297,1178278;53801,55685,1162374;45009,56785,1174013;55192,52929,1170483;66323,45230,1196452;60182,38118,1195957;66054,66594,1221368;60666,65993,1209919;74879,81952,1187422;74136,83373,1186530;79917,79233,1187838;73337,73215,1186988;24090,37460,1161698;24577,38004,1161609;19418,45261,1162392;14472,47271,1163859;27632,47301,1165471;4713,36934,1196811;4801,44355,1195826;8934,36328,1191248;78588,10224,1187234;68703,5521,1182689;60486,13731,1171271;65489,15428,1163925;61471,20555,1151474;70465,16364,1152861;77682,25785,1137233;71952,24153,1136264;38744,68527,1194940;37698,70249,1192032;44230,65529,1195403;46411,68594,1192197;30233,70983,1188093;55027,57169,1160257;70553,54115,1165474;38051,74279,1193486;28302,65760,1172170
1020	8			79852,28340,1092999;12558,10903,1070061;19943,13001,1069945;17332,8560,1070765;14311,5998,1070342;3899,10408,1072724;8308,20558,1070155;16140,9653,1070352;15587,19881,1069979;15829,13147,1069956;26297,24231,1087518;28775,19065,1086868;27464,14883,1088168;23662,18460,1086130;28256,18114,1085607;47761,18686,1077807;50713,20137,1078666;50767,18636,1078395;53455,20584,1078968;49455,25775,1076087;45332,22344,1071008;40878,24063,1069226;40854,18681,1069939;36952,15994,1071411;33003,10095,1072986;37180,8065,1070966;38803,14183,1069341;42748,9278,1071873;46198,14306,1074799;52469,15272,1078785;58037,18262,1083749;63867,20152,1085956;71509,18682,1087442;78358,25335,1092511;76116,22721,1092105;83926,23634,1090394;74357,28267,1087159;75496,24850,1093266;54043,17328,1080662;56744,17281,1080957;69910,12990,1088451;73719,16535,1087811;71389,24193,1086467;81336,22764,1092797;86668,22149,1095061;83924,17795,1094029;81668,15497,1094656;81279,11987,1097553;78973,15039,1093507;73513,11169,1087994;70534,11691,1087178;76364,7486,1091657;76707,4828,1092539;80426,4925,1092754;76781,6572,1092651;49819,13079,1073450;51903,28306,1076522;44716,24789,1074828;45145,27916,1075117;42759,32581,1063202;44056,29170,1066220;45374,33247,1062486;38405,25195,1068927;27650,30534,1059416;30428,34807,1056995;26971,37829,1054613;22034,32282,1054202;9079,27264,1060164;16593,32527,1060440;5954,32367,1058884;8159,38522,1058846;14508,39821,1060698;20152,45863,1058026;17793,50969,1051420;18109,47087,1053662;14630,47213,1055486;17130,59163,1048795;23763,55361,1050284;27021,61554,1053755;31035,55866,1054243;34124,61822,1052191;36456,57700,1052910;38570,54242,1055841;37844,51177,1053605;44237,54749,1057982;44805,43246,1079417;40645,45535,1081497;44216,39111,1079888;36661,41555,1085138;32085,42953,1064230;31630,50097,1055307;43102,62680,1052013;35235,65648,1052803;30744,60412,1054525;16591,65197,1051063;66047,37846,1073600;72910,45680,1071280;69472,40328,1072027;66021,44121,1071245;59666,41229,1072151;56135,38005,1075676;61159,47707,1071357;64001,51348,1072392;54894,43552,1070671;51284,39080,1062905;54110,45348,1059065;57334,49283,1063942;61927,62685,1064169;69313,56977,1085049;73502,59586,1083773;75919,58603,1083673;77374,63138,1086290;78126,66608,1085393;82524,68817,1087080;78726,71572,1089062;73549,68531,1087291;69239,67009,1088273;67491,74297,1078935;72080,74954,1076251;70067,80012,1078668;76732,82602,1077655;73525,84834,1075394;78512,80054,1074186;83629,78603,1074260;85734,84063,1074187;71523,8533,1096087;60354,58088,1062383
1020	11			56081,56746,1053360;43919,18143,1051966;45196,20190,1052325;42340,25489,1050516;41338,27892,1050478;36502,37693,1049591;29013,33961,1047843;29394,29457,1048967;16995,26151,1049232;17658,38961,1048913;10885,39203,1050271;7012,17028,1049851;8472,11352,1050825;12468,9164,1050608;13180,9090,1050381;22034,8078,1051769;35058,43358,1066394;34790,47072,1066330;32583,46243,1060517;31020,48953,1066015;32277,51136,1066070;25605,47466,1054827;23781,44928,1055540;23202,44106,1058210;23962,51293,1054314;25313,51830,1054233;21893,54381,1071952;25043,59209,1070514;26003,65452,1074939;30169,67714,1070122;38514,63650,1077108;32066,69112,1075350;53514,61998,1058484;50723,64408,1055473;44871,63611,1057017;44176,55870,1057175;49841,54888,1052850;54772,55433,1054082;55659,58246,1053112;55333,59630,1053159;58166,56358,1052375;60341,56772,1052939;60656,51691,1052160;67079,53382,1051154;68520,61093,1051883;62064,62485,1053443;50790,65145,1056698;39700,30896,1049802;33418,38979,1048716;38806,34149,1049092;43541,23258,1050384;45349,23057,1049454;36365,13243,1050161;26560,64590,1071223;22655,68378,1075773;23948,70693,1076834;34330,61001,1071349;27613,51360,1055149;32067,65819,1074233;66345,62646,1051832;67812,44702,1051474;69973,47534,1051372;68320,45532,1051607;43540,64031,1057100;29859,24448,1049227;16837,31077,1049867;39136,67095,1075879;40627,58486,1058041
1020	14			33142,12367,1048276;30152,15683,1050419;27238,10562,1048293;29348,5568,1057645;23603,3043,1055853;18929,5470,1057860;11305,9739,1066838;19460,18520,1073432
1020	15			19396,28463,1063538;9310,9380,1065255;10714,12643,1067050;7051,18914,1074905;4359,24681,1074337;5617,27092,1075264;3433,21281,1073722;3424,16793,1069276;9354,30798,1068285;4254,36386,1070185;6047,41399,1069877;15584,43006,1072652;18062,42689,1080482;18300,30279,1062797;16149,36201,1065984;9903,7056,1064943;17654,15414,1067127;17303,22224,1072128;17589,27294,1063314;16982,36906,1065981;25965,31357,1065874;34931,27771,1066834;27453,6932,1084416;20377,5546,1086274;20484,11778,1086744;31834,4099,1103262;38912,20349,1077920;34435,32922,1068103;26229,36067,1067659;79962,5423,1067935;72149,7659,1072148;75672,17406,1056812;68880,25436,1059283;63237,37142,1062232;59261,45735,1066335;39222,50962,1063972;31079,56528,1064671;24332,61171,1065010;5621,61232,1062691;61784,23159,1081701;55917,20312,1086969;54046,14547,1087655;54553,4725,1090748;67112,8216,1088460;66597,16250,1090923;52233,23575,1063680;51948,19849,1075053;55421,34421,1061386;61886,40937,1062978;52293,52663,1063575;57080,63349,1063459;64792,66061,1064416;58777,49034,1072517;59869,55652,1066736;72730,43311,1102390;78578,24625,1091641;74017,26330,1098290;50879,75348,1064219;57521,74628,1065111;64695,74144,1066134;71393,76092,1065248;73589,71295,1065101;75985,65040,1066899;84725,66493,1066791;83051,73004,1071005;77817,79523,1061771;62171,64365,1063823;56542,60989,1063697;49294,58831,1063605;65575,58304,1069217;68828,63826,1070208;68437,68407,1064925;55600,72308,1065146;52253,70473,1064408;51090,63465,1063523;48572,54473,1062522;51291,48118,1062334;54571,42062,1063267;59781,52514,1067309;72158,48594,1089536;79569,58151,1089630;83697,58986,1098554;85536,44538,1091234;79484,41322,1094400;75494,36425,1094400;68678,53583,1094655;17859,49049,1070344;22036,52156,1073827;24334,56124,1069439;30138,63659,1063600;18683,56301,1063602;22729,63037,1089962;9848,72174,1069056;31350,72610,1063113;33245,66833,1063530;39275,68175,1064080;36727,78538,1068914;35889,74387,1068048;42695,78019,1067999;43394,68961,1064579;41027,60959,1065809;42573,58302,1063957;43684,55171,1063119;44838,51036,1062263;41511,50267,1060914;36537,53182,1066526;34410,58370,1067871;19964,74012,1080597;25778,76169,1068790;34014,69010,1062530;28907,68461,1072601;41122,60043,1065595;41170,55666,1062539;28291,52905,1070673;29715,50640,1069487;34269,46287,1066914;37229,45612,1065605;31573,42623,1063228;23766,46257,1064827;13121,45985,1067730;37755,49916,1064221;33051,55851,1068837;42741,27757,1066055;14117,56731,1060202;55810,30061,1064103;66190,43069,1093231;64896,47223,1084475
1020	16			72076,32811,1065677;99165,12680,1070028;94695,27677,1075280;97650,36763,1079870;50154,23618,1059698;85156,29139,1068161;72334,33878,1066495;70718,30962,1064917;77393,26876,1067870;72345,31127,1066492;62212,22367,1058474;59679,29368,1058672;54400,30059,1060089;68734,8959,1066408;70692,61690,1068152;68941,56181,1062117;74933,70750,1069680;68839,84193,1077746;73739,80115,1071453;72191,81199,1072274;67760,67218,1068529;82965,80285,1062082;56688,68887,1066572;60010,68490,1071907;46138,79044,1071020;44706,75486,1070875;52422,82231,1075898;24866,82267,1062246;26984,77060,1063183;28882,73969,1061048;15002,72415,1063040;14675,74138,1061565;21290,71017,1068499;24059,73701,1072601;19972,75702,1067968;12188,58582,1067922;6205,44633,1069637;6090,42888,1068829;12012,48660,1064561;10408,49284,1063652;50843,27429,1064515;65441,32716,1065495;75672,37188,1064579;79728,11179,1066269;61668,7763,1063656;63968,84839,1080951;92326,21034,1065034;97622,12159,1066969;85569,21764,1064159;82827,13137,1063312;68491,14276,1058850;56017,31362,1060044;58134,35957,1058950;69268,36335,1065681;70934,37233,1063585;64899,27365,1064256;79575,61589,1060859;72483,56895,1061976;69154,59729,1065856;65729,56024,1061006;63233,55420,1059006;80818,80977,1063224;71451,74634,1068338;61650,72262,1069219;54997,69962,1066059;48472,74859,1071633;19464,72523,1063481;15821,76047,1063829;18746,77555,1064525;20940,72914,1066068;22390,70319,1064833;21447,64765,1058347;20997,59199,1058568;12295,51461,1063208;9741,41768,1062133;6761,41167,1063334;16543,54249,1061738;48904,68290,1078395;14339,75487,1063383;95849,20795,1067308;66075,72692,1069199
1020	17			13712,17885,1057285
1020	18			22982,7044,1057126;17230,12445,1062820;12259,9561,1055689;9245,6459,1052673;6032,9560,1053009;18928,24638,1085788;17156,33669,1054367;8377,23196,1080250
1020	19			5478,6853,1114471;4319,10680,1126954;3038,14322,1134867;11259,23883,1115855;12569,21342,1119484;15378,25692,1119659;20412,21583,1131524;25520,21677,1143232;22218,18447,1145184
1020	49			47242,49388,1122394;87300,75802,1118820;54688,55055,1124000;53997,53150,1127068;54529,51992,1128703;55286,51296,1130744;57517,51373,1132597;58571,47295,1127323;60892,44358,1124360;62441,42500,1122698;63887,47379,1118469;64410,48851,1119389;68912,50496,1111142;69881,49638,1111278;72824,48537,1111470;73307,47843,1111868;73236,42703,1114573;73920,40643,1115996;69328,40262,1122571;68049,39044,1121762;67157,36527,1118512;66848,35117,1118588;63959,33982,1117841;63876,37005,1119729;64297,37601,1120156;61233,38125,1119956;61920,37198,1119635;61107,34006,1119020;57685,33697,1121202;58505,35759,1125175;57169,38032,1124586;56190,40405,1125632;53755,41967,1123396;53140,42917,1123298;50868,44509,1122358;49851,46800,1124371;48143,48249,1121700;45821,49735,1122237;43998,50530,1122522;41970,52316,1121816;41951,48971,1122892;44019,48725,1122923;45484,52438,1123462;45104,55318,1123545;32524,51133,1124234;29115,51204,1128813;26817,51118,1133089;22905,57489,1133841;40341,43612,1126138;42292,41499,1122633;43352,38926,1123046;39399,39535,1127159;38238,36562,1127809;36048,35574,1129423;34635,27468,1130095;32906,25133,1136093;30970,20637,1128916;29146,20885,1129460;28430,17500,1129251;26610,16870,1129607;27670,13257,1130683;27204,11446,1131295;24389,10693,1130102;21224,13095,1133043;19299,15839,1129470;16788,14159,1129164;16407,9875,1129382;49227,22371,1135629;51412,22018,1131972;54746,22059,1134787;43592,23312,1135066;41339,24380,1134746;41253,28190,1131277;47611,29109,1124543;50232,28989,1127571;55112,32647,1122845;58227,27366,1121339;86424,83105,1114922;87607,81203,1121378;87666,78687,1119345;86743,77339,1118297;88717,73211,1119017;88349,71621,1117292;86773,70704,1115522;85454,70132,1115334;86006,68729,1112111;57567,48774,1129462;22673,11775,1131037;47684,20709,1134506;57444,20414,1134291
1020	51			15181,12789,1076540;15207,17568,1068210
1020	102			18350,66840,1070619;19920,65435,1057231;23637,61955,1055072;21137,55487,1048932;7850,54835,1053765;6922,55377,1054747;6413,60872,1055555;12372,45091,1055142;10378,36909,1056377;7629,34032,1049229;9330,27760,1050257;18053,27259,1053238;8638,24624,1069817;15167,11677,1071851;23525,7896,1051374;26342,7642,1056267;30081,8258,1058492;37213,7861,1051062;46667,19931,1065549;49301,24570,1050961;50165,35504,1060056;47796,42824,1056866;45785,51976,1054617;48424,59552,1051529;44922,68069,1051917;45682,75133,1050987;44002,84300,1050299;59410,84908,1050820;60824,91329,1048589;54395,96560,1050240;48599,104300,1047047;43426,106077,1049294;35422,103204,1084407;32471,105582,1106028;31556,107409,1094048;29521,115602,1099475;24910,101351,1094115;4183,86394,1066991;31812,71664,1052299;23461,66444,1049652;41580,44384,1051780;27510,24792,1051037;31238,26910,1052506;27887,38239,1067531;21049,43239,1058647;33200,51397,1067498;26015,56419,1054382;27523,67712,1049526;31117,74590,1050036;34435,80729,1049669;35422,85934,1048374;31703,93735,1050557;35654,92303,1050066;33909,94726,1047105;49301,95878,1052865
1020	122			116814,78223,1106345;33191,35836,1135671;28755,31521,1127959;26307,33632,1122749;21700,44011,1113785;21123,47831,1117481;18161,53363,1127102;17293,56914,1143416;21478,63327,1102520;20471,65183,1105797;21260,67462,1089277;24346,69571,1083890;25588,73105,1087389;26778,75351,1089938;30824,78813,1084706;27647,82353,1079824;28328,84651,1083233;31265,77419,1083760;38008,71740,1087424;32494,68771,1083757;50416,57078,1087319;65163,60512,1050357;100165,69463,1072550;101673,81944,1086602;110624,76030,1098132;109988,79595,1098188;115062,77755,1104317;116779,79684,1106710;119239,82383,1107702;122468,79222,1107662;118350,76334,1106844;118192,74160,1106062;114535,76185,1103949;109884,76112,1096276;107986,80518,1093675;106312,81380,1094102;107909,84470,1100133;102513,80265,1089659;93676,78993,1066003;92202,82101,1039099;89643,79145,1039613;87964,80505,1035900;89358,75340,1034358;87139,72521,1034095;89511,70266,1030024;88627,67428,1028153;86774,63934,1034068;84543,62054,1030957;83637,59665,1032532;82941,56109,1032645;84227,55229,1033564;88482,54826,1038309;89468,53580,1040269;92495,51878,1040615;94902,50159,1042277;94290,59128,1056754;91865,60438,1063203
1020	150			47615,36585,1125407;55062,36922,1131869;51450,39992,1127006;45363,37273,1121431;37631,40321,1116757;30751,34788,1094276;34834,27425,1096891;34264,12908,1113655;42737,16940,1109269;44083,17193,1109375;49138,19904,1109648;53262,24487,1112209;58964,23983,1106746;66987,22399,1104611;68045,26151,1111433;73089,26302,1091872;72005,23272,1094005;68125,16305,1093793;58933,13753,1096433;48925,9711,1099496;31111,5055,1125248;24779,11370,1109713;24237,14813,1108583;31604,27729,1093517;40003,34553,1108767;34091,44904,1120903;46898,53710,1139253;48792,66242,1148841;54342,57020,1147353;55036,63761,1148778;52513,68117,1149936
1020	159			97137,48725,1093427;95994,66526,1094394;106999,66078,1102355;111491,58867,1097194;125847,56366,1110013;123425,70400,1121235;121741,72975,1131252;122270,91341,1082738;121595,94554,1093166;124569,118327,1140278;112256,104342,1141251;95841,100750,1098897;93950,97864,1093359;84904,103446,1094366;79854,107530,1093878;79831,111337,1094147;76192,114435,1094044;83763,118775,1116318;91156,118410,1120342;94475,118486,1128208;69884,114087,1094057;67439,106557,1079579;67873,99248,1097600;74375,102473,1093304;73468,94933,1100600;69285,87534,1092827;56919,85075,1144416;56056,76307,1119208;52021,67742,1095243;50389,60538,1112087;51950,56369,1094803;65225,50677,1094834;71348,51872,1093661;124791,62983,1117155
1020	193			69780,76193,1057397;64229,57376,1072217;72638,48029,1061399;58981,60875,1064717;50281,60022,1054914;39011,57739,1061712;44118,87354,1055836;55876,99990,1058962;46791,93624,1055542;88608,23863,1118685;56533,15096,1081801;44879,33636,1075027;46749,39269,1067474;55869,40650,1060625;56884,56811,1052026;38430,61239,1058675;40866,70421,1056694;57198,11843,1085907;61377,21959,1078114;55703,28002,1081038;92782,18092,1136264;90571,6070,1156542;95061,21211,1131317;56614,66005,1062034;99100,12530,1116844;79483,20359,1121529;86488,36546,1102937;86401,6516,1158267;87616,2818,1166883;86421,10084,1144523;80391,25349,1128338;65177,30574,1091382;66043,11197,1092403;62298,11473,1092916;51451,9967,1090008;47708,8765,1093188
1020	213			121536,53900,1059145;113534,74517,1061739;114487,75952,1061914;117438,76011,1064383;118897,73736,1061885;122222,69265,1066833;122176,65654,1061290;122986,63142,1063541;123198,61592,1063365;122446,58416,1057716;121258,52251,1060949;120072,47997,1065390;121427,47927,1065569;116316,49390,1061850;111667,46763,1063441;112152,43274,1062705;110179,41526,1058674;110500,41801,1059553;110060,38883,1057837;115815,33887,1060450;112300,32745,1058882;110185,31347,1060135;108612,31093,1058591;110162,28181,1064206;116523,19236,1069683;117734,16176,1074130;115531,15660,1076267;119040,18281,1076317;119362,12782,1078179;114481,11564,1077860;112584,13632,1070859;114542,8989,1082396;107007,9758,1070209;108405,9767,1070145;103402,11675,1063416;100750,9535,1065111;102148,9236,1067797;93384,10499,1064593;94160,9063,1068095;89990,9457,1068977;89824,10940,1069025;87181,12963,1060572;80959,13290,1069427;77686,14604,1060792;71015,12116,1061493;68054,12112,1060224;63456,12311,1061855;64997,9207,1063553;59814,10240,1066111;56177,14046,1064852;52924,13771,1068188;45695,13917,1063454;42498,12201,1065055;115271,35574,1063170;112017,24794,1065958;113252,24443,1067089
1020	243			107085,17993,1048201;69706,14661,1090485;66589,10896,1095826;56329,31045,1117195;63995,25953,1101860;64627,24640,1118218;58774,23843,1112977;59106,29518,1118866;51911,30964,1103954;45782,26103,1106489;49551,37545,1116904;44777,39218,1116123;44012,45924,1116612;38250,49199,1123391;36025,51849,1121773;31301,52976,1124606;52613,46607,1066383;51032,55802,1120316;41695,60088,1143537;35922,60883,1119358;27935,61050,1120506;28449,47075,1118938;34894,49917,1117255;41919,46338,1115842;44251,57641,1144204;24567,106061,1212559;38918,101081,1195887;107975,45867,1123282;108729,61515,1158510;107643,63791,1170013;105604,69214,1172577;111237,75840,1176716;118320,79559,1174584;122317,81405,1179280;123310,88362,1190198;122312,92598,1195583;122719,95913,1201014;120958,100869,1200120;119505,103526,1200589;117471,107324,1202473;115421,109759,1203898;108778,105851,1213230;88692,117895,1165151;81957,115501,1165876;84786,113791,1167703;80035,104316,1173181;75242,105841,1179854;62678,102843,1180086;39492,103998,1204345;26605,106144,1212576;30539,107189,1212138;98582,16546,1048590;80524,13996,1084129;88893,19017,1077498;90339,22238,1074048;94093,21658,1063772;97220,20865,1047777;100003,19352,1047244;102280,18090,1046956;102650,19673,1049857;101722,14703,1046854;105236,14685,1046929;108924,19405,1046785;108474,22197,1049506;110561,22256,1047087;105363,17719,1047142;100591,11534,1046848;95955,11320,1047824;93187,12095,1047977;95413,15111,1048339;94186,19122,1059770;80149,29171,1108259
