ID	Name	FromAchievementID	FromOtherItemID	Quality	CanChatShow	Desc
248	越南版·专属称号2（红）		21539	5		<text>text="越南版[老江湖]红色特效版本。" font=100 </text>
249	越南版·专属称号2（紫）		21540	5		<text>text="越南版[老江湖]紫色特效版本。" font=100 </text>
250	越南版·7天前缀称号1		21541	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>
251	越南版·7天前缀称号2		21542	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
252	越南版·7天前缀称号3		21543	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
253	越南版·7天前缀称号4		21544	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
254	越南版·7天前缀称号5		21545	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
255	越南版·30天前缀称号1		21546	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>
256	越南版·30天前缀称号2		21547	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
257	越南版·30天前缀称号3		21548	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
258	越南版·30天前缀称号4		21549	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
259	越南版·30天前缀称号5		21550	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
260	越南版·90天前缀称号1		21551	4		<text>text="越南版自行命名和黄字描述。" font=100 </text>
261	越南版·90天前缀称号2		21552	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
262	越南版·90天前缀称号3		21553	3		<text>text="越南版自行命名和黄字描述。" font=100 </text>
263	越南版·90天前缀称号4		21554	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
264	越南版·90天前缀称号5		21555	2		<text>text="越南版自行命名和黄字描述。" font=100 </text>
265	初心不泯		22091	4		<text>text="一入江湖，风雨五载；不忘初心，方得始终。\\\n"font=100</text><text>text="此称号赠予那些依旧秉承着自己初涉江湖时之信念的侠士。" font=100 </text>
266	红尘		22092	5		<text>text="情义江湖，风雨五载。红尘相托，不离不弃。" font=100 </text>
267	壮志		22187	3		<text>text="少年侠义，气冲霄汉。胸中壮志，当存高远。" font=100 </text>
268	追忆		22201	3		<text>text="千古江山，英雄无觅。金戈铁马，忆想当年。" font=100 </text>
269	苍空	4300		4		<text>text="浮生如衣，世事变幻。白云苍犬，黑骑经空。" font=100 </text>
270	九州精卫		23359	4		<text>text="杜鹃啼血，几人忧天，精卫填海，翼护九州。" font=100 </text>
271	只手河山		23360	4		<text>text="险滩激流，民生飘摇，寸寸山河，只手力挽。" font=100 </text>
272	不破天渊		23361	4		<text>text="岚雾重重，江山累卵，凌云之志，玉成天渊。" font=100 </text>
273	汉唐旌首		23362	4		<text>text="汉家剑林，胜唐戈海，吾擎旌帜，逐虎驱狼。" font=100 </text>
274	龙城飞将		23363	4		<text>text="马踏飞燕，鹰出雄关，飞将引弦，胡马难还。" font=100 </text>
275	蹈虏长驱		23364	4		<text>text="鬼雄长驱，蹈火报国，人杰地英，不辞奇功。" font=100 </text>
276	缘定阴阳		23673	4		<text>text="三生谁定，一念缠绵，黄泉不弃，魂归尤寻。" font=100 </text>
277	略知一二		23820	4		<text>text="成就第一阶奖励称号。" font=100 </text>
278	薄有侠名		23821	4		<text>text="成就第二阶奖励称号。" font=100 </text>
279	浮名绊身		23822	4		<text>text="成就第三阶奖励称号。" font=100 </text>
280	驰声走誉		23823	4		<text>text="成就第四阶奖励称号。" font=100 </text>
281	赫赫有名		23824	4		<text>text="成就第五阶奖励称号。" font=100 </text>
282	功成名就		23825	4		<text>text="成就第六阶奖励称号。" font=100 </text>
283	威名远播		23826	4		<text>text="成就第七阶奖励称号。" font=100 </text>
284	久负盛名		23827	4		<text>text="成就第八阶奖励称号。" font=100 </text>
285	如雷贯耳		23828	4		<text>text="成就第九阶奖励称号。" font=100 </text>
286	名扬四海		23829	4		<text>text="成就第十阶奖励称号。" font=100 </text>
287	威震寰宇		23830	4		<text>text="成就第十一阶奖励称号。" font=100 </text>
288	举世闻名		23831	4		<text>text="成就第十二阶奖励称号。" font=100 </text>
289	芳满天下		23832	4		<text>text="成就第十三阶奖励称号。" font=100 </text>
290	惊世骇俗		23833	4		<text>text="成就第十四阶奖励称号。" font=100 </text>
291	名垂青史		23834	4		<text>text="成就第十五阶奖励称号。" font=100 </text>
292	泰山北斗		23835	4		<text>text="成就第十六阶奖励称号。" font=100 </text>
293	武林至尊		23836	4		<text>text="成就第十七阶奖励称号。" font=100 </text>
294	江湖神话		23837	4		<text>text="成就第十八阶奖励称号。" font=100 </text>
295	万世名侠		23838	4		<text>text="成就第十九阶奖励称号。" font=100 </text>
296	天人共仰		23839	4		<text>text="成就第二十阶奖励称号。" font=100 </text>
297	生死判官		23876	4		
298	千金	4646		3		<text>text="望江楼头，千里莺鸣，江南莲叶，千金不易。" font=100 </text>
299	剑啸江湖		23989	4		<text>text="铸来千秋，春水霜流，含光纳日，弹剑长鸣。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3六周年之侠士，感谢一路有你！" font=100 </text>
300	侠客行		24122	5		<text>text="燕赵狂歌，怀激霜雪，三杯吐诺，侠骨梅香。" font=100 </text>
301	台湾版·专属称号1（蓝）		24183	5		<text>text="台湾版[名震天下]蓝色特效版本。" font=100 </text>
302	台湾版·专属称号1（红）		24184	5		<text>text="台湾版[名震天下]红色特效版本。" font=100 </text>
303	台湾版·专属称号1（紫）		24185	5		<text>text="台湾版[名震天下]紫色特效版本。" font=100 </text>
304	台湾版·专属称号2（蓝）		24186	5		<text>text="台湾版[老江湖]蓝色特效版本。" font=100 </text>
305	台湾版·专属称号2（红）		24187	5		<text>text="台湾版[老江湖]红色特效版本。" font=100 </text>
306	台湾版·专属称号2（紫）		24188	5		<text>text="台湾版[老江湖]紫色特效版本。" font=100 </text>
307	侠骨		24460	4		<text>text="10人挑战夜守孤城全通竞速排名奖励。" font=100 </text>
308	武安		24461	4		<text>text="25人挑战夜守孤城全通竞速排名奖励。" font=100 </text>
309	驱胡		24462	4		<text>text="10人挑战逐虎驱狼全通竞速排名奖励。" font=100 </text>
310	破虏		24463	4		<text>text="25人挑战逐虎驱狼全通竞速排名奖励。" font=100 </text>
311	往昔	5035		3		<text>text="千古城塞，荒烟漫漫，古族荣耀，长眠往昔。" font=100 </text>
312	精算	5036		3		<text>text="锱铢须计，钵盆满溢，天长地远，可数清否。" font=100 </text>
313	阴山	5038		4		<text>text="山麓险长，难隔恩义，情仇胜败，古松笑瞰。" font=100 </text>
314	如风	5039		4		<text>text="前尘若风，千种情怀，擎起华盖，难掩往事。" font=100 </text>
315	飘摇	5040		3		<text>text="半世逍遥，梦中忘却，来生难料，此生飘摇。" font=100 </text>
316	觉晓	5042		3		<text>text="世间纷扰，人心变异，若无贤士，何得明了。" font=100 </text>
317	世外	5043		3		<text>text="悠悠白云，投影心湖，若无羁绊，离尘世外。" font=100 </text>
318	明心	5110		3		<text>text="心为瑕染，便入尘俗，人间百年，望明此心。" font=100 </text>
319	玉带	5111		4		<text>text="金台银烛，雕冠玉带，挽袖画瀑，描翼点睛。" font=100 </text>
320	离魂	5112		4		<text>text="魂魄离分，未再归纳，有搜天网，狩魂拿魄。" font=100 </text>
321	炼狱厨神		25766	4		<text>text="功绩高远，技艺超群，流芳百世，炼狱厨神。" font=100 </text>
322	雅韵	4655		4		<text>text="高居庙堂，心远江湖，闻音知意，神韵风流。" font=100 </text>
323	金影绝风		25865	4		<text>text="完成奇遇“扶摇九天” 奖励称号。" font=100 </text>
324	绿林	5171		4		<text>text="啸聚山林，称霸一方，群雄聚义，不亦快哉。" font=100 </text>
325	素心		24473	4		<text>text="10人挑战花月别院全通竞速排名奖励。" font=100 </text>
326	振威		24477	4		<text>text="25人挑战仙侣庭园李玚竞速排名奖励。" font=100 </text>
327	鸾凤		24479	4		<text>text="25人挑战仙侣庭园李璘苏十三娘竞速排名奖励。" font=100 </text>
328	顾曲		24480	4		<text>text="25人挑战花月别院韩非池竞速排名奖励。" font=100 </text>
329	偃仰俗尘		26660	4		<text>text="第一届竞技大师邀请赛冠军。" font=100 </text>
330	横绝天岚		26661	4		<text>text="第一届竞技大师邀请赛亚军。" font=100 </text>
331	青宇苍崖		26662	4		<text>text="第一届竞技大师邀请赛季军。" font=100 </text>
332	梦里雄图		26663	3		<text>text="第一届竞技大师邀请赛参赛者。" font=100 </text>
333	永安	5336		3		<text>text="风雨乱世，山河飘絮，开源济世，唯愿永安。" font=100 </text>
335	舞倾天下		26778	4	1	<text>text="艺人排行榜冠军称号，限时一周。" font=100 </text>
336	妙舞传名		26779	4	1	<text>text="艺人排行榜亚军称号，限时一周。" font=100 </text>
337	艺惊四座		26780	4	1	<text>text="艺人排行榜季军称号，限时一周。" font=100 </text>
338	八方纵横		26781	4	1	<text>text="绿林排行榜冠军称号，限时一周。" font=100 </text>
339	千金任取		26782	4	1	<text>text="绿林排行榜亚军称号，限时一周。" font=100 </text>
340	盗亦有道		26783	4	1	<text>text="绿林排行榜季军称号，限时一周。" font=100 </text>
341	威震江湖		26784	4	1	<text>text="镖师排行榜冠军称号，限时一周。" font=100 </text>
342	一骑平险		26785	4	1	<text>text="镖师排行榜亚军称号，限时一周。" font=100 </text>
343	护运长安		26786	4	1	<text>text="镖师排行榜季军称号，限时一周。" font=100 </text>
344	任行阴阳		26787	4	1	<text>text="方士排行榜冠军称号，限时一周。" font=100 </text>
345	号令玄冥		26788	4	1	<text>text="方士排行榜亚军称号，限时一周。" font=100 </text>
346	御灵知微		26789	4	1	<text>text="方士排行榜季军称号，限时一周。" font=100 </text>
347	笑傲山海		26790	4	1	<text>text="驭兽师排行榜冠军称号，限时一周。" font=100 </text>
348	万兽共尊		26791	4	1	<text>text="驭兽师排行榜亚军称号，限时一周。" font=100 </text>
349	众灵偕游		26792	4	1	<text>text="驭兽师排行榜季军称号，限时一周。" font=100 </text>
350	艺苑大家			4		<text>text="顶级艺人的荣耀。" font=100 </text>
351	红尘侠盗			4		<text>text="顶级绿林的荣耀。" font=100 </text>
352	荡匪名侠			4		<text>text="顶级镖师的荣耀。" font=100 </text>
353	阴阳上尊			4		<text>text="顶级方士的荣耀。" font=100 </text>
354	驱兽宗师			4		<text>text="顶级驭兽师的荣耀。" font=100 </text>
355	伏渊	5444		3		<text>text="苍龙伏渊，待时以腾。闻雷而起，乘风凌云。" font=100 </text>
356	独步寻花		27091	4		<text>text="重云垂幕，碧雨凝歌，满庭风摇，知为谁开。\\\n"font=100</text><text>text="此称号赠予陪伴剑网3共渡七周年的侠士，采尽光阴花满秋，寻得莲开结伴游。" font=100 </text>
357	千面	5632	0	3		<text>text="红尘万象，菩萨千面。天地为心，生灵普济。" font=100 </text>
358	傲骨	5348		4		<text>text="河朔世家，中州北望，凌霜傲骨，天下扬刀。" font=100 </text>
359	知书	5691		3		<text>text="翩翩侠客，文武兼修，知书明理，恣肆江湖。" font=100 </text>
360	渔舟唱晚		28508	4		<text>text="望断残阳秋色远，渔舟唱晚，雁阵惊寒。\\\n"font=100</text><text>text="《剑网3》评测团专属称号" font=100 </text>

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
