TempleteId	MapId	AreaID	ActivityID	Positions
3474	11			74560,69549,1082135;75301,70558,1082212;75260,69623,1082185;75190,72201,1082166;74715,72739,1082214;74711,71664,1082239;74030,72108,1081988;73366,71643,1082212;74448,70560,1082228;73808,70214,1082202;73081,69556,1082048;72584,68892,1081723;73355,70789,1082213;75406,68034,1082393;76003,66824,1082230;75282,66176,1082326;75336,65318,1082213;74412,67030,1082213;74496,67895,1082112;73227,68012,1081832;73515,67188,1082210;73548,66229,1082066;75298,74124,1082023;75896,74992,1082338;74035,73398,1082211;75906,70584,1082276;75885,69861,1082227;73662,69113,1081828;75341,67104,1082217;74341,66157,1082251
3475	11			65629,70986,1076315;61518,66855,1062175;68211,76048,1079732;70808,70439,1068309;70631,69353,1068329;70593,68237,1068402;70397,67085,1068185;61076,65934,1059225;60423,65841,1058713;60960,67444,1062138;62103,67698,1064382;62792,67389,1066643;63762,67794,1069087;64358,67207,1070931;65211,67318,1072748;65505,68436,1073825;66073,69059,1075155;65712,69807,1076228;66635,69796,1076733;67026,70374,1076787;68025,69898,1078567;67684,70590,1078402;68238,71001,1078692;68937,70882,1078050;67699,71934,1078717;68965,72162,1079357;65015,70413,1076357;63597,70516,1076314;65482,71914,1076117;64348,70772,1076271;65600,72732,1076103;65536,73698,1075835;62810,71361,1075690;62176,72507,1075048;63820,74685,1075384;61860,73802,1074872;61027,74743,1075239;63645,75379,1076076;67356,72852,1079468;69325,73080,1079118;70264,74194,1079122;66846,75564,1079869;67591,74408,1079810;69206,74651,1079037;68591,73641,1079314;72338,67862,1086961
3476	11			63858,72451,1074947;62850,73267,1074427;63154,72675,1074672;62801,72043,1075146;63501,70972,1076017;63400,71719,1075378;64600,71161,1075987;64149,71767,1075436;64869,72836,1075456;64154,73242,1074859;63246,74346,1075331;65579,74299,1076233;65565,71231,1076268;62671,72673,1074681
3477	11			82589,66807,1084511
3478	11			68434,74462,1079391
3479	11			90066,73677,1082213
3480	11			88352,68749,1082366
3481	11			18357,67422,1080809;17445,70272,1082640;19250,70315,1082640;19134,69212,1080808;17724,68075,1080809;19063,68100,1080809;20917,70090,1080809;21020,67155,1080808;15825,70192,1080809;16338,68226,1080809;15411,66492,1080802;15446,67004,1080809;16913,67298,1080808;17676,66534,1080808;18820,65261,1080802;19103,65905,1080809;19163,66567,1080809;20306,65507,1080809;21111,65485,1080809;16864,64979,1080809;15524,64917,1080808;17521,69221,1080809;18350,68584,1080809;20378,68243,1080809;21006,66931,1080809;16637,67284,1080809;17671,65909,1080809;17936,65267,1080808;16373,64393,1080809;16289,65651,1080809
3482	11			18392,70225,1082640
3483	16			83570,23191,1062531
3484	8			16480,90833;17579,84499;15788,84054;16784,84050;15763,90846;16490,89278;15732,89285;14351,87286;14347,86684;16776,86976;21171,83611;21467,83845;20285,86598;21219,86604;26541,84022;27168,84027;28847,86247;29305,86252;37471,84779;37488,83941;36435,87948;35912,87948;21354,83845;21733,83618;37704,82885;24145,83109;28878,77237;24191,84014;23724,89820;23706,90514;29394,77674;28746,77665;22225,86598;21604,86604;28641,83675;29511,83688;37922,89716;28489,93784;29645,93776;27527,70468;36989,82908;29072,78614;29678,88136;28470,88135;29079,79282;32306,88501;32294,87869;25867,83177;30612,70465
3485	8			29492,80306
3486	8			28674,81778
3487	8			36184,88328
3488	8			36174,87622
3489	8			33357,88029
3490	8			27368,82885
3491	8			30921,82380
3492	8			38312,87946
3493	6			47381,24098,1050898
3495	6			48681,22218,1049454
3496	8			38307,88079
3497	8			28054,56565
3498	8			34121,66657
3499	8			32953,66785
3500	8			29108,62937;28971,62947
3502	8			34597,85240
3503	8			36065,86224
3504	8			30988,85189
3505	8			35289,83532
3506	8			32130,85039
3507	8			36048,83958
3508	8			34741,85396
3509	8			34479,85023
3510	8			36249,86039
3511	6			58603,58899,1051889
3511	8			34936,85327
3511	15			40785,103544,1063566
3512	8			35295,83367
3513	8			32276,84874
3514	8			35510,83074
3515	8			35659,85834
3516	8			35430,86153
3516	15			40548,102295,1063585
3517	6			54375,58054,1051806
3517	8			35548,85986
3517	15			40258,102406,1063613
3518	27			67854,86103
3519	8			31299,85125
3520	8			36162,83964
3521	8			19599,87747
3522	8			27168,81076
3523	8			30893,79807
3524	8			27455,81508
3527	8			22612,88161
3528	8			35056,86377
3529	8			35995,85905
3530	8			35367,86864
3531	8			36437,85929
3532	8			34515,87136
3533	6			74261,74010,1057047
3534	8			27852,79844
3535	8			31442,85015
3536	8			37264,87188
3537	8			30280,84566
3538	8			28158,79578
3539	8			36231,87174
3540	8			34661,87138
3541	8			36296,87632
3542	8			37091,85617
3543	6			61222,58868,1051840
3544	6			69962,67232,1051803
3548	5			36575,36175,1122657;36865,31406,1123205;40332,31534,1122739;26693,44710,1121568;28262,51643,1124488;23583,52786,1129815;24590,57134,1130146;29139,57750,1127826;30303,63396,1128701;31315,66109,1128962;33042,63835,1129793;34924,66982,1128483;27724,73794,1161509;22684,81198,1164821;46914,71094,1133049;50407,70240,1132674;48878,76387,1131694;45203,75920,1131386;38814,74709,1132452;54139,36084,1122324;57731,41033,1120906;61393,45399,1121724;56582,51712,1120339;60655,57129,1126134;59839,62216,1127001;64780,63578,1127802;64088,69209,1129050;70597,62001,1124502
3549	12			84267,39854,1067531
3550	16			32173,54377,1055718;32815,55209,1055718;31490,55481,1055720;30971,55022,1056408;31017,54330,1056336;31360,53806,1055911;32605,53493,1055722;32711,52743,1055718;31180,56135,1056344;31941,56796,1056203
3553	5			59621,30591,1121465
3554	5			52886,10453,1117577
3560	8			27371,81070
3561	8			27546,81064
3562	8			22300,35134;22188,38521;25213,40464;26308,38331;23145,36984;19674,36551;23424,35769;21782,34079;19553,34279;20213,32703;18965,32924;16347,37987;18785,36769;17202,35834;18218,34883;25482,36547;28649,35995
3563	8			73200,65420;65829,59776;68257,57929;70010,59890;71543,58765;62618,58497;61759,60832;72579,66972;74413,63500;70280,64147;69356,65491;71964,64850;73828,61845;76103,62954;78562,66692;76629,69544;75643,67303;76461,64007;75295,65044
3564	12			17523,12715,1098352;15381,13426,1098981;17004,6424,1104890;15574,13377,1098976;17797,12630,1098413;17140,6423,1104901;15557,8030,1104908;21600,11946,1101414;21417,11605,1101599;19029,12249,1102098;18987,11980,1102534;22654,8197,1105016;16381,12963,1098581;15376,9152,1105453
3565	12			16908,12426,1098562;23014,8704,1105055;25677,49818,1069056
3566	12			43656,64150,1107869
3567	12			49654,56410,1102749;45441,63398,1107810;45109,63536,1107810;45100,63787,1107810;45103,63251,1107912;47970,55879,1102731;47543,54732,1102677;49390,57780,1102788;49844,59050,1102860;49840,57342,1102889
3568	12			45637,62287,1107979;42517,64119,1107861
3570	12			39016,10666,1110397
3571	12			35063,14188,1106857;37168,13271,1106860;32607,14400,1106998;30824,13428,1107774;33977,7677,1106933;35037,11359,1106758;36352,5758,1109481;32807,5062,1110157;35368,7614,1106822;30910,8764,1108743;49394,3450,1128777;48586,3483,1128777;38993,10447,1110397;38994,10966,1110397;41894,13206,1120167;41898,12763,1120164;43491,8715,1120168;43491,8213,1120168;40947,6823,1113168;40933,6378,1113085
3572	12			49424,6227,1128777;48633,6242,1128777
3573	12			19002,63999,1068292;32255,9773,1106906;14827,61386,1069028;15926,64930,1068445;17356,62941,1068485;21404,62616,1068664;23528,62390,1069361;28347,61908,1069053;31004,61134,1068912;29740,57046,1068456;20965,52313,1068599;24627,54586,1068376;29568,52645,1068254
3580	8			28000,86553
3581	8			17752,87734
3582	8			27002,87042
3583	6			62059,59131,1051832
3584	6			65168,72501,1057760;56579,56623,1051903
3585	6			65524,72746,1057760
3586	12			67909,11316,1084390
3587	12			65471,39641,1061761
3588	16			50485,52546,1057599;54848,58893,1057599;50798,55052,1057599;50381,56182,1057997;48169,53738,1057295;49268,52310,1057371;52406,51736,1057599;50588,59460,1057599;50307,57173,1057599;49698,53637,1057388;48481,59157,1057387;54984,50272,1057599;54096,56593,1057599;47640,52152,1057332
3589	16			58506,57906,1057473;58761,57859,1057473;57919,56722,1057473;58172,56678,1057473;58363,59290,1057452;58613,59243,1057452
3592	6			78830,56612,1049899
3594	15			42769,92462,1061630
3595	15			40887,91773,1061632
3596	15			41718,93692,1061636
3597	27			63438,88427
3598	12			81234,20213,1066781;77771,21170,1066445;78323,22777,1066519;78865,20022,1066632;79588,18536,1066690;79758,17003,1066572;81096,18320,1066880;82194,22291,1066974;80258,23097,1066307;83461,22741,1066576;84788,22288,1066717;83202,18086,1066579;79635,15419,1066685;82277,15632,1066421;83782,16704,1066980;85913,16741,1066816;79012,14298,1066802;75679,22422,1069885;76047,23663,1070318
3599	27			67009,86064;64065,89306
3602	103			30165,118917
3602	194			74216,30401,1122606
3603	103			30365,118734;30356,118792
3603	194			68993,91431,1087086
3604	15			57866,39929,1060962;56844,39957,1060951;57398,40354,1060966;55448,40489,1061343;58095,38364,1060941;56853,38426,1060967;58215,36768,1060970;56753,36983,1060966;57452,36795,1060966
3604	35			98686,28820;98673,28790;98656,28876
3604	74			15303,24913;15391,25014;15405,24907;15338,24838;15228,24937;15404,25017;15457,24838;14598,22857;14567,22857;14622,22870;14601,22936
3604	103			36498,115222;36486,114942;36568,115008;36379,115261;36319,115068;36397,114907
3606	16			41527,53567,1055686
3607	15			43399,49510,1060869;42805,47760,1060869;43462,48222,1060869;33623,89706,1055491;35735,91756,1056642;29124,92664,1061636;25742,92374,1061636;20655,92850,1061636;16204,95449,1061636;14599,99177,1061636;14396,102012,1061636;20392,83464,1069788;26498,81684,1065830;31751,80236,1065439;35796,79578,1069425;42032,81676,1069384;39357,79311,1069262;38840,82083,1069416;41910,49603,1060869;27274,38141,1067388;31194,37917,1065646;33619,36638,1066598;35493,34094,1068470;36749,35928,1067011;27521,35490,1066673;23440,34050,1066411;22053,37416,1065388;22321,42571,1069674
3607	25			69045,5263
3607	27			10525,50454;9520,49003;10420,50615
3607	35			98693,28893
3607	74			24655,29914;24206,30188;16090,26111
3607	103			34545,112331
3607	194			70834,89287,1091512;70402,84270,1099472;69258,80548,1103016
3609	12			32937,55455,1069645
3610	12			24384,58927,1069166
3611	12			26961,56663,1068955
3612	12			14962,61453,1068978
3613	16			51522,52458,1057599
3614	12			8268,35723,1082308
3615	12			8329,36906,1082306
3616	12			7324,36634,1082322
3617	12			7134,37377,1082195;6925,37283,1082197;6612,36802,1082599;8517,37443,1082300
3618	12			7259,37219,1082235;8516,37563,1082315;6687,36654,1082555;6969,37093,1082248
3619	27			64777,88812;66162,85052
3621	35			115582,56495
3622	6			60087,61518,1051832
3622	25			67827,5330
3622	35			43457,8143
3622	74			15158,23523
3623	194			56752,32647,1087443;56802,33623,1087521
3624	194			42048,16595,1090217;47382,18134,1090769
3625	16			38623,55404,1055408;39503,54034,1055499;37448,56719,1055466
3625	194			65782,86836,1087289;47425,19367,1089355;48624,27024,1087450;53145,27235,1087342;56323,35098,1087381;56515,36692,1087443;51264,34482,1086950;49407,28509,1087799;64862,85358,1087391;66663,87848,1087152;69409,90803,1087367
3627	194			78315,31887,1126322
3628	16			39625,54624,1055686;39537,54696,1055728;39737,54558,1055705
3629	68			56597,5575
3629	69			56597,5575
3629	70			56597,5575
3629	72			56597,5575
3629	74			14554,22900
3629	103			36436,115079
3631	22			15299,50935
3631	103			38582,114118
3635	15			40486,92321,1061683
3636	8			33952,68033
3637	6			64304,45899,1052787
3640	6			70123,63071,1052941
3643	15			62976,77132,1067691;38061,81342,1071103;33077,80270,1065467;41121,78343,1069161;41394,81593,1069430;56372,70176,1064522;53169,75290,1065496;61113,77870,1066624;76559,75674,1070184;78144,77045,1066671;50528,73986,1065723;65012,75961,1064793;64195,74970,1065457;67457,74594,1065135;67061,76302,1063991;61329,72700,1065780;60584,74101,1065736;62018,75315,1065641;67317,80664,1054638;60121,81226,1062637;59263,78100,1065800;60733,79898,1066072;62467,79320,1064766;58787,72357,1065451;57689,74742,1065052;56597,76283,1064785;59035,76659,1066271;55082,74712,1065280;72098,76133,1066105;4121,16994,1068949;6929,16913,1069735;4262,21520,1074460;6719,20540,1074287;4798,23137,1075161;5361,25388,1075301;9522,29733,1067645;5493,32077,1070399;63615,73353,1065557;60639,77731,1066516;56520,72863,1065266;8719,25555,1076191
3644	15			5368,23316,1075510;6784,20879,1074550;36257,79234,1069376;62779,77665,1067187;18191,24563,1069656;20305,24894,1069972;17170,19184,1068499;17312,15094,1066119;16322,13589,1066725;13504,14017,1064208;6551,18447,1072557;4344,18570,1071153;4569,20177,1073351;4267,21929,1074561;5309,25482,1075273;8257,25466,1076247;8876,29644,1068593;70577,76299,1064254;53233,72734,1066036;55725,77518,1064539;58624,78728,1065833;65895,80830,1055022;62443,79887,1063988;60309,75147,1065858;55752,79291,1061527;66221,74960,1064729;62050,73795,1065571;59752,71958,1065464;57383,70360,1064612;49823,77315,1063216;49673,75529,1063429;54473,73306,1065731;39267,80297,1069448;40397,78774,1069141;41181,80242,1069338
3645	27			66245,84034;67495,83803
3646	27			65236,85921
3647	8			28068,64054
3648	15			77101,9541,1063408
3649	9			12188,29203,1057601
3650	15			5639,11349,1065274;12277,11756,1065094;11936,12354,1065261;6137,8897,1068032;6905,11011,1065385;7673,10728,1065385;6912,8579,1068032;4246,11841,1065297;5513,11812,1065297;4063,12779,1065297;4681,14056,1065300;6062,15361,1065932;3919,15463,1073820;5541,15355,1065793;12090,7868,1065255;11815,7903,1065255;10728,7850,1065255;11751,9132,1065255;11910,9008,1065255;12428,8464,1065255;11080,8949,1065255;10818,8924,1065255;10909,9196,1065255;9766,9682,1065255;11207,11500,1065140;9388,10202,1065221;8066,13752,1065255;7397,13774,1065257;10132,12709,1073828;9408,13259,1067514;6224,9411,1068032;5122,12593,1065417;7733,15366,1073753
3651	11			61472,16608,1052204
3652	11			27792,23606,1055353
3653	11			25595,44429,1060700
3654	11			43760,47616,1054219
3656	16			28978,67084,1056256
3657	16			64014,49633,1057399
3659	8			32651,70162
3661	8			29724,64998
3664	7			44489,25965,1156271
3665	2			50178,47830,1162688
3666	2			51753,43700,1133699
3669	6			45864,28570,1049171;73841,72145,1057607;86706,66704,1054154;70425,64303,1051889;64556,68750,1053419;56650,56628,1051831;62629,57795,1051859
3670	5			14333,43426,1132582
3671	15			27056,45233,1063890
3673	15			27791,45427,1063837
3674	8			61558,24780;36809,84910;27869,84848;17508,87738
3675	15			28521,45449,1063822;49371,101012,1061738;41005,91690,1061636;40124,100214,1063592
3675	151			32152,65453
3676	15			27447,45262,1063951
3677	15			26798,45326,1063964
3678	15			27285,44988,1063790
3679	15			24513,45981,1064102;41430,48281,1060864
3680	15			41479,48615,1060859;24739,46239,1064054
3681	15			25222,46842,1064102
3682	15			28518,45878,1064007
3685	30			100784,97251,1229426;97968,97866,1229790;100959,96941,1229572;98899,96994,1229131;94872,97841,1229232;94911,97897,1229242;95369,95121,1229219;95333,95176,1229219;86346,91088,1195849;98827,97111,1229205
3688	8			29629,80515
3694	15			56492,102465,1063593
3696	15			41800,99616,1075205
3697	15			39775,102769,1064611
3699	15			40617,103820,1063607
3700	15			26310,47249,1064190;25315,46773,1064051;34397,49877,1064587;34336,50366,1064485;30485,46626,1064100;30440,47554,1064382;35790,42686,1061028;36278,43305,1060889;26502,47249,1064204;24944,46090,1064051;28536,42841,1064510;29154,43289,1064223
3701	15			56170,104037,1065822
3702	15			56082,104031,1065957
3703	15			52107,101667,1061636
3704	15			39545,97313,1065848
3705	15			40552,98823,1063552
3706	15			40526,99781,1063668
3707	15			39618,100663,1064708
3707	151			30886,64289
3707	156			43848,61615
3708	15			39895,97756,1063604
3710	15			39815,98518,1063550
3711	15			45581,104458,1061636
3712	15			45527,104477,1061636
3713	15			42624,99983,1074909;45771,85060,1059891;46743,85070,1059891;46585,90719,1059891;50284,90715,1059891;50152,85032,1059891;51118,85026,1059889;46340,94116,1061636;47022,94117,1061636;47204,101414,1061738;41284,90552,1061636;41281,90978,1061636;40971,92267,1061636;38989,92557,1061635;40612,94204,1061636;37558,91435,1057280;37005,94201,1061636;44588,93786,1061635;44403,93067,1061636;52359,93068,1061636;52132,93797,1061636;56577,92680,1061636;56587,92082,1061636;55013,89445,1061708;53471,89449,1061708;52157,101418,1061636;52129,99985,1061636;52114,104457,1061636;52132,103368,1061636;52132,101961,1061636;52121,99462,1061636;52122,98046,1061636;52122,96872,1061636;55250,98430,1063664;55251,97994,1063664;56031,98543,1063581;55245,100990,1063664;55248,100435,1063664;56162,101044,1063628;55111,103508,1063664;56067,103475,1063593;54724,103928,1067419;53007,104012,1071148;54342,103446,1074866;54806,103457,1074863;53885,101412,1074866;53884,102131,1074866;53892,99252,1074866;53887,99983,1074866;54335,97946,1074866;54795,97934,1074863;53024,97395,1071148;54732,97380,1067419;47609,101584,1061738;49161,101526,1061738;49168,104210,1061636;47633,104204,1061636;44635,96916,1061636;44627,98001,1061636;44600,99422,1061636;44607,99952,1061636;44604,101385,1061636;44632,101905,1061636;44611,103327,1061636;44639,104460,1061636;41512,103412,1063664;40771,103403,1063566;41503,100378,1063664;41507,100917,1063664;40313,100371,1063629;40318,100959,1063629;41629,97860,1063664;40736,98409,1063551;42002,97437,1067419;43728,97347,1071148;42400,97919,1074866;41939,97911,1074863;42848,99970,1074866;42853,101407,1074866;42567,101390,1074919;41945,103421,1074863;42408,103428,1074866;43721,103987,1071148;41997,104011,1067419;47474,85064,1059891;49309,85040,1059891;49002,90673,1059891;50969,90729,1059891;47720,90651,1059891;45911,90708,1059891;50464,94120,1061636;49726,94116,1061636;50086,98570,1061636;50858,98568,1061636;49518,106497,1061636;45945,98570,1061636;46717,98568,1061636;47293,106515,1061636;47989,106497,1061738;48822,106514,1061738
3715	15			39812,98012,1063550
3716	15			45170,91730,1061838
3717	15			39408,97329,1065782
3723	15			55060,101283,1075026
3724	15			49705,81357,1059891
3728	15			40156,97299,1063554
3729	15			42039,99376,1075101
3730	15			54823,98849,1074918
3731	15			41887,100379,1074977
3732	15			55165,102917,1063675
3736	15			54736,99471,1075141
3738	15			54744,99803,1075204
3739	15			54540,98845,1074918
3740	11			59864,8887,1049324
3741	15			54599,101966,1075067
3742	7			43348,3926,1119308
3743	15			54593,101731,1075067
3744	15			55066,102300,1075067
3745	15			54728,102704,1074964
3746	15			54426,102318,1075067
3748	15			54380,101435,1075026
3750	2			85669,72685,1169291
3751	15			39334,98200,1065749
3752	15			39325,97798,1065823
3753	6			57839,60862,1051975
3753	8			36152,83264
3753	15			39385,98479,1065985
3754	6			57776,60596,1051975
3754	8			35959,83543
3754	15			39289,99009,1065780
3755	15			40711,102711,1063579
3756	15			40724,102328,1063626
3757	15			39623,103687,1064591
3758	15			39487,103086,1064600
3759	15			40573,97696,1063568
3760	15			40684,97353,1063609
3761	6			58395,56727,1051831
3761	8			30783,84922
3761	15			39850,97381,1063560
3762	27			19836,85924;19839,85842;29621,88227;29554,88269;98170,182;25282,86221;25277,86138;31846,92754;31906,92779
3763	27			30103,92414;21777,86770;23154,85293;20361,86745;25196,86786;26217,84961;27905,85149;23907,86810;28476,90600;29832,87062;29302,88387;33674,95089;34639,93667;33354,91555;30518,93892;31883,94776;32950,92902;27809,87996
3765	27			226,160
3768	22			91466,77029
3769	22			91321,77055
3770	16			22935,8815,1056979
3771	15			40462,103812,1063595
3772	15			40249,103837,1063565
3773	6			55648,56572,1051810
3773	8			36033,83072
3773	15			42202,101256,1075173
3774	15			41776,101620,1075211
3775	15			42173,100834,1074919
3776	6			55156,57394,1051816
3776	8			31940,84917
3776	15			42590,102597,1074919
3777	15			41857,102503,1075025
3778	15			41946,102535,1074919
3779	11			24403,28153,1058757
3780	1			15932,27088,1054490
3781	11			24571,27883,1058742
3782	11			26040,44372,1060609
3783	11			41316,50384,1057126
3784	8			30885,86680
3785	15			28808,47211,1064190
3786	8			50534,21298;50436,21648;65186,20604;59738,24798;63105,22046;59539,18190
3790	15			39798,92237,1061634
3791	6			62892,46101,1053432
3792	8			37066,78250
3793	6			71943,65528,1051990
3793	8			31023,80362
3793	15			41686,92543,1061636
3794	51			16268,24481
3795	6			71575,64411,1051804
3795	8			30394,80842
3795	15			51441,99661,1061636
3798	35			76305,110396
3799	35			76002,110302
3801	15			56032,104086,1061636
3802	6			75205,65173,1051914
3802	8			30565,80970
3802	15			56350,103032,1063703
3803	6			73695,67707,1051803
3804	6			70442,63338,1052852
3804	8			29639,79317
3804	15			44909,92327,1061838
3805	9			16628,30286,1057852
3806	9			16424,30317,1057619
3807	9			16515,30091,1057862
3810	13			65000,34866,1052878;66519,33115,1053800;62621,32409,1054302;62092,29952,1053803;64660,29064,1053876;69291,30858,1053758;64973,33663,1053789;65581,33704,1053798;64612,36452,1052917;61300,31096,1052766;69015,32492,1055690;64820,26252,1050535;59791,31244,1051198;65112,34889,1052878
3811	7			70951,62364,1185354
3812	16			83791,23159,1062444
3813	11			44881,47316,1054220
3815	7			29442,63170,1169229
3821	18			14035,23956
3822	6			52118,60431,1051857;52219,61008,1051905
3823	6			73015,72304,1057047;72539,71294,1057155;73024,71411,1057047;73005,71866,1057047
3824	6			75580,56393,1051805
3825	16			23224,34580,1057310;23226,12456,1057153;25531,15535,1057334;30543,17547,1060440;25751,30734,1056654;14588,43020,1056294;13763,42540,1056266;24834,28786,1056653;19007,17498,1057310;19323,17495,1057310;19595,14460,1057310;19587,14780,1057310;21000,16084,1057310;21010,16341,1057369;25751,15457,1057255;28975,14422,1057396;28020,14147,1057243;29147,17036,1057308;29760,16553,1057302;32686,21268,1057181;33799,26985,1057248;33980,26991,1057248;33627,29591,1057813;34007,29593,1057813;33735,28763,1057355;34029,28759,1057355;28545,27179,1057529;28355,27414,1057570;21727,32647,1057740;21925,32336,1057740;29728,32667,1057238;29934,32466,1057256;23708,35197,1057310;21860,39524,1057334;21858,39374,1057351;18604,36961,1057789;19069,37429,1057789;15686,40897,1057871;15210,40422,1057871;26415,30621,1056653;26467,30724,1056651;20882,35258,1057589;20956,35343,1057555;26165,14022,1057289;26177,13899,1057288;21602,12100,1056855;21597,11870,1056905;28341,33211,1057304;28506,33124,1057305;7390,73021,1056458;7625,73019,1056458;28699,66923,1056256;28721,67145,1056256;61513,71568,1067889;61627,71448,1067564;82703,78759,1059943;82851,78782,1060009;63901,49634,1057398;63904,49782,1057399;83303,52568,1062201;83144,52527,1062054;59337,19043,1057653;59220,19254,1057653;26332,29979,1056654;16939,14077,1071318;16926,14373,1071318;17538,14641,1070960;17534,13759,1070960;18296,15691,1057300;18285,15441,1057300;15388,47088,1056248;15280,47165,1056250;24299,29404,1056640;24795,12380,1056755;24784,11882,1056758;22836,12492,1057194;33274,20801,1057182;23448,35190,1057336
3826	7			27244,23921,1160283
3827	11			57444,30575,1052092
3828	11			66510,16028,1052500
3829	5			33960,51899,1127840
3831	16			23657,37210,1057281
3832	2			78215,54850,1103670
3833	2			57106,37634,1133727
3834	16			40743,31090,1057065
3835	16			40692,30649,1057065
3836	6			72814,72295,1057155
3837	6			76613,72147,1057607
3838	6			69908,67093,1051803
3839	6			69798,67181,1051803
3840	16			19763,34715,1056163
3841	16			22310,12130,1056967;21728,10358,1056933;21648,10350,1056933;22372,12179,1056993;22301,12217,1056985;31358,34022,1056979;31459,34048,1056979;59828,49246,1057304;59770,49283,1057304;63042,50686,1057424;63075,50738,1057449;63014,50736,1057414
3842	13			63932,63279,1050282
3843	17			13442,17800;11236,17083;13211,16143;11933,18165;12021,16005
3844	11			55888,20765,1052204
3845	7			28437,26638,1160194
3846	2			55461,43334,1133794
3847	16			22554,36120,1057310
3848	11			56120,61337,1050534
3853	19			22429,7048
3854	5			37711,39465,1122431
3856	1			12292,35809,1076544
3857	9			19913,33144,1057183
3858	6			87752,13686,1049226
3859	6			78988,57690,1048761
3860	6			47393,30102,1048949
3861	6			45332,29049,1049056
3862	8			58089,20220
3863	8			57423,20496
3864	15			29718,45957,1064053
3865	15			30127,15918,1084910;24949,10570,1092948;27813,15894,1088859;30314,15718,1088833;28123,15632,1084935;29639,8374,1085043
3866	15			29627,8845,1085043;30316,15916,1084910;24893,10961,1092948;28660,8851,1085042;30300,15494,1088833;24920,10450,1092948
3867	15			52717,20956,1074452
3868	15			30198,15955,1088833;24955,10324,1092948;30310,15600,1084910;27963,16070,1084935;29643,8185,1085043
3869	15			30121,15603,1084910;28105,15994,1088859;28668,8382,1085042;24966,10814,1092948;28122,15450,1084935
3872	16			40139,42893,1064635
3873	9			36642,31796,1066086
3874	14			6298,9182
3875	16			32444,70996,1057493
3876	6			70771,63914,1051895
3877	11			82072,48662,1076799
3878	35			76290,110709
3880	5			37573,39211,1122432;37864,39122,1122431;37161,39466,1122432
3881	5			37081,38457,1122432;36845,38315,1122432;36804,38612,1122432
3884	16			71270,60975,1064559
3885	16			71140,60979,1064630
3886	14			5905,8332;4829,7886;6323,6573;4994,9581;5518,5800;6968,8413
3886	45			5905,8332;4829,7886;6323,6573;4994,9581;5518,5800;6968,8413
3887	14			17856,17942;23786,5470;23882,5471;30192,13144;30073,13151;27272,13123;28817,5340;8018,6215;7909,5986;8199,6062;8104,5864;17365,17902;17633,18115;17914,17737;17693,17415;17574,17580;31047,14765;31227,12973;32829,13562
3891	11			81410,15678,1054774
3894	7			7451,6733,1171555
3895	7			7493,7733,1171423;7481,6979,1171420;7493,7942,1171423;7493,7509,1171423;7493,7259,1171423
3896	7			7334,6748,1171555
3897	11			52868,16244,1052201;44320,17807,1051716;25471,25114,1058673;53786,16237,1052201;53360,16232,1052201;52344,16240,1052201;51884,16241,1052201;44976,17695,1052447;44767,17741,1052155;44542,17788,1051927;25174,25075,1058743;25099,24839,1058732
3898	16			22364,15509,1057437;32709,30387,1057355;32709,29662,1057355;32709,29897,1057355;32709,30158,1057355;21751,14172,1057223;21978,16486,1057317;21949,14521,1057201;22489,15767,1057300;22430,16098,1057317
3899	8			72708,90470
3901	35			75960,110608
3903	12			50934,35569,1088785;39155,45828,1084714;37912,43024,1085320;34408,44207,1083181;33028,45195,1083124;36464,44960,1083874;36729,41316,1086179;39505,42776,1085249;42510,42090,1084779;44970,40181,1085222;46999,40995,1085461;46394,37521,1088255;49310,36561,1087766;51501,33583,1088641;50549,32572,1085402;47723,37996,1086511;43594,42016,1084153;49512,53994,1102310;48443,54073,1101641;48441,35428,1077379
3904	12			48978,53933,1101473
3905	12			79983,45863,1079508
3906	12			83951,17898,1068630;79677,21444,1066576;80572,20029,1066578;82641,18496,1066610;82969,16758,1066747;83538,15628,1066607;85295,16097,1066690;81630,14696,1066426;80196,15137,1066651;79148,15893,1066743;81177,21668,1066870;86531,21426,1066587;85921,22430,1066417;83897,18795,1068630;83818,19916,1068630;84810,20569,1068630;86310,20604,1068630;84936,18300,1068630;86558,17883,1068630;84205,20773,1068630
3907	12			79663,15153,1066689
3909	16			33588,26618,1057661
3910	16			33469,26605,1057651
3911	5			57219,30640,1121228;57100,30919,1121609;58192,35948,1121428;58666,38827,1119673;59543,43974,1120350;59619,44411,1120729;61880,52013,1121765;65576,57742,1125883;65603,57401,1126360;66226,61444,1127713
3912	5			62903,18422,1126330
3913	16			23917,32981,1057697
3916	10			12449,34571
3917	16			23161,28156,1059274;23381,27885,1059274;23277,27658,1059274;22929,28113,1059274;22808,27929,1059274;22999,27617,1059274
3918	15			53015,21126,1074493
3919	15			52819,21202,1074350
3920	15			52895,20973,1074507
3921	15			52676,21095,1074389
3922	5			58970,20767,1124411
3924	16			19926,26074,1060530
3925	16			19965,26005,1060530
3926	16			20152,25694,1060530
3927	16			19880,26148,1060530
3930	22			7361,40611
3934	16			20432,25341,1060530
3935	16			20474,25301,1060530
3936	16			20517,25256,1060530
3937	16			21121,24684,1060514
3938	16			21190,24639,1060514
3939	16			19709,26536,1060514
3941	8			31479,80610;31485,80862
