setid	uiid	pos
1792	102282	LEFT_RING
1792	102282	RIGHT_RING
1793	102269	AMULET
1793	102275	PENDANT
1793	102281	LEFT_RING
1793	102281	RIGHT_RING
1802	102135	AMULET
1802	102141	PENDANT
1802	102147	LEFT_RING
1802	102147	RIGHT_RING
1803	102134	AMULET
1803	102140	PENDANT
1803	102146	LEFT_RING
1803	102146	RIGHT_RING
1804	102101	AMULET
1804	102107	PENDANT
1804	102113	LEFT_RING
1804	102113	RIGHT_RING
1805	102100	AMULET
1805	102106	PENDANT
1805	102112	LEFT_RING
1805	102112	RIGHT_RING
1806	101821	AMULET
1806	101827	PENDANT
1806	101833	LEFT_RING
1806	101833	RIGHT_RING
1807	101820	AMULET
1807	101826	PENDANT
1807	101832	LEFT_RING
1807	101832	RIGHT_RING
1808	101787	AMULET
1808	101793	PENDANT
1808	101799	LEFT_RING
1808	101799	RIGHT_RING
1809	101786	AMULET
1809	101792	PENDANT
1809	101798	LEFT_RING
1809	101798	RIGHT_RING
1810	101923	AMULET
1810	101929	PENDANT
1810	101935	LEFT_RING
1810	101935	RIGHT_RING
1811	101922	AMULET
1811	101928	PENDANT
1811	101934	LEFT_RING
1811	101934	RIGHT_RING
1812	101889	AMULET
1812	101895	PENDANT
1812	101901	LEFT_RING
1812	101901	RIGHT_RING
1813	101888	AMULET
1813	101894	PENDANT
1813	101900	LEFT_RING
1813	101900	RIGHT_RING
1983	109669	AMULET
1983	109723	PENDANT
1983	109777	LEFT_RING
1983	109777	RIGHT_RING
1984	109670	AMULET
1984	109724	PENDANT
1984	109778	LEFT_RING
1984	109778	RIGHT_RING
1985	109671	AMULET
1985	109725	PENDANT
1985	109779	LEFT_RING
1985	109779	RIGHT_RING
1986	109672	AMULET
1986	109726	PENDANT
1986	109780	LEFT_RING
1986	109780	RIGHT_RING
1987	109673	AMULET
1987	109727	PENDANT
1987	109781	LEFT_RING
1987	109781	RIGHT_RING
1988	109674	AMULET
1988	109728	PENDANT
1988	109782	LEFT_RING
1988	109782	RIGHT_RING
1989	109675	AMULET
1989	109729	PENDANT
1989	109783	LEFT_RING
1989	109783	RIGHT_RING
1990	109676	AMULET
1990	109730	PENDANT
1990	109784	LEFT_RING
1990	109784	RIGHT_RING
1991	109677	AMULET
1991	109731	PENDANT
1991	109785	LEFT_RING
1991	109785	RIGHT_RING
1992	109678	AMULET
1992	109732	PENDANT
1992	109786	LEFT_RING
1992	109786	RIGHT_RING
1993	109679	AMULET
1993	109733	PENDANT
1993	109787	LEFT_RING
1993	109787	RIGHT_RING
1994	109680	AMULET
1994	109734	PENDANT
1994	109788	LEFT_RING
1994	109788	RIGHT_RING
1995	109681	AMULET
1995	109735	PENDANT
1995	109789	LEFT_RING
1995	109789	RIGHT_RING
1996	109682	AMULET
1996	109736	PENDANT
1996	109790	LEFT_RING
1996	109790	RIGHT_RING
1997	109683	AMULET
1997	109737	PENDANT
1997	109791	LEFT_RING
1997	109791	RIGHT_RING
1998	109684	AMULET
1998	109738	PENDANT
1998	109792	LEFT_RING
1998	109792	RIGHT_RING
1999	109685	AMULET
1999	109739	PENDANT
1999	109793	LEFT_RING
1999	109793	RIGHT_RING
2000	109686	AMULET
2000	109740	PENDANT
2000	109794	LEFT_RING
2000	109794	RIGHT_RING
2001	109831	AMULET
2001	109885	PENDANT
2001	109939	LEFT_RING
2001	109939	RIGHT_RING
2002	109832	AMULET
2002	109886	PENDANT
2002	109940	LEFT_RING
2002	109940	RIGHT_RING
2003	109833	AMULET
2003	109887	PENDANT
2003	109941	LEFT_RING
2003	109941	RIGHT_RING
2004	109834	AMULET
2004	109888	PENDANT
2004	109942	LEFT_RING
2004	109942	RIGHT_RING
2005	109835	AMULET
2005	109889	PENDANT
2005	109943	LEFT_RING
2005	109943	RIGHT_RING
2006	109836	AMULET
2006	109890	PENDANT
2006	109944	LEFT_RING
2006	109944	RIGHT_RING
2007	109837	AMULET
2007	109891	PENDANT
2007	109945	LEFT_RING
2007	109945	RIGHT_RING
2008	109838	AMULET
2008	109892	PENDANT
2008	109946	LEFT_RING
2008	109946	RIGHT_RING
2009	109839	AMULET
2009	109893	PENDANT
2009	109947	LEFT_RING
2009	109947	RIGHT_RING
2010	109840	AMULET
2010	109894	PENDANT
2010	109948	LEFT_RING
2010	109948	RIGHT_RING
2011	109841	AMULET
2011	109895	PENDANT
2011	109949	LEFT_RING
2011	109949	RIGHT_RING
2012	109842	AMULET
2012	109896	PENDANT
2012	109950	LEFT_RING
2012	109950	RIGHT_RING
2013	109843	AMULET
2013	109897	PENDANT
2013	109951	LEFT_RING
2013	109951	RIGHT_RING
2014	109844	AMULET
2014	109898	PENDANT
2014	109952	LEFT_RING
2014	109952	RIGHT_RING
2015	109845	AMULET
2015	109899	PENDANT
2015	109953	LEFT_RING
2015	109953	RIGHT_RING
2016	109846	AMULET
2016	109900	PENDANT
2016	109954	LEFT_RING
2016	109954	RIGHT_RING
2017	109847	AMULET
2017	109901	PENDANT
2017	109955	LEFT_RING
2017	109955	RIGHT_RING
2018	109848	AMULET
2018	109902	PENDANT
2018	109956	LEFT_RING
2018	109956	RIGHT_RING
2019	110470	AMULET
2019	110524	PENDANT
2019	110578	LEFT_RING
2019	110578	RIGHT_RING
2020	110471	AMULET
2020	110525	PENDANT
2020	110579	LEFT_RING
2020	110579	RIGHT_RING
2021	110472	AMULET
2021	110526	PENDANT
2021	110580	LEFT_RING
2021	110580	RIGHT_RING
2022	110473	AMULET
2022	110527	PENDANT
2022	110581	LEFT_RING
2022	110581	RIGHT_RING
2023	110474	AMULET
2023	110528	PENDANT
2023	110582	LEFT_RING
2023	110582	RIGHT_RING
2024	110475	AMULET
2024	110529	PENDANT
2024	110583	LEFT_RING
2024	110583	RIGHT_RING
2025	110476	AMULET
2025	110530	PENDANT
2025	110584	LEFT_RING
2025	110584	RIGHT_RING
2026	110477	AMULET
2026	110531	PENDANT
2026	110585	LEFT_RING
2026	110585	RIGHT_RING
2027	110478	AMULET
2027	110532	PENDANT
2027	110586	LEFT_RING
2027	110586	RIGHT_RING
2028	110479	AMULET
2028	110533	PENDANT
2028	110587	LEFT_RING
2028	110587	RIGHT_RING
2029	110480	AMULET
2029	110534	PENDANT
2029	110588	LEFT_RING
2029	110588	RIGHT_RING
2030	110481	AMULET
2030	110535	PENDANT
2030	110589	LEFT_RING
2030	110589	RIGHT_RING
2031	110482	AMULET
2031	110536	PENDANT
2031	110590	LEFT_RING
2031	110590	RIGHT_RING
2032	110483	AMULET
2032	110537	PENDANT
2032	110591	LEFT_RING
2032	110591	RIGHT_RING
2033	110484	AMULET
2033	110538	PENDANT
2033	110592	LEFT_RING
2033	110592	RIGHT_RING
2034	110485	AMULET
2034	110539	PENDANT
2034	110593	LEFT_RING
2034	110593	RIGHT_RING
2035	110486	AMULET
2035	110540	PENDANT
2035	110594	LEFT_RING
2035	110594	RIGHT_RING
2036	110487	AMULET
2036	110541	PENDANT
2036	110595	LEFT_RING
2036	110595	RIGHT_RING
2037	110632	AMULET
2037	110686	PENDANT
2037	110740	LEFT_RING
2037	110740	RIGHT_RING
2038	110633	AMULET
2038	110687	PENDANT
2038	110741	LEFT_RING
2038	110741	RIGHT_RING
2039	110634	AMULET
2039	110688	PENDANT
2039	110742	LEFT_RING
2039	110742	RIGHT_RING
2040	110635	AMULET
2040	110689	PENDANT
2040	110743	LEFT_RING
2040	110743	RIGHT_RING
2041	110636	AMULET
2041	110690	PENDANT
2041	110744	LEFT_RING
2041	110744	RIGHT_RING
2042	110637	AMULET
2042	110691	PENDANT
2042	110745	LEFT_RING
2042	110745	RIGHT_RING
2043	110638	AMULET
2043	110692	PENDANT
2043	110746	LEFT_RING
2043	110746	RIGHT_RING
2044	110639	AMULET
2044	110693	PENDANT
2044	110747	LEFT_RING
2044	110747	RIGHT_RING
2045	110640	AMULET
2045	110694	PENDANT
2045	110748	LEFT_RING
2045	110748	RIGHT_RING
2046	110641	AMULET
2046	110695	PENDANT
2046	110749	LEFT_RING
2046	110749	RIGHT_RING
2047	110642	AMULET
2047	110696	PENDANT
2047	110750	LEFT_RING
2047	110750	RIGHT_RING
2048	110643	AMULET
2048	110697	PENDANT
2048	110751	LEFT_RING
2048	110751	RIGHT_RING
2049	110644	AMULET
2049	110698	PENDANT
2049	110752	LEFT_RING
2049	110752	RIGHT_RING
2050	110645	AMULET
2050	110699	PENDANT
2050	110753	LEFT_RING
2050	110753	RIGHT_RING
2051	110646	AMULET
2051	110700	PENDANT
2051	110754	LEFT_RING
2051	110754	RIGHT_RING
2052	110647	AMULET
2052	110701	PENDANT
2052	110755	LEFT_RING
2052	110755	RIGHT_RING
2053	110648	AMULET
2053	110702	PENDANT
2053	110756	LEFT_RING
2053	110756	RIGHT_RING
2054	110649	AMULET
2054	110703	PENDANT
2054	110757	LEFT_RING
2054	110757	RIGHT_RING
2124	112028	AMULET
2124	112085	PENDANT
2124	112142	LEFT_RING
2124	112142	RIGHT_RING
2125	112029	AMULET
2125	112086	PENDANT
2125	112143	LEFT_RING
2125	112143	RIGHT_RING
2126	112030	AMULET
2126	112087	PENDANT
2126	112144	LEFT_RING
2126	112144	RIGHT_RING
2127	112031	AMULET
2127	112088	PENDANT
2127	112145	LEFT_RING
2127	112145	RIGHT_RING
2128	112032	AMULET
2128	112089	PENDANT
2128	112146	LEFT_RING
2128	112146	RIGHT_RING
2129	112033	AMULET
2129	112090	PENDANT
2129	112147	LEFT_RING
2129	112147	RIGHT_RING
2130	112034	AMULET
2130	112091	PENDANT
2130	112148	LEFT_RING
2130	112148	RIGHT_RING
2131	112035	AMULET
2131	112092	PENDANT
2131	112149	LEFT_RING
2131	112149	RIGHT_RING
2132	112036	AMULET
2132	112093	PENDANT
2132	112150	LEFT_RING
2132	112150	RIGHT_RING
2133	112037	AMULET
2133	112094	PENDANT
2133	112151	LEFT_RING
2133	112151	RIGHT_RING
2134	112038	AMULET
2134	112095	PENDANT
2134	112152	LEFT_RING
2134	112152	RIGHT_RING
2135	112039	AMULET
2135	112096	PENDANT
2135	112153	LEFT_RING
2135	112153	RIGHT_RING
2136	112040	AMULET
2136	112097	PENDANT
2136	112154	LEFT_RING
2136	112154	RIGHT_RING
2137	112041	AMULET
2137	112098	PENDANT
2137	112155	LEFT_RING
2137	112155	RIGHT_RING
2138	112042	AMULET
2138	112099	PENDANT
2138	112156	LEFT_RING
2138	112156	RIGHT_RING
2139	112043	AMULET
2139	112100	PENDANT
2139	112157	LEFT_RING
2139	112157	RIGHT_RING
2140	112044	AMULET
2140	112101	PENDANT
2140	112158	LEFT_RING
2140	112158	RIGHT_RING
2141	112045	AMULET
2141	112102	PENDANT
2141	112159	LEFT_RING
2141	112159	RIGHT_RING
2142	112046	AMULET
2142	112103	PENDANT
2142	112160	LEFT_RING
2142	112160	RIGHT_RING
2143	112199	AMULET
2143	112256	PENDANT
2143	112313	LEFT_RING
2143	112313	RIGHT_RING
2144	112200	AMULET
2144	112257	PENDANT
2144	112314	LEFT_RING
2144	112314	RIGHT_RING
2145	112201	AMULET
2145	112258	PENDANT
2145	112315	LEFT_RING
2145	112315	RIGHT_RING
2146	112202	AMULET
2146	112259	PENDANT
2146	112316	LEFT_RING
2146	112316	RIGHT_RING
2147	112203	AMULET
2147	112260	PENDANT
2147	112317	LEFT_RING
2147	112317	RIGHT_RING
2148	112204	AMULET
2148	112261	PENDANT
2148	112318	LEFT_RING
2148	112318	RIGHT_RING
2149	112205	AMULET
2149	112262	PENDANT
2149	112319	LEFT_RING
2149	112319	RIGHT_RING
2150	112206	AMULET
2150	112263	PENDANT
2150	112320	LEFT_RING
2150	112320	RIGHT_RING
2151	112207	AMULET
2151	112264	PENDANT
2151	112321	LEFT_RING
2151	112321	RIGHT_RING
2152	112208	AMULET
2152	112265	PENDANT
2152	112322	LEFT_RING
2152	112322	RIGHT_RING
2153	112209	AMULET
2153	112266	PENDANT
2153	112323	LEFT_RING
2153	112323	RIGHT_RING
2154	112210	AMULET
2154	112267	PENDANT
2154	112324	LEFT_RING
2154	112324	RIGHT_RING
2155	112211	AMULET
2155	112268	PENDANT
2155	112325	LEFT_RING
2155	112325	RIGHT_RING
2156	112212	AMULET
2156	112269	PENDANT
2156	112326	LEFT_RING
2156	112326	RIGHT_RING
2157	112213	AMULET
2157	112270	PENDANT
2157	112327	LEFT_RING
2157	112327	RIGHT_RING
2158	112214	AMULET
2158	112271	PENDANT
2158	112328	LEFT_RING
2158	112328	RIGHT_RING
2159	112215	AMULET
2159	112272	PENDANT
2159	112329	LEFT_RING
2159	112329	RIGHT_RING
2160	112216	AMULET
2160	112273	PENDANT
2160	112330	LEFT_RING
2160	112330	RIGHT_RING
2161	112217	AMULET
2161	112274	PENDANT
2161	112331	LEFT_RING
2161	112331	RIGHT_RING
2222	115315	AMULET
2222	115318	PENDANT
2222	115321	LEFT_RING
2222	115321	RIGHT_RING
2223	115332	AMULET
2223	115335	PENDANT
2223	115338	LEFT_RING
2223	115338	RIGHT_RING
2226	115359	AMULET
2226	115362	PENDANT
2226	115365	LEFT_RING
2226	115365	RIGHT_RING
2228	115376	AMULET
2228	115379	PENDANT
2228	115382	LEFT_RING
2228	115382	RIGHT_RING
2234	115479	AMULET
2234	115482	PENDANT
2234	115485	LEFT_RING
2234	115485	RIGHT_RING
2235	115488	AMULET
2235	115491	PENDANT
2235	115494	LEFT_RING
2235	115494	RIGHT_RING
2236	115499	AMULET
2236	115502	PENDANT
2236	115505	LEFT_RING
2236	115505	RIGHT_RING
2237	115508	AMULET
2237	115511	PENDANT
2237	115514	LEFT_RING
2237	115514	RIGHT_RING
2241	115916	AMULET
2241	115919	PENDANT
2241	115922	LEFT_RING
2241	115922	RIGHT_RING
2242	115925	AMULET
2242	115928	PENDANT
2242	115931	LEFT_RING
2242	115931	RIGHT_RING
2352	118019	AMULET
2352	118076	PENDANT
2352	118133	LEFT_RING
2352	118133	RIGHT_RING
2353	118020	AMULET
2353	118077	PENDANT
2353	118134	LEFT_RING
2353	118134	RIGHT_RING
2354	118021	AMULET
2354	118078	PENDANT
2354	118135	LEFT_RING
2354	118135	RIGHT_RING
2355	118022	AMULET
2355	118079	PENDANT
2355	118136	LEFT_RING
2355	118136	RIGHT_RING
2356	118023	AMULET
2356	118080	PENDANT
2356	118137	LEFT_RING
2356	118137	RIGHT_RING
2357	118024	AMULET
2357	118081	PENDANT
2357	118138	LEFT_RING
2357	118138	RIGHT_RING
2358	118025	AMULET
2358	118082	PENDANT
2358	118139	LEFT_RING
2358	118139	RIGHT_RING
2359	118026	AMULET
2359	118083	PENDANT
2359	118140	LEFT_RING
2359	118140	RIGHT_RING
2360	118027	AMULET
2360	118084	PENDANT
2360	118141	LEFT_RING
2360	118141	RIGHT_RING
2361	118028	AMULET
2361	118085	PENDANT
2361	118142	LEFT_RING
2361	118142	RIGHT_RING
2362	118029	AMULET
2362	118086	PENDANT
2362	118143	LEFT_RING
2362	118143	RIGHT_RING
2363	118030	AMULET
2363	118087	PENDANT
2363	118144	LEFT_RING
2363	118144	RIGHT_RING
2364	118031	AMULET
2364	118088	PENDANT
2364	118145	LEFT_RING
2364	118145	RIGHT_RING
2365	118032	AMULET
2365	118089	PENDANT
2365	118146	LEFT_RING
2365	118146	RIGHT_RING
2366	118033	AMULET
2366	118090	PENDANT
2366	118147	LEFT_RING
2366	118147	RIGHT_RING
2367	118034	AMULET
2367	118091	PENDANT
2367	118148	LEFT_RING
2367	118148	RIGHT_RING
2368	118035	AMULET
2368	118092	PENDANT
2368	118149	LEFT_RING
2368	118149	RIGHT_RING
2369	118036	AMULET
2369	118093	PENDANT
2369	118150	LEFT_RING
2369	118150	RIGHT_RING
2370	118037	AMULET
2370	118094	PENDANT
2370	118151	LEFT_RING
2370	118151	RIGHT_RING
2371	118190	AMULET
2371	118247	PENDANT
2371	118304	LEFT_RING
2371	118304	RIGHT_RING
2372	118191	AMULET
2372	118248	PENDANT
2372	118305	LEFT_RING
2372	118305	RIGHT_RING
2373	118192	AMULET
2373	118249	PENDANT
2373	118306	LEFT_RING
2373	118306	RIGHT_RING
2374	118193	AMULET
2374	118250	PENDANT
2374	118307	LEFT_RING
2374	118307	RIGHT_RING
2375	118194	AMULET
2375	118251	PENDANT
2375	118308	LEFT_RING
2375	118308	RIGHT_RING
2376	118195	AMULET
2376	118252	PENDANT
2376	118309	LEFT_RING
2376	118309	RIGHT_RING
2377	118196	AMULET
2377	118253	PENDANT
2377	118310	LEFT_RING
2377	118310	RIGHT_RING
2378	118197	AMULET
2378	118254	PENDANT
2378	118311	LEFT_RING
2378	118311	RIGHT_RING
2379	118198	AMULET
2379	118255	PENDANT
2379	118312	LEFT_RING
2379	118312	RIGHT_RING
2380	118199	AMULET
2380	118256	PENDANT
2380	118313	LEFT_RING
2380	118313	RIGHT_RING
2381	118200	AMULET
2381	118257	PENDANT
2381	118314	LEFT_RING
2381	118314	RIGHT_RING
2382	118201	AMULET
2382	118258	PENDANT
2382	118315	LEFT_RING
2382	118315	RIGHT_RING
2383	118202	AMULET
2383	118259	PENDANT
2383	118316	LEFT_RING
2383	118316	RIGHT_RING
2384	118203	AMULET
2384	118260	PENDANT
2384	118317	LEFT_RING
2384	118317	RIGHT_RING
2385	118204	AMULET
2385	118261	PENDANT
2385	118318	LEFT_RING
2385	118318	RIGHT_RING
2386	118205	AMULET
2386	118262	PENDANT
2386	118319	LEFT_RING
2386	118319	RIGHT_RING
2387	118206	AMULET
2387	118263	PENDANT
2387	118320	LEFT_RING
2387	118320	RIGHT_RING
2388	118207	AMULET
2388	118264	PENDANT
2388	118321	LEFT_RING
2388	118321	RIGHT_RING
2389	118208	AMULET
2389	118265	PENDANT
2389	118322	LEFT_RING
2389	118322	RIGHT_RING

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
