ID	Level	Name	IconID	Gener	Type	bRelateFeed	FeedTip	Tip	TuJianTip	bShow
24	2	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复20点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
24	3	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复30点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
24	4	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复40点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
24	5	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复50点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	0	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复20点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	1	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复20点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	2	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复40点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	3	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复60点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	4	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复80点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
25	5	精饲·三级	6504	0,0,3,5,7,99	1	0		<text>text="使用三级饲料饲喂时，饱食度额外回复100点。" font=36</text>	<text>text="使用三级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	0	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复40点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	1	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复40点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	2	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复80点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	3	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复120点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	4	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复160点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
26	5	精饲·四级	6505	0,0,3,5,7,99	1	0		<text>text="使用四级饲料饲喂时，饱食度额外回复200点。" font=36</text>	<text>text="使用四级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
27	0	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续10秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	1	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续10秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	2	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过28秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续10秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	3	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过26秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续11秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	4	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过24秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续11秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	5	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过22秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续12秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	6	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过20秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续12秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	7	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过18秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续13秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	8	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过16秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续13秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
27	9	气力·调息	6678	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过15秒，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续14秒。" font=36</text>	<text>text="乘骑一定时间，获得一个离开坐骑后触发的，轻功气力值不消耗的“气力·调息”效果，持续一定秒数。" font=36</text>	1
28	0	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上移动速度十分缓慢，在水中的移动速度却十分迅捷。" font=36</text>	<text>text="在陆地上移动速度十分缓慢，在水中的移动速度却十分迅捷。" font=36</text>	1
28	1	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升10%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升10%。" font=36</text>	1
28	2	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升20%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升20%。" font=36</text>	1
28	3	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升30%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升30%。" font=36</text>	1
28	4	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升40%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升40%。" font=36</text>	1
28	5	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升50%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升50%。" font=36</text>	1
28	6	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升60%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升60%。" font=36</text>	1
28	7	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升70%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升70%。" font=36</text>	1
28	8	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升80%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升80%。" font=36</text>	1
28	9	龟速	6729	0,0,4,7,10,99	1	0		<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升90%。" font=36</text>	<text>text="在陆地上的移动速度降低40%，水中的移动速度额外提升90%。" font=36</text>	1
29	0	成长	4492	0,1,0,0,0	0	0		<text>text="通过成长可以变得更加强大" font=36</text>	<text>text="尚有成长空间，通过成长可以变得更加强大。" font=36</text>	1
30	0	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度高的时候，大雕的移动速度会得到提升，同时也可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度高的时候，大雕的移动速度会得到提升，同时也可以进行跃空滑翔。" font=36</text>	1
30	1	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度大于76%的时候，大雕的移动速度额外提升34%，同时可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度大于76%的时候，大雕的移动速度额外提升34%，同时可以进行跃空滑翔。" font=36</text>	1
30	2	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度大于73%的时候，大雕的移动速度额外提升37%，同时可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度大于73%的时候，大雕的移动速度额外提升37%，同时可以进行跃空滑翔。" font=36</text>	1
30	3	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度大于70%的时候，大雕的移动速度额外提升40%，同时可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度大于70%的时候，大雕的移动速度额外提升40%，同时可以进行跃空滑翔。" font=36</text>	1
30	4	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度大于67%的时候，大雕的移动速度额外提升43%，同时可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度大于67%的时候，大雕的移动速度额外提升43%，同时可以进行跃空滑翔。" font=36</text>	1
30	5	饱食·速翼	4941	0,0,3,5,7,99	1	1		<text>text="当饱食度大于64%的时候，大雕的移动速度额外提升46%，同时可以进行跃空滑翔。" font=36</text>	<text>text="当饱食度大于64%的时候，大雕的移动速度额外提升46%，同时可以进行跃空滑翔。" font=36</text>	1
31	0	保留	0		0	0				
32	0	保留	0		0	0				
33	0	保留	0		0	0				
34	0	保留	0		0	0				
35	0	保留	0		0	0				
36	0	保留	0		0	0				
37	0	保留	0		0	0				
38	0	保留	0		0	0				
39	0	保留	0		0	0				
40	0	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过80%，触发“爆发加速”额外提升速度50%，期间马术气力损耗速度增加75点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	1	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过80%，触发“爆发加速”额外提升速度50%，期间马术气力损耗速度增加75点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	2	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过80%，触发“爆发加速”额外提升速度55%，期间马术气力损耗速度增加70点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	3	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过75%，触发“爆发加速”额外提升速度55%，期间马术气力损耗速度增加65点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	4	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过75%，触发“爆发加速”额外提升速度60%，期间马术气力损耗速度增加60点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	5	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过70%，触发“爆发加速”额外提升速度65%，期间马术气力损耗速度增加60点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	6	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过65%，触发“爆发加速”额外提升速度65%，期间马术气力损耗速度增加55点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	7	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过60%，触发“爆发加速”额外提升速度70%，期间马术气力损耗速度增加50点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	8	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过55%，触发“爆发加速”额外提升速度70%，期间马术气力损耗速度增加45点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
40	9	骑术·策马疾驰	6506	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值超过50%，触发“爆发加速”额外提升速度80%，期间马术气力损耗速度增加40点。" font=36</text>	<text>text="马术轻功时，若气力值超过一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	0	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于50%，触发“爆发加速”额外提升速度70%，期间马术气力损耗速度增加75点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	1	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于50%，触发“爆发加速”额外提升速度70%，期间马术气力损耗速度增加75点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	2	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于50%，触发“爆发加速”额外提升速度75%，期间马术气力损耗速度增加70点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	3	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于45%，触发“爆发加速”额外提升速度75%，期间马术气力损耗速度增加65点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	4	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于45%，触发“爆发加速”额外提升速度80%，期间马术气力损耗速度增加60点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	5	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于40%，触发“爆发加速”额外提升速度85%，期间马术气力损耗速度增加60点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	6	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于35%，触发“爆发加速”额外提升速度85%，期间马术气力损耗速度增加55点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	7	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于30%，触发“爆发加速”额外提升速度90%，期间马术气力损耗速度增加50点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	8	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于25%，触发“爆发加速”额外提升速度95%，期间马术气力损耗速度增加45点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
41	9	骑术·后劲疾驰	6507	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="马术轻功时，若气力值小于20%，触发“爆发加速”额外提升速度100%，期间马术气力损耗速度增加40点。" font=36</text>	<text>text="马术轻功时，若气力值小于一定比例，触发“爆发加速”额外提升速度，期间马术气力损耗速度也会额外增加。" font=36</text>	1
42	0	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	1	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒后，触发“持续加速”额外提升速度12%，持续22秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	2	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒后，触发“持续加速”额外提升速度12%，持续23秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	3	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒后，触发“持续加速”额外提升速度13%，持续24秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	4	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒后，触发“持续加速”额外提升速度14%，持续25秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	5	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒后，触发“持续加速”额外提升速度15%，持续26秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	6	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功7秒后，触发“持续加速”额外提升速度15%，持续27秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	7	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功7秒后，触发“持续加速”额外提升速度16%，持续28秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	8	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功6秒后，触发“持续加速”额外提升速度17%，持续29秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
42	9	骑术·策马百里	6508	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功5秒后，触发“持续加速”额外提升速度18%，持续30秒，期间马术气力损耗速度额外增加10点" font=36</text>	<text>text="进入马术轻功一段时间后，触发“持续加速”额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
43	0	骑术·后劲耐久（无）	6509	0,0,4,7,10,99	1	1	<text>text="因处在饥饿状态，该效果无法触发。" font=33</text>			0
44	0	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发爆发加速，额外提升速度70%，持续4秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	1	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发爆发加速，额外提升速度70%，持续4秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	2	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发爆发加速，额外提升速度70%，持续5秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	3	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发爆发加速，额外提升速度70%，持续5秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	4	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发爆发加速，额外提升速度85%，持续5秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	5	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发爆发加速，额外提升速度85%，持续6秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	6	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒内，转向不超过30度，触发爆发加速，额外提升速度85%，持续6秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	7	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒内，转向不超过30度，触发爆发加速，额外提升速度100%，持续6秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
44	8	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功7秒内，转向不超过30度，触发爆发加速，额外提升速度100%，持续6秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
