AdultTabIndex	Name	Desc
5753	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5754	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5755	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5756	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5757	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5758	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5759	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5760	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5761	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5762	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5763	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5764	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5765	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5766	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5767	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5768	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5769	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5776	斑骓	<text>text="“斑骓”是一种毛色青白相杂的骏马。" font=164</text><text>text="\\\n汉乐府《神弦歌·明下童曲》\\\n陈孔骄赭白，陆郎乘斑骓。徘徊射堂头，望门不欲归。" font=18</text>
5777	斑骓	<text>text="“斑骓”是一种毛色青白相杂的骏马。" font=164</text><text>text="\\\n汉乐府《神弦歌·明下童曲》\\\n陈孔骄赭白，陆郎乘斑骓。徘徊射堂头，望门不欲归。" font=18</text>
5778	斑骓	<text>text="“斑骓”是一种毛色青白相杂的骏马。" font=164</text><text>text="\\\n汉乐府《神弦歌·明下童曲》\\\n陈孔骄赭白，陆郎乘斑骓。徘徊射堂头，望门不欲归。" font=18</text>
5779	滇池驹 	<text>text="“滇池驹”是传说中的神马。" font=164</text><text>text="\\\n《华阳国志·南中志》：\\\n长老传言，滇池有神马，或交焉，即生骏驹，俗称曰‘滇池驹’，日行五百里。" font=18</text>
5780	滇池驹 	<text>text="“滇池驹”是传说中的神马。" font=164</text><text>text="\\\n《华阳国志·南中志》：\\\n长老传言，滇池有神马，或交焉，即生骏驹，俗称曰‘滇池驹’，日行五百里。" font=18</text>
5781	滇池驹 	<text>text="“滇池驹”是传说中的神马。" font=164</text><text>text="\\\n《华阳国志·南中志》：\\\n长老传言，滇池有神马，或交焉，即生骏驹，俗称曰‘滇池驹’，日行五百里。" font=18</text>
5863	鹊桥飞星	<text>text="青山微月澹良宵，红线暗织丝七巧。\\\n河汉幽期愿比翼，携君策马望秋高。" font=18</text>
5864	绝尘	<text>text="“绝尘”是西汉名马，汉文帝九逸之一。" font=164</text><text>text="\\\n《西京杂记》卷二：\\\n文帝自代还，有良马九匹，皆天下之骏马也，一名绝尘，取自奔逸绝尘。" font=18</text>
5865	绝尘	<text>text="“绝尘”是西汉名马，汉文帝九逸之一。" font=164</text><text>text="\\\n《西京杂记》卷二：\\\n文帝自代还，有良马九匹，皆天下之骏马也，一名绝尘，取自奔逸绝尘。" font=18</text>
5866	绝尘	<text>text="“绝尘”是西汉名马，汉文帝九逸之一。" font=164</text><text>text="\\\n《西京杂记》卷二：\\\n文帝自代还，有良马九匹，皆天下之骏马也，一名绝尘，取自奔逸绝尘。" font=18</text>
5867	赤蛇	<text>text="“赤蛇”是晋朝名马。" font=164</text><text>text="\\\n《灵鬼志》：\\\n陈安为河间王颙给使，常乘骏马非常。后马死，双赤蛇出其鼻。" font=18</text>
5868	赤蛇	<text>text="“赤蛇”是晋朝名马。" font=164</text><text>text="\\\n《灵鬼志》：\\\n陈安为河间王颙给使，常乘骏马非常。后马死，双赤蛇出其鼻。" font=18</text>
5869	赤蛇	<text>text="“赤蛇”是晋朝名马。" font=164</text><text>text="\\\n《灵鬼志》：\\\n陈安为河间王颙给使，常乘骏马非常。后马死，双赤蛇出其鼻。" font=18</text>
5870	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5871	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5872	闪电	<text>text="“闪电”是隋朝大将长孙晟的爱骥。" font=164</text><text>text="\\\n《魏志》：\\\n突厥大畏长孙总管，见其马称为闪电。王曰：“将军威行域外，遂名其马为闪电。一何壮哉！”" font=18</text>
5873	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5874	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5875	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
5879	青蟹	<text>text="蟹有“四名”：\\\n以其横行，则曰螃蟹；以其行声，则曰郭壳；\\\n以其外骨，则曰介士；以其内空，则曰无肠。" font=164</text><text>text="\\\n小心，夹手！" font=18</text>
5880	蟹兵	<text>text="蟹有“四名”：\\\n以其横行，则曰螃蟹；以其行声，则曰郭壳；\\\n以其外骨，则曰介士；以其内空，则曰无肠。" font=164</text><text>text="\\\n小兵过河，势能吞象\\\n" font=18</text>
5881	蟹卒	<text>text="蟹有“四名”：\\\n以其横行，则曰螃蟹；以其行声，则曰郭壳；\\\n以其外骨，则曰介士；以其内空，则曰无肠。" font=164</text><text>text="\\\n良卒先行，能进难退\\\n" font=18</text>
5882	呆龟	<text>text="《龟诗》有云：\\\n映日漾晴渊，沿江曝黝甲。\\\n爱尔千岁姿，藏身一莲叶。" font=164</text><text>text="\\\n呆龟有呆运，傻人有傻福，所以不要责怪它呆呆的模样。" font=18</text>
5883	憨龟	<text>text="《龟诗》有云：\\\n映日漾晴渊，沿江曝黝甲。\\\n爱尔千岁姿，藏身一莲叶。" font=164</text><text>text="\\\n憨龟憨憨的，啥也不去争啥也不去求，却得到了世间难得的常乐与安逸。" font=18</text>
5884	丞相	<text>text="《龟诗》有云：\\\n映日漾晴渊，沿江曝黝甲。\\\n爱尔千岁姿，藏身一莲叶。" font=164</text><text>text="\\\n传说中水底的龙宫里有龟丞相，不知此“丞相”是彼“丞相”否？" font=18</text>
5885	大头鹅	<text>text="鹅，鹅，鹅，曲项向天歌。\\\n白毛浮绿水，红掌拨清波。" font=164</text><text>text="\\\n大头大头，下雨不愁，人家有伞，我有大头~" font=18</text>
5886	白鹅	<text>text="鹅，鹅，鹅，曲项向天歌。\\\n白毛浮绿水，红掌拨清波。" font=164</text><text>text="\\\n摇摇摆摆的大白鹅，让人不得不想起那种恬静安逸的农家生活。" font=18</text>
5887	灰狐	<text>text="《异事志》有载：狐，乃兽中有灵者，有智多计，古灵精怪。" font=164</text><text>text="\\\n古灵精怪的眼珠子转来转去，小狐狸啊，你在想到什么鬼主意了？\\\n\\\n\\\n" font=18</text>
5888	鸡小蒙	<text>text="鸡小蒙很萌很聪明。\\\n据说是用桃谷六仙留在无量宫的一只奇怪鸡蛋孵出来的。" font=18</text>
6973	双峰驼·祥祥	<text>text="来自大沙漠的双峰骆驼。" font=168</text><text>text="\\\n西北多大漠，沙海环境严酷，牛马行进甚有不便，唯有骆驼可横渡沙海，因此人们称骆驼为"沙漠之舟"。正是一头头的骆驼，组成了丝绸之路上往来奔波的驼队，将大唐文明带向远方。\\\n" font=18</text>
6977	球球	<text>text="“当我团成一团的时候，你就知道我叫什么名字了……喵”" font=168</text><text>text="\\\n它喜欢缩成一团懒懒地睡觉……因为它总是缩成一团白毛球的摸样，所以人们都叫它“球球”。球球听人们说巴蜀有只叫阿宝的熊猫，外号叫“滚滚”，球球很疑惑：“难道阿宝团起来比我还要圆么？竟能滚来滚去，滚来滚去……”" font=18</text>
6978	花花	<text>text="“叮当叮当~小铃铛会干扰我抓老鼠的，喵~”" font=168</text><text>text="\\\n波斯猫花花困扰于身上的铃铛，因为铃铛的声音让它不容易潜伏前进抓老鼠！可是它也很喜欢铃铛的声音，曾经有人想要拿走它的铃铛，它很生气，十分地生气，最后将那个人好好教训了一顿……从此，再没有人敢去动花花的铃铛了……" font=18</text>
6979	桃桃	<text>text="“太阳落山之后，就是桃桃的江湖。喵~”" font=164</text><text>text="\\\n桃桃是一只很勇敢的波斯猫，有着敏锐的眼光和敏捷的身手！夜晚的黑暗是它的最爱。每当夕阳沉入山边，猎手桃桃，就开始大显身手了……\\\n据说，很多坏掉的花瓶，琉璃盏什么的，都是它干的……" font=18</text>
7987	逸骠	<text>text="“逸骠”是西汉名马，汉文帝九逸之一。" font=164</text><text>text="\\\n《骢马行》：\\\n雄姿逸态何崷崒，顾影骄嘶自矜宠。\\\n隅目青荧夹镜悬，肉骏碨礌连钱动。" font=18</text>
8002	清清	<text>text="清清是一条漂亮的小青蛇。" font=163</text><text>text="\\\n“河边钓鱼的渔夫丢了一个鱼篓……嗯……不是我拿的，不信你搜……”" font=18</text>
8003	泊泊	<text>text="泊泊是一条白色的小蛇。" font=163</text><text>text="\\\n“嘶嘶，鱼篓挡住我看不见路了……”" font=18</text>
9632	杏花雨	<text>text="来自江南民间的一头水牛。" font=68</text><text>text="\\\n沾衣不湿杏花雨，哞~~~哞~~~哞~~~\\\n\\\n清明时节雨纷纷， \\\n路上行人欲断魂。 \\\n借问酒家何处有， \\\n牧童遥指杏花村。" font=18</text>
10190	蟹将	<text>text="一只小螃蟹。" font=68</text><text>text="\\\n胜不妄喜，败不惶馁，胸有激雷而面如平湖者，可拜上将军。" font=18</text>
10192	小灰	<text>text="一只小灰鹅。" font=68</text><text>text="\\\n既然我是一只小灰鹅，那么我就要做一只快乐的小灰鹅！" font=18</text>
10196	飞鸿	<text>text="一只红翼的隼。\\\n“一叶飞鸿，千里随行。”" font=65</text>
10197	白凤	<text>text="一只白翼的隼。\\\n“素羽皓月，凤翼飞梭。”" font=65</text>
10198	紫翎	<text>text="一只紫翼的隼。\\\n“无影无踪，迅极紫翎。”" font=65</text>
10199	赤箭	<text>text="一只红翼的隼。\\\n“赤羽掠空，迅箭无影！”" font=65</text>
10200	栖夜	<text>text="一只黑翼的隼。\\\n“墨翼惊空，栖夜迅影。”" font=65</text>
10913	小果	<text>text="一只小刺猬，背上长满了尖尖的刺。\\\n“啊呀，小果！你不要过来蹭我！”" font=65</text>
10914	蟹仔	<text>text="寄居蟹会从沙滩上找各种各样的贝壳，甚至是瓶子，罐子背在背上，作为自己的屋子。\\\n小蟹仔背在背上的，是它在上一次郊游时候找到的空贝壳。\\\n“借屋借屋，从不交租。”" font=65</text>
10969	机关赤兔	<text>text="万花谷所出的机关木马，因使用赤榴木所制，因此以名马“赤兔”的名字命名。\\\n“得得…得得…得得得…马蹄声声贺岁来！马年吉祥喽！”" font=65</text>
11006	青海骢·黯月	<text>text="《北史·吐谷浑传》载：青海周回千餘里，海内有小山。每冬冰合后，以良牝马置此山，至来春收之，马皆有孕，所生得驹，号为龙种，必多骏异。 \\\n吐谷浑尝得波斯草马，放入海，因生驄驹，能日行千里，世传青海骢者也。" font=65</text><text>text="\\\n" font=18</text>
11007	青海骢·丹澜	<text>text="《北史·吐谷浑传》载：青海周回千餘里，海内有小山。每冬冰合后，以良牝马置此山，至来春收之，马皆有孕，所生得驹，号为龙种，必多骏异。 \\\n吐谷浑尝得波斯草马，放入海，因生驄驹，能日行千里，世传青海骢者也。" font=65</text><text>text="\\\n" font=18</text>
11008	青海骢·黄龙	<text>text="《北史·吐谷浑传》载：青海周回千餘里，海内有小山。每冬冰合后，以良牝马置此山，至来春收之，马皆有孕，所生得驹，号为龙种，必多骏异。 \\\n吐谷浑尝得波斯草马，放入海，因生驄驹，能日行千里，世传青海骢者也。" font=65</text><text>text="\\\n" font=18</text>
11105	鸾	<text>text="三千世界收眼底，六道轮回不老缘。" font=168</text><text>text="\\\n名“鸾”，意为凤鸾相鸣，情投意合，愿有情人终成眷属。" font=18</text>
11106	不知道什么西东	<text>text="啦啦啦，我还是鱼头\\\n" font=18</text>
11107	一杠	<text>text="在万花谷捉到的偷书小贼。欲学人写字，涂抹毁掉了颜真卿的一幅得意之作。\\\n" font=59</text><text>text="\\\n" font=18</text>
11108	小花	<text>text="一只小刺猬，背上长满了尖尖的刺。\\\n“哎呀，扎手！”" font=65</text>
11109	蟹相	<text>text="一只小螃蟹。\\\n北魏《元英墓志》：“出将入相，朝望攸居。”" font=65</text>
11110	蟹象	<text>text="一只小螃蟹。\\\n北魏《元英墓志》：“出将入相，朝望攸居。”" font=65</text>
11347	丛纹暗雪	<text>text="风扬墨雪威，月随万里行。" font=168</text><text>text="\\\n浩气盟南有深山，猛虎出没，时有伤人。盟中侠士入山索之，不敌而返，大惭于人前，而猛虎之威大震。\\\n谢渊闻讯，亲自入山，行至深处，果有一虎腾出，丛纹如雪，状凶势猛，据地一吼，山石震裂。谢渊与其相斗一日一夜，方才将其降服，赐名“丛纹暗雪”。\\\n" font=18</text>
11348	火眼白蹄	<text>text="天意难测，世情胜霜。人皆怜羊，不知我心。独啸云巅，无忧无惧，我，自行我道。" font=168</text><text>text="\\\n恶人谷西北有狼群出没，常有樵夫命丧狼口。后王遗风入谷，降服狼王，方才平定狼灾。\\\n狼王双眼通红如火，身躯乌黑如缎，唯有四蹄白如冰雪，故王遗风赐名“火眼白蹄”。\\\n" font=18</text>
11632	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11633	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11634	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11635	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11636	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11637	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11638	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11639	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11640	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11641	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11642	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11643	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
11649	月伴晨星	<text>text="郝烨以鸾为原型改制，增强两翼韧性强度的同时，追加了变形机括，可在必要时分离下端结构，自成一物。人乘此物握紧抓柄，可由高空快速俯冲降下，郝烨曾以此物取奸相首级，此事在长安城内传颂一时。" font=18</text>
11770	咫尺天涯	<text>text="心同，身在天涯心咫尺；\\\n心异，身在咫尺心天涯；" font=164</text><text>text="\\\n“人的情，真复杂……我只要啃到苹果就开心了。”" font=18</text>
11777	蟹炮	<text>text="一只小螃蟹。\\\n“霹雳如火，性急如炮”" font=65</text>
11778	蟹砲	<text>text="一只小螃蟹。\\\n“马走日字象走田，车走直线砲翻山”" font=65</text>
11780	红绸	<text>text="一只小貂。\\\n“小貂儿，你做了什么好事情，得到这么大一朵大红花啊？”" font=65</text>
11781	酒客	<text>text="一只寄居蟹。\\\n“喝酒……干杯……我的家，就在酒坛子里。”" font=65</text>
11803	卷黄尘	<text>text="吐火罗国进贡之物，鼓翅而行，日三百里。皇室国亲曾以此物多次举办乘骑竞速赛事。后在高力士的主持下，此物也馈赠给一些为武林做过贡献之人。" font=18</text>
13052	冰蓝花客	<text>text="昆仑之上有异蟹，彻体冰蓝，颇具灵性，传言其为冰灵所化。" font=65</text>
13054	蟹仕	<text>text="蟹壳上刻着一个大大的“仕”字\\\n“对策者以第一登庸，射策者以甲科入仕，斯固选贤要术也。” " font=65</text>
13055	蟹士	<text>text="蟹壳上刻着一个大大的“士”字\\\n“纵横天下，国士无双。”" font=65</text>
13056	圈圈	<text>text="“你们看，我戴上毛茸茸的项圈，像不像小狮子呀？”" font=27</text><text>text="\\\n" font=18</text><text>text="“可是，你本来就是小狮子呀……”" font=27</text>
13057	鼎鼎	<text>text="“嗷呜！这块肉肉是我的，谁抢我就咬谁！”" font=27</text>
13058	悠悠	<text>text="“我最喜欢小铃铛啦！叮铃，叮铃。一跑起来就会响呐！”" font=27</text>
13059	兜兜	<text>text="“求摸头，我好乖的。就摸一下，不软不要钱。”" font=27</text>
13094	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13095	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13096	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13097	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13098	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13099	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13100	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13101	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13102	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13103	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13104	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13105	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13106	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13107	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13108	里飞沙	<text>text="“里飞沙”是三国时蜀汉骠骑将军马超坐骑。" font=164</text><text>text="\\\n马超乃蜀汉五虎上将之一，半渡击大败曹操，使得马超声名大噪，所骑之马正是里飞沙。" font=18</text>
13109	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13110	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
