ID	7daysRewards	7days1	Permanent0	Permanent1	PermanentFree	Limittype	Limitprice0	Limitprice1	LimitpriceFree	StartTime	EndTime	Discount	DisStartTime	DisEndTime	DisRoleTypeMask	CanFreeTryOn	NeedVIPClass
2606	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2607	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2608	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2609	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2610	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2611	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2612	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2613	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2614	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2615	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2616	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2617	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2618	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2619	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2620	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2621	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2622	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2623	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2624	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2625	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2626	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2627	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2628	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2629	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2630	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2631	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2832	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2833	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2834	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2835	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2836	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2837	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2838	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2839	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1			
2840	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2841	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2842	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2843	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2844	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2845	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1390201200	1390806000			
2846	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2847	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2848	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2849	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2850	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2851	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1393225200	1393830000		0	
2852	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2853	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2854	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2855	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2856	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2857	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1395039600	1395644400		0	
2858	40	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
2859	40	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
2860	40	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	0
2862	40	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
2863	40	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
3184	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3185	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3186	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3187	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3188	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	0
3189	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3190	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3191	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3192	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3193	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3194	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	0
3195	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1398063600	1398668400		0	
3196	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3197	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3198	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3199	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3200	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3201	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3202	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3203	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3204	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3205	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3206	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3207	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1400482800	1401087600		0	0
3208	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	0
3209	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	0
3210	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	0
3211	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3212	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3213	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3214	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3215	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3216	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3217	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3218	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3219	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3220	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3221	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0
3222	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1	90	1402297200	1402902000		0	0

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
