ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID
165	上品金创丸	81	7	10	80	1		344	0	0	0	0		100		30		5	9693	4	5	3031	4	5	3010	1	5	9571	2													5	9722	1	1	1048576																																					scripts/Craft/Include/Event.lua	
166	中品金元丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9699	4	5	3032	4	5	3010	1	5	9571	2													5	9724	1	1	1048576																																					scripts/Craft/Include/Event.lua	
167	中品玄阴丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9692	4	5	3029	4	5	3010	1	5	9571	2													5	9726	1	1	1048576																																					scripts/Craft/Include/Event.lua	
169	上品玉露散	61	7	10	80	1		344	0	0	0	0		75		30		5	9693	4	5	3032	4	5	6646	1	5	9571	2	5	3010	2										5	9730	1	1	1048576																																					scripts/Craft/Include/Event.lua	
170	中品万花丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9692	4	5	3028	4	5	6646	1	5	9571	2	5	3010	2										5	9732	1	1	1048576																																					scripts/Craft/Include/Event.lua	
171	素针·破	81	7	10	80	1		344	0	0	0	0		100		40		5	9693	5	5	3029	4	5	3008	1	5	9571	2	5	3010	2										5	9734	1	1	1048576																																					scripts/Craft/Include/Event.lua	
172	素针·禁	81	7	10	80	1		344	0	0	0	0		100		40		5	9692	5	5	3028	4	5	3008	1	5	9571	2	5	3010	2										5	9736	1	1	1048576																																					scripts/Craft/Include/Event.lua	
173	中品止血丹	81	7	10	80	1		344	0	0	0	0		100		10		5	4999	1	5	3010	2	5	6646	2	5	9571	2													5	9738	1	1	1048576																																					scripts/Craft/Include/Event.lua	
174	中品活络丹	81	7	10	80	1		344	0	0	0	0		100		10		5	5000	1	5	3010	2	5	6646	2	5	9571	2													5	9740	1	1	1048576																																					scripts/Craft/Include/Event.lua	
175	中品凝神丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9693	5	5	9699	5	5	6646	5	5	9571	2	5	3010	2										5	9742	1	1	1048576																																					scripts/Craft/Include/Event.lua	
176	中品长生丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9692	5	5	6646	5	5	9571	2	5	3010	2	5	9699	5										5	9744	1	1	1048576																																					scripts/Craft/Include/Event.lua	
177	中品护心丹	81	7	10	80	1		344	0	0	0	0		100		20		5	9698	1	5	6648	1	5	9571	4																5	9746	1	1	1048576																																					scripts/Craft/Include/Event.lua	
178	中品静心丸	81	7	10	80	1		344	0	0	0	0		100		30		5	9698	1	5	6648	1	5	9571	4																5	9748	1	1	1048576																																					scripts/Craft/Include/Event.lua	
179	中品补筋丹	81	7	10	80	1		344	0	0	0	0		100		20		5	9698	1	5	6648	1	5	9571	4																5	9750	1	1	1048576																																					scripts/Craft/Include/Event.lua	
180	中品破秽丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9698	1	5	6648	1	5	9571	4																5	9752	1	1	1048576																																					scripts/Craft/Include/Event.lua	
181	中品聚魂丹	81	7	10	80	1		344	0	0	0	0		100		20		5	9698	1	5	6648	1	5	9571	4																5	9754	1	1	1048576																																					scripts/Craft/Include/Event.lua	
182	中品亢龙丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9698	1	5	6648	1	5	9571	4																5	9756	1	1	1048576																																					scripts/Craft/Include/Event.lua	
183	中品强身丹	81	7	10	80	1		344	0	0	0	0		100		20		5	9698	1	5	6648	1	5	9571	4																5	9758	1	1	1048576																																					scripts/Craft/Include/Event.lua	
185	中品健骨丹	81	7	10	80	1		344	0	0	0	0		100		20		5	9698	1	5	6648	1	5	9571	4																5	9761	1	1	1048576																																					scripts/Craft/Include/Event.lua	
186	中品展凤丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9698	1	5	6648	1	5	9571	4																5	9763	1	1	1048576																																					scripts/Craft/Include/Event.lua	
187	中品聚元丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9693	4	5	3029	4	5	6646	1	5	9571	2	5	3010	2										5	9765	1	1	1048576																																					scripts/Craft/Include/Event.lua	
188	中品聚神丹	81	7	10	80	1		344	0	0	0	0		100		30		5	9692	4	5	3030	4	5	6646	1	5	9571	2	5	3010	2										5	9767	1	1	1048576																																					scripts/Craft/Include/Event.lua	
189	素针·定	81	7	10	80	1		344	0	0	0	0		100		40		5	9698	1	5	9571	5	5	3008	5	5	6648	2													5	9769	1	1	1048576																																					scripts/Craft/Include/Event.lua	
190	素针·缓	81	7	10	80	1		344	0	0	0	0		100		40		5	9698	1	5	9571	5	5	3008	5	5	6648	2													5	9771	1	1	1048576																																					scripts/Craft/Include/Event.lua	
191	中品罡阳散	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9692	4	5	3029	4	5	3010	1	5	9571	2	0	0	0	0	0	0	0	0	0	0	0	0	5	9838	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
192	中品调和散	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9693	4	5	3030	4	5	3010	1	5	9571	2	0	0	0	0	0	0	0	0	0	0	0	0	5	9837	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
193	舒筋益气丹	19	7	10	50		0	344	0	0	0	0	-1	23	80	40	0	5	3030	4	5	10171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9822	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
194	般若水	15	7	10	80	1	0	344	0	0	0	0	-1	18	80	30	0	5	9699	2	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10292	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
195	意气水	15	7	10	80	1	0	344	0	0	0	0	-1	18	80	30	0	5	9699	2	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10293	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
196	重黎水	15	7	10	80	1	0	344	0	0	0	0	-1	18	80	30	0	5	9699	2	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10294	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
197	逸隐水	15	7	10	80	1	0	344	0	0	0	0	-1	18	80	30	0	5	9699	2	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10295	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
198	赤炼水	15	7	10	80	1	0	344	0	0	0	0	-1	18	80	30	0	5	9699	2	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10296	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
199	易功丸	20	7	10	50		0	344	0	0	0	0	-1	25	80	40	0	5	3029	4	5	6648	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10309	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
200	活气散	20	7	10	80		0	344	0	0	0	0	-1	25	80	40	0	5	3029	4	5	6646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11522	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
201	檀香囊	21	7	10	74		0	344	0	0	0	0	-1	26	48	20	0	5	9693	2	5	3006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11893	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
202	迷香囊	21	7	10	78		0	344	0	0	0	0	-1	26	48	30	0	5	9692	2	5	3006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11894	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
203	绢云母	20	7	10	80		0	344	0	0	0	0	-1	25	80	50	0	5	3275	10	5	974	10	5	3547	5	5	981	5	0	0	0	0	0	0	0	0	0	0	0	0	5	3549	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
204	茜草	20	7	10	80		0	344	0	0	0	0	-1	25	80	50	0	5	3299	10	5	9571	5	5	3548	5	5	982	5	0	0	0	0	0	0	0	0	0	0	0	0	5	3550	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
205	靛蓝	20	7	10	80		0	344	0	0	0	0	-1	25	80	50	0	5	3310	5	5	979	10	5	3300	10	5	977	10	0	0	0	0	0	0	0	0	0	0	0	0	5	3283	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
206	鼠尾叶	20	7	10	80		0	344	0	0	0	0	-1	25	80	50	0	5	3546	5	5	972	10	5	3544	5	5	980	10	0	0	0	0	0	0	0	0	0	0	0	0	5	3552	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
207	护心补筋丹	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	20	0	5	9698	2	5	3549	1	5	6646	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17042	2	4	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
208	护心健骨丹	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	20	0	5	9698	2	5	3550	1	5	6646	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17043	2	4	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
209	护心聚魄丹	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	20	0	5	9698	2	5	3283	1	5	6646	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17044	2	4	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
210	护心强身丹	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	20	0	5	9698	2	5	3552	1	5	6646	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17045	2	4	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
211	化瘀香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3549	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17822	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
212	清心香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3550	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17823	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
213	滋补香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3283	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17824	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
214	强身香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3552	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17825	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
215	健体香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3549	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17826	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
216	提神香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3550	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17827	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
217	壮骨香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3283	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17828	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
218	润肺香囊	81	7	10	80	1	0	344	0	0	0	0	-1	100	80	30	0	5	9698	2	5	3552	1	5	3006	1	5	9571	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17829	3	3	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
219	行军亢龙散	21	7	10	80		0	344	0	0	0	0	-1	26	80	30	0	5	19905	2	5	3005	1																			5	19490	1	1	1048576																																					scripts/Craft/Include/Event.lua	
220	行军展凤散	21	7	10	80		0	344	0	0	0	0	-1	26	80	30	0	5	19906	2	5	3005	1																			5	19491	1	1	1048576																																					scripts/Craft/Include/Event.lua	
221	行军静心散	21	7	10	82		0	344	0	0	0	0	-1	26	80	30	0	5	19905	2	5	3005	1																			5	19492	1	1	1048576																																					scripts/Craft/Include/Event.lua	
222	行军止血散	21	7	10	84		0	344	0	0	0	0	-1	26	80	30	0	5	19906	2	5	3005	1																			5	19493	1	1	1048576																																					scripts/Craft/Include/Event.lua	
223	行军活络散	21	7	10	86		0	344	0	0	0	0	-1	26	80	30	0	5	19905	2	5	3005	1																			5	19494	1	1	1048576																																					scripts/Craft/Include/Event.lua	
224	行军定志散	21	7	10	88		0	344	0	0	0	0	-1	26	80	30	0	5	19906	2	5	3005	1																			5	19495	1	1	1048576																																					scripts/Craft/Include/Event.lua	
225	百花香囊	61	7	10	90		0	344	0	0	0	0	-1	75	80	20	0	5	19905	4	5	6646	1	5	3006	1																5	19497	1	1	1048576																																					scripts/Craft/Include/Event.lua	
226	栀仁香囊	61	7	10	90		0	344	0	0	0	0	-1	75	80	20	0	5	19906	4	5	6646	1	5	3006	1																5	19498	1	1	1048576																																					scripts/Craft/Include/Event.lua	
227	柏桂香囊	61	7	10	90		0	344	0	0	0	0	-1	75	80	20	0	5	19905	4	5	6646	1	5	3006	1																5	19499	1	1	1048576																																					scripts/Craft/Include/Event.lua	
228	紫荷香囊	61	7	10	90		0	344	0	0	0	0	-1	75	80	20	0	5	19906	4	5	6646	1	5	3006	1																5	19500	1	1	1048576																																					scripts/Craft/Include/Event.lua	
229	桂枝香囊	61	7	10	90		0	344	0	0	0	0	-1	75	80	20	0	5	19905	4	5	6646	1	5	3006	1																5	19501	1	1	1048576																																					scripts/Craft/Include/Event.lua	
230	上品长生丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19502	1	1	1048576																																					scripts/Craft/Include/Event.lua	
231	上品凝神丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19905	4	5	6646	1	5	3007	1																5	19503	1	1	1048576																																					scripts/Craft/Include/Event.lua	
232	上品亢龙丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19504	1	1	1048576																																					scripts/Craft/Include/Event.lua	
233	上品展凤丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19905	4	5	6646	1	5	3007	1																5	19505	1	1	1048576																																					scripts/Craft/Include/Event.lua	
234	上品静心丸	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19506	1	1	1048576																																					scripts/Craft/Include/Event.lua	
235	上品活血丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19905	4	5	6646	1	5	3007	1																5	19896	1	1	1048576																																					scripts/Craft/Include/Event.lua	
236	上品疏络丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19897	1	1	1048576																																					scripts/Craft/Include/Event.lua	
237	上品定志丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19905	4	5	6646	1	5	3007	1																5	19509	1	1	1048576																																					scripts/Craft/Include/Event.lua	
238	上品玉露丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19510	1	1	1048576																																					scripts/Craft/Include/Event.lua	
239	上品万花丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19905	4	5	6646	1	5	3007	1																5	19511	1	1	1048576																																					scripts/Craft/Include/Event.lua	
240	上品破秽丹	61	7	10	90		0	344	0	0	0	0	-1	75	80	30	0	5	19906	4	5	6646	1	5	3007	1																5	19512	1	1	1048576																																					scripts/Craft/Include/Event.lua	
241	碧闺药花	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	50	0	5	19905	20	5	19906	20	5	19903	1																5	19513	5	5	1048576																																					scripts/Craft/Include/Event.lua	
242	尚·百花香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	20	0	5	19513	1	5	3549	1	5	6648	1	5	3006	1													5	19514	2	4	1048576																																					scripts/Craft/Include/Event.lua	
243	尚·栀仁香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	20	0	5	19513	1	5	3550	1	5	6648	1	5	3006	1													5	19515	2	4	1048576																																					scripts/Craft/Include/Event.lua	
244	尚·柏桂香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	20	0	5	19513	1	5	3283	1	5	6648	1	5	3006	1													5	19516	2	4	1048576																																					scripts/Craft/Include/Event.lua	
245	尚·紫荷香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	20	0	5	19513	1	5	3552	1	5	6648	1	5	3006	1													5	19517	2	4	1048576																																					scripts/Craft/Include/Event.lua	
246	尚·桂枝香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	20	0	5	19513	1	5	3549	1	5	6648	1	5	3006	1													5	19518	2	4	1048576																																					scripts/Craft/Include/Event.lua	
247	尚·上品长生丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3550	1	5	6648	1	5	3007	1													5	19519	2	4	1048576																																					scripts/Craft/Include/Event.lua	
248	尚·上品凝神丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3283	1	5	6648	1	5	3007	1													5	19520	2	4	1048576																																					scripts/Craft/Include/Event.lua	
249	尚·上品亢龙丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3552	1	5	6648	1	5	3007	1													5	19521	2	4	1048576																																					scripts/Craft/Include/Event.lua	
250	尚·上品展凤丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3549	1	5	6648	1	5	3007	1													5	19522	2	4	1048576																																					scripts/Craft/Include/Event.lua	
251	尚·上品静心丸	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3550	1	5	6648	1	5	3007	1													5	19523	2	4	1048576																																					scripts/Craft/Include/Event.lua	
252	尚·上品活血丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3283	1	5	6648	1	5	3007	1													5	19898	2	4	1048576																																					scripts/Craft/Include/Event.lua	
253	尚·上品疏络丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3552	1	5	6648	1	5	3007	1													5	19899	2	4	1048576																																					scripts/Craft/Include/Event.lua	
254	尚·上品止血丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	10	0	5	19513	1	5	3549	1	5	3283	1	5	3007	1													5	19524	2	4	1048576																																					scripts/Craft/Include/Event.lua	
255	尚·上品活络丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	10	0	5	19513	1	5	3550	1	5	3552	1	5	3007	1													5	19525	2	4	1048576																																					scripts/Craft/Include/Event.lua	
256	尚·上品定志丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3283	1	5	6648	1	5	3007	1													5	19526	2	4	1048576																																					scripts/Craft/Include/Event.lua	
257	尚·上品玉露丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3552	1	5	6648	1	5	3007	1													5	19527	2	4	1048576																																					scripts/Craft/Include/Event.lua	
258	尚·上品万花丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3549	1	5	6648	1	5	3007	1													5	19528	2	4	1048576																																					scripts/Craft/Include/Event.lua	
259	尚·上品破秽丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3550	1	5	6648	1	5	3007	1													5	19529	2	4	1048576																																					scripts/Craft/Include/Event.lua	
260	尚·特品止血丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	10	0	5	19513	1	5	3549	1	5	3283	1	5	3007	1													5	20940	1	3	1048576																																					scripts/Craft/Include/Event.lua	
261	尚·特品活络丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	10	0	5	19513	1	5	3550	1	5	3552	1	5	3007	1													5	20941	1	3	1048576																																					scripts/Craft/Include/Event.lua	
262	淬腐针	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	40	0	5	19513	1	5	3283	1	5	6648	1	5	3008	1													5	20942	2	4	1048576																																					scripts/Craft/Include/Event.lua	
263	直木针	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	40	0	5	19513	1	5	3552	1	5	6648	1	5	3008	1													5	20943	2	4	1048576																																					scripts/Craft/Include/Event.lua	
264	苍·上品亢龙丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3549	1	5	6648	4	5	3007	1													5	22412	2	4	1048576																																					scripts/Craft/Include/Event.lua	
265	苍·上品展凤丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3550	1	5	6648	4	5	3007	1													5	22413	2	4	1048576																																					scripts/Craft/Include/Event.lua	
266	苍·上品静心丸	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3283	1	5	6648	4	5	3007	1													5	22414	2	4	1048576																																					scripts/Craft/Include/Event.lua	
267	苍·上品破秽丹	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3552	1	5	6648	4	5	3007	1													5	22415	2	4	1048576																																					scripts/Craft/Include/Event.lua	
268	苍·健体香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3283	1	5	6648	4	5	3007	1													5	22416	2	4	1048576																																					scripts/Craft/Include/Event.lua	
269	苍·提神香囊	81	7	10	90	1	0	344	0	0	0	0	-1	100	80	30	0	5	19513	1	5	3549	1	5	6648	4	5	3007	1													5	22417	2	4	1048576																																					scripts/Craft/Include/Event.lua	
270	护命丹	15	7	10	91	0	0	344	0	0	0	0	-1	25	80	20	0	5	24521	1	5	24519	15	5	6646	1																5	24250	1	1	1048576																																					scripts/Craft/Include/Event.lua	
271	补心丹	15	7	10	91	0	0	344	0	0	0	0	-1	25	80	20	0	5	24521	1	5	24520	15	5	6646	1																5	24253	1	1	1048576																																					scripts/Craft/Include/Event.lua	
272	点骨丹	15	7	10	91	0	0	344	0	0	0	0	-1	25	80	20	0	5	24521	1	5	24519	15	5	6646	1																5	24251	1	1	1048576																																					scripts/Craft/Include/Event.lua	
273	养神丹	15	7	10	92	0	0	344	0	0	0	0	-1	25	80	20	0	5	24521	1	5	24520	15	5	6646	1																5	24252	1	1	1048576																																					scripts/Craft/Include/Event.lua	
