ID	RoleType	Type	ShowID	Name	Des	IconID	FlipID	DefaultRGBA	Label
550	5	8	1	默认		5556		255;255;255;255	
551	5	8	2	剪水		5556		255;255;255;255	
552	5	8	3	星眸		5557		255;255;255;255	
553	5	8	4	秋水		5558		255;255;255;255	
554	5	8	5	横波		5559		255;255;255;255	
555	5	8	6	春水		5560		255;255;255;255	
556	5	8	7	凝睇		5561		255;255;255;255	
557	5	8	8	清泉		5562		158;194;215;255	
558	5	8	9	悬珠		5563		255;255;255;255	
559	5	8	10	朗星		5564		255;255;255;255	
560	5	8	11	点漆		5565		255;255;255;255	
561	5	8	12	桃花		5566		255;255;255;255	
562	5	8	13	写轮		5567		255;255;255;255	
563	5	8	14	相印		5568		255;255;255;255	
564	5	8	0	无		5816		255;255;255;255	
565	5	9	0	默认		5815		255;255;255;255	
566	5	9	132	马王爷		8957		182;164;114;255	2
567	5	9	133	不染		8958		210;170;162;255	2
568	5	9	134	别艳		8952		110;25;24;255	2
569	5	9	135	滴血		8960		38;31;25;255	2
570	5	9	136	狱蛇		8959		255;255;255;255	2
571	5	9	137	昂		8955		141;30;10;255	2
572	5	9	138	帅意贴		8956		0;0;0;255	2
573	5	9	139	慈悲		8954		224;199;142;255	2
574	5	9	140	踪		8953	141	248;189;171;255	2
575	5	9	142	熊来了		8951		99;95;94;255	2
576	5	9	122	百回叱咤		8878		0;0;0;255	
577	5	9	123	望空		8879		167;66;34;255	
578	5	9	124	形伤旧事		8880		0;0;0;255	
579	5	9	125	残阳里		8881		187;75;48;255	
580	5	9	126	寒声碎		8882		255;255;255;255	
581	5	9	127	魔夜挽花		8883		0;0;0;255	
582	5	9	128	中宵寐		8884		0;0;0;255	
583	5	9	129	煌煌遗踪		8885		0;0;0;255	
584	5	9	130	秋寂		8887		255;255;255;255	
585	5	9	131	戏言峥嵘		8886		79;60;44;255	
586	5	9	117	枯荣		8279		255;255;255;255	
587	5	9	118	庭翼		8281		255;255;255;255	
588	5	9	119	菊踪		8282		255;255;255;255	
589	5	9	120	荣芳		8283		255;255;255;255	
590	5	9	121	金莲开		8277		182;152;102;255	
591	5	9	112	广交		7960		166;158;152;255	
592	5	9	113	飞轩		7959		166;158;152;255	
593	5	9	114	莲生		7964		166;158;152;255	
594	5	9	115	鲛鲸		7962		137;112;100;255	
595	5	9	116	垂眼		7958		136;122;116;255	
596	5	9	110	[六周年特别版]盾舞		7090		0;0;0;255	
597	5	9	111	祥云		7091		229;217;209;255	
598	5	9	107	中征		6996		194;194;194;255	
599	5	9	109	晴敛		6997	108	107;108;151;255	
600	5	9	105	凤尾		6791	106	85;70;42;255	
601	5	9	92	[五周年特别版]阴阳		6260		109;115;168;255	
602	5	9	93	[五周年特别版]素问		6267	94	93;136;141;255	
603	5	9	95	[五周年特别版]奇门遁甲 		6265	96	33;54;74;255	
604	5	9	97	[五周年特别版]大唐魂		6266		200;66;61;255	
605	5	9	98	[五周年特别版]莲华佛缘		6264		255;255;255;255	
606	5	9	99	[五周年特别版]妙舞		6263		194;95;97;255	
607	5	9	100	[五周年特别版]幻蛛		6268		97;65;96;255	
608	5	9	101	[五周年特别版]剑魄		6259		237;202;123;255	
609	5	9	102	[五周年特别版]光明火		6262		148;43;55;255	
610	5	9	103	[五周年特别版]降龙		6261	104	52;57;122;255	
611	5	9	1	一点红		5683		198;89;80;255	
612	5	9	2	冷香		5685		196;56;97;255	
613	5	9	3	锦上		5686		177;78;62;255	
614	5	9	4	菡萏		5691		255;255;255;255	
615	5	9	5	月夕		5692		255;255;255;255	
616	5	9	6	般若		5693		107;92;75;255	
617	5	9	7	金刚		5694		107;92;75;255	
618	5	9	8	恋		5698	9	215;99;72;255	
619	5	9	10	清霜醉		5702	11	246;212;215;255	
620	5	9	12	纷落		5703	13	246;212;215;255	
621	5	9	14	一剪梅		5704	15	246;212;215;255	
622	5	9	16	奈何		5706	17	0;0;0;255	
623	5	9	18	黄泉		5707	19	119;18;0;255	
624	5	9	20	蛮王		5708		221;79;53;255	
625	5	9	21	孤云出岫		5709		153;37;26;255	
626	5	9	22	惊鸿一瞥		5710		114;48;55;255	
627	5	9	23	战神		5712	24	99;23;20;255	
628	5	9	25	不败战神		5712		99;23;20;255	
629	5	9	26	喵		5713		95;55;53;255	
630	5	9	27	浮世绘		5715		0;0;0;255	
631	5	9	28	怒		5717	29	95;74;43;255	
632	5	9	30	腼腆		5719		255;255;255;255	
633	5	9	31	忘忧		5721	32	232;220;189;255	
634	5	9	33	发		5727		215;0;15;255	
635	5	9	34	囚		5728		0;0;0;255	
636	5	9	35	死		5729		0;0;0;255	
637	5	9	36	玩		5730		215;0;15;255	
638	5	9	37	归去来兮		5722	38	37;29;29;255	
639	5	9	39	墨凤		5723		37;29;29;255	
640	5	9	40	墨龙		5724	41	37;29;29;255	
641	5	9	42	龙啸九天		5725	43	37;29;29;255	
642	5	9	44	断戟		5679	45	140;99;90;255	
643	5	9	46	烽烟		5680	47	140;99;90;255	
644	5	9	48	无双		5681		90;90;90;255	
645	5	9	49	汗		5696		90;90;90;255	
646	5	9	50	熊猫眼		6040		0;0;0;255	
647	5	9	51	血仇		6041	52	154;35;35;255	
648	5	9	53	二郎神		6033		0;0;0;255	
649	5	9	54	拆		6029		210;40;40;255	
650	5	9	55	小哈		6039		255;255;255;255	
651	5	9	56	巴掌		6038		154;35;35;255	
652	5	9	57	脚印		6036		0;0;0;255	
653	5	9	58	痛扁		6028		141;102;103;255	
654	5	9	59	芳华		6035	60	253;175;175;255	
655	5	9	61	霜锋		6031		109;69;51;255	
656	5	9	62	入魔		6081		103;66;53;255	
657	5	9	63	紫蝶		6088	64	187;135;187;255	
658	5	9	65	景云		6085		155;41;24;255	
659	5	9	66	雀斑		6091		189;156;135;255	
660	5	9	67	血煞		6093	68	87;0;0;255	
661	5	9	69	血煞修罗		6093		87;0;0;255	
662	5	9	70	阴符		6092	71	51;42;37;255	
663	5	9	72	天目		6086		90;0;0;255	
664	5	9	73	血瞳		6087		101;10;9;255	
665	5	9	74	森罗		6090	75	177;0;0;255	
666	5	9	76	森罗万象		6090		177;0;0;255	
667	5	9	77	錦鲤		6089	78	246;226;238;255	
668	5	9	79	内牛满面		6131		213;194;185;255	
669	5	9	80	花愁		6132		0;0;0;255	
670	5	9	81	菱眼		6136		0;0;0;255	
671	5	9	82	纤横		6130		70;60;53;255	
672	5	9	83	有凤来仪		6127		184;11;0;255	
673	5	9	84	狠戾		6133		173;129;107;255	
674	5	9	85	习目		6135	86	0;0;0;255	
675	5	9	87	羽目		6135		0;0;0;255	
676	5	9	88	鬼面		6128		175;33;16;255	
677	5	9	89	邪魅		6134		0;0;0;255	
678	5	9	90	蜈蚣		6129	91	0;0;0;255	
679	6	0	1	默认		5817		209;168;151;255	
680	6	0	2	冰肌		5818		209;168;151;255	
681	6	0	3	桃李		5819		209;168;151;255	
682	6	0	4	凝脂		5820		209;168;151;255	
683	6	1	1	默认		5841		40;34;25;255	
684	6	1	2	蟾宫		5841		40;34;25;255	
685	6	1	3	秋练		5842		69;64;48;255	
686	6	1	4	玄烛		5843		89;64;63;255	
687	6	1	5	白露		5844		157;161;132;255	
688	6	1	6	琳琅		5845		89;90;80;255	
689	6	1	7	望舒		5846		49;40;34;255	
690	6	1	8	猫眼		5847		122;73;32;255	
691	6	1	9	浮图		5848		106;105;113;255	
692	6	2	1	默认		5841		40;34;25;255	
693	6	2	2	蟾宫		5841		40;34;25;255	
694	6	2	3	秋练		5842		69;64;48;255	
695	6	2	4	玄烛		5843		89;64;63;255	
696	6	2	5	白露		5844		157;161;132;255	
697	6	2	6	琳琅		5845		89;90;80;255	
698	6	2	7	望舒		5846		49;40;34;255	
699	6	2	8	猫眼		5847		122;73;32;255	
700	6	2	9	浮图		5848		106;105;113;255	
701	6	3	0	默认		5815		255;255;255;255	
702	6	3	1	卿暮		5773		161;115;92;255	
703	6	3	2	墨韵		5774		132;95;82;255	
704	6	3	3	云絮		5775		145;40;74;255	
705	6	3	4	粉黛		5776		169;58;73;255	
706	6	3	5	惑心		5777		167;51;76;255	
707	6	3	6	蝶恋花		5778		153;96;172;255	
708	6	3	7	罗刹		5779		123;87;80;255	
709	6	3	8	羽焰		5780		185;83;86;255	
710	6	3	9	紫颜		5781		134;77;141;255	
711	6	3	10	百媚		5782		165;84;82;255	
712	6	3	11	幽楚		5783		143;96;80;255	
713	6	3	12	一颦		7085		121;36;34;255	2
714	6	3	13	飞嫣		7086		155;40;46;255	2
715	6	4	1	默认		5731		0;0;0;255	
716	6	4	2	无识		5731		0;0;0;255	
717	6	4	3	隽秀		5732		0;0;0;255	
718	6	4	4	上弦		5733		0;0;0;255	
719	6	4	5	隽秀		5734		0;0;0;255	
720	6	4	6	慵然		5735		68;51;51;255	
721	6	4	7	新月		5736		0;0;0;255	
722	6	4	8	望月		5737		0;0;0;255	
723	6	4	9	下弦		5738		0;0;0;255	
724	6	4	10	满月		5739		0;0;0;255	
725	6	4	11	韶光		5740		0;0;0;255	
726	6	5	1	默认		5623		0;0;0;255	
727	6	5	2	小山眉		5623		0;0;0;255	
728	6	5	3	嫦娥眉		5624		0;0;0;255	
729	6	5	4	一字眉		5625		0;0;0;255	
730	6	5	5	细横眉		5626		0;0;0;255	
731	6	5	6	标准		5627		0;0;0;255	
732	6	5	7	上挑眉		5628		0;0;0;255	
733	6	5	8	清纯眉		5629		94;69;56;255	
734	6	5	9	清秀眉		5630		85;60;53;255	
735	6	5	10	秋娘眉		5631		0;0;0;255	
736	6	5	11	淡眉		5632		0;0;0;255	
737	6	5	12	巾帼眉		5633		0;0;0;255	
738	6	5	13	朴素眉		5634		0;0;0;255	
739	6	5	14	宽横眉		5635		0;0;0;255	
740	6	5	15	细眉		5636		98;74;60;255	
741	6	5	16	直眉		5637		0;0;0;255	
742	6	5	17	厚直眉		5638		114;82;56;255	
743	6	5	18	黛尾		6382		255;255;255;255	
744	6	5	19	淡霜		6383		255;255;255;255	
745	6	5	20	迭雪		6384		255;255;255;255	
746	6	5	21	雪叶		6385		255;255;255;255	
747	6	5	22	素牙		6386		255;255;255;255	
748	6	5	23	湮月		7081		0;0;0;255	2
749	6	5	0	无		5815		255;255;255;255	
750	6	6	0	默认		5815		255;255;255;255	
751	6	6	1	暖蓉		5548		240;140;124;255	
752	6	6	2	小雅		5549		222;131;122;255	
753	6	6	3	含羞		5550		230;146;122;255	
754	6	6	4	采薇		5551		231;131;116;255	
755	6	6	5	淡舒		5552		225;125;115;255	
756	6	6	6	子衿		5553		228;115;112;255	
757	6	6	7	刻铭		5554		240;98;99;255	
758	6	6	8	点妆		5555		231;101;99;255	
759	6	6	9	酒糟鼻		5549		222;131;122;255	2
760	6	7	1	默认		5569		163;73;64;255	
761	6	7	2	言笑		5569		163;73;64;255	
762	6	7	3	生光		5570		167;82;75;255	
763	6	7	4	初亏		5571		168;85;84;255	
764	6	7	5	伴影		5572		173;83;79;255	
765	6	7	6	解颐		5573		196;107;97;255	
766	6	7	7	少情		5574		180;81;74;255	
767	6	7	8	云兮		5575		188;105;102;255	
768	6	7	9	迷心		5576		172;105;106;255	
769	6	7	10	文静		5577		182;123;123;255	
770	6	8	1	默认		5556		0;0;0;255	
771	6	8	2	剪水		5556		0;0;0;255	
772	6	8	3	星眸		5557		0;0;0;255	
773	6	8	4	秋水		5558		0;0;0;255	
774	6	8	5	横波		5559		0;0;0;255	
775	6	8	6	春水		5560		0;0;0;255	
776	6	8	7	凝睇		5561		0;0;0;255	
777	6	8	8	清泉		5562		158;194;215;255	
778	6	8	9	悬珠		5563		0;0;0;255	
779	6	8	10	朗星		5564		0;0;0;255	
780	6	8	11	点漆		5565		0;0;0;255	
781	6	8	12	桃花		5566		0;0;0;255	
782	6	8	13	写轮		5567		0;0;0;255	
783	6	8	14	相印		5568		0;0;0;255	
784	6	8	0	无		5816		0;0;0;255	
785	6	9	0	默认		5815		255;255;255;255;255	
786	6	9	131	马王爷		8957		182;164;114;255	2
787	6	9	132	不染		8958		210;170;162;255	2
788	6	9	133	别艳		8952		110;25;24;255	2
789	6	9	134	滴血		8960		38;31;25;255	2
790	6	9	135	狱蛇		8959		255;255;255;255	2
791	6	9	136	昂		8955		141;30;10;255	2
792	6	9	137	帅意贴		8956		0;0;0;255	2
793	6	9	138	慈悲		8954		224;199;142;255	2
794	6	9	139	踪		8953	140	248;189;171;255	2
795	6	9	141	熊来了		8951		99;95;94;255	2
796	6	9	121	百回叱咤		8878		0;0;0;255	
797	6	9	122	望空		8879		167;66;34;255	
798	6	9	123	形伤旧事		8880		0;0;0;255	
799	6	9	124	残阳里		8881		187;75;48;255	
800	6	9	125	寒声碎		8882		255;255;255;255	
801	6	9	126	魔夜挽花		8883		0;0;0;255	
802	6	9	127	中宵寐		8884		0;0;0;255	
803	6	9	128	煌煌遗踪		8885		0;0;0;255	
804	6	9	129	秋寂		8887		255;255;255;255	
805	6	9	130	戏言峥嵘		8886		79;60;44;255	
806	6	9	116	枯荣		8279		255;255;255;255	
807	6	9	117	庭翼		8281		255;255;255;255	
808	6	9	118	菊踪		8282		255;255;255;255	
809	6	9	119	荣芳		8283		255;255;255;255	
810	6	9	120	金莲开		8277		182;152;102;255	
811	6	9	111	映带		7966		122;65;120;255	
812	6	9	112	海砂		7961		144;149;143;255	
813	6	9	113	惊蝶		7963		127;73;125;255	
814	6	9	114	幽离		7965		127;73;125;255	
815	6	9	115	湘梅		7967		166;158;152;255	
816	6	9	109	[六周年特别版]盾舞		7090		0;0;0;255	
817	6	9	110	祥云		7091		229;217;209;255	
818	6	9	106	中征		6996		194;194;194;255	
819	6	9	108	晴敛		6997	107	107;108;151;255	
820	6	9	99	碧翠		6788	98	61;119;77;255	
821	6	9	100	浅游		6789	101	66;127;151;255	
822	6	9	102	绕藤		6790	103	115;158;64;255	
823	6	9	104	萤蝶		6792	105	81;148;144;255	
824	6	9	86	[五周年特别版]阴阳		6260		109;115;168;255	
825	6	9	87	[五周年特别版]素问		6267	88	93;136;141;255	
826	6	9	89	[五周年特别版]奇门遁甲 		6265	90	33;54;74;255	
827	6	9	91	[五周年特别版]大唐魂		6266		200;66;61;255	
828	6	9	92	[五周年特别版]妙舞		6263		194;95;97;255	
829	6	9	93	[五周年特别版]幻蛛		6268		97;65;96;255	
830	6	9	94	[五周年特别版]剑魄		6259		237;202;123;255	
831	6	9	95	[五周年特别版]光明火		6262		148;43;55;255	
832	6	9	96	[五周年特别版]降龙		6261	97	52;57;122;255	
833	6	9	1	一点红		5683		198;89;80;255	
834	6	9	2	新蕊		5684		172;83;90;255	
835	6	9	3	冷香		5685		196;56;97;255	
836	6	9	4	锦上		5686		177;78;62;255	
837	6	9	5	六出		5688		195;77;107;255	
838	6	9	6	月夕		5692		255;255;255;255	
839	6	9	7	戏蝶		5697	8	197;110;102;255	
840	6	9	9	恋		5698	10	215;99;72;255	
841	6	9	11	国色天香		5699	12	246;100;106;255	
842	6	9	13	灼灼		5700	14	246;100;106;255	
843	6	9	15	笑春风		5701	16	246;100;106;255	
844	6	9	17	清霜醉		5702	18	246;212;215;255	
845	6	9	19	纷落		5703	20	246;212;215;255	
846	6	9	21	一剪梅		5704	22	208;144;139;255	
847	6	9	23	孤云出岫		5709		153;37;26;255	
848	6	9	24	惊鸿一瞥		5710		114;48;55;255	
849	6	9	25	泪		5714		0;0;0;255	
850	6	9	26	无泪		5714		0;0;0;255	
851	6	9	27	美人痣		5714		0;0;0;255	
852	6	9	28	奈何		5706	29	0;0;0;255	
853	6	9	30	浮世绘		5715		95;55;53;255	
854	6	9	31	佳人		5720	32	255;70;98;255	
855	6	9	33	汗		5695		90;90;90;255	
856	6	9	34	忘忧		5721	35	255;255;255;255	
857	6	9	36	怒		5717	37	0;0;0;255	
858	6	9	38	喵		5713		0;0;0;255	
859	6	9	39	黄泉		5707	40	119;18;0;255	
860	6	9	41	死		5729		0;0;0;255	
861	6	9	42	发		5727		135;3;0;255	
862	6	9	43	囚		5728		0;0;0;255	
863	6	9	44	玩		5730		223;0;15;255	
864	6	9	45	腼腆		5719		204;61;50;255	
865	6	9	46	小哈		6039		255;255;255;255	
866	6	9	47	血仇		6041	48	154;35;35;255	
867	6	9	49	拆		6029		210;40;40;255	
868	6	9	50	巴掌		6038		154;35;35;255	
869	6	9	51	脚印		6036		0;0;0;255	
870	6	9	52	二郎神		6033		0;0;0;255	
871	6	9	53	痛扁		6028		141;102;103;255	
872	6	9	54	芳华		6035	55	253;175;175;255	
873	6	9	56	簪缨		6034		253;175;175;255	
874	6	9	57	霜锋		6031		109;69;51;255	
875	6	9	58	紫蝶		6088	59	187;135;187;255	
876	6	9	60	景云		6085		155;41;24;255	
877	6	9	61	北斗		6082		203;152;37;255	
878	6	9	62	雀斑		6091		189;156;135;255	
879	6	9	63	入魔		6081		103;66;53;255	
880	6	9	64	阴符		6092	65	51;42;37;255	
881	6	9	66	天目		6086		90;0;0;255	
882	6	9	67	血瞳		6087		101;10;9;255	
883	6	9	68	森罗		6090	69	177;0;0;255	
884	6	9	70	森罗万象		6090		177;0;0;255	
885	6	9	71	錦鲤		6089	72	246;226;238;255	
886	6	9	73	内牛满面		6131		213;194;185;255	
887	6	9	74	花愁		6132		0;0;0;255	
888	6	9	75	菱眼		6136		0;0;0;255	
889	6	9	76	纤横		6130		70;60;53;255	
890	6	9	77	有凤来仪		6127		184;11;0;255	
891	6	9	78	狠戾		6133		173;129;107;255	
892	6	9	79	习目		6135	80	0;0;0;255	
893	6	9	81	羽目		6135		0;0;0;255	
894	6	9	82	鬼面		6128		175;33;16;255	
895	6	9	83	邪魅		6134		0;0;0;255	
896	6	9	84	蜈蚣		6129	85	0;0;0;255	

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
