ID	Name	DisplayName	Perform	Broadcast	MaxLootRange	bCanPK	bCanDuel	Type	MaxCopyCount	FarmerMaxCopyCount	MinPlayerCount	MaxPlayerCount	MaxFullLevelPlayerCount	MaxFarmerCount	KeepTime	ManualReset	RefreshCycle	RefreshOffset	MapDrop	ReviveInSitu	UseLastEntry	LimitTimes	BanSkillMask	BattleRelationMask	RevieCycle	AllScenePlayerInFight	ResourcePath	LoginIntervalTime	PreQueuePlayerCount	DoNotGoThroughRoof	QuestCountAchID	CampType	FightList	NeedCampBuff	MaxMapLevel	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	MapCostThew	InvalidBuffMask	SingleMap	BanChangeTalent	CanSprint	DisableChangeEquip	DisableTalk	QueueForSwitchWhenFull	CampQueue	MaxNeutralPlayerCount	MaxGoodPlayerCount	MaxEvilPlayerCount	InvalidEnchantMask	ForceCheckProgress	IsTongWarMap
127	天山碎冰谷	天山碎冰谷	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\天山碎冰谷\天山碎冰谷.map	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
128	乐山大佛窟	乐山大佛窟	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\乐山大佛窟\乐山大佛窟.map	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
129	华山之巅	华山之巅	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\华山之巅\华山之巅.map	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
130	英雄荻花洞窟	英雄荻花洞窟	100	3	6	0	0	1	256		1	25			2	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄荻花洞窟\英雄荻花洞窟.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
131	持国天王回忆录	持国天王回忆录	100	3	4	0	0	1	320		1	10			2	0	4320	420		0	1	0	131	0	0	0	data\source\maps\持国天王回忆录\持国天王回忆录.map	0	0	1		1	1	0								0		131	0	0	0			1	0	0	0	0	1	1	
133	25人英雄烛龙殿	25人英雄烛龙殿	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人英雄烛龙殿\25人英雄烛龙殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
134	烛龙殿	烛龙殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\烛龙殿\烛龙殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
135	三国古战场	三国古战场	100	4	5	0	0	2	512		1	34			2	0	0	0		0	1	0	0	2	160	0	data\source\maps\三国古战场\三国古战场.map	0	0	0		5	0	0		0	0	0	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0	
136	会战唐门	会战唐门	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\会战唐门\会战唐门.map	0	0	1		1	1	0		0	0	0	0	0		0		131	0	0	0			1	0	0	0	0	1	1	
137	大漠楼兰	大漠楼兰	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	1	0	8	2	0	0	data\source\maps\大漠楼兰\大漠楼兰.map	0	0	0		4	1	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
138	25人英雄会战唐门	25人英雄会战唐门	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\25人英雄会战唐门\25人英雄会战唐门.map	0	0	1		1	1	0		0	0	0	0	0		0		131	0	0	0			1	0	0	0	0	1	1	
139	枫华谷_安史之乱	枫华谷·战乱	100	1	2	1	1	0	1		1	1800	1650		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\枫华谷_安史之乱\枫华谷_安史之乱.map	0	0	0	3478	5	0	0		1	0	0	0	0	1	0		64	0	0	1			1	0	0	0	0	2	0	
140	南诏皇宫	南诏皇宫	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\南诏皇宫\南诏皇宫.map	0	0	1		1	1	0		0	0	0	0	0		0		131	0	0	0			1	0	0	0	0	1	1	
141	光明顶秘道	光明顶秘道	100	3	4	0	0	1	320		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\光明顶秘道\光明顶秘道.map	0	0	1		1	0	0		0	0	0	0	0	0	0	90	131	0	0	0			1	0	0	0	0	1	1	
142	低级光明顶秘道	低级光明顶秘道	100	3	4	0	0	1	128		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\低级光明顶秘道\低级光明顶秘道.map	0	0	1		1	1	0		0	0	0	0	0	0	0	50	131	0	0	0			1	0	0	0	0	1	1	
143	试炼秘境1	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境1\试炼秘境1.map	0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0	
144	试炼秘境2	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境2\试炼秘境2.map	0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0	
145	试炼秘境3	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境3\试炼秘境3.map	0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0	
146	试炼秘境4	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境4\试炼秘境4.map	0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0	
147	试炼秘境5	试炼之地	100	1	2	0	0	1	1024		1	1			1	1	0	0		0	0	0	32	0	0	0	data\source\maps\试炼秘境5\试炼秘境5.map	0	0	0		1	0	0	0	0	0	2	0	0	0	0		32	1	0	0			1	0	0	0	0	1	0	
148	英雄持国回忆录	英雄持国回忆录	100	3	4	0	0	1	320		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄持国回忆录\英雄持国回忆录.map	0	0	1		1	1	0								0		131	0	0	0			1	0	0	0	0	1	1	
149	帮会约战	雪原争锋	100	4	5	0	0	2	2048		1	54			2	0	0	0		0	1	0	256	216	160	0	data\source\maps\帮会约战\帮会约战.map	0	0	0		5	0	0		0	0	0	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0	1
150	明教	明教	100	1	2	1	1	0	1		1	1800	1500		10	0	0	0	13	1	0	0	0	0	0	0	data\source\maps\明教\明教.map	0	0	0	3294	1	0	0		0	0	0	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0	
151	洛阳_安史之乱	洛阳·战乱	100	1	2	1	1	0	1		1	1800	1650		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\洛阳_安史之乱\洛阳_安史之乱.map	0	0	0	3460	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0	
152	大唐监狱	大唐监狱	100	1	2	1	1	0	1		1	1500			10	0	0	0		1	0	0	64	2	0	0	data\source\maps\大唐监狱\大唐监狱.map	0	0	0		4	0	0		0	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0	
153	马嵬驿	马嵬驿	100	1	2	1	1	0	1		1	1500			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\马嵬驿\马嵬驿.map	0	0	0	3484	5	0	0	0	1	0	0	0	0	1	1		64	0	0	1			1	0	0	0	0	2	0	
155	英雄南诏皇宫	英雄南诏皇宫	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄南诏皇宫\英雄南诏皇宫.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
156	长安_安史之乱	长安·战乱	100	1	2	1	1	0	1		1	1800	1250		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\长安_安史之乱\长安_安史之乱.map	0	0	0	3466	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0	
157	英雄一线天	英雄一线天	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄一线天\英雄一线天.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
158	天策_安史之乱	天策·战乱	100	1	2	1	1	0	1		1	1800	1500		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\天策_安史之乱\天策_安史之乱.map	0	0	0	3472	1	0	0	0	0	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0	
159	丐帮	丐帮	100	1	2	1	1	0	1		1	1200	1000		10	0	0	0	14	1	0	0	0	0	0	0	data\source\maps\丐帮\丐帮.map	0	0	0	3454	1	0	0		0	0	0	0	0	0	0		131	0	0	1			1	0	0	0	0	2	0	
160	战宝军械库	战宝军械库	100	3	6	0	0	1	256		1	10			2	0	4320	420		0	1	0	131	0	0	0	data\source\maps\战宝军械库\战宝军械库.map	0	0	1		1	1	0		0	0	0	0	0		0		131	0	0	0			1	0	0	0	0	1	1	
161	华清宫	华清宫	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\华清宫\华清宫.map	0	0	1		1	0	0		0	0	0	0	0	0	0	75	131	0	0	0			1	0	0	0	0	1	1	
162	英雄华清宫	英雄华清宫	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄华清宫\英雄华清宫.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
163	华清宫回忆录	华清宫回忆录	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\华清宫回忆录\华清宫回忆录.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
164	大明宫	大明宫	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\大明宫\大明宫.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
165	英雄大明宫	英雄大明宫	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄大明宫\英雄大明宫.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
167	一线天	一线天	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\一线天\一线天.map	0	0	1		1	0	0		0	0	0	0	0	0	0	75	131	0	0	0			1	0	0	0	0	1	1	
169	流离岛	流离岛	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\流离岛\流离岛.map	0	0	1		1	0	0		0	0	0	0	0	0	0	40	131	0	0	0			1	0	0	0	0	1	1	
170	英雄流离岛	英雄流离岛	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄流离岛\英雄流离岛.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
171	英雄战宝军械库	英雄战宝军械库	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄战宝军械库\英雄战宝军械库.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
172	长安内城	长安城	100	1	2	0	1	0	1		1	1800	1750		10	0	0	0		1	0	0	16	0	0	0	data\source\maps\长安内城\长安内城.map	0	0	0	3847	1	0	0		0	1	0	1	0	0	1		16	0	0	0			1	0	0	0	0	2	0	
173	齐物阁	齐物阁	100	4	3	0	0	2	512		1	27			2	0	0	0		0	1	0	8	1	0	0	data\source\maps\齐物阁\齐物阁.map	0	0	0		5	0	0		0	0	1	0	0	0	0		8	0	0	0	1	1	1	0	0	0	0	2	0	
174	迷仙引	迷仙引	100	1	2	0	0	1	1024		1	2			10	0	0	0		1	0	0	131	0	0	0	data\source\maps\迷仙引\迷仙引.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
175	血战天策	血战天策	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\血战天策\血战天策.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
176	英雄血战天策	英雄血战天策	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄血战天策\英雄血战天策.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
177	风雪稻香村	风雪稻香村	100	3	6	0	0	1	256		1	10			10	0	4320	420	16	0	1	0	128	0	0	0	data\source\maps\风雪稻香村\风雪稻香村.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
178	英雄风雪稻香村	英雄风雪稻香村	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄风雪稻香村\英雄风雪稻香村.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1	0	0	0	0	1	1	
179	直城门	直城门	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\直城门\直城门.map	0	0	1		1	0	0		0	0	0	0	0	0	0	130	131	0	0				1	0	0	0	0	1	1	
181	狼影殿	狼影殿	100	4	3	0	0	2	512		1	45			2	0	0	0		0	1	0	8	475	0	0	data\source\maps\狼影殿\狼影殿.map	0	0	0		5	0	0		0	0	1	0	0	0	0		8	0	0	0	1	1	1	0	0	0	0	2	0	
182	秦皇陵	秦皇陵	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\秦皇陵\秦皇陵.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
183	英雄秦皇陵	英雄秦皇陵	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄秦皇陵\英雄秦皇陵.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
184	墨家秘殿	墨家秘殿	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\墨家秘殿\墨家秘殿.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0				1	0	0	0	0	1	1	
186	冷香丘	浮香丘	100	4	5	0	0	2	512		1	34			2	0	0	0		0	1	0	0	2	160	0	data\source\maps\冷香丘\冷香丘.map	0	0	0		5	0	0		0	0	0	0	0	0	0		256	0	0	1			1	0	0	0	0	2	0	
187	春明门	春明门	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\春明门\春明门.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
189	寻宝洞_野人谷	藏宝洞·野人谷	100	2	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\寻宝洞_野人谷\寻宝洞_野人谷.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
190	寻宝洞_夜狼山	藏宝洞·夜狼山	100	2	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\寻宝洞_夜狼山\寻宝洞_夜狼山.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
191	太原之战_夜守孤城	太原之战·夜守孤城	100	4	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\太原之战_夜守孤城\太原之战_夜守孤城.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
192	太原之战_逐虎驱狼	太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\太原之战_逐虎驱狼\太原之战_逐虎驱狼.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
193	苍云	苍云	100	1	2	1	1	0	1		1	1800	1500		10	0	0	0	17	1	0	0	0	0	0	0	data\source\maps\苍云\苍云.map	0	0	0	4311	1	0	0	0	0	0	0	0	0	0	0	50	131	0	0	1			1	0	0	0	0	2	0	
194	太原	太原	100	1	2	0	1	0	1		1	1200			10	0	0	0	18	1	0	0	16	0	0	0	data\source\maps\太原\太原.map	0	0	0	4317	1	0	0		0	1	0	1	0	0	1		16	0	0	1			1	0	0	0	0	2	0	
195	雁门关之役	雁门关之役	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\雁门关之役\雁门关之役.map	0	0	1		1	0	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
196	普通雁门关之役	普通雁门关之役	100	3	4	0	0	1	320		1	5			10	1	1440	420		0	1	0	128	0	0	0	data\source\maps\普通雁门关之役\普通雁门关之役.map	0	0	1		1	0	0		0	0	0	0	0	0	0	50	131	0	0	0			1	0	0	0	0	1	1	
197	苍云血誓	苍云	100	1	2	1	1	0	1		1	1550	1500		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\苍云血誓\苍云血誓.map	0	0	0	4311	1	0	0	0	0	0	0	0	0	0	0	50	131	0	0	1			1	0	0	0	0	2	0	
198	英雄太原之战_夜守孤城	英雄太原之战·夜守孤城	100	4	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄太原之战_夜守孤城\英雄太原之战_夜守孤城.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
199	英雄太原之战_逐虎驱狼	英雄太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄太原之战_逐虎驱狼\英雄太原之战_逐虎驱狼.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
200	璨翠海厅	璨翠海厅	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\璨翠海厅\璨翠海厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0	120	131	0	0	0			1	0	0	0	0	1	1	
203	天泣林	天泣林	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\天泣林\天泣林.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
204	阴山圣泉	阴山圣泉	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\阴山圣泉\阴山圣泉.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
205	挑战太原之战_夜守孤城	挑战太原之战·夜守孤城	100	4	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\挑战太原之战_夜守孤城\挑战太原之战_夜守孤城.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
206	挑战太原之战_逐虎驱狼	挑战太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战太原之战_逐虎驱狼\挑战太原之战_逐虎驱狼.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
209	梵空禅院	梵空禅院	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\梵空禅院\梵空禅院.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
211	10人挑战太原之战_夜守孤城	10人挑战太原之战·夜守孤城	100	4	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\10人挑战太原之战_夜守孤城\10人挑战太原之战_夜守孤城.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
212	10人挑战太原之战_逐虎驱狼	10人挑战太原之战·逐虎驱狼	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战太原之战_逐虎驱狼\10人挑战太原之战_逐虎驱狼.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
213	长歌门	长歌门	100	2	2	1	1	0	1		1	1200	1000	100	10	0	0	0	19	1	0	0	0	0	0	0	data\source\maps\长歌门\长歌门.map	0	0	0	4985	1	0	0	0	0	0	0	0	0	0	0	50	131	0	0	1			1	0	0	0	0	2		
214	五台山	五台山	100	1	2	1	1	0	1		1	1200	1000	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\五台山\五台山.map	0	0	0	4991	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2		
215	千岛湖	千岛湖	100	1	2	1	1	0	1		1	1200	1000	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\千岛湖\千岛湖.map	0	0	0	4997	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2		
216	阴山大草原	阴山大草原	100	1	2	1	1	0	1		1	1200	1000	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\阴山大草原\阴山大草原.map	0	0	0	5009	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2		
217	黑戈壁	黑戈壁	100	1	2	1	1	0	1		1	1000	800	50	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\黑戈壁\黑戈壁.map	0	0	0	5003	4	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2		
218	引仙水榭	引仙水榭	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\引仙水榭\引仙水榭.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
219	微山书院	微山书院	100	3	4	0	0	1	256		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\微山书院\微山书院.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	50	131	0	0	0								1	1	
220	永王行宫_仙侣庭园	永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\永王行宫_仙侣庭园\永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
221	永王行宫_花月别院	永王行宫_花月别院	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\永王行宫_花月别院\永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
222	挑战璨翠海厅	挑战璨翠海厅	100	3	4	0	0	1	400		1	5			10	0	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战璨翠海厅\挑战璨翠海厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
224	英雄天泣林	英雄天泣林	100	3	4	0	0	1	1024		1	5			3	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄天泣林\英雄天泣林.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
225	英雄微山书院	英雄微山书院	100	3	4	0	0	1	1024		1	5			3	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄微山书院\英雄微山书院.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
227	英雄阴山圣泉	英雄阴山圣泉	100	3	4	0	0	1	1024		1	5			3	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄阴山圣泉\英雄阴山圣泉.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
228	英雄梵空禅院	英雄梵空禅院	100	3	4	0	0	1	1024		1	5			3	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄梵空禅院\英雄梵空禅院.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
229	英雄引仙水榭	英雄引仙水榭	100	3	4	0	0	1	1024		1	5			3	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄引仙水榭\英雄引仙水榭.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
230	英雄永王行宫_花月别院	英雄永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄永王行宫_花月别院\英雄永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
231	英雄永王行宫_仙侣庭园	英雄永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄永王行宫_仙侣庭园\英雄永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
232	帮会永王行宫_仙侣庭园	试炼永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会永王行宫_仙侣庭园\帮会永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
233	帮会永王行宫_花月别院	试炼永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会永王行宫_花月别院\帮会永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
234	10人挑战永王行宫_仙侣庭园	10人挑战永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战永王行宫_仙侣庭园\10人挑战永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
235	10人挑战永王行宫_花月别院	10人挑战永王行宫_花月别院	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战永王行宫_花月别院\10人挑战永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
236	25人挑战永王行宫_仙侣庭园	25人挑战永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人挑战永王行宫_仙侣庭园\25人挑战永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
237	25人挑战永王行宫_花月别院	25人挑战永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人挑战永王行宫_花月别院\25人挑战永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
238	青竹书院	青竹书院	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\青竹书院\青竹书院.map	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
