ID	Name	MapName	Kind	Level	ClassID	CraftID	CanOperateEach	IsSelectable	RemoveDelay	ReviveDelay	OpenPrepareFrame	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	RepresentID	SprintRepresentID	MoneyMin	MoneyMax	MoneyDropRate	CanPick	BarText	Script	OverLootFrame	DynamicObstacle	ProgressID	IndependentDrop	IndependentDropCount	IndependentDropType	AreaBroadcast	IdentityVisiableID
1448	艾草	恶人谷	3	1	1	0	0	1	2880	150	80		0		0		0		0													1024		0	0	1048576	1	采摘		1440							
1449	鳄鱼蛋	恶人谷	3	1	1	0	0	1	2880	150	80		0		0		0		0													920		0	0	1048576	1		scripts\Map\恶人谷\doodad\鳄鱼蛋.lua	1440							
1450	擂旗	云湖天池	7	1	1	0	0	1	2880	180	240		0		0		0		0													1021		0	0	1048576	1	夺旗	scripts\Map\云湖天池\doodad\加分.lua								
1451	止血草	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													746		0	0	1048576	1	采集									
1452	艾草	恶人谷	3	1	0	0	0	1	2880	150	80		0		0		0		0													1023		0	0	1048576	1	采割		1440		0					
1453	地图切换点	通用	8	1	1	0		0	2880	1	0		0		0		0		0													1026		0	0	1048576	1			1440		0					
1454	小土堆	浩气盟	3	1	1	0	1	1	2880	1	80		0		0		0		0													1028		0	0	1048576	1										
1455	雕文石板	日轮山城	3	1	0	0	0	0	0	0	0		0		0		0		0													1029		0	0	1048576	1			1440		0					
1456	绳锁类	日轮山城	3	1	0	0	0	1	0	0	0		0		0		0		0													1030		0	0	1048576	1			1440		0					
1457	冰柱	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													1031		0	0	1048576	1	收集									
1458	零散的骨头	龙门荒漠	8	1	0	0	0	1	0	0	0		0		0		0		0													1032		0	0	1048576	1			1440		0					
1459	红衣圣旗	龙门荒漠	8	1	0	0	0	1	0	0	0		0		0		0		0													1033		0	0	1048576	1			1440		0					
1460	鱼根草	日轮山城	3	1	3	0	0	1	160	5	48		0		0		0		0													1034		0	0	1048576	1			1440		0					
1461	冰柱	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													1031		0	0	1048576	1	收集									
1463	地图切换点	通用	8	1	1	0		0	2880	1	0		0		0		0		0													1050		0	0	1048576	1			1440		0					
1464	杜茎山	洛道	3	1	1	0	0	1	2880	150	80		0		0		0		0													1036		0	0	1048576	1			1440		0					
1465	水贯众	洛道	3	1	1	0	0	1	2880	150	80		0		0		0		0													1037		0	0	1048576	1			1440		0					
1466	烈酒	南屏山		1	0	0	0	1	2800	150	80		0		0		0		0													1038		0	0	1048576	1			1440		0					
1467	地图切换点	通用	8	1	1	0		0	2880	1	0		0		0		0		0													1035		0	0	1048576	1			1440		0					
1468	篝火	龙门荒漠	3	1	0	0	0	1	0	0	0		0		0		0		0													1040		0	0	1048576	1			1440		0					
1470	青	扬州	7	1	0	0	1	1		120	80		0		0		0		0													1042		0	0	1048576	1	采青	scripts\Map\扬州\Doodad\跳木柱采青.lua	1440		0					
1471	龙门峡谷	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1472	结冰的乱石	空雾峰	3	1	0	0	0	1	0	0	48		0		0		0		0													1044		0	0	1048576	1	正在搜索		1440		-1					
1473	女子衣物	瞿塘峡	3	1	1	0	0	1	2880	15	80		0		0		0		0													1045		0	0	1048576	1			1440		-1					
1474	龙门客栈	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1475	南戈壁	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1476	孔雀海	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1477	血衣魔鬼城	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1478	孔雀海	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1479	玉门关	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1480	银沙石林	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1481	大泉河谷	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1482	楼兰古城	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1483	楼兰内城	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1484	血衣迷谷	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1485	泉河谷地	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1486	血衣祭坛	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1487	大河源	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1488	龙背峡	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1489	玉门关	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1490	戈壁尽头	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1491	玉门关口	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1492	银沙海	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1493	沙石林	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1494	龙首峡	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1495	龙尾峡	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1496	望沙海	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1497	血衣监狱	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1498	牢笼	龙门荒漠	3	1	1	0	1	1	2880	10	80		0		0		0		0													1046		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\囚禁哈丽的牢笼.lua								
1500	静思堂宝箱	战宝迦兰	7	1					2880		80	战宝迦兰\gear_xiaoguai.tab	1	战宝迦兰\skillbook_xiaoguai.tab	1	战宝迦兰\skillmiji_xiaoguai.tab	1	战宝迦兰\craft_xiaoguai.tab	1	战宝迦兰\box_xiaoguai.tab	1											321		200000	200000			打开									
1501	讲经殿宝箱	战宝迦兰	7	1					2880		80	战宝迦兰\gear_xiaoguai.tab	1	战宝迦兰\skillbook_xiaoguai.tab	1	战宝迦兰\skillmiji_xiaoguai.tab	1	战宝迦兰\craft_xiaoguai.tab	1	战宝迦兰\box_xiaoguai.tab	1											321		200000	200000			打开									
1502	地牢宝箱	战宝迦兰	7	1					2880		80	战宝迦兰\gear_xiaoguai.tab	1	战宝迦兰\skillbook_xiaoguai.tab	1	战宝迦兰\skillmiji_xiaoguai.tab	1	战宝迦兰\craft_xiaoguai.tab	1	战宝迦兰\box_xiaoguai.tab	1											321		200000	200000			打开									
1503	罗汉殿宝箱	战宝迦兰	7	1					2880		80	战宝迦兰\gear_xiaoguai.tab	1	战宝迦兰\skillbook_xiaoguai.tab	1	战宝迦兰\skillmiji_xiaoguai.tab	1	战宝迦兰\craft_xiaoguai.tab	1	战宝迦兰\box_xiaoguai.tab	1											321		300000	300000			打开									
1504	前厅宝箱	战宝迦兰	7	1					2880		80	战宝迦兰\gear_xiaoguai.tab	1	战宝迦兰\skillbook_xiaoguai.tab	1	战宝迦兰\skillmiji_xiaoguai.tab	1	战宝迦兰\craft_xiaoguai.tab	1	战宝迦兰\box_xiaoguai.tab	1											321		200000	200000			打开									
1505	回廊宝箱	战宝迦兰	3	1					2880		80																					321					0	采取									
1506	木材	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													748		0	0	1048576	1										
1507	马齿苋	恶人谷	3	1	1	0	0	1	2881	150	80		0		0		0		0													1048		0	0	1048576	1	采摘		1440		-1					
1508	大水缸	恶人谷	3	1	1	0	0	1	1	60	80		0		0		0		0													1115		0	0	1048576	1	砸碎	scripts\Map\恶人谷\doodad\司马缸.lua	1440		-1					
1509	鸣沙山	龙门荒漠	13	1	0	0	1	1	0	0	0		0		0		0		0													1043		0	0	1048576	1										
1510	物品箱	战宝迦兰	3	1					2880		80																					745					0	采取									
1511	遗体	浩气盟	8	1	0	0	0	0	0	0	0		0		0		0		0													1051		0	0	1048576	1			1440		-1					
1512	蜘蛛卵	恶人谷	3	1	0	0	0	0	0	0	0		0		0		0		0													1053		0	0	1048576	0			1440		-1					
1513	装满肉的大锅	恶人谷	3	1	1		1		2880	1	80																					1054					1	下毒	scripts\Map\恶人谷\doodad\装满肉的大锅.lua								
1514	神机弩	天地三才阵	7	1	0	0	0	1	2880	1	80		0		0		0		0													1055		0	0	1048576	1			1440		-1					
1515	神机箭爆炸特效	天地三才阵	8	1	0	0	0	1	2880	0	80		0		0		0		0													1056		0	0	1048576	1			1440		-1					
1516	气场出现特效	天子峰	8	1	0	0	0	0	0	0	0		0		0		0		0													1057		0	0	1048576	0										
1517	刑具	昆仑	3	1	1	0	0	1		1	80		1		0		0		0													1059		0	0	1048576	1	将火钳烧红									
1518	囚笼	瞿塘峡	3	1	1	0	0		2880	60	80		0		0		0		0													1071		0	0	1048576	1			1440	1	-1					
1519	冰魂	昆仑	3	1	1	0	0	1	2880	30	80		0		0		0		0													1073		0	0	1048576	1	采集									
1520	腿骨	恶人谷	3	1	0	0	0	0	0	0	0		0		0		0		0													1072		0	0	1048576	0			1440		-1					
1521	大酒桶	日轮山城	3	1	0	0	0	1	0	0	0		0		0		0		0													1074		0	0	1048576	1			1440	1	-1					
1522	铜矿石	恶人谷	3	1	1	0	0	1	2880	150	80		0		0		0		0													1075		0	0	1048576	1			1440		-1					
1523	藏有信件的盒子	瞿塘峡	7	1	1	0	1	1	2880	1	320		0		0		0		0													1076		0	0	1048576	1	阅读信件	scripts\Map\瞿塘峡\doodad\雨卓承的信.lua	1440		-1					
1524	藏有信件的盒子	瞿塘峡	7	1	1	0	1	1	2880	1	320		0		0		0		0													1077		0	0	1048576	1	阅读信件	scripts\Map\瞿塘峡\doodad\楚霞影的信.lua	1440		-1					
1525	纯阳道袍	瞿塘峡	3	1	1	0	0	1	2880	1	80		0		0		0		0													1079		0	0	1048576	1			1440		-1					
1526	恶人谷大旗	昆仑	3	1	0	0	0	1	2880	0	80		0		0		0		0													756		0	0	1048576	1	揭旗	scripts\Map\昆仑\doodad\恶人谷大旗.lua	1440		-1					
1527	药臼	昆仑	3	1	1	0	0	1		1	80		0		0		0		0													1083		0	0	1048576	1	制药	scripts\Map\昆仑\doodad\药臼.lua								
1528	黄杜鹃	昆仑	3	1	1	0	0	1	2880	150	80	昆仑\huangdujuan.tab	1		0		0		0													1082		0	0	1048576	1	采集									
1529	曼陀罗	昆仑	3	1	1	0	0	1	2880	150	80	昆仑\mantuoluo.tab	1		0		0		0													1081		0	0	1048576	1	采集									
1530	诡异的土堆	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													1080		0	0	1048576	1										
1531	疏松的土层	灵霄峡	7	1	0	0	0	1	0	0	48	灵霄峡\hulu.tab	1		0		0		0													1086		0	0	0	1	正在搜索		1440		-1					
1532	散落的宝箱	瞿塘峡	3	1		0	0	1	160	150	80		0		0		0		0													1084		0	0	1048576	1		scripts\Map\瞿塘峡\doodad\日常_宝箱门.lua	1440		-1					
1533	沉重的货物	瞿塘峡	3	1		0	0	1	2880	150	80		0		0		0		0													1085		0	0	1048576	1	拿取	scripts\Map\瞿塘峡\doodad\日常_负重货物.lua	1440		-1					
1534	寒天荷	无盐岛	7	1	0	0	0	1	0	0	48	无盐岛\hehua.tab	1		0		0		0													1087		0	0	1048576	1	摘取	scripts\Map\无盐岛\doodad\寒天荷.lua	1440		-1					
1535	朱砂石	瞿塘峡	3	1	1	0	0	1	2880	150	80		0		0		0		0													1089		0	0	1048576	1			1440		-1					
1536	被害的遗体	瞿塘峡	3	1	0	0	0	1	2880	1	80		0		0		0		0													1090		0	0	1048576	1			1440		-1					
1537	刚长出的清竹	灵霄峡	7	1	0	0	0	1	0	0	64	灵霄峡\qingzhu.tab	1		0		0		0													1091		0	0	1048576	1			1440		-1					
1538	篝火架	瞿塘峡	3	1	0	0	0	1	80	5	80		0		0		0		0													1092		0	0	1048576	1	烧烤	scripts\Map\瞿塘峡\doodad\烤兔肉火堆.lua	1440		-1					
1539	神秘小盒	瞿塘峡	3	1	1	0	0	1	2880	1	80		0		0		0		0													1093		0	0	1048576	1			1440		-1					
1540	素英花	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1094		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1541	酒坛	瞿塘峡	3	1	0	0	0	1	2880	1	80		0		0		0		0													1095		0	0	1048576	1		scripts\Map\瞿塘峡\doodad\日常_酒坛召和尚.lua	1440		-1					
1542	碧霞草	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1096		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1543	醉鱼草	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1097		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1544	紫衣草	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1098		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1545	七情菇	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1099		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1546	凝血草	龙门荒漠	3	1	1	0	1	1	2880	30	80		0		0		0		0													1100		0	0	1048576	1	打开	scripts\Map\龙门荒漠\doodad\日常任务对症下药药草.lua	1440		-1					
1547	长乐坊	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1548	落雪岭	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1549	落日岭	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1550	昆仑冰原	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1551	北茫山	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1552	西昆仑高地	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1553	东昆仑高地	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1554	玉虚峰	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1555	小苍林	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1556	灵风村	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1557	西落雪谷地	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1558	东落雪谷地	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1559	关村民的笼子	瞿塘峡			0	0	0		0	1	0		0		0		0		0													409		0	0	1048576	1	打开									
1560	乌金石	瞿塘峡	3	1	1				2880	15	80																					256					1	劈开	scripts\Map\瞿塘峡\doodad\日常_酒坛召和尚.lua								
1561	木板	龙门荒漠	7	1	1	0	1	1	2880		80		0		0		0		0													1102		0	0	1048576	1		scripts\Map\龙门荒漠\doodad\木板.lua	1440	1	-1					
1562	恶人谷	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1563	龙门荒漠	昆仑	13	1	0	0	0		0	0	0		0		0		0		0													1101		0	0	1048576	0										
1564	枪	龙门荒漠	8	1	1	0	0	0	2880	1	80		0		0		0		0													636		0	0	1048576	1										
1565	酒杯	恶人谷	3	1	0	0	0	1	0	0	0		0		0		0		0													1103		0	0	1048576	0			1440		-1					
1566	酒杯	恶人谷	3	1	0	0	0	1	0	0	0		0		0		0		0													1104		0	0	1048576	0			1440		-1					
1567	酒杯	恶人谷	3	1	0	0	0	1	0	0	0		0		0		0		0													1105		0	0	1048576	0			1440		-1					
1568	长剑出现特效	天子峰	8	1	0	0	0	0	0	0	0		0		0		0		0													1107		0	0	1048576	0										
1569	宝物箱	瞿塘峡	3	1	1	0	0	1	2880	1	80		0		0		0		0													1003		0	0	1048576	1	打开		1440		0					
1570	丹药盒	瞿塘峡		1	1	0	0	1	2880	1	80	瞿塘峡\yaowan.tab	1		0		0		0													1109		0	0	1048576	1	打开		1440							
1571	动态障碍	通用	14		1	0	1			1	80		0		0		0		0													1110		0	0	1048576	0	测试动态障碍		1440	1	0					
1572	被捉的乌鸦	恶人谷	3	1	1	0	0	1	2880	0	80		0		0		0		0													0		0	0	1048576	1			1440		-1					
1573	烧肉	恶人谷	3	1	0	0	0	0	0	0	0		0		0		0		0													1111		0	0	1048576	0			1440		-1					
1574	老鼠洞	恶人谷	3	1	0	0	0	0	0	0	0		0		0		0		0													1112		0	0	1048576	0			1440		-1					
1575	捕兽工具	恶人谷	3	1	0	0	0	0	0	0	0		0		0		0		0													1113		0	0	1048576	0			1440		-1					
1577	玄尘唤火刀	瞿塘峡	3	1	1	0	0	1	2880	1	80		0		0		0		0													1116		0	0	1048576	1	拾取		1440		-1					
1578	货车	长安	8	1	1	0	0	1	2880	60	80		0		0		0		0													1117		0	0	1048576	0	挖掘			1						
1579	货	长安	8	1	1	0	0	1	2880	60	80		0		0		0		0													1118		0	0	1048576	0	挖掘									
1580	木车	长安	8	1	1	0	0	1	2880	60	80		0		0		0		0													1119		0	0	1048576	0	挖掘			1						
1581	货	长安	8	1	1	0	0	1	2880	60	80		0		0		0		0													1120		0	0	1048576	0	挖掘			1						
1582	关动物的笼子	战宝迦兰	8		0	0	0	0	0	0	0		0		0		0		0													1121		0	0	1048576	1	打开									
1583	龙头	战宝迦兰	7	1					2880		80																					1122						把手伸入龙口	scripts\Map\战宝迦兰\doodad\龙头开关.lua		1						
1584	墓碑	昆仑	3	1	1	0	0	1	2880	1	80		0		0		0		0													1123		0	0	1048576	1	挖掘									
1585	小纸船	昆仑	6	1	1	0	0	1	2880	150			0		0		0		0													1124		0	0	1048576	1	发现	scripts\Map\昆仑\doodad\小纸船.lua								
1586	落雁城	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1587	兰亭书院	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1588	博望山	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1589	冶剑庐	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1590	血刀堂	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1591	元风禁狱	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1592	百草药庐	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1593	雁南舵	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1594	栖霞幻境	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1595	蟾仙村	浩气盟	3	1	0	0	0	1	0	0	0		0		0		0		0													1125		0	0	1048576	1			1440		-1					
1596	清风港	浩气盟	3	1	0	0	0	1	0	0	0		0		0		0		0													1125		0	0	1048576	1			1440		-1					
1597	闻道草堂	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1598	竹林驿馆	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1599	紫玉轩	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1600	云裳小筑	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1601	玉带泽	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1602	南锋营	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1603	七星阵	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1604	龙隐山	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1605	南天禅院	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1606	锁龙崖	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1607	落龙坡	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1608	漓水河岸	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1609	鬼门滩	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1610	巫木寨	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1611	七星岩	浩气盟	13	1	0	0	1	1	0	0	0		0		0		0		0													779		0	0	1048576	1										
1612	尸菜园	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1613	白骨陵园	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1614	平安客栈	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1615	毒皇院	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1616	顽童书院	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1617	尚兽院	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1618	小少林	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1619	炎狱山	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1620	酒池峡	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1621	丐王坡	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1622	烈风集	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1623	博望山	浩气盟	3	1	0	0	0	1	0	0	0		0		0		0		0													1125		0	0	1048576	1			1440		-1					
1624	古老的箱子	战宝迦兰	7	1					2880		80																					321		1600000	2000000			打开			1						
1625	孔明灯	昆仑	6	1	1	0	0	1	2880	150			0		0		0		0													1126		0	0	1048576	1	发现	scripts\Map\昆仑\doodad\孔明灯.lua								
1626	闪闪发光的冰	昆仑	3	1	1	0	0	1	2880	1	80		0		0		0		0													1127		0	0	1048576	1	挖掘									
1627	招魂岗	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1628	巴陵镇	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1629	左丘院	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1630	白首山	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1631	洛道	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1632	瞿塘峡	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1633	潇湘岛	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1634	桃丘	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1635	八角寨	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1636	通天泽	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1637	鹏香村	巴陵镇	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1638	聚食荒野	恶人谷	13	1	1	0	0	1	2880	150	80		0		0		0		0													542		0	0	1048576	0	拾取									
1640	地牢箱子	战宝迦兰	7	1							80	战宝迦兰\feiyuwan.tab	1																			321				0		打开									
1641	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1132		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1642	碑铭·昆仑传之三	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													436		0	0	1048576	1	抄录碑铭									
1643	碑铭·昆仑传之四	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													436		0	0	1048576	1	抄录碑铭									
1644	碑铭·鹿王本生·下	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
1645	碑铭·初唐四杰	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													436		0	0	1048576	1	抄录碑铭									
1646	碑铭·天下三智惟逊一秋	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													436		0	0	1048576	1	抄录碑铭									
1647	碑铭·鹿王本生·中	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
1648	残缺的书信	昆仑	6	1	1	0	0	1	2880	150			0		0		0		0													1130		0	0	1048576	1	发现									
1650	测试用	昆仑	3	1	1	0	0	1	2880	150	80		0		0		0		0													746		0	0	1048576	1	采集									
1651	粮草垛	新手村	3	1	1		1		2880	1	80																					8017					1	点燃	scripts\Map\稻香村\doodad\粮草垛.lua								
1652	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1133		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1653	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1134		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1654	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1135		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1655	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1136		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1656	门	战宝迦兰	14	1	0	0	1	1	0	0	80		0		0		0		0													1137		0	0	1048576	0	操作	scripts\Map\战宝迦兰\doodad\门.lua	1440	1	-1					
1657	碑铭·子非鱼	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
1658	碑铭·第五章·夜别妻儿	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
1659	碑铭·鬼谷子本经阴符七术之五	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
1660	碑铭·棍章第六	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													438		0	0	1048576	1	抄录碑铭									
