ID	Duration	MinDuration	note	Usage	MaxCount	MaxDuration	CanBackup	MaxOverDraftCount	CanAccelerate	NeedSyncOB
446	120	120	万花_养心诀_绣阁空手	2	1	120	1	0	1	1
447	180	180	天策_昂如岳	1	1	180	1	0	1	0
448	45	45	天策_渊	1	1	45	1	0	1	1
449	180	180	七秀_剑器洒脱_风唤梦	4	1	180	1	0	1	0
450	30	30	五毒_化蝶	9	1	30	1	0	1	1
451	10	10	七秀_猿公剑法_剑破虚空	4	1	10	1	0	1	0
452	300	300	五毒_门派内功切换CD	9	1	300	1	0	1	0
453	8	8	阵营大杀器_8秒	13	1	8		0	0	0
454	20	20	五毒_圣手织天	9	1	20	1	0	1	1
455	120	120	荻花圣殿特殊武器CD	42	1	120		0	0	0
456	30	30	蝴蝶引	9	1	30	1	0	1	0
457	1	1	天地无极_内置CD	3	1	1	1	0	1	0
458	600	600	蹴鞠袋子CD_10分钟	成都	1	600		0	0	0
459	600	600	成都蹴鞠袋子_10分钟	13	1	600		0	0	0
460	6	6	蝴蝶_解控	9	1	6	1	0	1	0
461	1	1	太极无极子技能_内置CD	3	1	1	1	0	1	0
462	15	15	孔雀翎	10	1	15	1	0	1	0
463	12	12	追命箭	10	1	12	1	0	1	0
464	20	20	穿心弩	10	1	20	1	0	1	0
465	10	10	卸元箭	10	1	10	1	0	1	0
466	45	45	连环弩	10	1	45	1	0	1	0
467	10	10	逐星箭	10	1	10	1	0	1	0
468	2	2	逐星箭_子技能	10	1	2	1	0	1	0
469	120	120	浮光掠影	10	1	120	1	0	1	1
470	105	105	惊鸿游龙	10	1	105	1	0	1	1
471	45	45	荆天棘地	10	1	45	1	0	1	0
472	20	20	子母飞爪	10	1	20	1	0	1	0
473	30	30	三段跳	10	1	30	1	0	1	0
474	28800	28800	中秋活动_月饼	46	1	28800		0	0	0
475	40	40	飞星遁影	10	2	40	1	0	1	1
476	30	30	雷震子	10	1	30	1	0	1	1
477	20	20	毒蒺藜	10	1	20	1	0	1	0
478	15	15	梅花针	10	1	15	1	0	1	0
479	30	30	断魂砂	10	1	30	1	0	1	0
480	30	30	鲲鹏铁爪	10	1	30	1	0	1	0
481	15	15	天绝地灭	10	1	15	1	0	1	0
482	45	45	千机变	10	1	45	1	0	1	0
483	12	12	转化公用CD	10	1	12	1	0	1	0
484	20	20	迷神钉	10	1	20	1	0	1	1
485	15	15	暴雨梨花针	10	1	15	1	0	1	0
486	1	1	飞星遁影内置CD	10	1	1	1	0	1	0
487	4	4	暗藏杀机	10	1	4	1	0	1	0
488	120	120	鬼斧神工	10	1	120	1	0	1	0
489	1	1	两仪化形_无形CD	3	1	1	1	0	1	0
490	120	120	心无旁骛	10	1	120	1	0	1	1
491	1	1	千机变指令CD	10	1	1	1	0	1	0
492	15	15	千机变特殊CD	10	1	15	1	0	1	0
493	300	300	唐门内功CD	10	1	300	1	0	1	0
494	86400	86400	(494) 帮会传送道具_24小时	13	1	86400		0	0	0
495	3	3	冬至_机甲人特技_3秒	46	1	3		0	0	0
496	1800	1800	碧露丹_30分钟	13	1	1800		0	0	0
497	900	900	特殊品6_15分钟	0	1	900		0	0	0
498	600	600	动态阵法_10分钟	46	1	600		0	0	0
499	8	8	万花_太素九针_彼针	2	1	8	1	0	1	1
500	300	300	烛龙殿装备用	0	1	300		0	0	0
501	1	1	飞星遁影保护	10	1	1	1	0	1	1
502	300	300	轻功道具CD	24	1	300		0	0	0
503	1	0	明教_技能公共CD	8	1	2	1	0	1	0
504	0.5	0.5	明教_幽月轮_三下之间间隔	8	1	0.5	1	0	1	0
505	6	6	明教_银月斩	8	1	6	1	0	1	0
506	15	15	明教_寒月耀	8	1	15	1	0	1	0
507	0.5	0.5	明教_赤日轮_三下之间间隔	8	1	0.5	1	0	1	0
508	6	6	明教_烈日斩	8	1	6	1	0	1	0
509	15	15	明教_煌日照	8	1	15	1	0	1	0
510	60	60	明教_夜叉心	8	1	60	1	0	1	1
511	120	120	明教_光明相	8	1	120	1	0	1	1
512	30	30	明教_幻光步	8	1	30	1	0	1	1
513	45	45	明教_归寂道	8	1	45	1	0	1	1
514	30	30	明教_寂镜卫	8	1	30	1	0	1	0
515	54	54	明教_贪魔体	8	1	54	1	0	1	1
516	45	45	明教_暗尘弥散	8	1	45	1	0	1	1
517	35	35	明教_怖畏暗刑	8	1	35	1	0	1	1
518	6	6	明教_业海罪缚	8	1	6	1	0	1	0
519	20	20	明教_流光囚影	8	1	20	1	0	1	1
520	120	120	明教_生灭予夺	8	1	120	1	0	1	1
521	4	4	明教_驱夜断愁	8	1	4	1	0	1	0
522	6	6	明教_戒火斩	8	1	6	1	0	1	1
523	60	60	明教_极乐引	8	1	60	1	0	1	1
524	15	15	明教_慈悲愿	8	1	15	1	0	1	0
525	120	120	明教_性命海	8	1	120	1	0	1	0
526	60	60	明教_渡厄力	8	1	60	1	0	1	1
527	300	300	明教_朝圣言	8	1	300	1	0	1	1
536	30	30	充值伞30秒cd	0	1	30		0	0	0
537	1	1	明教_暗尘弥散_内CD	8	1	1	1	0	1	0
538	15	15	天罗特殊武器15秒CD	42	1	15		0	0	0
539	10	10	箭弩车5秒	38	1	10		0	0	0
540	30	30	箭弩车30秒	38	1	30		0	0	0
541	2	2	寇岛火炮	21	1	2		0	0	0
542	20	20	钻心刺骨	10	1	20	1	0	1	0
543	45	45	明教_圣明佑	8	1	45	1	0	1	0
544	45	45	明教_圣明佑_45秒CD	8	1	45	1	0	1	0
545	30	30	明教_圣明佑_30秒CD	8	1	30	1	0	1	0
546	60	60	特殊属性雷1min	42	1	60		0	0	0
547	180	180	特殊属性风3min	42	1	180		0	0	0
548	5	5	门派活动_万花机甲_天火劈	46	1	5		0	0	0
549	12	12	门派活动_万花机甲_惊魂踏	46	1	12		0	0	0
550	20	20	门派活动_万花机甲_势不可挡	46	1	20		0	0	0
551	4	4	门派活动_万花机甲_焚野轰	46	1	4		0	0	0
552	10	10	门派活动_万花机甲_千雷爆	46	1	10		0	0	0
553	8	8	门派活动_万花机甲_整甲缮兵	46	1	8		0	0	0
554	15	15	门派活动_万花机甲_重振旗鼓	46	1	15		0	0	0
555	20	20	门派活动_万花机甲_护身盾甲	46	1	20		0	0	0
556	5	5	门派活动扶摇	46	1	5		0	0	0
557	5	5	门派活动千斤坠	46	1	5		0	0	0
558	4	4	门派活动百步穿杨	46	1	4		0	0	0
559	3	3	门派活动乘龙箭	46	1	3		0	0	0
560	5	5	门派活动_甩杆5秒	46	1	5		0	0	0
561	4	4	门派活动_甩杆	46	1	4		0	0	0
562	4	4	门派活动_收杆	46	1	4		0	0	0
563	25	25	明教_无明魂锁	8	1	25	1	0	1	0
564	5	5	明教_暗尘弥散_5秒惩罚CD	8	1	5	1	0	1	0
565	300	300	明教_门派内CD	8	1	300	1	0	1	0
566	14400	14400	监狱_捕快CD	46	1	14400		0	0	0
567	20	20	大战果萌萌_人剑合一	46	1	20		0	0	0
568	15	15	大战果萌萌_剑冲阴阳	46	1	15		0	0	0
569	12	12	大战果萌萌_万剑归宗	46	1	12		0	0	0
570	180	180	大战果萌萌_坐忘无我	46	1	180		0	0	0
571	3600	3600	大战果萌萌_凝神聚气	46	1	3600		0	0	0
572	5	5	大战果萌萌_聂云逐月	46	1	5		0	0	0
573	60	60	烟花筒_爆竹	46	1	60		0	0	0
574	604800	604800	运维补偿用_一周1	13	1	604800		0	0	0
575	604800	604800	运维补偿用_一周2	13	1	604800		0	0	0
576	120	120	劫镖活动_心眼	0	1	120		0	0	0
577	10	10	马嵬坡任务_燃烟惑敌	0	1	10		0	0	0
578	10	10	马嵬坡任务_怒吼慑敌	0	1	10		0	0	0
579	10	10	马嵬坡任务_火牛破敌	0	1	10		0	0	0
580	25	25	凝神聚气CD	3	1	25	1	0	1	0
581	30	30	纯阳_返本归元30秒cd	3	1	30	1	0	1	0
582	30	30	清音诀30秒cd	5	1	30	1	0	1	0
583	30	30	虚空交椅cd1	42	1	30		0	0	0
584	30	30	虚空交椅cd2	42	1	30		0	0	0
585	180	180	90级江湖风府	11	1	180		0	1	0
586	300	300	90级江湖百会	11	1	300		0	1	0
587	300	300	90级江湖外丘	11	1	300		0	1	0
588	180	180	90级江湖太乙	11	1	180		0	1	0
589	300	300	90级江湖脑户	11	1	300		0	1	0
590	0.5	0.5	丐帮按键GCD	7	1	0.5	1	0	1	0
591	0.5	0.5	天策_疾如风aoe	1	1	0.5	1	0	1	0
592	1.5	1.5	阵法gcd	11	1	1.5		0	1	0
593	5	5	大明宫_马球_击球CD	12	1	5		0	0	0
594	8	8	大明宫_马球_冲撞	12	1	8		0	0	0
595	25	25	大明宫_马球_冲刺	12	1	25		0	0	0
596	30	30	蜀犬吠日	7	1	30	1	0	1	1
597	20	20	棒打狗头	7	1	20	1	0	1	1
598	8	8	天下无狗	7	1	8	1	0	1	0
599	20	20	恶狗拦路	7	1	20	1	0	1	0
600	10	10	龙跃于渊	7	1	10	1	0	1	0
601	10	10	龙战于野	7	1	10	1	0	1	0
602	15	15	时乘六龙	7	1	15	1	0	1	0
603	45	45	龙啸九天	7	1	45	1	0	1	1
604	6	6	见龙在田	7	1	6	1	0	1	0
605	60	60	酒中仙	7	1	60	1	0	1	1
606	40	40	烟雨行	7	1	40	1	0	1	1
607	120	120	啸醉狂	7	1	120	1	0	1	1
608	1	1	纯阳_太极无极	3	1	1	1	0	1	0
609	0.3	0.3	天策_灭保护cd	1	1	0.3	1	0	1	0
610	10	10	大明宫_重弩_射击CD	12	1	10		0	0	0
611	1.5	1.5	七秀_剑神无我	4	1	1.5	1	0	1	0
612	40	40	玄水蛊	9	1	40	1	0	1	1
613	5	5	大明宫_船战_技能CD	12	1	5		0	0	0
614	60	60	夺命蛊_友方	9	1	60	1	0	1	1
615	60	60	迷心蛊_友方	9	1	60	1	0	1	1
616	60	60	枯残蛊_友方	9	1	60	1	0	1	1
617	20	20	提针cd	2	1	20	1	0	1	0
618	4	4	华清宫回忆录_演奏CD	12	1	4		0	0	0
619	8	8	天下无狗	7	1	8	1	0	1	0
620	10	10	龙战于野	7	1	10	1	0	1	0
621	40	40	烟雨行表现CD	7	1	40	1	0	1	1
622	1	1	图穷匕见	10	1	1	1	0	1	0
623	8	8	万世不竭_内置cd	3	1	8	1	0	1	0
624	1.5	1.5	蛟龙翻江_保护按键CD	7	1	1.5	1	0	1	0
625	1	1	九转四象cd	3	1	1	1	0	1	0
626	10		门派活动_开炮CD	46	1	20		0	0	0
627	0.5	0.5	天隼击CD	7	1	0.5	1	0	1	0
628	15	15	锻打真CD1	59	1	15		0	0	0
629	15	15	锻打假CD1	59	1	15		0	0	0
630	2	2	射箭CD	59	1	2		0	0	0
631	3	3	暗杀CD	59	1	3		0	0	0
632	10	10	无声疾行CD	59	1	10		0	0	0
633	60	60	乘风而逝	59	1	60		0	0	0
634	0.5	0.5	老无名_延伸打击CD	12	1	0.5		0	0	0
635	30	30	毒煞道具	59	1	30		0	0	0
636	12	12	锻打假CD2	59	1	12		0	0	0
637	12	12	锻打真CD2	59	1	12		0	0	0
638	60	60	大战_令狐伤_召唤军士	46	1	60		0	0	0
639	3	3	畅通无阻cd	59	1	3		0	0	0
640	4	4	赠送美酒	59	1	259200				0
641	4	4	赠送兵器	59	1	259200				0
642	60	60	挂件1min	42	1	60		0	0	0
644	3	3	血战天策_阻援_投石CD	12	1	3		0	0	0
645	5	5	血战天策_躲闪CD	12	1	5		0	0	0
646	2	2	血战天策_狼牙据点_旋转大炮CD	12	1	2		0	0	0
647	40	40	血战天策_狼牙据点_开炮CD	12	1	40		0	0	0
648	0.5	0.5	血战天策_狼牙据点_调整射程CD	12	1	0.5		0	0	0
649	60	60	血战天策_黑齿元佑_还魂CD	12	1	60		0	0	0
650	20	20	血战天策_黑齿元佑_轻声CD	12	1	20		0	0	0
651	3	3	血战天策_狼牙据点_普通炮击	12	1	3		0	0	0
652	75	75	血战天策_雷狼_打断	12	1	75		0	0	0
653	3	3	血战天策_雷狼_箭	12	1	3		0	0	0
654	2	2	血战天策_雷狼_战马_枪	12	1	2		0	0	0
655	3	3	血战天策_阻援_射击CD	12	1	3		0	0	0
656	3	3	血战天策_前线_箭弩CD	12	1	3		0	0	0
657	10	10	测试连招1	0	1	10		0	0	0
658	13	13	测试连招2	0	1	13		0	0	0
659	16	16	测试连招3	0	1	16		0	0	0
660	20	20	连招测试4	0	1	20		0	0	0
664	2.5	2.5	血战天策_药师观_重弩射击	12	1	2.5		0	0	0
666	15	15	血战天策_苏曼莎_意识抑制	12	1	15		0	0	0
667	0.5	0.5	血战天策_战俘营_重弩疾射	12	1	0.5		0	0	0
668	7	7	血战天策_战俘营_重弩强弩	12	1	7		0	0	0
669	8	8	血战天策_战俘营_重弩散射	12	1	8		0	0	0
671	60	60	(671) 血战天策_黑齿元佑_回魂CD	12	1	60		0	0	0
672	2	2	血战天策_黑齿元佑_撕裂CD	12	1	2		0	0	0
673	30	30	势如破竹	61	1	30		0	0	0
674	60	60	加盾	61	1	60		0	0	0
675	3	3	aoe	61	1	3		0	0	0
676	30	30	长cd1	61	1	30		0	0	0
677	600	600	长cd2	61	1	600		0	0	0
678	180	180	长cd3	61	1	180		0	0	0
679	10	10	木武童挂件使用cd	0	1	10		0	0	0
680	2	2	地面丢鞭炮	59	1	259200				0
681	60	60	毛笔cd	0	1	60		0	0	0
682	60	60	秘制火雷	59	1	259200				0
683	0.3	0.3	箭弩车技能cd	0	1	0.3		0	0	0
684	2	2	秦皇陵_二号雷麒麟_穿刺横扫CD	12	1	2		0	0	0
685	60	60	秦皇陵_二号雷麒麟_怒吼CD	12	1	60		0	0	0
686	10	10	秦皇陵_二号雷麒麟_投掷CD	12	1	10		0	0	0
687	45	45	秦皇陵_二号雷麒麟_顶盾CD	12	1	45		0	0	0
688	1.5	1.5	御城·极	62	1	1.5		0	0	0
689	5	5	御城·锋	62	1	5		0	0	0
690	30	30	御城·盾	62	1	30		0	0	0
691	30	30	御城·励	62	1	30		0	0	0
692	1.5	1.5	合吾	62	1	1.5		0	0	0
693	5	5	春点	62	1	5		0	0	0
694	20	20	威武	62	1	20		0	0	0
695	30	30	仁义	62	1	30		0	0	0
696	30	30	哑运	62	1	30		0	0	0
697	10	10	风雪稻香村_卦劲CD	12	1	10		0	0	0
698	30	30	风雪稻香村_千瞬奇门	12	1	30		0	0	0
699	30	30	风雪稻香村_钩爪	12	1	30		0	0	0
700	30	30	风雪稻香村_盘龙卧山	12	1	30		0	0	0
701	30	30	风雪稻香村_霞月长针	12	1	30		0	0	0
702	30	30	风雪稻香村_寒冰真枪	12	1	30		0	0	0
703	60	60	血战天策_阻援_扔石头CD	12	1	60		0	0	0
704	3	3	秦皇陵_三号圣女_移魂换命CD	12	1	3		0	0	0
705	2	2	秦皇陵_安禄山_玩家战车踩踏CD	12	1	2		0	0	0
706	30	30	秦皇陵_安禄山_玩家战车冲锋CD	12	1	30		0	0	0
707	2	2	风雪稻香村_史朝义_炮台攻击	12	1	2		0	0	0
708	7200	7200	玄冰架小极CD2h	42	1	7200		0	0	0
709	1.5	1.5	墨家密殿剑攻击CD	12	1	1.5		0	0	0
710	30	30	捏脸切换	13	1	30		0	0	0
711	30	30	御城·矛	62	1	30		0	0	0
712	1200		墨家密殿限时任务	64	1	2400		0	0	0
713	5	5	神机车_切换状态	65	1	5		0	0	0
714	30	30	咸鱼挂件	14	1	30		0	0	0
715	30	30	神机雷	62	1	30		0	0	0
720	1	1	神机台1秒	65	1	1		0	0	0
721	0.25	0.25	神机台_0.25秒	65	1	0.25		0	0	0
722	15	15	照明弹	65	1	15		0	0	0
723	0.5	0.5	神机台0.5	65	1	0.5		0	0	0
724	30	30	风雪稻香村_玩家技能_觅影瓶	12	1	30		0	0	0
725	10	10	驯养相关之一	66	1	10		0	0	0
726	10	10	驯养相关之二	66	1	10		0	0	0
727	1800		儿童节	46	1	259200				0
728	1800	1800	1儿童节-糖葫芦制造机30分钟	46	1	1800		0	0	0
729	60	60	特殊武器通用1min	42	1	60		0	0	0
730	15	15	六合独尊单体通道CD	3	1	15	1	0	1	0
731	45	45	六合独尊单体buffCD	3	1	45	1	0	1	0
732	3	3	摧城车_投石	65	1	3		0	0	0
733	3	3	摧城车_冲撞	65	1	3		0	0	0
734	3	3	摧城车_切换状态	65	1	3		0	0	0
735	180	180	通用CD一	42	1	180		0	0	0
736	180	180	通用CD二	42	1	180		0	0	0
737	4	0.5	小强强普通左	59	1	7.5		0	0	0
738	4	0.5	小强强普通右	59	1	7.5		0	0	0
739	4	0.5	小强强左爆	59	1	7.5		0	0	0
740	4	0.5	小强强右爆	59	1	7.5		0	0	0
741	600	600	小强强加状态	59	1	600		0	0	0
742	1.5	1.5	小步高四象	59	1	1.5		0	0	0
743	20	20	风雪稻香村_剑罡祛邪	12	1	20		0	0	0
744	5	5	小步高降龙	59	1	5		0	0	0
745	600	600	小步高减伤	59	1	600		0	0	0
746	6	6	胖妹子倒地	59	1	6		0	0	0
747	1.5	1.5	胖妹子单嘲	59	1	1.5		0	0	0
748	600	600	胖妹子加状态	59	1	600		0	0	0
749	1.5	1.5	变身GCD	9	1	1.5	1	0	1	0
750	8	8	变身8sCD	9	1	8	1	0	1	0
751	30	30	驴车_亲吻	0	1	30		0	0	0
752	1.5	1.5	昆仑奴溢伤	59	1	1.5		0	0	0
753	1	1	昆仑奴爆发	59	1	1		0	0	0
754	600	600	昆仑奴加状态	59	1	600		0	0	0
755	10	10	拉帮结伙	59	1	10		0	0	0
756	10	10	书生定身	59	1	10		0	0	0
757	1.5	1.5	书生神机箭	59	1	1.5		0	0	0
758	600	600	书生加状态	59	1	600		0	0	0
759	10	10	踏燕南飞	59	1	10		0	0	0
760	180	180	功夫月饼CD	42	1	180		0	0	0
761	30	30	道具1	64	1	30		0	0	0
762	30	30	道具2	64	1	30		0	0	0
763	30	30	道具3	64	1	30		0	0	0
764	30	30	道具4	64	1	30		0	0	0
765	30	30	道具5	64	1	30		0	0	0
766	30	30	道具6	64	1	30		0	0	0
767	30	30	道具7	64	1	30		0	0	0
768	30	30	道具8	64	1	30		0	0	0
769	30	30	道具9	64	1	30		0	0	0
770	30	30	道具10	64	1	30		0	0	0
771	30	30	道具11	64	1	30		0	0	0
772	30	30	道具12	64	1	30		0	0	0
773	30	30	道具13	64	1	30		0	0	0
774	30	30	道具14	64	1	30		0	0	0
775	30	30	道具15	64	1	30		0	0	0
776	30	30	道具16	64	1	30		0	0	0
777	30	30	道具17	64	1	30		0	0	0
778	30	30	道具18	64	1	30		0	0	0
779	30	30	道具19	64	1	30		0	0	0
780	30	30	道具20	64	1	30		0	0	0
781	30	30	道具21	64	1	30		0	0	0
782	30	30	道具22	64	1	30		0	0	0
783	30	30	道具23	64	1	30		0	0	0
784	30	30	道具24	64	1	30		0	0	0
785	30	30	道具25	64	1	30		0	0	0
786	30	30	道具26	64	1	30		0	0	0
787	30	30	道具27	64	1	30		0	0	0
788	30	30	道具28	64	1	30		0	0	0
789	30	30	道具29	64	1	30		0	0	0
790	30	30	道具30	64	1	30		0	0	0
791	30	30	道具31	64	1	30		0	0	0
792	30	30	道具32	64	1	30		0	0	0
793	30	30	道具33	64	1	30		0	0	0
794	30	30	道具34	64	1	30		0	0	0
796	1.5	0	劫刀	68	1	1.5	1	0	1	0
797	1	0	盾刀三段内部CD	68	1	2	1	0	1	0
798	30	30	无惧CD	68	1	30	1	0	1	1
799	25	25	血怒	68	3	25	1	0	1	1
800	10	10	绝刀	68	1	10	1	0	1	0
801	15	15	斩刀	68	1	15	1	0	1	0
802	12	12	盾压	68	1	12	1	0	1	1
803	15	15	盾猛	68	1	15	1	0	1	0
804	1	0	1秒GCD	68	1	1	1	0	1	0
805	4	4	盾击	68	3	4	1	0	1	0
806	8	8	闪刀	68	1	8	1	0	1	0
807	90	90	盾壁	68	1	90	1	0	1	1
808	0.5	0	盾击内置CD	68	1	1	1	0	1	0
809	35	35	盾墙	68	1	35	1	0	1	1
810	35	35	盾立	68	3	35	1	0	1	1
811	2	2	雁门关之役_战鼓躲避GCD	12	1	2		0	0	0
812	20	20	盾冲	68	1	20	1	0	1	1
813	8	8	盾舞	68	1	8	1	0	1	0
814	90	90	盾护	68	1	90	1	0	1	1
815	0.5	0.5	血怒GCD	68	1	0.5	1	0	1	0
816	0.5	0	血怒特殊CD	68	1	0.5	1	0	1	0
817	0.1	0.1	血怒子技能间CD	68	1	0.1	1	0	1	0
818	18	18	盾飞18秒	68	3	18	1	0	1	0
819	18	18	盾回	68	1	18	1	0	1	0
820	1.5	0	盾飞与GCD一样的CD	68	1	1.5	1	0	1	0
821	1	0	盾击与GCD一样的CD	68	1	1	1	0	1	0
822	1	1	盾飞盾回1秒GCD	68	1	1	1	0	1	0
823	18	18	盾飞5次冲能	68	5	18	1	0	1	0
824	10	10	盾击奇穴修饰后	68	3	10	1	0	1	0
825	20	20	盾击20秒	68	3	20	1	0	1	0
826	20	20	20秒	68	3	20	1	0	1	0
827	22	22	血怒套装-3秒	68	3	22	1	0	1	1
828	45	45	盾毅45	68	1	45	1	0	1	0
829	40	40	盾毅40	68	1	40	1	0	1	0
830	0.5	0.5	太原防守	65	1	0.5		0	0	0
831	2592005	2592005	台湾版大补帖_30天	13	1	2592005		0	0	0
832	90	90	太原之战_火龙摧城_持盾	12	1	90		0	0	0
833	1.5	1.5	盾挡	68	1	1.5	1	0	1	0
834	8	8	隐刀充能	68	5	8	1	0	1	0
835	8	8	八荒额外伤害内置CD	3	1	8	1	0	1	0
836	0.5	0	隐刀0.5	68	1	0.5	1	0	1	0
837	10	10	铁马冰河	59	1	10		0	0	0
838	10	10	新建	59	1	10		0	0	0
839	0.5	0.5	绝刀0.5内置	68	1	0.5	1	0	1	0
840	8	8	盾墙收盾	68	1	8	1	0	1	0
841	1	1	场景1sCD	12	1	1		0	0	0
842	3	3	好友推荐刷新_3秒	13	1	3		0	0	0
843	30	30	飞龙30秒CD	7	1	30	1	0	1	0
844	8	8	帐篷交互CD8秒	13	1	8		0	0	0
845	1800	1800	新的糖葫芦制造机30分	46		1800		0	0	0
846	120	120	毛笔写词1号	13	1	120		0	0	0
847	120	120	毛笔写词2号	13	1	120		0	0	0
848	120	120	毛笔写词3号	13	1	120		0	0	0
849	120	120	毛笔写词4号	13	1	120		0	0	0
850	10	10	毛笔书写公共CD10秒	13	1	10		0	0	0
851	20	20	毛笔四个字CD	0	1	20		0	0	0
852	60	60	长安内城马鞭	59	1	60		0	0	0
853	3	3	藏剑_梅引香3秒CD	6	1	3	1	0	1	0
854	0.5	0.5	拿云各技能分段内置CD	5	1	0.5	1	0	1	0
862	180	180	兰陵王面具CD	42	1	180		0	0	0
863	3	3	举报外挂_3秒	13	1	3		0	0	0
864	1200	1200	1儿童节-制造机2档20分钟	46		1200		0	0	0
865	800	800	1儿童节-制造机3档800秒	46		800		0	0	0
866	533	533	1儿童节-制造机4档533秒	46		533		0	0	0
867	355	355	1儿童节-制造机5档355秒	46		355		0	0	0
868	5	5	丑丑的糖葫芦cd5s	42	1	5		0	0	0
869	600	600	挂件溯回技能	42	1	600		0	0	0
870	150	150	水枪装水CD_150秒	13	1	150		0	0	0
871	180	180	水枪挂件使用CD3分钟	13	1	180		0	0	0
873	50	50	斗室无尘	69	1	50	1	0	1	0
874	90	90	万籁之寂	69	1	90	1	0	1	0
875	240	240	夜引风岚	69	1	240	1	0	1	0
877	240	240	银烛清韵	69	1	240	1	0	1	0
879	50	50	斗室无尘充能	69	2	50	1	0	1	0
881	90	90	万籁之寂充能	69	2	90	1	0	1	0
883	240	240	银烛清韵充能	69	2	240	1	0	1	0
885	240	240	夜引风岚充能	69	2	240	1	0	1	0
887	20	20	清音长啸	69	1	20	1	0	1	0
889	15	15	冲秋冥击退	69	1	15	1	0	1	0
891	8	8	风入松减速	69	1	8	1	0	1	0
893	1	1	角子技能CD	69	1	1	1	0	1	0
895	6	6	羽充能CD	69	3	6	1	0	1	0
897	80	80	笑傲光阴	69	1	80	1	0	1	1
899	80	80	江逐月天	69	1	80	1	0	1	1
901	80	80	云生结海	69	1	80	1	0	1	1
903	80	80	迴梦逐光	69	1	80	1	0	1	0
905	35	35	气套路GCD	69	1	35	1	0	1	0
907	60	60	气套路2层充能	69	2	60	1	0	1	1
908	180	180	孤影化双	69	1	180	1	0	1	1
909	180	180	杯水留影	69	1	180	1	0	1	0
910	3	3	一指回鸾	69	1	3	1	0	1	0
911	40	40	青霄飞羽	69	1	40	1	0	1	1
912	20	20	羽20秒CD	69	3	20	1	0	1	1
913	25	25	高山流水主动技能CD	69	1	25	1	0	1	1
914	45	45	变身CD	46	1	45		0	0	0
915	15	15	徵_11秒调息	69	1	15	1	0	1	0
916	4	4	阳春白雪_主动4秒CD	69	1	4	1	0	1	0
917	6	6	剑·宫6秒调息	69	1	6	1	0	1	0
918	10	10	剑·羽10秒充能	69	3	10	1	0	1	1
919	20	20	羽变为35秒非充能	69	3	20	1	0	1	1
920	10	10	徵初始检查CD10秒	69	1	10	1	0	1	0
921	20	20	徵初始检查CD20秒	69	1	20	1	0	1	0
922	30	30	徵初始检查CD30秒	69	1	30	1	0	1	0
923	22	22	徵怡神奇穴初始检查CD22秒	69	1	22	1	0	1	0
924	32	32	徵怡神奇穴初始检查CD32秒	69	1	32	1	0	1	0
925	42	42	徵怡神奇穴初始检查CD42秒	69	1	42	1	0	1	0
926	5	5	喂草CD	70	1	5		0	0	0
927	5	5	喂水CD	70	1	5		0	0	0
928	1.5	1.5	治疗CD	70	1	1.5		0	0	0
929	1	1	摔跤比试_回风落叶	70	1	1		0	0	0
930	5	5	摔跤比试_横扫千军	70	1	5		0	0	0
931	180	180	纱伞展开CD三分钟	13	1	180		0	0	0
932	30	30	1号披风使用CD	13	1	30		0	0	0
933	30	30	2号披风使用CD	13	1	30		0	0	0
934	30	30	3号披风使用CD	13	1	30		0	0	0
935	30	30	4号披风使用CD	13	1	30		0	0	0
936	30	30	5号披风使用CD	13	1	30		0	0	0
937	30	30	6号披风使用CD	13	1	30		0	0	0
938	5	5	表现交互公共CD5秒	13	1	5		0	0	0
939	30	30	1号外装CD30秒	13	1	30		0	0	0
940	30	30	2号外装CD30秒	13	1	30		0	0	0
941	30	30	3号外装CD30秒	13	1	30		0	0	0
942	30	30	4号外装CD30秒	13	1	30		0	0	0
943	5	5	摔跤比试_格挡	70	1	5		0	0	0
944	7200	7200	玄冰架极极	42	1	7200		0	0	0
945	120	120	清绝影歌CD	69	1	120	1	0	1	0
946	1.5	1.5	花月别院_韩非池QTE	12	1	1.5		0	0	0
947	8	8	8秒CD	64	1	8		0	0	0
948	30	30	峰值-长歌弟子-江逐月天	46	1	30		0	0	0
949	10	10	峰值-长歌弟子-梅花三弄	46	1	10		0	0	0
950	150	150	花间_听风吹雪	2	1	150	1	0	1	1
951	1800	1800	长歌门预热_挂件使用CD	0	1	1800		0	0	0
952	20	20	疏影横斜20秒充能	69	3	20	1	0	1	1
953	20	20	突_2层充能	1	2	20	1	0	1	1
954	2	2	破坚阵眩晕2帧CD	1	1	2	1	0	1	0
955	60	60	紫气东来3层充能	3	3	60	1	0	1	1
956	40	40	化蝶40秒充能	9	2	40	1	0	1	1
957	35	35	撼地35秒充能	68	2	35	1	0	1	1
958	30	30	盾舞30秒嘲讽效果	68	1	30	1	0	1	0
959	12	12	啸日12秒充能	6	2	12	1	0	1	1
960	6	6	松舍问霞	6	1	6	1	0	1	0
961	30	30	御鸿于天60秒	7	1	30	1	0	1	1
962	50	50	余寒映日2秒	4	1	50	1	0	1	0
963	3	3	形散如烟2秒	4	1	3	1	0	1	0
964	1	1	晓日1秒独立CD	6	1	1	1	0	1	0
965	6	6	守缺6秒充能	5	3	6	1	0	1	1
966	1	1	载具道具通用	65	1	1		0	0	0
