ID	Name	TurnToFight_Text_1	TurnToFight_Type_1	TurnToFight_Rate_1	TurnToFight_Text_2	TurnToFight_Type_2	TurnToFight_Rate_2	TurnToFight_Text_3	TurnToFight_Type_3	TurnToFight_Rate_3	Death_Text_1	Death_Type_1	Death_Rate_1	Death_Text_2	Death_Type_2	Death_Rate_2	Death_Text_3	Death_Type_3	Death_Rate_3	TeammateDeath_Text_1	TeammateDeath_Type_1	TeammateDeath_Rate_1	TeammateDeath_Text_2	TeammateDeath_Type_2	TeammateDeath_Rate_2	TeammateDeath_Text_3	TeammateDeath_Type_3	TeammateDeath_Rate_3	Idle_Text_1	Idle_Type_1	Idle_Rate_1	Idle_Text_2	Idle_Type_2	Idle_Rate_2	Idle_Text_3	Idle_Type_3	Idle_Rate_3	Custom_Text_1	Custom_Type_1	Custom_Rate_1	Custom_Text_2	Custom_Type_2	Custom_Rate_2	Custom_Text_3	Custom_Type_3	Custom_Rate_3	TurnToIdle_Text_1	TurnToIdle_Type_1	TurnToIdle_Rate_1	TurnToIdle_Text_2	TurnToIdle_Type_2	TurnToIdle_Rate_2	TurnToIdle_Text_3	TurnToIdle_Type_3	TurnToIdle_Rate_3	KillEnemy_Text_1	KillEnemy_Type_1	KillEnemy_Rate_1	KillEnemy_Text_2	KillEnemy_Type_2	KillEnemy_Rate_2	KillEnemy_Text_3	KillEnemy_Type_3	KillEnemy_Rate_3	Escape_Text_1	Escape_Type_1	Escape_Rate_1	Escape_Text_2	Escape_Type_2	Escape_Rate_2	Escape_Text_3	Escape_Type_3	Escape_Rate_3
249		啊哈哈！热乎的血啊！！	1	200		1	0																																																																		
250		夺你性命！	1	100	你没有机会！	1	100																																																																		
251		胆敢劫狱！！	1	100	不想活了！		100																																																																		
252		什么人！！	1	100	坏俺们的好事！！		100																																																																		
253		没听过强龙不压地头蛇吗？！	1	1000																																																																					
254		自己寻死！！	1	100	见一个杀一个！		100																																																																		
255		什么人擅闯山字营重地！	1	100																																																																					
256		知道有巡逻兵还敢硬闯？！	1	100																																																																					
257		有人擅闯军营！！	1	100																																																																					
258		来人速速受死！！	1	100																																																																					
259		封某就和你比划比划！！	1	1000																																																																					
260		试试我刚磨的刀！	1	100																																																																					
261		你们这些饭桶！有人闯营！	1	1000																																																																					
262		让我看看你的能耐！	1	1000																																																																					
263		哈哈，别徒劳了。	1	1000																																																																					
264		你是何人！	1	1000																																																																					
265		白蓬他们越来越不中用了！	1	1000																																																																					
266		能入大营？好身手，过来比划比划！	1	1000																																																																					
267		看是我的刀快还是你的手快！	1	1000																																																																					
268		都让开！让本小姐出马！	1	1000																																																																					
269		来靶场？！找死吗？！	1	1000																																																																					
270		莫非你是孙无骨派来的？！	1	1000																																																																					
271		自寻死路！	1	1000																																																																					
272		你想干什么！	1	1000																																																																					
273		莫杀我！莫杀我！袈裟给你就是！！	1	1000																																																																					
274		多管闲事者死！	1	1000																																																																					
275			1	1000																																																																					
276		竟然被发现了！	1	1000																																																																					
277		别靠近烽火台重地！	1	100																																																																					
278		让我先来！	1	100																																																																					
279		还不束手就擒！	1	100																																																																					
280		你想和货物一起被烧吗？	1	100																																																																					
281		少跟老子捣乱！！	1	1000																																																																					
282		敢在我地盘上撒野？！	1	100																																																																					
283		你是如何进来的！	1	100																																																																					
284		牙刀，你的食物送上门了，哈哈哈！	1	600	你们想怎么个死法？	1	400				转瞬即逝的...快乐...	1	1000																不要放松警惕！	1	200																折磨人总是这么令人兴奋！	1	1000							不，还不够残忍！	1	300															
285		别想抢走我的货物！	1	600																																																																					
286			1	1000																									口好渴！给我水......	1	200	好难受...	1	300																																							
287		我还不想死...	1	1000																																																																					
288			1	1000																									求求你，放了我！	1	300	呜呜呜......	1	300																																							
289			1	1000																																																																					
290		可疑的家伙！	1	500	什么人？！	2	200																																																																		
291		啊，我已经厌倦了这种苦差事。	1	300																																																																					
292		这些人是怎么进来的？	1	200	别让他们活着出去！	1	500				谁来阻止这些家伙...	1	300																活还没有干完...你们这群懒猪！	1	200	别想偷懒！	1	200																																							
293		我只是个做饭的...	1	1000							为什么要杀死我...	1	1000																我可没有那么多闲功夫...	1	300	唉，我也没办法啊...	1	300	常万山把你送给我...我倒想放了你..可是....	1	300										这是你们逼我的...	1	300	我们厨师也是拿刀混饭吃的！	1	500																					
294			1	500		1	500				不可能！我怎么...怎么可能会被打败...	1	1000																																		哈哈！你们不过是些毛毛虫！	1	500	看到了吗？我的美人儿，他们根本不是我的对手！	1	500				再练个几百年才来找大爷吧！	1	500	哈哈哈，不过如此！	1	500												
295			0	0							啊~！废物……我早就知道你靠不住，我好恨哪……哈哈哈哈……	1	500																																		……镜桓，我又胜了，你会开心么？	1	1000							你们都得去死！	1	500															
296		正好陪我玩玩！	1	500	嘿嘿...有姑娘送上门来了吗？	1	500				奶奶的！我不想死...我还没玩够...	1	1000																过来给大爷摸一下...嘿嘿...	1	300	哇哈哈哈...这个好...	1	300	哟，这个的皮肤水嫩得大爷流口水啊。	1	300																			真是好听的惨叫声啊！	1	500	本大爷的功夫可是很棒的，嘿嘿...	1	500												
297		嗝...什么...人？	1	300	...来了几个下酒菜。	1	300	杏花村的好酒...嗝。	1	300																																																															
298	1~5级山贼杂兵	哪里来的小兔崽子，快来受死！		100		1	0		0	0	你……够狠！	1	0							竟敢偷袭我们！	1	0							0	0	0		0	0													好家伙，给我等着！	1	80								5	80								5	80						
299	王婆婆																													1	0		1	0		1	0																																				
300		桃花村是我的地盘！	1	200		1	0																																																																		
301	1~5级山贼杂兵	站住，让爷看看你是什么东西！		100		1	0		0	0	你……够狠！	1	0							竟敢偷袭我们！	1	0							0	0	0		0	0													好家伙，给我等着！	1	80								5	80								5	80						
302		好大的胆子！宋府也是你这种低等人来的地方？！	1	100	没看见爷正玩儿呐！真扫爷的兴！！		100																																																																		
303		这地方是你来的么？	1	100			0																																																																		
304	1~5级山贼杂兵	我姚大爷可不是好惹的！		100		1	0		0	0	厉害！	1	0							竟敢偷袭我们！	1	0							0	0	0		0	0													好家伙，给我等着！	1	80								5	80								5	80						
305		何人竟敢擅闯卢府！	1	200	什么人如此大胆？！敢来卢老爷府上撒野！！		200	哈哈，又来了个不要命的！		200																																																															
306			0	0																									小鱼真可怜啊！	1	100																																										
307		有钱拿钱来，没钱拿命来！	1	1000																																																																					
308	1~5级山贼杂兵	呵呸！我一个人宰了这厮足矣！		100		1	0		0	0	你……够狠！	1	0							竟敢偷袭我们！	1	0							0	0	0		0	0													好家伙，给我等着！	1	80								5	80								5	80						
309		有人跑掉了？	1	200							啊...	1	200																																																												
310		什么人？	1	200	你不是神策的人！	1	300				任务...失败...	1	200	啊...眼前的光明燃尽了...	1	200																															任务完成!	1	300							应有的制裁！	1	100	可笑!	1	200												
311		有人逃出来了吗？	1	200	又一个不知死活的反贼！ 	1	200				呃啊！怎么...会这样...	1	200																																																												
312		嗯?铜钱会的蠢货都死了吗?	1	300	哼,很久没活动下筋骨了!	1	300				厉害...	1	200	难以相信...	1	200																															加强戒备!	1	300							再回去练个几十年吧!	1	200															
313		闯入的人全部抓起来!	1	200	来人啊!	1	200				把囚犯...全部杀掉...	1	200																																		神策勇猛!	1	100							就这两下子?	1	200															
314		呸,又有活干了!	1	200							混蛋...下手...真狠啊~	1	200																																		嘿嘿,比想象的轻松...	1	500																								
315		糟糕,没想到有人会来...	1	200	别让他们进去...	1	100				亏大了...可恶...	1	300	刚刚到手的钱...该死	1	300													小心点,别东张西望的...	1	200	这个地方真冷啊...	1	200																																							
316			1	1000																																																																					
317		阻挡神策军执行任务的人都要死！	1	500	别来烦我,你们这些杂碎！	1	500				冷血十三鹰不会放过你们的！	1	1000																																		没有意义的死亡对我来说没有意义。	1	500	哼！和神策对抗就是这个下场！	1	500				死吧！通通都给我去死！哈哈哈...	1	300	来吧，我的枪还需要更多的祭品！	1	300												
318		我就知道，钱不是这么好赚的！	1	800	不如你们给我钱，我放你们过去吧！	1	200				我的钱...我还没赚够啊...	1	1000																																		又可以捞一笔了，嘿嘿......	1	1000							又一个和神策讨价的机会！	1	500															
319		就让我见识一下中原武艺的厉害吧！	1	500		0	0				难道...这才是老师所说的...真正的剑道？	1	500	ごめん、師匠、僕は負けました......	1	500																															中原武艺，不过如此！	1	500	私は先生の剣のある私の手の中を感じることができます。	1	500				憎しみは夢想を断ち切ります！	1	500	来ましょう，私にあなたの剣を感じさせます！	1	500												
320			1	1000																									荷塘晓月夜生风，花池风影荷成蓬，风非风、荷非荷，奈何风去花已落，人已去、月犹残，空留月影……人难全……	1	50																																										
321	1~5级山贼杂兵	小兔崽子！不想死的话滚远点！		300	乖乖给我站住！	1	300	来呀！领教领教爷的神威！	1	300	我……我可是神策的……你竟敢……	1	300	你胆子不小，等人来收拾你吧！	1	300				竟敢偷袭我们！	1	80							0	0	0		0	0													好家伙，给我等着！	1	80							哈哈哈哈哈！	5	80							风紧，扯乎！	5	80						
322		好小子，军爷们在这可不是来好玩的！	1	300																									都给我精神点！杨将军有令，只要能抓住谢云流的徒子徒孙，他会重重有赏！	1	300																																										
323		小的们，给我上！	1	1000							好不容易知道钦犯谢云流的行踪……却死在你手里……	1	300																																																												
324		佛祖保佑！ 算命的说我是‘一将功臣万古枯’，不过我不同意。我认为出来混的，是生是死，要由自已决定。	1	80																									佛祖保佑！ 算命的说我是‘一将功臣万古枯’，不过我不同意。我认为出来混的，是生是死，要由自已决定。	1	80																																										
325			1	1000																									三圣在此清修，请勿高声喧哗。	1	300																																										
326			1	1000																									哇！收获这么大，咱们太厉害了！	1	300	大伙都辛苦了，这次上陵围猎咱们赢定了！	1	300	无忌营看来是赶不上咱们啦！	1	300																																				
327			1	1000																																																																					
328		有人闯阵，放箭！放箭！	1	1000																																																																					
329	李东流	兔崽子们，给我放马过来。																											万花仙谷，与世隔绝，进出都靠这凌云梯。			凌云悬梯，天下奇绝，万花之门户也			工圣奇技，天下一绝																																						
330	李东流	大家小心，有人偷袭。																											万花仙谷，与世隔绝，进出都靠这凌云梯。			凌云悬梯，天下奇绝，万花之门户也			工圣奇技，天下一绝																																						
331		敢来爷爷这里叫嚣，活腻了！	1	100																																																																					
332		犯我天一者，亡！	1	100																																																																					
333		来送死的人真多！	1	50																																																																					
334		新鲜的味道！	1	100	嗷嗷嗷嗷！	1	100																																																																		
335		来者何人？	1	50																																																																					
336		嘿嘿，正闷得慌！来个人给爷练练手！	1	100																																																																					
337		看来你是不见棺材不掉泪啊！	1	50							你……真狠！	1	100																																																												
338		奶都没喝饱就敢来送死？	1	300	看我怎么收拾你！	1	300																																																																		
339		打狗也要看主子！也不看看我主子是谁？	1	300							饶……命……啊！	1	100																																																												
340		不想死的话，离我远点！	1	500																																																																					
341		哈哈！想找死？我成全你！	1	200																																																																					
342		敢暗算老子？	1	50																																																																					
343		又来个送死的！	1	50																																																																					
344		别想抢走我的蛇。	1	1000							我……的蛇……	1	1000																																																												
345		这儿有活人！	1	1000							这……有……活人……	1	1000																																																												
346		奶奶个熊！	1	1000																																																																					
347		太岁爷头上动土，好你个小崽子！	1	100																																																																					
348		来得正好，爷我正好几天没肉下肚了！	1	100																																																																					
349		我他爷爷的这么斯文，你他爷爷的非逼我动手！	1	1000																																																																					
350		看我把你的打成我这样！	1	1000																																																																					
351		恩？你……已经死了……	1	1000							收回刚才那句话	1	100																																																												
352		僵尸看多了，看了活人就不爽。	1	1000																																																																					
353		嘿嘿，来左丘园闹事来了？	1	100																																																																					
354			1	1000																																																																					
355			1	1000																																																																					
356		你就只能活那么大了！	1	200	碍着爷爷发财！	1	200																																																																		
357			1	1000																																																																					
358			1	1000																																																																					
359			1	1000																																																																					
360		千军万马在前，千军万马不倒！	1	1000																																																																					
361			1	1000																																																																					
362		哈哈，大爷今天就跟你玩玩！	1	1000																																																																					
363		就你这扭扭咧咧的身体，还想与我挑战？	1	1000																																																																					
364		明人不做暗事，你给我过来！	1	1000																																																																					
365		死！	1	1000																																																																					
366		看爷爷的神通！	1	1000																																																																					
367		看你鬼鬼祟祟就不是好人！	1	1000																																																																					
368		嗷嗷嗷嗷！	1	1000																																																																					
369		呃……嗷……	1	1000																																																																					
370		打死你也不告诉你我是送信的！	1	1000																																																																					
371		又来了一个材料！	1	1000																																																																					
372		你这材料不错，看来又有赏钱了。	1	1000																																																																					
373		杀我便可……莫殃及我那些兄弟……	1	1000																																																																					
374		敢来打扰大爷我清闲！	1	1000																																																																					
375		我杀人不用半招！	1	1000																																																																					
376		急着来送死？	1	1000																																																																					
377		大爷我送你上路！	1	1000																																																																					
378		哼……	1	1000																																																																					
379		兄弟们，上咯！	1	1000																																																																					
380		看我一刀拍死你！	1	1000																																																																					
381		啧……啧……	1	1000																																																																					
382		去死吧！	1	1000																																																																					
383		唉，想死也不用这么急！	1	1000																																																																					
384		左丘大侠宴客，你来撒什么野！	1	100																																																																					
385		让你知道什么才是真正的江湖侠客！	1	1000																																																																					
386		哼哼！一点点大就帮别人强出头，信不信我把你也炼了！	1	1000																																																																					
387		这种斯文的地方怎轮得到你来撒野？	1	1000																																																																					
388		上啊！一起上啊！打死这找死的！	1	1000																																																																					
389		怎么样？先试试身手？	1	1000																																																																					
390		……轰轰……隆隆……	1	1000																																																																					
391		……轰轰……隆隆……	1	1000																																																																					
392		什么人！	1	300	有奸细！	1	300	你知道的太多了！	300		这……不……可能……	1	1000																																											如此笨挫的小贼都敢闯进来，找死。	1	300	细作死了，哈哈！	1	300												
393		发现奸细！	1																																																																						
394			1	1000																																																													哇！好痛	1	100	算你狠！	1	100			
395	1~5级山贼杂兵	我看你是活腻味了！来吧，让你看看我的厉害！		900		1	0		0	0	我不想死啊...救命！	1	300							竟敢偷袭我们！	1	0							0	0	0		0	0													好家伙，给我等着！	1	80							你还太弱！根本不是我的对手！	5	80								5	80						
396	1~5级山贼杂兵	是那个老东西让你们来的，还是你们自己来送死？		900		1	0		0	0	不！我……我还不想死……我要向你们证明……我是最厉害的……	1	300							竟敢偷袭我们！	1	0							只要再给我一点时间，我一定不会让你们失望。我会让朱剑秋那个老东西感到后悔的！	1	300		0	0													好家伙，给我等着！	1	80							你这蠢材！去死吧！	5	80								5	80						
397	1~5级山贼杂兵		0	0	谁敢擅闯此地？	1	300	主人说过，你别想活着从这里离开！	1	300	你真厉害……	1	300	不要伤害……我的熊……	1	300				竟敢偷袭我们！	1	80							我的小狗熊，来，陪我玩吧！	1	300		0	0													胆小鬼！	1	80							你可真弱！	5	300							风紧，扯乎！	5	80						
398	1~5级山贼杂兵		0	0	难道你不怕我们的猛兽吗？	1	300	你会有好果子吃的！	1	300		0	0	算你狠……哎呦……	1	300				竟敢偷袭我们！	1	80							商大人的阵法就快练成了，大家都打起精神来！	1	300	天策府有什么好怕的，很快他们连自己怎么死的都不知道了！	1	300	都别大意了，邓大人可不是好惹的主！	1	300										胆小鬼！	1	80							来啊，再来打爷啊！	5	300							风紧，扯乎！	5	80						
399		活着是一件多么苦恼的事情啊，来吧，让我来好好改造你的身体！	1	1000																																																																					
400		没有人能反抗天一教！	1	1000																																																																					
401		那些无头无脑、不知疼痛的家伙，只是被我利用的傀儡而已。现在，看看我终极机甲龙的厉害！	1	1000																																																																					
402		一群活蹦乱跳的杂碎,我要吃掉你们!	1	1000																																																				又一个新鲜的肉体!	1	1000															
403		我要你成为我!	1	1000																																																																					
404		不審な奴だ！早く捕まえろ！	1	500	殺してやろう！	1	500																						最近、城の中の警備が突然厳重になってるね。	1	500	つまらないんだな……	1	500																																							
405																													だな、噂だと城主がかなりの数の中原人を雇ったらしい。	1	500	綺麗だろうこれ　このひと袋全部が昨日寇岛の商人からもらった陶器だぜ	1	500																																							
406		殺してやろう！	1	500																									テメエら　平日でも気を抜くな　行き来する人混みの中怪しいヤツがいないかを注意しとけ、発見次第即時捕縛しろ	1	500	ここは主岛城だ、一匹たりとも逃がすな！　源明様の身の安全は絶対に守らなければならぬ　しっかと覚えとけ	1	500																																							
407		この程度で、主君と戦うつもりか？	1	500																																											失敗者はここから出てけ！	1	500																								
408																																																								ひとたまりもねえ！	1	1000															
409		衛兵！衛兵！敵将を発見！	1	500																																																																					
410											ぐぁ　俺も老いたもんだな…	1	500																																																												
411		忍法禁地、邪魔を退散！	1	500																																																																					
412											畜生！つ……強すぎる……	1	500																																		任務完了！	1	500																								
413											痛い、姉上！　私もうダメだ……	1	500																																		よーし、主君はきっと喜んで！	1	500																								
414		お前の中の悪霊を排除しろ！	1	500	誰かがこの儀式の進行を破壊する！	1	500				悪霊の力がそんなに強いのか！	1	500																儀式を続けろ……	1	500	儀式は今正常に進む。	1	500																																							
415											无念……	1	500																																																												
416		中原の武術を見せてみろ！	1	500							本当に強いな、俺の負けだ！	1	500																																											中原の武術、所詮そのものか！	1	500															
417		还要！顾不顾我死活了？我跟你拼了！	1	1000																																																																					
418																																																																									
419		来吧！我需要更多！！	1	1000																																																																					
420		不！我被发现了快来帮我！！	1	1000																																																																					
421		不！我被发现了快来帮我！！	1	1000																																																																					
422		我不会让你得逞的！！	1	1000																																																																					
423		我不会让你得逞的！！	1	1000																																																																					
424		你们杀死了我妹妹，我要你们血债血偿！	1	1000							妹妹，我就来见你！	1	1000																																											你们的血肉正是我想要的祭物！	1	1000															
425																																															你们这些胆小鬼！	1	1000							哈哈哈！李复选错了人！	1	1000															
426		噢哟！	1	500	……	1	500				……	1	1000																																																												
427											可恶！	1	1000																																											李复！你的筹码又少了一个！	1	300															
428																													哎呀，哎呀，肚子又痛了。	1	30	吃亏肚子了可真要命，哎哟，哎哟。	1	30																																							
429		谁也不能阻止我们替天行道！	1	1000							你会遭到报应的！	1	1000																																																												
430		这是我们自家的事，外人滚开！	1	1000							小兔崽子我不会饶了你们的！	1	1000																																																												
431		竟然敢打我！	1	1000																																																																					
434											混蛋，那些中原人不在这里。	1	300	我不想死啊！中原人真不在这里。	1	300	别杀我！那些中原人应该被带到了别处。	1	300																																																						
435											你是什么人，竟敢来捣乱我们制作逆天仪？	1	300	我是不会告诉你山河社稷图的事情的。	1	300	大家小心，《山河社稷图》不能让他抢去了。	1	300																																																						
436											别杀我！小邪子被带到了毒龙殿。	1	300	小邪子不在这里，要找他去毒龙殿吧。	1	300	小邪子的事情和我没关，是教主抓他去毒龙殿的。	1	300																																																						
437											你们这些汉人真无能，《山河社稷图》都在我们手中了还嚣张。	1	300	大家上，逆天仪的制作到了关键时期，要保护好它。	1	300	见识了逆天仪的真正威力吓死你们这帮汉人。	1	300																																																						
438											中原人都是没用的懦夫，哈哈。	1	300	你以为你救得了他们吗？	1	300	你杀了，我的同伴会把你炼成傀儡的。	1	300																																																						
439											你杀了我，天一教是不会放过你的。中原早晚要落入我们的手中，哈哈...	1	300																																																												
445																																																																									
446																																																																									
447																																																																									
449		安大人正在里面休息，尔等是在自寻死路！	1	250	有刺客，保护安大人！	1	250																																																																		
451		你是什么人！	1	500	我们的首领不会放过你的！	1	500				夏枫大哥，救我……	1	1000																																																												
452		是不是你把老子的车打坏啦？！	1	800																																																																					
453		求求你们！别杀我……	1	100	哼！要不是老子受伤了，非杀你们个片甲不留……	1	100	啊！你们……你们……	1	100	你们是赢不了的！	1	100	我们一定会守住太原城的！哈哈哈！	1	100	终于……能……	1	100																												呃……	1	300	有没有人来救救我……	1	300																					
454		哪个不长眼的敢来打扰大家泡温泉！	1	1000								1	1000																																																				啊啊啊，大侠饶命啊！	1	1000						
2001																													胭脂盒～～胭脂盒～～我的胭脂盒～～	1	500																																										
5001																														1	0		1	0		1	0																																				
6001																													神策狗贼们！你们放马过来吧！爷我不怕你们！	1	30	爷不会向这群神策狗贼低头的，我不能出卖师父，更不能出卖纯阳！	1	30	我要撑下去……一定要等到师父他们回来。他说了，等他回来，咱们就可以扬眉吐气了。	1	30																																				
7001																													大家一定要顶住，不能让这些匪寇猖狂下去了！	1	30	小师弟，你醒醒，一定要顶住！咱们一起等师父回来，咱们说好了，一起等师父回来！	1	30	师弟小心后面的狗贼！竟敢暗箭伤人，看招！	1	30																																				
8001																													古来多少神仙侣，为爱名山去复还。	1	30	世人皆道神仙好，哪知神仙苦难成。天地大道，有多少人能够领悟和超脱呢？	1	30	人法地，地法天，天法道，道法自然。顺应自然才是根本，何来那么多欲念呢？	1	30																																				
12001		啊，有花姑娘送上门来么！？	1	100	最讨厌异邦人！！	1	100																																																																		
14001		滚开，别来我的地盘撒野，你们这些蛆虫！！！	1	1000																																																																					
15001		不能抢走我的面具！你去死吧！	1	200							我死也不会告诉你《易筋经》被带回战宝迦兰了！	1	500	智慧王会替我报仇的！	1	100																																																									
16001											まだだ！まだ、燃え尽きては……	1	300	くっ、ここで燃え尽きるわけには……	1	300	所詮、俺は此処までの器だったな……	1	300																																																						
17001		ブッころしてやろう！	1	30	おろか者！くらぇ！	1	30				ちくしょう！	1	30	くそ……	1	30																																																									
18001		受死吧！	1	10								0	0		0	0																																																									
19001											誓死效忠藤原大人！	1	20	作为东瀛武士，我们不会输的！	1	20																																																									
20002		休想坏了我等的好事！	1	200																										0	0		0	0		0	0																																				
21001		你找错对手了！	1	300																																																																					
22001		赤脚的不怕穿鞋的！上吧，兄弟们！！	1	100	你糟蹋了我的好心情！！	1	10																																																																		
23001		你走进我们的地盘了！	1	100																																																																					
24001		快来，我看到生人了！！	1	100																																																																					
25001		又有人可以拿来祭刀了！	1	100																																																																					
26001		你想挑战我么！？		800																																																																					
27001		武者的荣耀！！！	1	500																																																																					
28001		嗷嗷嗷！！	1	300	嗷嗷！！！	1	300																																																																		
29001		我的手下呢！？都跑到哪里去了！？	1	1000																																																																					
30001		伙计们，活动一下手脚吧！	1	100																																																																					
31001		圣教主护佑！	1	100																																																																					
33001		不要小看水手！！	1	100																																																																					
34001		站住，别跑！	1	100																																																																					
35001		谁又偷懒了！	1	200																																																																					
36001		圣神不会宽恕你！	1	1000																																																																					
37001		バカやろう！！	1	1000																																																																					
38001		有人偷进矿场！	1	100																																																																					
39001		帮我看下火，我去教训闯入的家伙！	1	500																																																																					
40001		有人来找事了！	1	100																																																																					
41001		去死吧！	1	200																																																																					
42001		在怀念家乡之时被打扰是不可饶恕的！	1	100																																																																					
43001		在怀念家乡之时被打扰是不可饶恕的！	1		200																																																																				
44001		你错了！你错了！你不该来！	1	200																																																																					
45001		俺がてめをぶつけて飛ばしてやろう！！！	1	1000																																																																					
46001		人肉！人肉！	1	200																																																																					
47001		试试我的刀子！	1	100																																																																					
48001		强盗是一份很有前途的职业！	1	300																																																																					
49001		看什么看？	1	1000																																																																					
50001		准备挨揍吧！	1	1																																																																					
51001		谁在那儿?	1	200																																																																					
52001		杀！	1	200																																																																					
53001		不要瞧不起低级武士！！	1	10																																																																					
54001		有人来了，冲过去！！	1	100																																																																					
55001		野郎们！放荡的攻击吧！	1	1000																																																																					
56001		你怎么敢来！我并非无名之辈！	1	1000																																																																					
57001		你惹恼我们了！	1	1000																																																																					
58001		不要打我啊！	1	300																																																																					
59001		纳命来！	1	200																																																																					
60001		有人送死来了！	1	100																																																																					
61001		蠢货！	1	100																																																																					
62001		你让我兴奋了！！	1	300																																																																					
63001		哥哥最会伺候女人了！！	1	100																																																																					
64001		我今天本来不想杀人！是你逼我的！！	1	1000																																																																					
65001		来吧！让你看看我的厉害！	1	100																																																																					
66001		我要把你打扁！！																																																																							
67001		有人闯寨！！																																																																							
68001		武士的荣誉！																																																																							
69001		站住！！																																																																							
70001		站住！！																																																																							
71001		是谁派你来的！		1000																																																																					
72001		后退者死！																																																																							
73001		闻到花姑娘的味道了！		200																																																																					
73002																																															不打了！可有别的侠士稍后想来挑战？	1	300	哎，无敌最是寂寞！	1	300																					

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
