RecipeName	BelongSchool	DesignLevel	RecipeExplain	RecipeID	RecipeLevel	Type	IsSystemRecipe	IsEquipmentRecipe	SkillRecipeType	SkillType	SkillID	SkillLevel	PrepareFramesAdd	PrepareFramesPercent	CoolDownAdd1	CoolDownAdd2	CoolDownAdd3	MinRadiusAdd	MaxRadiusAdd	CostLifeAddPercent	CostManaAddPercent	CostRageAdd	CostEnergyAdd	CostStaminaAdd	CostTrainAdd	DamageAddPercent	ScriptFile
《君子风·听雷》详解断篇	藏剑	2	增加命中	593	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《君子风·听雷》秘诀残页	藏剑	1	增加会心	594	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《君子风·听雷》秘诀断篇	藏剑	2	增加会心	595	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《君子风·听雷》参悟残页	藏剑	1	增加伤害	596	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《君子风·听雷》参悟断篇	藏剑	2	增加伤害	597	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《君子风·听雷》参悟绝章	藏剑	3	增加伤害	598	1	0	0		1646	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		51	
《君子风·断潮》秘诀残页	藏剑	1	增加会心	599	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《君子风·断潮》秘诀断篇	藏剑	2	增加会心	600	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《君子风·断潮》秘诀绝章	藏剑	3	增加会心	601	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心4分.lua
《君子风·断潮》参悟残页	藏剑	1	增加伤害	602	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《君子风·断潮》参悟断篇	藏剑	2	增加伤害	603	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《君子风·断潮》参悟绝章	藏剑	3	增加伤害	604	1	0	0		0	0	1651	0	0	1024	0	0	0	0	0	0	0	0		0		51	
《君子风·啸日》人偶图残页	藏剑	1	增加效果	605	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气10点.lua
《君子风·啸日》人偶图断篇	藏剑	2	增加效果	606	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《君子风·啸日》人偶图断篇.lua
《君子风·啸日》人偶图绝章	藏剑	3	增加效果	607	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《君子风·啸日》人偶图绝章.lua
《君子风·啸日》手抄残页	藏剑	1	增加持续时间	608	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《君子风·啸日》手抄断篇	藏剑	2	增加持续时间	609	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《君子风·啸日》手抄绝章	藏剑	3	增加持续时间	610	1	0	0		0	0	1656	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《西子情·雪断桥》穴位图残页	藏剑	1	减少调息时间	611	1	0	0		0	0	1664	0	0	1024	-160	0	0	0	0	0	0	0		0		0	
《西子情·雪断桥》穴位图断篇	藏剑	2	减少调息时间	612	1	0	0		0	0	1664	0	0	1024	-160	0	0	0	0	0	0	0		0		0	
《西子情·雪断桥》穴位图绝章	藏剑	3	减少调息时间	613	1	0	0		0	0	1664	0	0	1024	-160	0	0	0	0	0	0	0		0		0	
《西子情·雪断桥》人偶图残页	藏剑	1	增加效果	614	1	0	0		0	0	1664	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气10点.lua
《西子情·雪断桥》人偶图断篇	藏剑	2	增加效果	615	1	0	0		0	0	1664	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气10点.lua
《西子情·雪断桥》人偶图绝章	藏剑	3	增加效果	616	1	0	0		0	0	1664	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气10点.lua
《西子情·风吹荷》穴位图残页	藏剑	1	减少调息时间	617	1	0	0		0	0	1665	0	0	1024	-16	0	0	0	0	0	0	0		0		0	
《西子情·风吹荷》穴位图断篇	藏剑	2	减少调息时间	618	1	0	0		0	0	1665	0	0	1024	-32	0	0	0	0	0	0	0		0		0	
《西子情·风吹荷》穴位图绝章	藏剑	3	减少调息时间	619	1	0	0		0	0	1665	0	0	1024	-32	0	0	0	0	0	0	0		0		0	
《西子情·风吹荷》手抄残页	藏剑	1	增加持续时间	620	1	0	0		0	0	1665	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《西子情·风吹荷》手抄残页.lua
《西子情·风吹荷》详解残页	藏剑	1	增加命中	621	1	0	0		0	0	1665	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中1分.lua
《西子情·风吹荷》详解断篇	藏剑	2	增加命中	622	1	0	0		0	0	1665	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《西子情·风吹荷》真传残页	藏剑	1	增加技能距离	623	1	0	0		0	0	1665	0	0	1024	0	0	0	0	64	0	0	0		0		0	
《西子情·风吹荷》真传断篇	藏剑	2	增加技能距离	624	1	0	0		0	0	1665	0	0	1024	0	0	0	0	64	0	0	0		0		0	
《西子情·风吹荷》真传绝章	藏剑	3	增加技能距离	625	1	0	0		0	0	1665	0	0	1024	0	0	0	0	64	0	0	0		0		0	
《西子情·云栖松》穴位图残页	藏剑	1	减少调息时间	626	1	0	0		0	0	1668	0	0	1024	-160	0	0	0	0	0	0	0		0		0	
《西子情·云栖松》穴位图断篇	藏剑	2	减少调息时间	627	1	0	0		0	0	1668	0	0	1024	-160	0	0	0	0	0	0	0		0		0	
《西子情·云栖松》手抄残页	藏剑	1	增加持续时间	628	1	0	0		0	0	1668	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《西子情·云栖松》手抄断篇	藏剑	2	增加持续时间	629	1	0	0		0	0	1668	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《西子情·云栖松》人偶图绝章	藏剑	3	增加效果	630	1	0	0		0	0	1668	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《西子情·云栖松》人偶图绝章.lua
《西子情·云栖松》人偶图残页	藏剑	1	增加效果	631	1	0	0		0	0	1668	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《西子情·云栖松》人偶图残页.lua
《西子情·云栖松》人偶图断篇	藏剑	2	增加效果	632	1	0	0		0	0	1668	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《西子情·云栖松》人偶图断篇.lua
经脉-减少藏剑问水诀CD	测试	1	减少调息时间	633	1	2	1		0	0	10144	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀CD	测试	2	减少调息时间	633	2	2	1		0	0	10144	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀CD	测试	3	减少调息时间	633	3	2	1		0	0	10144	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀CD	测试	4	减少调息时间	633	4	2	1		0	0	10144	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀CD	测试	5	减少调息时间	633	5	2	1		0	0	10144	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意CD	测试	1	减少调息时间	634	1	2	1		0	0	10145	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意CD	测试	2	减少调息时间	634	2	2	1		0	0	10145	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意CD	测试	3	减少调息时间	634	3	2	1		0	0	10145	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意CD	测试	4	减少调息时间	634	4	2	1		0	0	10145	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意CD	测试	5	减少调息时间	634	5	2	1		0	0	10145	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀公共CD	测试	1	减少调息时间	635	1	2	1		0	0	10144	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀公共CD	测试	2	减少调息时间	635	2	2	1		0	0	10144	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀公共CD	测试	3	减少调息时间	635	3	2	1		0	0	10144	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀公共CD	测试	4	减少调息时间	635	4	2	1		0	0	10144	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少藏剑问水诀公共CD	测试	5	减少调息时间	635	5	2	1		0	0	10144	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意公共CD	测试	1	减少调息时间	636	1	2	1		0	0	10145	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意公共CD	测试	2	减少调息时间	636	2	2	1		0	0	10145	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意公共CD	测试	3	减少调息时间	636	3	2	1		0	0	10145	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意公共CD	测试	4	减少调息时间	636	4	2	1		0	0	10145	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少藏剑山居剑意公共CD	测试	5	减少调息时间	636	5	2	1		0	0	10145	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
装备秘笈测试_减少CD	测试	1	减少调息时间	637	1	1	0	1	0	0	418	0	0	1024	-80	0	0	0	0	0	0	0		0	0	0	
剑纯_三环1	纯阳镇派	1		638	1	3					364																纯阳\镇派\增加会心3.3%会心后伤害6.6%.lua
剑纯_三环2	纯阳镇派	2		638	2	3					364																纯阳\镇派\增加会心6.6%后伤害13.3%.lua
剑纯_三环3	纯阳镇派	3		638	3	3					364																纯阳\镇派\增加会心10%会心后伤害20%.lua
PVP七秀绛唇珠袖调息时间减少10s	七秀	1	减少调息时间	639	1	1	0	1	0	0	544	0	0	1024	-32	0	0	0	0	0	0	0		0	0	0	
少林PVP捉影式减3sCD	少林	1	减少调息时间	640	1	1	0	1	0	0	242	0	0	1024	-48	0	0	0	0	0	0	0		0	0	0	
PVP天策突减3sCD	天策	1	减少调息时间	641	1	1	0	1	418	0	418	0	0	1024	-48	0	0	0	0	0	0	0		0	0	0	
PVP万花毫针减2sCD	万花	1	减少调息时间	642	1	1	0	1	0	0	141	0	0	1024	-32	0	0	0	0	0	0	0		0	0	0	
剑纯_天地1	纯阳镇派	1		643	1	3			309		309																纯阳\镇派\增加会心3.3%会心后伤害6.6%.lua
剑纯_天地2	纯阳镇派	2		643	2	3			309		309																纯阳\镇派\增加会心6.6%后伤害13.3%.lua
剑纯_天地3	纯阳镇派	3		643	3	3			309		309																纯阳\镇派\增加会心10%会心后伤害20%.lua
PVP藏剑醉月减1sCD	藏剑	1	减少调息时间	644	1	1	0	1	0	0	1649	0	0	1024	-16	0	0	0	0	0	0	0		0	0	0	
PVP纯阳人剑合一减cd1秒	纯阳	1	减少调息时间	645	1	1	0	1	0	0	588	0	0	1024	-16	0	0	0	0	0	0	0		0	0	0	
PVP纯阳三才化生减cd2秒	纯阳	1	减少调息时间	646	1	1	0	1	0	0	303	0	0	1024	-32	0	0	0	0	0	0	0		0	0	0	
《防身武艺·虹气长空》详解残页	江湖	1	增加命中	647	1	0	0		0	0	34	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中1分.lua
《防身武艺·虹气长空》详解断篇	江湖	2	增加命中	648	1	0	0		0	0	34	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《防身武艺·虹气长空》详解绝章	江湖	3	增加命中	649	1	0	0		0	0	34	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中3分.lua
经脉-减少五毒毒经CD	测试	1	减少调息时间	650	1	2	1		0	0	10175	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经CD	测试	2	减少调息时间	650	2	2	1		0	0	10175	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经CD	测试	3	减少调息时间	650	3	2	1		0	0	10175	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经CD	测试	4	减少调息时间	650	4	2	1		0	0	10175	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经CD	测试	5	减少调息时间	650	5	2	1		0	0	10175	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经CD	测试	1	减少调息时间	651	1	2	1		0	0	10176	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经CD	测试	2	减少调息时间	651	2	2	1		0	0	10176	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经CD	测试	3	减少调息时间	651	3	2	1		0	0	10176	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经CD	测试	4	减少调息时间	651	4	2	1		0	0	10176	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经CD	测试	5	减少调息时间	651	5	2	1		0	0	10176	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经公共CD	测试	1	减少调息时间	652	1	2	1		0	0	10175	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经公共CD	测试	2	减少调息时间	652	2	2	1		0	0	10175	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经公共CD	测试	3	减少调息时间	652	3	2	1		0	0	10175	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经公共CD	测试	4	减少调息时间	652	4	2	1		0	0	10175	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少五毒毒经公共CD	测试	5	减少调息时间	652	5	2	1		0	0	10175	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经公共CD	测试	1	减少调息时间	653	1	2	1		0	0	10176	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经公共CD	测试	2	减少调息时间	653	2	2	1		0	0	10176	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经公共CD	测试	3	减少调息时间	653	3	2	1		0	0	10176	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经公共CD	测试	4	减少调息时间	653	4	2	1		0	0	10176	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少五毒补天心经公共CD	测试	5	减少调息时间	653	5	2	1		0	0	10176	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
惊神_守缺伤害1	少林镇派	1	增加伤害	654	1	3					241				0											31	
惊神_守缺伤害2	少林镇派	2	增加伤害	654	2	3					241				0											61	
惊神_守缺伤害3	少林镇派	3	增加伤害	654	3	3					241				0											91	
般若诀效果加强1	少林镇派	1		655	1	3			200		200	0			0											0	少林\镇派\般若诀15%.lua
般若诀效果加强2	少林镇派	2		655	2	3			200		200	0			0											0	少林\镇派\般若诀30%.lua
万佛朝宗加生命1	少林镇派	1		656	1	3			0		234				-40												少林\镇派\攻击_万佛加血1.lua
万佛朝宗加生命2	少林镇派	2		656	2	3	0	0	0	0	234	0	0	1024	-80	0	0	0	0	0	0	0		0	0	0	少林\镇派\攻击_万佛加血2.lua
夜征_灭效果1	天策镇派	1		657	1	3					423																天策\秘笈\夜征_灭效果1.lua
夜征_灭效果2	天策镇派	1		657	2	3					423																天策\秘笈\夜征_灭效果2.lua
万剑锁定伤害	纯阳镇派	1		658	1	3					311																纯阳\镇派\万剑定身锁足双伤害.lua
天地CD1	纯阳镇派	1		659	1	3					309				-16												
天地CD2	纯阳镇派	2		659	2	3			309		309				-32											0	纯阳\镇派\风逝增加10%会心.lua
转乾坤免控	纯阳镇派	1		660	1	3					372																纯阳\镇派\转乾坤免控.lua
三环加伤1	纯阳镇派	1		661	1	3					364															21	
三环加伤2	纯阳镇派	2		661	2	3					364															41	
三环加伤3	纯阳镇派	3		661	3	3					364															102	
天地加伤1	纯阳镇派	1		662	1	3			309		309															21	
天地加伤2	纯阳镇派	2		662	2	3			309		309															41	
天地加伤3	纯阳镇派	3		662	3	3			309		309															61	
无我加伤1	纯阳镇派	1		663	1	3			365		365															21	
无我加伤2	纯阳镇派	2		663	2	3			365		365															41	
无我加伤3	纯阳镇派	3		663	3	3			365		365															102	
人剑合一恢复1	纯阳镇派	1		664	1	3			588		0																纯阳\镇派\人剑合一_回血.lua
人剑合一恢复2	纯阳镇派	2		664	2	3			588		0																纯阳\镇派\人剑合一_回血.lua
莫沾衣_绛唇珠袖效果1	七秀镇派	1		665	1	3					571				-80												七秀\秘笈\七秀_莫沾衣_绛唇珠袖效果.lua
莫沾衣_绛唇珠袖效果2	七秀镇派	2		665	2	3					571				-160												七秀\秘笈\七秀_莫沾衣_绛唇珠袖效果.lua
袖手_鹊踏枝效果1	七秀镇派	1		666	1	3					550				-480												
袖手_鹊踏枝效果2	七秀镇派	2		666	2	3					550				-960												
空吟_剑主天地效果1	七秀镇派	1		667	1	3					562																七秀\秘笈\七秀_空吟_剑主天地效果.lua
空吟_剑主天地效果2	七秀镇派	2		667	2	3					562																七秀\秘笈\七秀_空吟_剑主天地效果.lua
不坏_罗汉金身25%段2	少林镇派	1		668	1	3					209																少林\镇派\罗汉金身25%段2.lua
不坏_罗汉金身50%段2	少林镇派	2		668	2	3					209																少林\镇派\罗汉金身50%段2.lua
不坏_罗汉金身25%段3	少林镇派	1		669	1	3					210																少林\镇派\罗汉金身25%段3.lua
不坏_罗汉金身50%段3	少林镇派	2		669	2	3					210																少林\镇派\罗汉金身50%段3.lua
剑痕_剑影留痕效果1	七秀镇派	1		670	1	3					546																七秀\秘笈\七秀_剑痕_剑影留痕效果.lua
剑痕_剑影留痕效果2	七秀镇派	2		670	2	3					546																七秀\秘笈\七秀_剑痕_剑影留痕效果.lua
玉骨_蝶弄足效果1	七秀镇派	1		671	1	3					574				-240												七秀\秘笈\七秀_玉骨_蝶弄足效果.lua
玉骨_蝶弄足效果2	七秀镇派	2		671	2	3					574				-480												七秀\秘笈\七秀_玉骨_蝶弄足效果.lua
千里冰封_剑主天地效果1	七秀镇派	1		672	1	3					562															20	
千里冰封_剑主天地效果2	七秀镇派	2		672	2	3					562															41	
千里冰封_剑主天地效果3	七秀镇派	3		672	3	3					562															61	
千里冰封_剑气长江效果1	七秀镇派	1		673	1	3					561															20	
千里冰封_剑气长江效果2	七秀镇派	2		673	2	3					561															41	
千里冰封_剑气长江效果3	七秀镇派	3		673	3	3					561															61	
千里冰封_北风霜剑效果1	七秀镇派	1		674	1	3					2707															20	
千里冰封_北风霜剑效果2	七秀镇派	2		674	2	3					2707															41	
千里冰封_北风霜剑效果3	七秀镇派	3		674	3	3					2707															61	
碎冰_剑气长江效果1	七秀镇派	1		675	1	3					561																七秀\秘笈\七秀_碎冰_剑气长江效果.lua
碎冰_剑气长江效果2	七秀镇派	2		675	2	3					561																七秀\秘笈\七秀_碎冰_剑气长江效果.lua
备用1	五毒	1	增加效果	676	1	1					132																万花\秘笈\万花_春泥护花_增加Hot.lua
蝎心攻1	五毒镇派	1		677	1	3					2209															51	
蝎心攻2	五毒镇派	2		677	2	3			2209		2209															102	
蝎心攻3	五毒镇派	3		677	3	3					2209															153	
蝎心运功1	五毒镇派	1		678	1	3					2209		-2													0	
蝎心运功2	五毒镇派	2		678	2	3					2209		-4														
蛇会心15%队伍Buff	五毒镇派	1		679	1	3					2969																五毒\镇派\蛇会心加小队.lua
蛇会心30%队伍Buff	五毒镇派	1		679	2	3					2969																五毒\镇派\蛇会心加小队.lua
磷光_满堂势效果1	七秀镇派	1		680	1	3					573																七秀\秘笈\七秀_磷光_满堂势效果.lua
磷光_满堂势效果2	七秀镇派	2		680	2	3					573																七秀\秘笈\七秀_磷光_满堂势效果.lua
入丛_龙池乐效果1	七秀镇派	1		681	1	3					548										-512						七秀\秘笈\入丛_龙池乐效果.lua
入丛_龙池乐效果2	七秀镇派	2		681	2	3					548										-1024						七秀\秘笈\入丛_龙池乐效果.lua
心问_心鼓弦效果	七秀镇派	1		682	1	3					551																七秀\秘笈\七秀_心问_心鼓弦效果.lua
心问_风袖低昂效果	七秀镇派	1		683	1	3					555																七秀\秘笈\七秀_心问_风袖低昂效果.lua
蟾蜍被击15%加队伍	五毒镇派	1		684	1	3					2970																五毒\镇派\蟾蜍被击加小队.lua
蟾蜍被击30%加队伍	五毒镇派	1		684	2	3					2970																五毒\镇派\蟾蜍被击加小队.lua
蜈蚣加速减受伤	五毒镇派	1		685	1	3					2478				-48												
双鸾_翔鸾舞柳效果1	七秀镇派	1		686	1	3					554																七秀\秘笈\七秀_双鸾_翔鸾舞柳效果.lua
双鸾_翔鸾舞柳效果2	七秀镇派	2		686	2	3					554																七秀\秘笈\七秀_双鸾_翔鸾舞柳效果.lua
双鸾_翔鸾舞柳效果3	七秀镇派	3		686	3	3					554																七秀\秘笈\七秀_双鸾_翔鸾舞柳效果.lua
蝶恋_王母挥袂效果1	七秀镇派	1		687	1	3					569																七秀\秘笈\七秀_蝶恋_王母挥袂效果.lua
蝶恋_王母挥袂效果2	七秀镇派	2		687	2	3					569																七秀\秘笈\七秀_蝶恋_王母挥袂效果.lua
宠物加攻加血1	五毒镇派	1		688	1	3					1																
宠物加攻加血2	五毒镇派	2		688	2	3					1																
宠物加攻加血3	五毒镇派	3		688	3	3					1																
蝉伴月_月华倾泻效果1	七秀镇派	1		689	1	3					570				-240												七秀\秘笈\七秀_蝉伴月_月华倾泻效果1.lua
蝉伴月_月华倾泻效果2	七秀镇派	2		689	2	3					570				-480												七秀\秘笈\七秀_蝉伴月_月华倾泻效果2.lua
散余霞_回雪飘摇效果1	七秀镇派	1		690	1	3					565																秘笈\增加会心2分.lua
散余霞_回雪飘摇效果2	七秀镇派	2		690	2	3					565																秘笈\增加会心4分.lua
散余霞_回雪飘摇效果3	七秀镇派	3		690	3	3					565																秘笈\增加会心6分.lua
散余霞_风袖低昂效果1	七秀镇派	1		691	1	3					555																秘笈\增加会心2分.lua
散余霞_风袖低昂效果2	七秀镇派	2		691	2	3					555																秘笈\增加会心4分.lua
散余霞_风袖低昂效果3	七秀镇派	3		691	3	3					555																秘笈\增加会心6分.lua
散余霞_王母挥袂效果1	七秀镇派	1		692	1	3					569																秘笈\增加会心2分.lua
散余霞_王母挥袂效果2	七秀镇派	2		692	2	3					569																秘笈\增加会心4分.lua
散余霞_王母挥袂效果3	七秀镇派	3		692	3	3					569																秘笈\增加会心6分.lua
散余霞_国色天香效果1	七秀镇派	1		693	1	3					2724																秘笈\增加会心2分.lua
散余霞_国色天香效果2	七秀镇派	2		693	2	3					2724																秘笈\增加会心4分.lua
散余霞_国色天香效果3	七秀镇派	3		693	3	3					2724																秘笈\增加会心6分.lua
蜘蛛锁足增强1	五毒镇派	1		694	1	3					2520				0				0								五毒\镇派\蜘蛛锁足增强.lua
蜘蛛锁足增强2	五毒镇派	1		694	2	3					2520				0				0								五毒\镇派\蜘蛛锁足增强.lua
宠物死亡_恢复气血内力1	五毒镇派	1		695	1	3					1																
宠物死亡_恢复气血内力2	五毒镇派	2		695	2	3					1																
蝎心加攻1	五毒镇派	1		696	1	3			2209		2209															21	
蝎心加攻2	五毒镇派	2		696	2	3			2209		2209															41	
蝎心加攻3	五毒镇派	3		696	3	3			2209		2209															61	
蛇影加攻1	五毒镇派	1		697	1	3			2211		2211															0	五毒\镇派\蛇影加攻.lua
蛇影加攻2	五毒镇派	2		697	2	3			2211		2211															0	五毒\镇派\蛇影加攻.lua
蛇影加攻3	五毒镇派	3		697	3	3			2211		2211															0	五毒\镇派\蛇影加攻.lua
秋深_国色天香伤害效果1	七秀镇派	1		698	1	3					2984																七秀\秘笈\七秀_秋深_国色天香伤害效果.lua
秋深_国色天香伤害效果2	七秀镇派	2		698	2	3					2984																七秀\秘笈\七秀_秋深_国色天香伤害效果.lua
秋深_国色天香伤害效果3	七秀镇派	3		698	3	3					2984																七秀\秘笈\七秀_秋深_国色天香伤害效果.lua
秋深_国色天香治疗效果1	七秀镇派	1		699	1	3					2983																七秀\秘笈\七秀_秋深_国色天香治疗效果.lua
秋深_国色天香治疗效果2	七秀镇派	2		699	2	3					2983																七秀\秘笈\七秀_秋深_国色天香治疗效果.lua
秋深_国色天香治疗效果3	七秀镇派	3		699	3	3					2983																七秀\秘笈\七秀_秋深_国色天香治疗效果.lua
翔天_婆罗门效果1	七秀镇派	1		700	1	3			0		1																七秀\秘笈\七秀_翔天_婆罗门效果.lua
翔天_婆罗门效果2	七秀镇派	2		700	2	3			0		1																七秀\秘笈\七秀_翔天_婆罗门效果.lua
冰蚕减运功1	五毒镇派	1		701	1	3					2232		-2														
冰蚕减运功2	五毒镇派	2		701	2	3					2232		-4														
朝露_剑舞效果1	七秀镇派	1		702	1	3			2341																		七秀\秘笈\七秀_朝露_剑舞效果1.lua
朝露_剑舞效果2	七秀镇派	1		702	2	3			2341																		七秀\秘笈\七秀_朝露_剑舞效果2.lua
霜剑_剑舞效果1	七秀镇派	1		703	1	3					2707																七秀\秘笈\七秀_霜剑_剑舞效果1.lua
霜剑_剑舞效果2	七秀镇派	2		703	2	3					2707																七秀\秘笈\七秀_霜剑_剑舞效果2.lua
霜剑_剑舞效果3	七秀镇派	3		703	3	3					2707																七秀\秘笈\七秀_霜剑_剑舞效果3.lua
倾城_剑舞效果1	七秀镇派	1		704	1	3			2341		0																七秀\秘笈\七秀_倾城_剑舞效果.lua
倾城_剑舞效果2	七秀镇派	2		704	2	3			2341		0																七秀\秘笈\七秀_倾城_剑舞效果.lua
千蝶减CD加治疗1	五毒镇派	1		705	1	3			0		1				0											0	
千蝶减CD加治疗2	五毒镇派	1		705	2	3			0		1				0											0	
女娲补天被击解控1	五毒镇派	1		706	1	3					1																
女娲补天被击解控2	五毒镇派	2		706	2	3					1																
女娲补天被击解控3	五毒镇派	3		706	3	3					1																
蝎子减速加10%	五毒镇派	1		707	1	3					2475				-48												
女娲补天加速1	五毒镇派	1		708	1	3					1																
女娲补天加速2	五毒镇派	2		708	2	3					1																
千蝶减伤1	五毒镇派	1		709	1	3					1																
千蝶减伤2	五毒镇派	2		709	2	3					1																
冰蚕会心1	五毒镇派	1		710	1	3			2232		2232																秘笈\增加会心2分.lua
冰蚕会心2	五毒镇派	2		710	2	3			2232		2232																秘笈\增加会心4分.lua
冰蚕会心3	五毒镇派	3		710	3	3			2232		2232																秘笈\增加会心6分.lua
圣手会心1	五毒镇派	1		711	1	3					2957																秘笈\增加会心2分.lua
圣手会心2	五毒镇派	2		711	2	3					2957																秘笈\增加会心4分.lua
圣手会心3	五毒镇派	3		711	3	3					2957																秘笈\增加会心6分.lua
醉舞会心1	五毒镇派	1		712	1	3					2233																秘笈\增加会心2分.lua
醉舞会心2	五毒镇派	2		712	2	3					2233																秘笈\增加会心4分.lua
醉舞会心3	五毒镇派	3		712	3	3					2233																秘笈\增加会心6分.lua
