SkillID	SkillLevel	LevelUpExp	LevelUpPlayerLevel	ExpAddOdds	Name	School
365	1	38	16	1024	无我无剑	纯阳
365	2	46	17	1024	无我无剑	纯阳
365	3	55	18	1024	无我无剑	纯阳
365	4	63	19	1024	无我无剑	纯阳
365	5	66	20	1024	无我无剑	纯阳
365	6	79	21	1024	无我无剑	纯阳
365	7	90	22	1024	无我无剑	纯阳
365	8	98	23	1024	无我无剑	纯阳
365	9	109	24	1024	无我无剑	纯阳
365	10	113	25	1024	无我无剑	纯阳
365	11	123	26	1024	无我无剑	纯阳
365	12	139	27	1024	无我无剑	纯阳
365	13	142	28	1024	无我无剑	纯阳
365	14	143	29	1024	无我无剑	纯阳
365	15	162	30	1024	无我无剑	纯阳
365	16	172	31	1024	无我无剑	纯阳
365	17	175	33	1024	无我无剑	纯阳
365	18	182	36	1024	无我无剑	纯阳
365	19	428	39	1024	无我无剑	纯阳
365	20	434	42	1024	无我无剑	纯阳
365	21	442	45	1024	无我无剑	纯阳
365	22	446	48	1024	无我无剑	纯阳
365	23	450	51	1024	无我无剑	纯阳
365	24	458	54	1024	无我无剑	纯阳
365	25	831	57	1024	无我无剑	纯阳
365	26	896	60	1024	无我无剑	纯阳
365	27	981	63	1024	无我无剑	纯阳
365	28	1158	66	1024	无我无剑	纯阳
365	29	1339	69	1024	无我无剑	纯阳
365	30	1914	73	1024	无我无剑	纯阳
365	31	2070	77	1024	无我无剑	纯阳
365	32	2223	81	1024	无我无剑	纯阳
365	33	2265	85	1024	无我无剑	纯阳
365	34	2876	89	1024	无我无剑	纯阳
365	35	9999	99	1024	无我无剑	纯阳
367	1	38	15	1024	四象轮回	纯阳
367	2	46	16	1024	四象轮回	纯阳
367	3	55	17	1024	四象轮回	纯阳
367	4	58	18	1024	四象轮回	纯阳
367	5	63	19	1024	四象轮回	纯阳
367	6	66	20	1024	四象轮回	纯阳
367	7	79	21	1024	四象轮回	纯阳
367	8	90	22	1024	四象轮回	纯阳
367	9	98	23	1024	四象轮回	纯阳
367	10	109	24	1024	四象轮回	纯阳
367	11	111	25	1024	四象轮回	纯阳
367	12	113	27	1024	四象轮回	纯阳
367	13	139	29	1024	四象轮回	纯阳
367	14	143	31	1024	四象轮回	纯阳
367	15	172	34	1024	四象轮回	纯阳
367	16	180	37	1024	四象轮回	纯阳
367	17	217	40	1024	四象轮回	纯阳
367	18	219	43	1024	四象轮回	纯阳
367	19	223	46	1024	四象轮回	纯阳
367	20	227	49	1024	四象轮回	纯阳
367	21	280	52	1024	四象轮回	纯阳
367	22	340	55	1024	四象轮回	纯阳
367	23	462	58	1024	四象轮回	纯阳
367	24	507	61	1024	四象轮回	纯阳
367	25	547	64	1024	四象轮回	纯阳
367	26	551	67	1024	四象轮回	纯阳
367	27	639	70	1024	四象轮回	纯阳
367	28	1748	74	1024	四象轮回	纯阳
367	29	2102	78	1024	四象轮回	纯阳
367	30	2257	82	1024	四象轮回	纯阳
367	31	2312	86	1024	四象轮回	纯阳
367	32	3227	90	1024	四象轮回	纯阳
367	33	9999	99	1024	四象轮回	纯阳
368	1	38	15	1024	六合独尊	纯阳
368	2	46	15	1024	六合独尊	纯阳
368	3	55	16	1024	六合独尊	纯阳
368	4	58	17	1024	六合独尊	纯阳
368	5	58	18	1024	六合独尊	纯阳
368	6	63	19	1024	六合独尊	纯阳
368	7	79	21	1024	六合独尊	纯阳
368	8	90	23	1024	六合独尊	纯阳
368	9	98	25	1024	六合独尊	纯阳
368	10	111	27	1024	六合独尊	纯阳
368	11	139	29	1024	六合独尊	纯阳
368	12	143	31	1024	六合独尊	纯阳
368	13	172	34	1024	六合独尊	纯阳
368	14	180	37	1024	六合独尊	纯阳
368	15	217	40	1024	六合独尊	纯阳
368	16	219	43	1024	六合独尊	纯阳
368	17	223	46	1024	六合独尊	纯阳
368	18	227	49	1024	六合独尊	纯阳
368	19	280	52	1024	六合独尊	纯阳
368	20	340	55	1024	六合独尊	纯阳
368	21	462	58	1024	六合独尊	纯阳
368	22	507	61	1024	六合独尊	纯阳
368	23	547	64	1024	六合独尊	纯阳
368	24	551	67	1024	六合独尊	纯阳
368	25	639	70	1024	六合独尊	纯阳
368	26	1748	74	1024	六合独尊	纯阳
368	27	1914	78	1024	六合独尊	纯阳
368	28	2102	82	1024	六合独尊	纯阳
368	29	2257	86	1024	六合独尊	纯阳
368	30	2312	89	1024	六合独尊	纯阳
368	31	9999	99	1024	六合独尊	纯阳
369	1	111	32	1024	七星拱瑞	纯阳
369	2	174	40	1024	七星拱瑞	纯阳
369	3	182	48	1024	七星拱瑞	纯阳
369	4	238	56	1024	七星拱瑞	纯阳
369	5	340	64	1024	七星拱瑞	纯阳
400	1	53	15	1024	穿云	天策
400	2	63	16	1024	穿云	天策
400	3	71	17	1024	穿云	天策
400	4	79	18	1024	穿云	天策
400	5	87	19	1024	穿云	天策
400	6	95	20	1024	穿云	天策
400	7	183	21	1024	穿云	天策
400	8	225	22	1024	穿云	天策
400	9	261	24	1024	穿云	天策
400	10	285	27	1024	穿云	天策
400	11	325	30	1024	穿云	天策
400	12	363	33	1024	穿云	天策
400	13	401	36	1024	穿云	天策
400	14	439	39	1024	穿云	天策
400	15	473	42	1024	穿云	天策
400	16	505	45	1024	穿云	天策
400	17	536	48	1024	穿云	天策
400	18	576	51	1024	穿云	天策
400	19	1308	55	1024	穿云	天策
400	20	1469	59	1024	穿云	天策
400	21	1632	63	1024	穿云	天策
400	22	1795	67	1024	穿云	天策
400	23	5403	71	1024	穿云	天策
400	24	5808	75	1024	穿云	天策
400	25	6177	79	1024	穿云	天策
400	26	5936	83	1024	穿云	天策
400	27	6275	87	1024	穿云	天策
400	28	9999	99	1024	穿云	天策
401	1	240	17	1024	破风	天策
401	2	261	19	1024	破风	天策
401	3	271	22	1024	破风	天策
401	4	278	24	1024	破风	天策
401	5	285	26	1024	破风	天策
401	6	312	28	1024	破风	天策
401	7	325	30	1024	破风	天策
401	8	363	33	1024	破风	天策
401	9	401	36	1024	破风	天策
401	10	439	39	1024	破风	天策
401	11	473	42	1024	破风	天策
401	12	505	45	1024	破风	天策
401	13	536	48	1024	破风	天策
401	14	576	51	1024	破风	天策
401	15	634	54	1024	破风	天策
401	16	714	58	1024	破风	天策
401	17	795	62	1024	破风	天策
401	18	877	66	1024	破风	天策
401	19	2657	70	1024	破风	天策
401	20	2834	74	1024	破风	天策
401	21	3042	78	1024	破风	天策
401	22	2932	82	1024	破风	天策
401	23	3101	86	1024	破风	天策
401	24	3248	90	1024	破风	天策
401	25	9999	99	1024	破风	天策
403	1	53	15	1024	龙吟	天策
403	2	63	16	1024	龙吟	天策
403	3	71	17	1024	龙吟	天策
403	4	79	18	1024	龙吟	天策
403	5	87	19	1024	龙吟	天策
403	6	95	20	1024	龙吟	天策
403	7	169	21	1024	龙吟	天策
403	8	210	22	1024	龙吟	天策
403	9	254	23	1024	龙吟	天策
403	10	278	24	1024	龙吟	天策
403	11	312	29	1024	龙吟	天策
403	12	350	32	1024	龙吟	天策
403	13	388	35	1024	龙吟	天策
403	14	426	38	1024	龙吟	天策
403	15	462	41	1024	龙吟	天策
403	16	495	44	1024	龙吟	天策
403	17	526	47	1024	龙吟	天策
403	18	556	50	1024	龙吟	天策
403	19	634	54	1024	龙吟	天策
403	20	714	58	1024	龙吟	天策
403	21	795	62	1024	龙吟	天策
403	22	877	66	1024	龙吟	天策
403	23	2657	70	1024	龙吟	天策
403	24	2834	74	1024	龙吟	天策
403	25	3042	78	1024	龙吟	天策
403	26	2932	82	1024	龙吟	天策
403	27	3101	86	1024	龙吟	天策
403	28	3248	90	1024	龙吟	天策
403	29	9999	99	1024	龙吟	天策
404	1	350	40	1024	撼如雷	天策
404	2	451	40	1024	撼如雷	天策
404	3	556	50	1024	撼如雷	天策
404	4	755	60	1024	撼如雷	天策
404	5	2657	70	1024	撼如雷	天策
404	6	2862	80	1024	撼如雷	天策
404	7	3248	90	1024	撼如雷	天策
404	8	9999	99	1024	撼如雷	天策
415	1	53	15	1024	龙牙	天策
415	2	63	16	1024	龙牙	天策
415	3	71	17	1024	龙牙	天策
415	4	79	18	1024	龙牙	天策
415	5	87	19	1024	龙牙	天策
415	6	95	20	1024	龙牙	天策
415	7	156	21	1024	龙牙	天策
415	8	196	22	1024	龙牙	天策
415	9	240	23	1024	龙牙	天策
415	10	271	25	1024	龙牙	天策
415	11	299	28	1024	龙牙	天策
415	12	338	31	1024	龙牙	天策
415	13	376	34	1024	龙牙	天策
415	14	413	37	1024	龙牙	天策
415	15	451	40	1024	龙牙	天策
415	16	484	43	1024	龙牙	天策
415	17	516	46	1024	龙牙	天策
415	18	547	49	1024	龙牙	天策
415	19	595	52	1024	龙牙	天策
415	20	674	56	1024	龙牙	天策
415	21	755	60	1024	龙牙	天策
415	22	836	64	1024	龙牙	天策
415	23	918	68	1024	龙牙	天策
415	24	2745	72	1024	龙牙	天策
415	25	2949	76	1024	龙牙	天策
415	26	2862	80	1024	龙牙	天策
415	27	3004	84	1024	龙牙	天策
415	28	3174	90	1024	龙牙	天策
415	29	9999	99	1024	龙牙	天策
418	1	160	25	1024	突	天策
418	2	460	40	1024	突	天策
418	3	560	55	1024	突	天策
418	4	760	70	1024	突	天策
418	5	860	86	1024	突	天策
418	6	990	99	1024	突	天策
422	1	640	64	1024	啸如虎	天策
422	2	720	72	1024	啸如虎	天策
422	3	800	80	1024	啸如虎	天策
422	4	880	88	1024	啸如虎	天策
422	5	990	99	1024	啸如虎	天策
423	1	280	32	1024	灭	天策
423	2	350	32	1024	灭	天策
423	3	388	35	1024	灭	天策
423	4	426	38	1024	灭	天策
423	5	462	41	1024	灭	天策
423	6	495	44	1024	灭	天策
423	7	526	47	1024	灭	天策
423	8	556	50	1024	灭	天策
423	9	1230	53	1024	灭	天策
423	10	1388	57	1024	灭	天策
423	11	1550	61	1024	灭	天策
423	12	1713	65	1024	灭	天策
423	13	1877	69	1024	灭	天策
423	14	5580	73	1024	灭	天策
423	15	5991	77	1024	灭	天策
423	16	5794	81	1024	灭	天策
423	17	6130	85	1024	灭	天策
423	18	6422	89	1024	灭	天策
423	19	9999	99	1024	灭	天策
424	1	200	20	1024	疾	天策
424	2	350	35	1024	疾	天策
424	3	500	50	1024	疾	天策
424	4	750	75	1024	疾	天策
424	5	890	89	1024	疾	天策
424	6	990	99	1024	疾	天策
425	1	520	52	1024	御奔突	天策
425	2	620	62	1024	御奔突	天策
425	3	720	72	1024	御奔突	天策
425	4	820	82	1024	御奔突	天策
425	5	990	99	1024	御奔突	天策
427	1	120	26	1024	战八方	天策
427	2	156	28	1024	战八方	天策
427	3	169	30	1024	战八方	天策
427	4	183	32	1024	战八方	天策
427	5	196	34	1024	战八方	天策
427	6	210	36	1024	战八方	天策
427	7	225	38	1024	战八方	天策
427	8	240	40	1024	战八方	天策
427	9	254	42	1024	战八方	天策
427	10	271	44	1024	战八方	天策
427	11	299	46	1024	战八方	天策
427	12	338	48	1024	战八方	天策
427	13	376	50	1024	战八方	天策
427	14	413	52	1024	战八方	天策
427	15	451	54	1024	战八方	天策
427	16	484	56	1024	战八方	天策
427	17	516	58	1024	战八方	天策
427	18	547	60	1024	战八方	天策
427	19	595	62	1024	战八方	天策
427	20	674	64	1024	战八方	天策
427	21	755	66	1024	战八方	天策
427	22	836	68	1024	战八方	天策
427	23	918	70	1024	战八方	天策
427	24	2745	72	1024	战八方	天策
427	25	2949	76	1024	战八方	天策
427	26	2862	80	1024	战八方	天策
427	27	3004	84	1024	战八方	天策
427	28	3174	88	1024	战八方	天策
427	29	9999	99	1024	战八方	天策
428	1	280	28	1024	断魂刺	天策
428	2	380	38	1024	断魂刺	天策
428	3	500	50	1024	断魂刺	天策
428	4	640	64	1024	断魂刺	天策
428	5	760	76	1024	断魂刺	天策
428	6	880	88	1024	断魂刺	天策
428	7	990	99	1024	断魂刺	天策
442	1	160	28	1024	御	天策
442	2	320	32	1024	御	天策
442	3	480	48	1024	御	天策
442	4	640	64	1024	御	天策
442	5	800	80	1024	御	天策
442	6	990	99	1024	御	天策
479	1	680	68	1024	裂苍穹	天策
479	2	750	75	1024	裂苍穹	天策
479	3	820	82	1024	裂苍穹	天策
479	4	890	89	1024	裂苍穹	天策
479	5	990	99	1024	裂苍穹	天策
498	1	200	20	1024	千斤坠	少林
498	2	350	35	1024	千斤坠	少林
498	3	500	50	1024	千斤坠	少林
498	4	650	65	1024	千斤坠	少林
498	5	800	80	1024	千斤坠	少林
498	6	990	99	1024	千斤坠	少林
537	1	48	15	1024	名动四方	七秀
537	2	74	20	1024	名动四方	七秀
537	3	126	30	1024	名动四方	七秀
537	4	287	40	1024	名动四方	七秀
537	5	616	55	1024	名动四方	七秀
537	6	2137	75	1024	名动四方	七秀
537	7	9999	99	1024	名动四方	七秀
544	1	142	28	1024	帝骖龙翔	七秀
544	2	182	48	1024	帝骖龙翔	七秀
544	3	653	68	1024	帝骖龙翔	七秀
544	4	990	99	1024	帝骖龙翔	七秀
545	1	126	40	1024	婆罗门	七秀
545	2	130	40	1024	婆罗门	七秀
545	3	144	40	1024	婆罗门	七秀
545	4	153	50	1024	婆罗门	七秀
545	5	547	60	1024	婆罗门	七秀
545	6	713	70	1024	婆罗门	七秀
545	7	3103	80	1024	婆罗门	七秀
545	8	9999	99	1024	婆罗门	七秀
550	1	182	48	1024	鹊踏枝	七秀
550	2	772	63	1024	鹊踏枝	七秀
550	3	1806	78	1024	鹊踏枝	七秀
550	4	3154	88	1024	鹊踏枝	七秀
550	5	9999	99	1024	鹊踏枝	七秀
553	1	48	15	1024	江海凝光	七秀
553	2	61	16	1024	江海凝光	七秀
553	3	62	17	1024	江海凝光	七秀
553	4	63	18	1024	江海凝光	七秀
553	5	74	19	1024	江海凝光	七秀
553	6	84	20	1024	江海凝光	七秀
553	7	91	21	1024	江海凝光	七秀
553	8	121	23	1024	江海凝光	七秀
553	9	131	25	1024	江海凝光	七秀
553	10	142	26	1024	江海凝光	七秀
553	11	150	28	1024	江海凝光	七秀
553	12	153	29	1024	江海凝光	七秀
553	13	172	31	1024	江海凝光	七秀
553	14	174	32	1024	江海凝光	七秀
553	15	175	34	1024	江海凝光	七秀
553	16	203	35	1024	江海凝光	七秀
553	17	215	38	1024	江海凝光	七秀
553	18	221	41	1024	江海凝光	七秀
553	19	223	44	1024	江海凝光	七秀
553	20	289	47	1024	江海凝光	七秀
553	21	303	50	1024	江海凝光	七秀
553	22	405	54	1024	江海凝光	七秀
553	23	448	58	1024	江海凝光	七秀
553	24	452	62	1024	江海凝光	七秀
553	25	547	66	1024	江海凝光	七秀
553	26	623	70	1024	江海凝光	七秀
553	27	1682	74	1024	江海凝光	七秀
553	28	1748	78	1024	江海凝光	七秀
553	29	1806	82	1024	江海凝光	七秀
553	30	2312	86	1024	江海凝光	七秀
553	31	3227	90	1024	江海凝光	七秀
553	32	9999	99	1024	江海凝光	七秀
554	1	48	15	1024	翔鸾舞柳	七秀
554	2	48	15	1024	翔鸾舞柳	七秀
554	3	48	15	1024	翔鸾舞柳	七秀
554	4	50	15	1024	翔鸾舞柳	七秀
554	5	54	15	1024	翔鸾舞柳	七秀
554	6	58	15	1024	翔鸾舞柳	七秀
554	7	62	17	1024	翔鸾舞柳	七秀
554	8	74	20	1024	翔鸾舞柳	七秀
554	9	121	23	1024	翔鸾舞柳	七秀
554	10	150	26	1024	翔鸾舞柳	七秀
554	11	153	29	1024	翔鸾舞柳	七秀
554	12	175	32	1024	翔鸾舞柳	七秀
554	13	203	35	1024	翔鸾舞柳	七秀
554	14	215	38	1024	翔鸾舞柳	七秀
554	15	221	41	1024	翔鸾舞柳	七秀
554	16	223	44	1024	翔鸾舞柳	七秀
554	17	289	47	1024	翔鸾舞柳	七秀
554	18	303	50	1024	翔鸾舞柳	七秀
554	19	405	54	1024	翔鸾舞柳	七秀
554	20	448	58	1024	翔鸾舞柳	七秀
554	21	452	62	1024	翔鸾舞柳	七秀
554	22	547	66	1024	翔鸾舞柳	七秀
554	23	623	70	1024	翔鸾舞柳	七秀
554	24	1682	74	1024	翔鸾舞柳	七秀
554	25	1748	78	1024	翔鸾舞柳	七秀
554	26	1806	82	1024	翔鸾舞柳	七秀
554	27	2312	86	1024	翔鸾舞柳	七秀
554	28	3227	90	1024	翔鸾舞柳	七秀
554	29	9999	99	1024	翔鸾舞柳	七秀
555	1	61	16	1024	风袖低昂	七秀
555	2	61	16	1024	风袖低昂	七秀
555	3	62	17	1024	风袖低昂	七秀
555	4	63	18	1024	风袖低昂	七秀
555	5	74	19	1024	风袖低昂	七秀
555	6	84	20	1024	风袖低昂	七秀
555	7	91	21	1024	风袖低昂	七秀
555	8	121	23	1024	风袖低昂	七秀
555	9	131	25	1024	风袖低昂	七秀
555	10	142	26	1024	风袖低昂	七秀
555	11	150	28	1024	风袖低昂	七秀
555	12	153	29	1024	风袖低昂	七秀
555	13	172	31	1024	风袖低昂	七秀
555	14	174	32	1024	风袖低昂	七秀
555	15	175	34	1024	风袖低昂	七秀
555	16	203	35	1024	风袖低昂	七秀
555	17	215	38	1024	风袖低昂	七秀
555	18	221	41	1024	风袖低昂	七秀
555	19	223	44	1024	风袖低昂	七秀
555	20	289	47	1024	风袖低昂	七秀
555	21	303	50	1024	风袖低昂	七秀
555	22	405	54	1024	风袖低昂	七秀
555	23	448	58	1024	风袖低昂	七秀
555	24	452	62	1024	风袖低昂	七秀
555	25	547	66	1024	风袖低昂	七秀
555	26	623	70	1024	风袖低昂	七秀
555	27	1682	74	1024	风袖低昂	七秀
555	28	1748	78	1024	风袖低昂	七秀
555	29	1806	82	1024	风袖低昂	七秀
555	30	2312	86	1024	风袖低昂	七秀
555	31	3227	90	1024	风袖低昂	七秀
555	32	9999	99	1024	风袖低昂	七秀
556	1	452	56	1024	上元点鬟	七秀
556	2	635	62	1024	上元点鬟	七秀
556	3	653	68	1024	上元点鬟	七秀
556	4	1682	74	1024	上元点鬟	七秀
556	5	1748	82	1024	上元点鬟	七秀
556	6	9999	99	1024	上元点鬟	七秀
559	1	126	38	1024	剑神无我	七秀
559	2	150	40	1024	剑神无我	七秀
559	3	150	42	1024	剑神无我	七秀
559	4	153	44	1024	剑神无我	七秀
559	5	182	46	1024	剑神无我	七秀
559	6	221	48	1024	剑神无我	七秀
559	7	297	50	1024	剑神无我	七秀
559	8	405	52	1024	剑神无我	七秀
559	9	448	54	1024	剑神无我	七秀
559	10	452	56	1024	剑神无我	七秀
559	11	547	58	1024	剑神无我	七秀
559	12	623	60	1024	剑神无我	七秀
559	13	635	62	1024	剑神无我	七秀
559	14	653	64	1024	剑神无我	七秀
559	15	713	66	1024	剑神无我	七秀
559	16	840	68	1024	剑神无我	七秀
559	17	1190	70	1024	剑神无我	七秀
559	18	1682	72	1024	剑神无我	七秀
559	19	1748	74	1024	剑神无我	七秀
559	20	1806	76	1024	剑神无我	七秀
559	21	2312	78	1024	剑神无我	七秀
559	22	2715	80	1024	剑神无我	七秀
559	23	3103	82	1024	剑神无我	七秀
559	24	3154	84	1024	剑神无我	七秀
559	25	4378	86	1024	剑神无我	七秀
559	26	4474	88	1024	剑神无我	七秀
559	27	9999	99	1024	剑神无我	七秀
561	1	48	15	1024	剑气长江	七秀
561	2	61	16	1024	剑气长江	七秀
561	3	62	17	1024	剑气长江	七秀
561	4	63	18	1024	剑气长江	七秀
561	5	74	19	1024	剑气长江	七秀
561	6	84	20	1024	剑气长江	七秀
561	7	91	21	1024	剑气长江	七秀
561	8	121	22	1024	剑气长江	七秀
561	9	126	23	1024	剑气长江	七秀
561	10	142	28	1024	剑气长江	七秀
561	11	150	31	1024	剑气长江	七秀
561	12	151	34	1024	剑气长江	七秀
561	13	169	37	1024	剑气长江	七秀
561	14	172	40	1024	剑气长江	七秀
561	15	174	43	1024	剑气长江	七秀
561	16	175	46	1024	剑气长江	七秀
561	17	223	49	1024	剑气长江	七秀
561	18	434	53	1024	剑气长江	七秀
561	19	490	57	1024	剑气长江	七秀
561	20	551	61	1024	剑气长江	七秀
561	21	609	65	1024	剑气长江	七秀
561	22	669	69	1024	剑气长江	七秀
561	23	2070	73	1024	剑气长江	七秀
561	24	2157	77	1024	剑气长江	七秀
561	25	2223	81	1024	剑气长江	七秀
561	26	3020	85	1024	剑气长江	七秀
561	27	3189	89	1024	剑气长江	七秀
561	28	9999	99	1024	剑气长江	七秀
562	1	62	17	1024	剑主天地	七秀
562	2	63	18	1024	剑主天地	七秀
562	3	74	19	1024	剑主天地	七秀
562	4	84	20	1024	剑主天地	七秀
562	5	91	21	1024	剑主天地	七秀
562	6	121	22	1024	剑主天地	七秀
562	7	126	23	1024	剑主天地	七秀
562	8	131	24	1024	剑主天地	七秀
562	9	142	25	1024	剑主天地	七秀
562	10	150	26	1024	剑主天地	七秀
562	11	151	28	1024	剑主天地	七秀
562	12	169	31	1024	剑主天地	七秀
562	13	172	34	1024	剑主天地	七秀
562	14	174	37	1024	剑主天地	七秀
562	15	175	40	1024	剑主天地	七秀
562	16	203	43	1024	剑主天地	七秀
562	17	223	46	1024	剑主天地	七秀
562	18	255	49	1024	剑主天地	七秀
562	19	434	53	1024	剑主天地	七秀
562	20	490	57	1024	剑主天地	七秀
562	21	551	61	1024	剑主天地	七秀
562	22	609	65	1024	剑主天地	七秀
562	23	669	69	1024	剑主天地	七秀
562	24	2070	73	1024	剑主天地	七秀
562	25	2157	77	1024	剑主天地	七秀
562	26	2223	81	1024	剑主天地	七秀
562	27	3020	85	1024	剑主天地	七秀
562	28	3189	89	1024	剑主天地	七秀
562	29	9999	99	1024	剑主天地	七秀
565	1	48	15	1024	回雪飘摇	七秀
565	2	48	15	1024	回雪飘摇	七秀
565	3	48	15	1024	回雪飘摇	七秀
565	4	48	15	1024	回雪飘摇	七秀
565	5	54	15	1024	回雪飘摇	七秀
565	6	58	15	1024	回雪飘摇	七秀
565	7	63	18	1024	回雪飘摇	七秀
565	8	91	21	1024	回雪飘摇	七秀
565	9	182	24	1024	回雪飘摇	七秀
565	10	255	27	1024	回雪飘摇	七秀
565	11	287	30	1024	回雪飘摇	七秀
565	12	289	33	1024	回雪飘摇	七秀
565	13	292	36	1024	回雪飘摇	七秀
565	14	297	39	1024	回雪飘摇	七秀
565	15	300	42	1024	回雪飘摇	七秀
565	16	442	45	1024	回雪飘摇	七秀
565	17	458	48	1024	回雪飘摇	七秀
565	18	616	51	1024	回雪飘摇	七秀
565	19	772	55	1024	回雪飘摇	七秀
565	20	836	59	1024	回雪飘摇	七秀
565	21	1041	63	1024	回雪飘摇	七秀
565	22	1278	67	1024	回雪飘摇	七秀
565	23	2137	71	1024	回雪飘摇	七秀
565	24	4008	75	1024	回雪飘摇	七秀
565	25	4422	79	1024	回雪飘摇	七秀
565	26	4587	83	1024	回雪飘摇	七秀
565	27	4675	87	1024	回雪飘摇	七秀
565	28	9999	99	1024	回雪飘摇	七秀
568	1	150	44	1024	繁音急节	七秀
568	2	150	46	1024	繁音急节	七秀
568	3	151	49	1024	繁音急节	七秀
568	4	9999	99	1024	繁音急节	七秀
569	1	48	15	1024	王母挥袂	七秀
569	2	48	15	1024	王母挥袂	七秀
569	3	48	15	1024	王母挥袂	七秀
569	4	50	15	1024	王母挥袂	七秀
569	5	54	15	1024	王母挥袂	七秀
569	6	58	15	1024	王母挥袂	七秀
569	7	61	16	1024	王母挥袂	七秀
569	8	84	19	1024	王母挥袂	七秀
569	9	126	22	1024	王母挥袂	七秀
569	10	131	25	1024	王母挥袂	七秀
569	11	142	28	1024	王母挥袂	七秀
569	12	150	31	1024	王母挥袂	七秀
569	13	151	34	1024	王母挥袂	七秀
569	14	169	37	1024	王母挥袂	七秀
569	15	172	40	1024	王母挥袂	七秀
569	16	174	43	1024	王母挥袂	七秀
569	17	175	46	1024	王母挥袂	七秀
569	18	223	49	1024	王母挥袂	七秀
569	19	434	53	1024	王母挥袂	七秀
569	20	490	57	1024	王母挥袂	七秀
569	21	551	61	1024	王母挥袂	七秀
569	22	609	65	1024	王母挥袂	七秀
569	23	669	69	1024	王母挥袂	七秀
569	24	2070	73	1024	王母挥袂	七秀
569	25	2157	77	1024	王母挥袂	七秀
569	26	2223	81	1024	王母挥袂	七秀
569	27	3020	85	1024	王母挥袂	七秀
569	28	9999	99	1024	王母挥袂	七秀
574	1	150	44	1024	蝶弄足	七秀
574	2	405	58	1024	蝶弄足	七秀
574	3	2715	72	1024	蝶弄足	七秀
574	4	9999	99	1024	蝶弄足	七秀
575	1	74	20	1024	水榭花盈	七秀
575	2	153	35	1024	水榭花盈	七秀
575	3	175	50	1024	水榭花盈	七秀
575	4	2137	75	1024	水榭花盈	七秀
575	5	3189	89	1024	水榭花盈	七秀
575	6	9999	99	1024	水榭花盈	七秀
588	1	66	20	1024	人剑合一	纯阳
588	2	123	28	1024	人剑合一	纯阳
588	3	142	30	1024	人剑合一	纯阳
588	4	150	32	1024	人剑合一	纯阳
588	5	174	35	1024	人剑合一	纯阳
588	6	183	38	1024	人剑合一	纯阳
588	7	219	41	1024	人剑合一	纯阳
588	8	221	44	1024	人剑合一	纯阳
588	9	223	47	1024	人剑合一	纯阳
588	10	227	50	1024	人剑合一	纯阳
588	11	238	53	1024	人剑合一	纯阳
588	12	434	56	1024	人剑合一	纯阳
588	13	436	59	1024	人剑合一	纯阳
588	14	521	62	1024	人剑合一	纯阳
588	15	565	65	1024	人剑合一	纯阳
588	16	609	68	1024	人剑合一	纯阳
588	17	4008	71	1024	人剑合一	纯阳
588	18	4273	75	1024	人剑合一	纯阳
588	19	4422	79	1024	人剑合一	纯阳
588	20	4587	83	1024	人剑合一	纯阳
588	21	4675	87	1024	人剑合一	纯阳
588	22	9999	99	1024	人剑合一	纯阳
1578	1	112	21	1024	平湖断月	藏剑
1578	2	167	22	1024	平湖断月	藏剑
1578	3	120	23	1024	平湖断月	藏剑
1578	4	130	24	1024	平湖断月	藏剑
1578	5	150	25	1024	平湖断月	藏剑
1578	6	171	26	1024	平湖断月	藏剑
1578	7	186	27	1024	平湖断月	藏剑
1578	8	199	28	1024	平湖断月	藏剑
1578	9	213	29	1024	平湖断月	藏剑
1578	10	232	30	1024	平湖断月	藏剑
1578	11	389	33	1024	平湖断月	藏剑
1578	12	286	36	1024	平湖断月	藏剑
1578	13	470	39	1024	平湖断月	藏剑
1578	14	338	42	1024	平湖断月	藏剑
1578	15	541	45	1024	平湖断月	藏剑
1578	16	383	48	1024	平湖断月	藏剑
1578	17	617	51	1024	平湖断月	藏剑
1578	18	700	55	1024	平湖断月	藏剑
1578	19	787	59	1024	平湖断月	藏剑
1578	20	896	64	1024	平湖断月	藏剑
1578	21	1005	69	1024	平湖断月	藏剑
1578	22	3037	74	1024	平湖断月	藏剑
1578	23	3309	79	1024	平湖断月	藏剑
1578	24	3218	84	1024	平湖断月	藏剑
1578	25	3440	89	1024	平湖断月	藏剑
1578	26	9999	99	1024	平湖断月	藏剑
1579	1	59	15	1024	九溪弥烟	藏剑
1579	2	68	16	1024	九溪弥烟	藏剑
1579	3	76	17	1024	九溪弥烟	藏剑
1579	4	84	18	1024	九溪弥烟	藏剑
1579	5	93	19	1024	九溪弥烟	藏剑
1579	6	102	20	1024	九溪弥烟	藏剑
1579	7	120	21	1024	九溪弥烟	藏剑
1579	8	140	22	1024	九溪弥烟	藏剑
1579	9	160	23	1024	九溪弥烟	藏剑
1579	10	181	24	1024	九溪弥烟	藏剑
1579	11	193	25	1024	九溪弥烟	藏剑
1579	12	204	27	1024	九溪弥烟	藏剑
1579	13	223	29	1024	九溪弥烟	藏剑
1579	14	362	31	1024	九溪弥烟	藏剑
1579	15	389	33	1024	九溪弥烟	藏剑
1579	16	416	35	1024	九溪弥烟	藏剑
1579	17	443	37	1024	九溪弥烟	藏剑
1579	18	470	39	1024	九溪弥烟	藏剑
