id	npcid	kindname	tiptest	position	kindiconpath	kindiconframe	mapid	mapindex	sortindex
167	3189	信使·道觉		35139,53099,1127422;			5	0	636
167	3190	仓库管理员·道正		35243,53051,1127423;			5	0	637
168	0	仓储·信使					150	0	1090
168	19240	仓库管理员·塔力甫		62609,76192,1168183;			150	0	574
168	19241	信使·阿里木		63243,76605,1168183;			150	0	575
168	19995	信使·普拉多西		28009,22712,1094372;			150	0	576
169	0	仓储·信使					122	0	1090
169	15239	信使·信使机关猪		99858,76251,1080271;			122	0	759
169	15246	仓库管理员·唐泠		99801,76431,1079865;			122	0	760
169	15291	信使·唐沐依		84430,73116,1085680;			122	0	761
169	15295	仓库管理员·唐弦		84245,72945,1085704;			122	0	762
170	0	仓储·信使					16	0	1090
170	2638	仓库管理员·娜香		31053,32510,1056951;			16	0	607
170	2639	信使·云雁		29086,34139,1056951;			16	0	608
171	0	仓储·信使					102	0	1090
171	9348	信使·苗小昆		27135,86838,1066451;			102	0	858
171	13112	仓库管理员·苗小香		20905,78864,1066451;			102	0	859
172	0	仓储·信使					49	0	1090
172	6641	仓库管理员·叶芳通		72326,68491,1112856;			49	0	71
172	7284	信使·钱仁杰		79743,87547,1113532;			49	0	72
173	0	仓储·信使					2	0	1090
173	109	信使·防风		56135,45704,1133891;			2	0	825
173	114	仓库管理员·朦胧子		57500,42194,1134462;			2	0	826
174	0	仓储·信使					11	0	1090
174	2576	仓库管理员·古亮		58988,19858,1052204;			11	0	794
174	2577	信使·刘班		56679,19764,1052204;			11	0	795
175	0	马匹·鞍具·饲料·马厩					49	0	1135
175	7055	马商·叶宝驹		64711,60574,1112788;			49	0	79
176	0	基础武器·基础衣甲					49	0	1101
176	6653	武器商·叶名刚		71694,68315,1112856;			49	0	74
176	6654	服装商·名刚嫂		71485,68399,1112856;			49	0	75
177	0	食物·药品·杂货商					49	0	845
177	6655	药品商·名华嫂		71987,67269,1112856;			49	0	90
177	6656	杂货商·叶名禄		69599,67176,1112808;			49	0	91
177	6657	食品商·名云嫂		71870,67270,1112822;			49	0	92
178	0	门派套装商					49	0	869
178	6644	套装商·陈珍		72568,85168,1115343;			49	0	84
179	0	远程武器·暗器子弹					49	0	1075
179	6672	远程武器商·叶芳孝		71255,68355,1112883;			49	0	96
180	0	教书先生					49	0	1133
180	6660	教书先生·沈夫子		69636,67348,1112810;			49	0	77
181	0	门派声望商					49	0	1139
181	6648	乙字声望商·叶智		79223,73297,1123425;			49	0	81
181	6649	甲字声望商·叶勇		79065,73291,1123425;			49	0	82
182	0	门派掌门					49	0	1142
182	18761	大庄主·叶英		74562, 64006, 1114880			49	0	86
183	0	侠义值商人					49	0	875
183	7699	套装物资商·叶珍		72560, 85020, 1115392			49	0	94
184	0	装备洗炼师					49	0	886
184	6651	装备洗炼师·叶宁秋		91118,83977,1129884;			49	0	102
185	0	长途船夫					49	0	631
185	7039	长途船夫·叶安福		82401,88583,1113350;			49	0	98
186	0	马匹·鞍具·饲料·马厩					2	0	1135
186	102	马商·苏难行		44991,39578,1116515;			2	0	833
187	0	基础武器·基础衣甲					2	0	1101
187	106	武器商·白颖川		48999,44876,1133699;			2	0	828
187	3846	服装商·邓秀兰		55461,43334,1133794;			2	0	829
188	0	食物·药品·杂货商					2	0	845
188	80	食品商·王知味		78440,54731,1103736;			2	0	846
189	0	门派套装商					2	0	869
189	5939	套装供应商·东方若		46065,46326,1162036;			2	0	838
190	0	远程武器·暗器子弹					2	0	1075
190	112	远程武器商·陆星		49416,44340,1133719;			2	0	852
191	0	教书先生					2	0	1133
191	179	书商·徐书		56801,41659,1133732;			2	0	831
192	0	门派声望商					2	0	1139
192	4743	乙字声望商·杨靖钰		46055,46525,1162149;			2	0	835
192	5987	甲字声望商·王宇		46025,46610,1162180;			2	0	836
193	0	门派掌门					2	0	1142
193	96	代掌门·僧一行		52406,39717,1244632;			2	0	840
194	0	侠义值商人					2	0	875
194	7697	套装物资商·西门雪					2	0	848
195	0	装备洗炼师					2	0	886
195	3665	装备洗炼师·刘芯		50178,47830,1162688;			2	0	856
196	0	长途车夫					2	0	1151
196	3750	长途车夫·向勇		85669,72685,1169291;			2	0	854
197	0	马匹·鞍具·饲料·马厩					16	0	1135
197	2592	马商·花蔓罗		30164,33507,1056951;			16	0	615
198	0	基础武器·基础衣甲					16	0	1101
198	2628	武器商·霜缤		23813,34630,1057310;			16	0	610
198	2629	服装商·金依		23852,34525,1057310;			16	0	611
199	0	食物·药品·杂货商					16	0	845
199	2630	食品商·石佩肴		23332,37048,1057248;			16	0	624
199	2635	杂货商·童兮		30800,32445,1056951;			16	0	625
199	2636	郎中·林丹丹		29288,32482,1057305;			16	0	626
200	0	门派套装商					16	0	869
200	5947	套装供应商·叶蝶衣		16124,13831,1076171;			16	0	620
201	0	远程武器·暗器子弹					16	0	1075
201	2633	远程武器商·安琪		25985,33738,1057336;			16	0	630
202	0	教书先生					16	0	1133
202	2634	教书先生·燕如雨		24658,36431,1057477;			16	0	613
203	0	门派声望商					16	0	1139
203	2637	甲字声望商·齐秀		16245,14442,1071448;			16	0	617
203	4752	乙字声望商·文秀		16237,14028,1071436;			16	0	618
204	0	门派掌门					16	0	1142
204	2131	楚秀·萧白胭		16039,14229,1071394;			16	0	622
205	0	侠义值商人					16	0	875
205	7698	套装物资商·叶紫衣					16	0	628
206	0	装备洗炼师					16	0	886
206	2613	装备洗炼师·盈荷		19679,14932,1057310;			16	0	634
207	0	长途船夫					16	0	631
207	3770	船夫·刘七		22935,8815,1056979;			16	0	632
208	0	马匹·鞍具·饲料·马厩					159	0	1135
208	24974	马商·曲明		90533,105271,1102837;			159	0	308
209	0	基础武器·基础衣甲					159	0	1101
209	22715	武器商·李铁枪		83016,112166,1102842;			159	0	303
209	22767	服装商·曲织		85102,113578,1101629;			159	0	304
210	0	食物·药品·杂货商					159	0	845
210	22775	食品商·钱均儒		86316,113046,1101593;			159	0	318
210	22857	药品商·商贩阿婆		86167,115025,1102827;			159	0	319
211	0	门派套装商					159	0	869
211	24636	套装商·邓烁		64724,65156,1077608;			159	0	312
212	0	远程武器·暗器子弹					159	0	1075
212	22774	远程武器商·曲陶陶		88513,108192,1101614;			159	0	323
213	0	教书先生					159	0	1133
213	24978	教书先生·曲吴悦		84572,108246,1101614;			159	0	306
214	0	门派声望商					159	0	1139
214	22744	门派声望商·莫晓玲		65261,67874,1079353;			159	0	310
215	0	门派掌门					159	0	1142
215	22810	风火神龙·郭岩		64647,81105,1107454;			159	0	314
216	0	侠义值商人					159	0	875
216	22745	侠义值商·邓铱		63656,65649,1077337;			159	0	321
217	0	装备洗炼师					159	0	886
217	24617	装备洗炼师·武匡义		47104,82315,1139803;			159	0	327
218	0	长途船夫					159	0	631
218	22817	舟船总管·孙桨		72935,59065,1093488;			159	0	325
219	0	马匹·鞍具·饲料·马厩					150	0	1135
219	19216	马商·艾尼瓦尔		27883,25442,1093592;			150	0	583
220	0	基础武器·基础衣甲					150	0	1101
220	19245	武器商·萨比尔		66344,76620,1155986;			150	0	578
220	19258	服装商·张易得		25038,24025,1093869;			150	0	579
221	0	食物·药品·杂货商					150	0	845
221	19222	药品商·祖合拉		64522,73980,1157845;			150	0	591
221	19244	杂货商·苏莱曼		64642,73961,1157847;			150	0	592
221	19256	食品商·伽罗		23204,23784,1094764;			150	0	593
222	0	门派套装商					150	0	869
222	19593	套装商·玛依莎		54359,79469,1168227;			150	0	587
223	0	远程武器·暗器子弹					150	0	1075
223	19204	南诏商人·牟利		25452,25271,1094098;			150	0	597
224	0	教书先生					150	0	1133
224	19253	教书先生·阿凡提		23488,24882,1094726;			150	0	581
225	0	门派声望商					150	0	1139
225	19587	声望商·艾莎		54453,81418,1168126;			150	0	585
226	0	门派掌门					150	0	1142
226	19272	明教教主·陆危楼		60301,89617,1256583;			150	0	589
227	0	侠义值商人					150	0	875
227	19588	侠义值商·古丽苏如合		54299,79396,1168165;			150	0	595
228	0	装备洗炼师					150	0	886
228	26370	装备洗炼师·雷古斯		66163,82079,1250955;			150	0	603
229	0	长途车夫					150	0	1151
229	19239	朝圣者·沈平		14745,8751,1101695;			150	0	599
230	0	马匹·鞍具·饲料·马厩					122	0	1135
230	15270	马商·唐放		93678,71651,1072051;			122	0	769
231	0	基础武器·基础衣甲					122	0	1101
231	15211	武器商·唐傲生		84061,72967,1085699;			122	0	764
231	15281	服装商·唐萧萧		99408,74849,1079379;			122	0	765
232	0	食物·药品·杂货商					122	0	845
232	15207	杂货商·唐钰大宝		101256,72495,1080208;			122	0	777
232	15248	药品商·丹药西施		100761,73565,1079547;			122	0	778
232	15249	食品商·唐昭		100918,75358,1079539;			122	0	779
232	15250	食品商·唐钰小宝		101784,74248,1079484;			122	0	780
233	0	门派套装商					122	0	869
233	15292	门派套装商·唐藤新		84366,82262,1085701;			122	0	773
234	0	远程武器·暗器子弹					122	0	1075
234	15252	远程武器商·唐振宇		99438,72918,1079561;			122	0	784
235	0	教书先生					122	0	1133
235	15266	书商·唐吴		93063,68523,1083580;			122	0	767
236	0	门派声望商					122	0	1139
236	15229	甲字声望商·唐无言		84097,82274,1085701;			122	0	771
237	0	门派掌门					122	0	1142
237	15203	翠玉·唐老太太		68492,77856,1112403;			122	0	775
238	0	侠义值商人					122	0	875
238	15293	侠义值商人·唐明空		84402,82118,1085701;			122	0	782
239	0	装备洗炼师					122	0	886
239	26368	装备洗炼师·唐灵		71392,79093,1112342;			122	0	790
240	0	长途车夫					122	0	1151
240	15240	长途车夫·唐硕		105803,77376,1086465;			122	0	786
241	0	马匹·鞍具·饲料·马厩					11	0	1135
241	1652	马商·马成		58982,19758,1052204;			11	0	802
242	0	基础武器·基础衣甲					11	0	1101
242	1653	武器商·吕休		62582,24041,1058076;			11	0	797
242	1654	服装商·赵生		62566,22961,1058077;			11	0	798
243	0	食物·药品·杂货商					11	0	845
243	1655	食品商·典伤		62570,24491,1058076;			11	0	811
243	1660	杂货商·许开		51891,23317,1059764;			11	0	812
243	1661	药品商·司马遁		61384,17694,1052204;			11	0	813
244	0	门派套装商					11	0	869
244	5945	套装供应商·杨泉		58446, 24965, 1070272			11	0	807
245	0	远程武器·暗器子弹					11	0	1075
245	1658	远程武器商·姜思		51809,23427,1059757;			11	0	817
246	0	教书先生					11	0	1133
246	1659	教书先生·黄惊		50588,30099,1052784;			11	0	800
247	0	门派声望商					11	0	1139
247	1662	甲字声望商·夏侯奇		53817,18075,1052204;			11	0	804
247	4754	乙字声望商·夏侯超		53800,18807,1052204;			11	0	805
248	0	门派掌门					11	0	1142
248	1641	军师·朱剑秋		57922,25598,1062764;			11	0	809
249	0	侠义值商人					11	0	875
249	7700	套装物资商·杨立欣		58571, 24970, 1070336			11	0	815
250	0	装备洗炼师					11	0	886
250	1649	装备洗炼师·张孝文		62554,22491,1058076;			11	0	823
251	0	长途车夫					11	0	1151
251	3740	长途车夫·陈省		59864,8887,1049324;			11	0	819
252	0	马匹·鞍具·饲料·马厩					5	0	1135
252	16745	马商·慧训		32227,53136,1127315;			5	0	647
253	0	基础武器·基础衣甲					5	0	1101
253	613	服装商·慧量		55323,59418,1127424;			5	0	639
253	1252	武器商·童铁鑫		31421,52688,1127248;			5	0	640
253	1253	服装商·成光甫		31726,51857,1127279;			5	0	641
254	0	食物·药品·杂货商					5	0	845
254	551	药品商·慧恩		45414,42798,1122431;			5	0	656
254	567	食品商·成伯		32195,45901,1122475;			5	0	657
254	1250	杂货商·肖游泰		32271,52399,1127327;			5	0	658
256	0	远程武器·暗器子弹					5	0	1075
256	614	远程武器商·慧衡		55216,59421,1127426;			5	0	662
257	0	教书先生					5	0	1133
257	553	教书先生·道元		52201,40024,1122431;			5	0	643
258	0	门派声望商					5	0	1139
258	578	甲字声望商·道光		50075,44770,1122420;			5	0	649
258	4716	乙字声望商·道悟		50080,44693,1122419;			5	0	650
259	0	门派掌门					5	0	1142
259	640	方丈·玄钟		45455,65287,1131136;			5	0	652
261	0	装备洗炼师					5	0	886
261	532	装备洗炼师·慧恒		45035,65134,1131133;			5	0	666
262	0	长途车夫					5	0	1151
262	2704	长途车夫·高嘉		7753,13609,1048931;			5	0	664
263	0	马匹·鞍具·饲料·马厩					102	0	1135
263	13115	马商·苗小封		24856,60754,1053612;			102	0	866
264	0	基础武器·基础衣甲					102	0	1101
264	13113	服装商·苗小薰		29344,85366,1066451;			102	0	861
264	13114	武器商·苗小铁		30574,86647,1066451;			102	0	862
265	0	药品·杂货商					102	0	877
265	9429	杂货商·苗老商		29193,85444,1066451;			102	0	878
265	9446	药品商·苗老药		28986,86513,1066451;			102	0	879
266	0	门派套装商					102	0	869
266	9507	门派套装商·苗小放		28273,86476,1066451;			102	0	870
267	0	远程武器·暗器子弹					102	0	1075
267	9377	远程武器商·苗小醉		30750,86583,1066451;			102	0	883
268	0	教书先生					102	0	1133
268	9373	阅读材料供应商·楚天思		20801,77961,1066451;			102	0	864
269	0	门派声望商					102	0	1139
269	9384	甲字声望商·许周		22014,78642,1066444;			102	0	868
270	0	门派掌门					102	0	1142
270	9331	五毒教教主·曲云		16865,90831,1075342;			102	0	872
271	0	侠义值商人					102	0	875
271	9508	侠义值物资商·苗小岩		28620,85327,1066451;			102	0	876
272	0	装备洗炼师					102	0	886
272	9468	装备洗炼师·蓝盈盈		35327,62241,1061754;			102	0	887
273	0	长途车夫					102	0	1151
273	9416	车夫·苗小沙		25237,61204,1053753;			102	0	885
274	0	接引入门					5	0	644
274	552	菩提院首座·澄理		45398,46425,1127424;			5	0	645
275	0	入门接引					102	0	873
275	9340	长老·艾黎		34400,63970,1059592;			102	0	874
276	0	入门接引					49	0	873
276	6628	二庄主·叶晖		78522,72617,1118129;			49	0	88
277	0	采金训练师					49	0	791
277	8675	采金技艺训练·叶芳赵		89328,81320,1125510;			49	0	69
278	0	铸造训练师					49	0	820
278	6663	铸造技艺训练·叶芳达		89767,81909,1125512;			49	0	100
279	0	神农训练师					5	0	843
279	564	神农技艺训练·道因		33340,54515,1127413;			5	0	654
280	0	医术训练师					5	0	880
280	565	医术技艺训练·道果		33229,54455,1127421;			5	0	660
281	0	神农训练师					2	0	843
281	8674	神农训练师·骆茶茶		57242,37624,1133727;			2	0	844
282	0	医术训练师					2	0	880
282	3833	医术训练师·何颖		57106,37634,1133727;			2	0	850
283	0	庖丁训练师					7	0	202
283	8673	庖丁训练师·孙犁		27147,24127,1160315;			7	0	203
284	0	烹饪训练师					7	0	315
284	3826	烹饪训练师·孙陶		27244,23921,1160283;			7	0	205
285	0	采金训练师					11	0	791
285	427	采金训练师·张五龙		66760,16036,1052500;			11	0	792
286	0	铸造训练师					11	0	820
286	3828	铸造训练师·张五哥		66510,16028,1052500;			11	0	821
287	0	裁缝训练师					16	0	604
287	3834	裁缝训练师·陶彩娟		40743,31090,1057065;			16	0	605
288	0	采金训练师					122	0	791
288	16264	采金训练师·唐勋		98971,73232,1079617;			122	0	757
289	0	铸造训练师					122	0	820
289	15254	铸造训练师·唐轶		98420,73104,1079522;			122	0	788
290	0	采金训练师					150	0	791
290	20007	采金训练师·何朝礼		53689,81127,1168125;			150	0	572
291	0	铸造训练师					150	0	820
291	20000	铸造训练师·武元贺		53963,81423,1168125;			150	0	601
292	0	烹饪训练师					159	0	315
292	22797	烹饪训练师·蒋勤		89849,107415,1104849;			159	0	316
293	0	医术训练师					102	0	880
293	9467	医术训练师·蓝灵嫣		40177,65087,1051838;			102	0	881
294	0	入门接引					2	0	873
294	99	药王·孙思邈		46332,47544,1162265;			2	0	842
295	0	淬炼技艺训练师					108	0	1030
295	36787	淬炼训练师·薛义		62526,69040,1072645;			108	0	1032
295	36788	淬炼材料商·郑铸		62751,69053,1072645;			108	0	1031
296	0	淬炼技艺训练师					15	0	1030
296	36787	淬炼训练师·薛义		40215,103568,1063565;			15	0	1032
296	36788	淬炼材料商·郑铸		40784,103729,1063577;			15	0	1031
297	0	淬炼技艺训练师					6	0	1030
297	36787	淬炼训练师·薛义		53509,58770,1051791;			6	0	1032
297	36788	淬炼材料商·郑铸		53346,58776,1051717;			6	0	1031
298	0	淬炼技艺训练师					8	0	1030
298	36787	淬炼训练师·薛义		34997,86211,1058384;			8	0	1032
298	36788	淬炼材料商·郑铸		35246,86398,1058384;			8	0	1031
299	0	门派套装商					193	0	869
299	38159	套装商·于小寂		52327,14270,1068910;			193	0	49
299	38164	套装商·安婉言		52330,14505,1068902;			193	0	48
300	0	仓储·信使					193	0	1090
300	37997	信使·江君		52149,17209,1069411;			193	0	32
300	37999	仓库管理员·王晋		52089,17443,1069272;			193	0	33
300	41614	仓库管理员·成文浩		22146,23353,1085299;			193	0	30
300	41616	信使·阮小文		22121,22855,1085299;			193	0	31
301	0	门派声望商					193	0	1139
301	38165	乙字声望商·李邺		52226,15784,1069335;			193	0	45
301	38166	甲字声望商·孙娟		52233,15637,1069304;			193	0	46
302	0	基础武器·基础衣甲					193	0	1101
302	37996	服装商·孙夏萍		63728,13657,1091563;			193	0	35
302	38001	远程武器商·张君若		64189,23692,1090812;			193	0	60
302	38002	武器商·苏晓晨		64177,23508,1090775;			193	0	36
303	0	食品·药品·杂货					193	0	52
303	37808	菜贩·王海芸		65590,23411,1090809;			193	0	53
303	37809	酒商·苏韵澈		65706,23332,1090808;			193	0	54
303	37981	小吃商·宋文茜		65672,24032,1090816;			193	0	55
303	37993	酱料商·韩宇		65718,23937,1090810;			193	0	56
303	38000	杂货商·笑老板		57869,17710,1077334;			193	0	57
303	38174	药品商·莫倾烟		64237,24229,1090790;			193	0	58
304	0	马匹·鞍具·饲料·马厩					193	0	1135
304	37998	马商·钱卷书		46490,30868,1072241;			193	0	41
305	0	教书先生					193	0	1133
305	37995	教书先生·黄心怡		72441,19579,1099352;			193	0	39
306	0	铸造技艺训练师					193	0	1087
306	37803	炭火商·刘茂		64320,25214,1090889;			193	0	64
306	40851	铸造技艺训练·燕绿度		64403,25026,1090844;			193	0	65
307	0	采金技艺训练师					193	0	1020
307	40852	采金技艺训练师·长孙无声		64426,24770,1090812;			193	0	28
308	0	长途车夫					193	0	1151
308	41113	长途车夫·江芊纤		37749,4090,1124447;			193	0	62
309	0	远程武器·暗器子弹					193	0	1075
309	38001	远程武器商·张君若		64189,23692,1090812;			193	0	60
310	0	门派掌门					193	0	1142
310	37678	苍云统帅·长孙忘情		31379,23078,1087905;			193	0	51
311	0	装备洗炼师					193	0	886
311	41606	装备洗炼师·董玄		52510,14363,1068928;			193	0	67
312	0	门派大师兄					193	0	1138
312	40876	门派大师兄		43641,23045,1070272			193	0	1138
313	0	帮会登记人					194	0	1013
313	5745	帮会登记人·玄字贰壹		20163,71173,1143199;			194	0	1014
314	0	帮会领地接引人					194	0	1015
314	4714	帮会家园执事·玄字玖贰		19372,71699,1143498;			194	0	1016
315	0	裁缝技艺训练师					194	0	1017
315	9873	高级缝纫训练师·素怀绣		13909,75030,1137862;			194	0	676
315	14364	针线商·阿狸婆婆		13878,75449,1137879;			194	0	677
316	0	采金技艺训练师					194	0	1020
316	9869	高级采金训练师·宗百镐		14477,77006,1137854;			194	0	679
317	0	仓储·信使·交易师					194	0	1022
317	1	信使·交易区		15718, 61330, 1142976			194	0	1023
317	2	仓库管理·交易区		15177, 61579, 1143360			194	0	681
317	5	仓库管理·技艺区		14680, 74766, 1137920			194	0	682
317	9872	交易师·技艺区		14991, 74632, 1137920			194	0	683
317	9900	交易师·交易区		14770, 60216, 1143104			194	0	684
317	37117	信使·技艺区		15379, 74678, 1137856			194	0	685
318	0	抄书材料供应商					194	0	1028
318	9854	阅读材料供应商·黎书彦		14884,69967,1143044;			194	0	688
319	0	淬炼技艺训练师					194	0	1030
319	36787	淬炼技艺训练师·薛义		15805,76707,1137853;			194	0	690
319	36788	淬炼材料商·郑铸		15516,76790,1137853;			194	0	1031
320	0	江湖贡献·侠义值兑换商人					194	0	1033
320	1348	侠义值商人·玄字叁玖		18559,71580,1143199;			194	0	1034
320	1495	江湖物资商·玄字柒肆		18564,71455,1143199;			194	0	911
321	0	马匹·鞍具·饲料·马厩·兽医					194	0	1036
321	42379	马商·霍尔斯		23310,68658,1133680;			194	0	699
321	42382	兽医·刀一可		23023,68641,1133680;			194	0	700
322	0	名剑大会接引人					194	0	1041
322	16059	名剑大会报名人·张英		19408,59344,1143097;			194	0	704
323	0	庖丁技艺训练师					194	0	1043
323	9876	高级庖丁训练师·廉尤志		16799,77178,1137863;			194	0	706
324	0	烹饪技艺训练师					194	0	1045
324	9769	高级烹饪训练师·李虬髯		16616,77188,1137858;			194	0	709
324	9866	调味品商·常伊畅		17006,76893,1137859;			194	0	710
324	14111	蔬菜商·蔡夜青		16286,77033,1137853;			194	0	711
324	14112	酒商·杜不慷		22960,75466,1133685;			194	0	708
325	0	神农技艺训练师					194	0	1050
325	9879	高级神农训练师·蒙烈行		17042,74966,1137858;			194	0	716
326	0	声望相关兑换商人					194	0	1052
326	1	各势力声望商聚集区		15033, 70338, 1143104			194	0	1053
327	0	食物·药品·杂货·五行石商人					194	0	1054
327	8808	五行石商人·曾鑫		15272,60467,1143044;			194	0	1055
327	9867	背包商·包卜川		22866,72917,1133680;			194	0	722
327	9868	杂货商·郭五津		22794,73540,1133680;			194	0	720
327	14113	药品商·药昊圭		23398,70993,1133665;			194	0	723
327	40810	杂货商·王剑宇		23294,67682,1137387;			194	0	721
327	42380	礼品商·麦丽丽		22951,69355,1133665;			194	0	725
327	42381	小吃商·庞小小		23429,72083,1133665;			194	0	724
328	0	收书人					194	0	1060
328	494	杂集收书人·赵山河		14994,70559,1143083;			194	0	1061
328	495	道学收书人·武文墨		14756,70432,1143044;			194	0	1062
328	496	佛学收书人·谢断笔		14745,70343,1143044;			194	0	1063
328	5926	高级杂集收书人·地字玖玖		14835,70047,1143044;			194	0	730
329	0	威望·战阶·名剑大会相关商人					194	0	1065
329	1053	浩气盟威望商·别南轩		20039,59576,1143085;			194	0	1066
329	3037	恶人谷威望商·周简白		18757,59582,1143091;			194	0	1067
329	8131	浩气盟战阶商·王雨瑶		20037,59463,1143085;			194	0	1068
329	8132	恶人谷战阶商·董海健		18756,59463,1143091;			194	0	1069
329	16250	阵营名剑套装·许相迎		19023,60196,1143066;			194	0	1070
329	16252	中立名剑套装·南宫逸		18945,60139,1143066;			194	0	735
330	0	医术技艺训练师					194	0	1072
330	9877	高级医术训练师·白首翰		17042,74070,1137870;			194	0	743
330	42385	医术材料供应商·蒙风行		17040,74717,1137858;			194	0	742
331	0	远程武器·暗器子弹					194	0	1075
331	14114	远程武器商·常七彪		23072,70167,1133665;			194	0	745
332	0	战场接引人					194	0	1077
332	6552	恶人谷战场接引人		19034,59721,1143240;			194	0	1078
332	25673	浩气盟战场接引人		19772,59710,1143240;			194	0	1079
333	0	区域交通·门派接引					194	0	712
333	7598	阵营与门派接引人		23543,63062,1133660;			194	0	713
333	41104	太原驯鹰人·奚呱		23316,63145,1133760;			194	0	714
334	0	阵营与装备转换使					194	0	1083
334	1349	帮会阵营总管·玄字伍叁		19235,71692,1143498;			194	0	1084
334	7820	阵营大使·玄字陆捌		19508,71685,1143498;			194	0	1085
334	7821	黑市商人·李守财		18765,71111,1143204;			194	0	1086
335	0	铸造技艺训练师					194	0	1087
335	9875	高级铸造训练师·欧无邪		14933,76836,1137853;			194	0	754
335	14365	炭火商·谭奇山		14393,76755,1137853;			194	0	755
336	0	基础武器·基础衣甲					194	0	1101
336	9772	武器商·武奇申		23479,69982,1133665;			194	0	693
336	9862	服装商·吴湘桂		23520,73283,1133675;			194	0	694
337	0	背包商·特殊商人					194	0	671
337	7288	剑庐火工头子·叶鸦		15278,70684,1143044;			194	0	672
337	9867	背包商·包卜川		22866,72917,1133680;			194	0	722
337	14110	稀世材料商·法劳绍		22485,73834,1133685;			194	0	673
338	0	试炼之地接引人					194	0	728
338	17612	试炼之地接引人		22884,63089,1133670;			194	0	728
339	0	仓储·信使					25	0	1090
339	4727	帮会仓库总管·程志		39305,30571,1125680;			25	0	340
339	4731	信使·吴封		37400,36501,1120430;			25	0	341
339	4732	仓库总管·张释		39010,30880,1125680;			25	0	342
340	0	浩气盟盟主					25	0	346
340	5308	浩气盟盟主·谢渊		44555,23854,1136131;			25	0	347
341	0	长途车夫					25	0	1151
341	977	车夫·申行		36087,45953,1086383;			25	0	390
342	0	烹饪技艺训练师					25	0	1045
342	4733	初级烹饪训练师·魏襄		49532,27956,1121860;			25	0	365
342	5447	烹饪酱料商·五味王		39726,27964,1125046;			25	0	366
342	5458	烹饪蔬菜商·南山凤妪		38757,25473,1125046;			25	0	367
343	0	食物·药品·杂货商人					25	0	370
343	1052	杂货商·呼晴		74328,21041,1061970;			25	0	373
343	2422	杂货商·封伯		12168,91383,1059566;			25	0	374
343	5164	杂货商·静儿		15246,57861,1075699;			25	0	371
343	5175	杂货商·唐吉		4677,25384,1062129;			25	0	372
343	5448	小吃商·南海神厨		41286,26937,1125046;			25	0	375
343	5449	杂货商·白秀山		40342,25566,1125046;			25	0	376
343	5451	郎中·秋岳		39191,26661,1125046;			25	0	377
343	5720	礼品商·邱月圆		40319,22222,1125046;			25	0	378
343	36504	杂货商·莫云		43561,41655,1126181;			25	0	379
344	0	基础武器·基础衣甲					25	0	1101
344	5445	服饰商·李霞衣		39846,23208,1125046;			25	0	359
344	5452	暗器商·邓凌风		41715,24265,1125046;			25	0	360
344	5459	武器商·向鼎天		41665,24433,1125046;			25	0	361
345	0	书籍·阅读材料商					25	0	380
345	5453	书籍·阅读材料商·江山指		40392,25825,1125046;			25	0	381
346	0	医术技艺训练师					25	0	1072
346	4735	初级医术训练师·牛小兰		48627,25229,1121860;			25	0	387
346	5450	医术材料商·薛无寿		47853,25155,1121860;			25	0	388
347	0	神农技艺训练师					25	0	1050
347	4738	初级神农训练师·徐甘		48094,25175,1121860;			25	0	369
348	0	采金技艺训练师					25	0	1020
348	4740	初级采金训练师·白烈		47954,28209,1121860;			25	0	338
349	0	锻造技艺训练师					25	0	343
349	4736	初级锻造训练师·杨童		47707,28315,1121860;			25	0	344
349	5724	炭火商·铁铸刚		48203,27892,1121860;			25	0	345
350	0	庖丁技艺训练师					25	0	1043
350	1063	初级庖丁训练师·刘景		51402,27317,1121860;			25	0	363
351	0	裁缝技艺训练师					25	0	1017
351	4722	初级裁缝训练师·玉小娥		51336,26255,1121860;			25	0	335
351	5457	针线商·秦三娘		51320,26474,1121860;			25	0	336
352	0	帮会仓库总管					25	0	328
352	4727	帮会仓库总管·程志		39305,30571,1125680;			25	0	340
353	0	帮会阵营执事					25	0	332
353	4726	帮会阵营执事·季如风		44579,45274,1125046;			25	0	333
354	0	帮会物资商					25	0	330
354	4728	甲字帮会物资商·柳修		47994,45297,1125046;			25	0	331
355	0	浩气盟声望兑换商					25	0	348
355	5454	浩气盟声望商·玉剑尘		49961,41552,1125674;			25	0	349
356	0	威望·战阶相关商人					25	0	382
356	1053	浩气盟威望商·别南轩		49392,40691,1125674;			25	0	1066
356	4742	乙字阵营物资商·苏碧		49638,42074,1125674;			25	0	383
356	8131	浩气盟战阶商·王雨瑶		49542,40396,1125670;			25	0	1068
357	0	浩气七星					25	0	350
357	5130	玉衡·司空仲平		9029, 62850, 1059968			25	0	351
357	5135	开阳·可人		36579, 78146, 1059328			25	0	352
357	5193	天权·张桎辕		74235, 20960, 1062016			25	0	353
357	5194	天玑·翟季真		51041, 31529, 1128768			25	0	354
357	5195	摇光·月弄痕		74788, 63077, 1067904			25	0	355
357	5196	天璇·影		33398, 21363, 1103936			25	0	356
357	5308	天枢·谢渊		44555,23854,1136131;			25	0	357
358	0	长途车夫					27	0	1151
358	4715	车夫·丁远倡		40008,26289,1071725;			27	0	294
359	0	食品·药品·杂货商人					27	0	1118
359	695	礼品商·陆松月		38534,58030,1097791;			27	0	275
